POW_LGA_CODE_2021,SW_300_399_Tot,SW_400_499_A_15_19,SW_400_499_A_20_24,SW_400_499_A_25_34,SW_400_499_A_35_44,SW_400_499_A_45_54,SW_400_499_A_55_64,SW_400_499_A_65_74,SW_400_499_A_75ov,SW_400_499_Tot,SW_500_649_A_15_19,SW_500_649_A_20_24,SW_500_649_A_25_34,SW_500_649_A_35_44,SW_500_649_A_45_54,SW_500_649_A_55_64,SW_500_649_A_65_74,SW_500_649_A_75ov,SW_500_649_Tot,SW_650_799_A_15_19,SW_650_799_A_20_24,SW_650_799_A_25_34,SW_650_799_A_35_44,SW_650_799_A_45_54,SW_650_799_A_55_64,SW_650_799_A_65_74,SW_650_799_A_75ov,SW_650_799_Tot,SW_800_999_A_15_19,SW_800_999_A_20_24,SW_800_999_A_25_34,SW_800_999_A_35_44,SW_800_999_A_45_54,SW_800_999_A_55_64,SW_800_999_A_65_74,SW_800_999_A_75ov,SW_800_999_Tot,SW_1000_1249_A_15_19,SW_1000_1249_A_20_24,SW_1000_1249_A_25_34,SW_1000_1249_A_35_44,SW_1000_1249_A_45_54,SW_1000_1249_A_55_64,SW_1000_1249_A_65_74,SW_1000_1249_A_75ov,SW_1000_1249_Tot,SW_1250_1499_A_15_19,SW_1250_1499_A_20_24,SW_1250_1499_A_25_34,SW_1250_1499_A_35_44,SW_1250_1499_A_45_54,SW_1250_1499_A_55_64,SW_1250_1499_A_65_74,SW_1250_1499_A_75ov,SW_1250_1499_Tot,SW_1500_1749_A_15_19,SW_1500_1749_A_20_24,SW_1500_1749_A_25_34,SW_1500_1749_A_35_44,SW_1500_1749_A_45_54,SW_1500_1749_A_55_64,SW_1500_1749_A_65_74,SW_1500_1749_A_75ov,SW_1500_1749_Tot,SW_1750_1999_A_15_19,SW_1750_1999_A_20_24,SW_1750_1999_A_25_34,SW_1750_1999_A_35_44,SW_1750_1999_A_45_54,SW_1750_1999_A_55_64,SW_1750_1999_A_65_74,SW_1750_1999_A_75ov,SW_1750_1999_Tot,SW_2000_2999_A_15_19,SW_2000_2999_A_20_24,SW_2000_2999_A_25_34,SW_2000_2999_A_35_44,SW_2000_2999_A_45_54,SW_2000_2999_A_55_64,SW_2000_2999_A_65_74,SW_2000_2999_A_75ov,SW_2000_2999_Tot,SW_3000_3499_A_15_19,SW_3000_3499_A_20_24,SW_3000_3499_A_25_34,SW_3000_3499_A_35_44,SW_3000_3499_A_45_54,SW_3000_3499_A_55_64,SW_3000_3499_A_65_74,SW_3000_3499_A_75ov,SW_3000_3499_Tot,SW_3500mo_A_15_19,SW_3500mo_A_20_24,SW_3500mo_A_25_34,SW_3500mo_A_35_44,SW_3500mo_A_45_54,SW_3500mo_A_55_64,SW_3500mo_A_65_74,SW_3500mo_A_75ov,SW_3500mo_Tot,SW_PINS_A_15_19,SW_PINS_A_20_24,SW_PINS_A_25_34,SW_PINS_A_35_44,SW_PINS_A_45_54,SW_PINS_A_55_64,SW_PINS_A_65_74,SW_PINS_A_75ov,SW_PINS_Tot,SW_Tot_A_15_19,SW_Tot_A_20_24,SW_Tot_A_25_34,SW_Tot_A_35_44,SW_Tot_A_45_54,SW_Tot_A_55_64,SW_Tot_A_65_74,SW_Tot_A_75ov,SW_Tot_Tot,MaOpD_NNI_A_15_19,MaOpD_NNI_A_20_24,MaOpD_NNI_A_25_34,MaOpD_NNI_A_35_44,MaOpD_NNI_A_45_54,MaOpD_NNI_A_55_64,MaOpD_NNI_A_65_74,MaOpD_NNI_A_75ov,MaOpD_NNI_Tot,MaOpD_1_149_A_15_19,MaOpD_1_149_A_20_24,MaOpD_1_149_A_25_34,MaOpD_1_149_A_35_44,MaOpD_1_149_A_45_54,MaOpD_1_149_A_55_64,MaOpD_1_149_A_65_74,MaOpD_1_149_A_75ov,MaOpD_1_149_Tot,MaOpD_150_299_A_15_19,MaOpD_150_299_A_20_24,MaOpD_150_299_A_25_34,MaOpD_150_299_A_35_44,MaOpD_150_299_A_45_54,MaOpD_150_299_A_55_64,MaOpD_150_299_A_65_74,MaOpD_150_299_A_75ov,MaOpD_150_299_Tot,MaOpD_300_399_A_15_19,MaOpD_300_399_A_20_24,MaOpD_300_399_A_25_34,MaOpD_300_399_A_35_44,MaOpD_300_399_A_45_54,MaOpD_300_399_A_55_64,MaOpD_300_399_A_65_74,MaOpD_300_399_A_75ov,MaOpD_300_399_Tot,MaOpD_400_499_A_15_19,MaOpD_400_499_A_20_24,MaOpD_400_499_A_25_34,MaOpD_400_499_A_35_44,MaOpD_400_499_A_45_54,MaOpD_400_499_A_55_64,MaOpD_400_499_A_65_74,MaOpD_400_499_A_75ov,MaOpD_400_499_Tot,MaOpD_500_649_A_15_19,MaOpD_500_649_A_20_24,MaOpD_500_649_A_25_34,MaOpD_500_649_A_35_44,MaOpD_500_649_A_45_54,MaOpD_500_649_A_55_64,MaOpD_500_649_A_65_74,MaOpD_500_649_A_75ov,MaOpD_500_649_Tot,MaOpD_650_799_A_15_19,MaOpD_650_799_A_20_24,MaOpD_650_799_A_25_34,MaOpD_650_799_A_35_44,MaOpD_650_799_A_45_54,MaOpD_650_799_A_55_64,MaOpD_650_799_A_65_74,MaOpD_650_799_A_75ov,MaOpD_650_799_Tot,MaOpD_800_999_A_15_19,MaOpD_800_999_A_20_24,MaOpD_800_999_A_25_34,MaOpD_800_999_A_35_44,MaOpD_800_999_A_45_54,MaOpD_800_999_A_55_64,MaOpD_800_999_A_65_74,MaOpD_800_999_A_75ov,MaOpD_800_999_Tot,MaOpD_1000_1249_A_15_19,MaOpD_1000_1249_A_20_24,MaOpD_1000_1249_A_25_34,MaOpD_1000_1249_A_35_44,MaOpD_1000_1249_A_45_54,MaOpD_1000_1249_A_55_64,MaOpD_1000_1249_A_65_74,MaOpD_1000_1249_A_75ov,MaOpD_1000_1249_Tot,MaOpD_1250_1499_A_15_19
LGA23940,8,0,0,0,3,0,0,0,0,13,5,0,4,4,3,9,0,0,22,0,0,0,0,0,3,4,0,12,0,0,0,5,0,3,3,0,15,0,0,0,0,0,8,0,0,6,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,8,18,14,15,29,9,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,8,0,0,0,4,0,6,5,0,14,0,0,0,0,3,0,0,0,16,0,0,4,4,6,7,3,0,21,0,4,5,5,13,11,0,0,35,0,5,11,8,10,19,4,0,56,0
LGA24130,113,13,39,3,14,21,26,0,0,120,7,41,19,21,27,32,15,0,154,9,29,29,14,37,25,15,3,162,0,16,27,29,32,34,3,0,134,0,12,17,14,35,25,6,3,116,0,3,6,14,18,16,4,0,62,0,0,9,15,10,7,0,0,45,0,0,6,4,10,4,0,0,27,0,0,9,5,9,0,5,0,33,0,0,4,0,7,5,0,0,11,0,0,0,6,8,6,0,0,24,0,0,0,0,3,0,0,0,9,435,204,151,159,239,221,58,4,1478,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,4,8,3,0,4,0,0,0,19,0,0,3,6,4,0,0,0,13,0,3,3,3,7,3,8,0,30,0,7,9,0,0,20,9,0,50,0,0,5,7,14,14,8,0,65,0,10,18,10,24,21,13,3,95,3,0,23,24,27,32,19,0,124,0
LGA24210,509,51,202,55,34,57,56,17,0,477,30,190,89,47,67,83,24,0,536,8,113,109,76,93,71,36,5,510,9,76,99,58,67,53,19,3,377,0,41,83,46,47,51,19,4,294,0,8,47,39,36,37,13,4,189,0,0,30,35,32,17,0,6,120,0,3,19,21,22,15,3,0,81,0,0,20,38,26,26,5,0,123,0,0,3,8,12,7,0,0,29,0,0,11,17,24,9,0,0,66,13,12,3,3,3,3,0,0,46,1018,1185,680,492,567,509,167,31,4646,0,0,0,5,0,0,0,0,5,6,4,0,0,0,0,0,0,15,7,3,9,4,3,4,0,0,27,4,9,3,7,0,0,4,0,30,3,10,11,5,6,4,3,0,37,0,14,14,10,9,17,3,0,67,0,17,23,10,15,19,7,0,88,0,3,21,23,28,33,10,0,116,0,4,21,53,58,46,11,3,198,0
LGA24250,27,0,4,3,0,4,7,3,0,25,0,9,3,7,7,10,6,0,41,0,16,12,17,9,17,4,0,76,0,0,19,15,16,11,5,0,66,0,5,13,9,11,6,3,0,42,0,4,4,0,5,5,3,0,23,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10,0,0,0,7,5,5,0,0,18,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,9,58,41,57,64,65,85,26,4,405,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,4,0,0,11,0,0,0,0,5,6,3,0,17,0,0,3,3,3,7,0,0,18,0,0,4,8,4,9,5,0,33,0,5,8,13,13,11,11,0,61,0
LGA24330,513,62,224,99,37,52,38,11,0,518,41,254,174,72,95,57,17,0,701,29,190,189,100,94,80,16,0,695,3,105,196,106,84,58,17,4,561,0,59,138,74,46,42,12,0,376,0,16,61,68,55,32,6,0,243,0,4,33,29,37,24,5,3,131,0,0,12,17,25,11,0,0,70,0,0,18,25,40,12,4,0,113,0,0,8,7,7,3,0,0,27,0,3,8,7,13,6,0,0,41,3,9,3,3,4,5,0,0,37,920,1379,1043,604,613,451,106,15,5125,0,4,5,3,0,0,0,0,11,14,5,0,0,3,0,0,0,22,11,22,8,10,8,4,0,0,64,6,16,18,3,22,11,0,0,75,3,31,42,18,20,10,6,0,130,0,51,63,30,30,27,7,0,211,6,57,102,77,74,41,29,0,384,4,69,213,154,150,91,19,0,710,0,32,166,147,126,160,32,0,666,0
LGA24410,495,54,194,62,42,39,46,30,0,470,44,193,95,61,81,85,23,0,590,24,161,122,62,92,84,26,3,583,5,112,135,87,107,72,13,0,542,5,51,109,73,87,75,14,7,426,3,16,69,61,56,51,15,0,271,0,4,42,40,45,44,11,0,195,0,0,21,27,32,25,3,0,104,0,4,25,49,40,33,9,0,153,0,0,8,16,14,5,0,0,41,0,0,3,18,15,10,4,0,52,3,9,3,7,4,7,5,3,36,1335,1208,783,626,674,598,177,25,5430,3,0,3,7,0,0,0,0,15,13,0,0,0,0,0,0,0,21,23,16,6,6,0,6,6,0,58,5,14,5,8,10,9,8,0,54,6,19,14,8,13,19,9,0,86,4,25,33,23,27,26,9,0,149,3,39,50,40,42,68,20,3,267,8,50,115,96,116,129,23,4,539,5,35,112,107,141,147,27,0,578,0
LGA24600,1224,108,579,349,95,69,45,23,8,1281,67,696,583,202,121,119,34,7,1830,37,491,752,257,167,139,37,10,1891,17,448,893,423,234,145,46,7,2211,17,315,1017,494,291,194,45,4,2378,0,113,771,482,226,147,39,3,1792,0,71,586,457,265,161,45,11,1592,0,26,327,337,217,104,29,4,1050,0,18,583,651,466,224,44,4,1988,0,4,127,210,158,50,9,0,557,0,7,179,504,487,193,39,4,1411,18,34,35,21,14,15,4,0,145,1428,4158,6612,4294,2825,1639,442,71,21463,0,3,5,8,4,6,3,0,31,13,10,8,8,5,6,0,0,50,14,36,25,8,12,9,0,0,105,11,42,56,26,16,13,10,0,169,10,40,61,40,14,16,5,0,194,7,67,110,67,37,30,14,0,339,10,59,173,83,70,71,25,0,497,5,94,273,196,159,135,25,0,891,3,59,284,234,222,187,47,0,1049,0
LGA24650,366,59,108,64,49,42,35,9,0,369,47,105,106,63,73,48,10,5,451,24,98,118,76,61,54,7,0,436,16,75,124,101,82,62,16,0,473,4,43,94,84,76,51,11,0,362,0,11,59,46,31,28,3,0,176,0,6,22,33,36,22,0,0,117,0,0,21,26,14,12,4,0,78,0,0,23,33,35,13,6,0,107,0,0,5,9,11,5,0,0,27,0,0,14,12,12,0,0,0,40,11,9,4,4,4,5,5,0,40,1250,731,741,602,535,382,80,7,4325,0,4,7,3,3,4,0,0,24,16,0,3,4,6,3,0,0,37,14,21,14,12,3,10,0,0,67,8,27,19,27,5,9,4,0,88,10,32,39,22,27,9,9,0,155,14,43,68,51,13,32,5,0,237,11,71,118,112,48,47,8,0,413,12,77,224,162,140,82,16,0,714,9,72,234,227,155,89,23,0,820,0
LGA24780,150,25,39,27,28,28,36,6,0,184,36,49,66,40,42,45,12,0,284,20,54,70,58,61,47,12,0,324,0,71,79,43,84,58,16,0,351,0,24,59,37,56,43,10,0,237,0,8,27,23,35,23,0,0,129,0,0,16,15,17,16,5,0,70,0,0,9,9,5,14,4,0,31,0,0,5,4,12,6,3,0,29,0,0,0,0,3,0,0,0,9,0,0,0,3,3,5,0,0,16,10,5,4,0,6,4,3,0,30,629,333,398,295,374,328,72,4,2434,0,0,5,0,0,0,0,0,3,3,0,0,0,0,0,0,0,8,3,7,4,3,0,3,0,0,21,6,7,0,0,3,3,0,0,25,11,4,8,0,8,8,6,0,44,5,6,12,12,16,16,11,0,79,3,17,31,30,30,42,12,0,173,10,36,61,59,75,83,12,0,332,0,16,70,49,76,86,20,0,329,0
LGA24850,104,26,33,18,16,16,18,0,0,124,17,36,30,18,37,23,16,0,180,3,38,16,18,16,39,8,0,146,9,28,33,17,30,23,4,0,147,0,10,23,18,10,18,0,0,83,0,0,9,11,7,9,0,0,38,0,4,7,8,0,4,0,0,24,0,3,0,0,3,6,0,0,17,0,0,9,4,6,6,5,0,29,0,0,0,0,0,3,0,0,7,0,0,0,0,4,6,0,0,8,3,6,3,0,0,0,0,0,20,421,211,175,151,168,163,40,0,1333,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,9,3,6,0,0,0,3,0,0,15,3,0,3,0,0,8,6,0,21,0,0,0,4,5,4,0,0,17,0,4,12,11,17,14,3,0,57,7,8,13,9,16,14,9,0,70,6,16,28,17,30,38,10,0,148,13,21,30,31,36,44,6,0,185,3
LGA24900,63,10,8,14,12,12,23,8,0,82,10,22,12,7,24,26,5,3,109,8,13,22,18,25,35,6,0,137,0,17,20,29,29,28,10,0,139,0,5,18,14,29,18,5,0,96,0,0,7,12,13,5,3,0,41,0,0,7,10,8,0,4,0,28,0,0,3,4,5,0,0,0,17,0,0,0,3,3,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,6,260,96,120,127,171,160,49,5,983,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,5,3,0,0,0,0,4,3,0,11,0,0,0,0,0,5,7,0,14,0,0,0,0,0,7,5,3,17,0,0,5,4,4,15,15,3,48,0,4,7,8,16,18,6,0,63,0,8,13,17,23,31,12,0,104,3,17,22,26,47,63,17,0,185,0
LGA24970,640,50,206,117,65,95,75,21,3,630,46,260,161,112,116,103,45,3,843,25,194,190,123,144,104,31,0,803,14,149,279,179,155,114,31,7,920,3,98,257,187,158,125,39,7,865,0,41,177,169,128,80,25,0,610,0,11,134,152,128,80,10,6,532,0,8,73,89,117,67,13,3,359,0,4,120,226,160,83,16,0,616,0,0,15,66,56,23,5,0,169,0,0,18,65,68,39,11,0,200,10,20,15,7,21,11,0,0,81,1348,1610,1690,1546,1461,996,273,31,8949,4,4,6,3,4,3,0,0,25,31,24,10,3,6,3,5,6,86,26,42,24,9,5,10,4,0,124,15,34,38,16,13,12,8,8,149,13,49,46,18,23,28,18,5,205,7,78,83,51,45,43,24,0,333,13,80,155,101,103,130,34,4,617,13,112,285,218,222,200,57,4,1105,4,66,244,233,271,252,62,5,1141,0
LGA25060,447,52,159,46,36,48,40,22,0,408,29,143,88,61,75,77,18,4,498,9,116,116,70,75,63,20,3,478,5,73,128,73,88,55,17,4,435,0,44,104,53,59,45,11,0,321,3,12,68,53,33,31,5,0,209,0,18,42,33,50,26,3,0,169,0,3,19,25,26,16,9,0,98,0,5,24,42,43,18,4,0,136,0,0,4,7,10,3,0,0,28,0,7,9,10,25,14,4,3,68,10,5,3,10,3,5,3,3,43,1221,1004,749,528,609,476,145,22,4745,5,3,0,0,0,0,0,0,9,19,8,0,0,0,0,0,0,27,12,10,6,8,4,0,0,0,42,5,10,6,4,5,12,0,0,48,7,25,15,7,10,10,3,0,71,3,18,17,11,7,12,4,0,67,7,13,37,14,23,20,4,0,117,0,27,41,39,30,53,11,0,200,0,4,49,27,43,56,14,0,198,0
LGA25150,86,10,19,15,4,15,12,5,0,74,0,23,20,23,13,16,10,0,105,0,12,20,23,20,14,4,0,92,0,15,9,19,23,13,5,0,82,0,5,11,11,15,11,0,0,51,0,3,3,7,3,5,4,0,30,0,0,10,9,4,3,0,0,15,0,0,0,3,7,5,0,0,15,0,0,0,0,11,0,0,0,16,0,0,3,0,0,0,0,0,10,0,0,0,0,3,0,0,0,7,7,0,0,0,3,0,0,0,8,270,143,109,111,130,94,27,4,895,0,0,0,0,0,0,0,0,3,8,0,0,5,0,0,0,0,13,3,0,0,0,0,0,5,0,8,7,3,0,0,3,4,0,0,18,0,3,4,0,7,4,0,0,20,0,0,3,6,5,10,7,0,30,0,8,4,11,15,8,3,0,58,0,5,14,23,27,28,7,0,107,0,7,24,38,45,49,11,0,170,0
LGA25250,346,33,123,81,27,48,30,18,0,364,27,146,119,42,70,39,12,0,459,17,91,129,92,66,54,12,0,458,4,64,135,68,65,56,18,0,420,3,27,109,65,78,53,8,0,354,0,8,52,55,43,34,15,0,211,0,7,36,36,33,28,3,0,146,0,0,14,15,17,11,0,0,64,0,0,19,33,39,13,6,0,113,0,0,0,8,10,3,0,0,21,0,0,8,14,14,10,0,0,46,3,7,6,3,3,3,0,3,32,716,790,786,520,532,394,113,9,3865,0,0,0,4,4,4,0,0,18,10,6,0,0,0,3,6,0,33,14,11,10,6,7,6,0,0,54,3,11,19,11,9,9,4,0,74,5,21,36,12,14,18,7,0,121,10,43,53,54,42,31,13,0,247,0,29,96,52,57,52,23,0,311,3,48,108,100,96,78,14,3,446,0,11,91,68,93,88,17,7,373,0
LGA25340,476,72,179,55,60,73,88,27,10,571,65,189,99,85,162,141,51,5,800,41,155,133,102,133,137,45,9,758,15,113,137,103,154,132,35,0,684,0,42,115,90,126,97,32,9,508,0,18,64,54,68,58,24,4,278,0,7,33,41,61,42,12,0,198,0,6,13,28,32,20,4,3,109,0,0,21,41,70,27,18,0,182,0,0,0,8,15,8,0,0,44,0,0,12,32,54,15,9,6,129,14,11,4,5,10,11,4,0,58,1632,1040,783,726,1059,871,319,46,6478,0,0,0,0,0,0,0,0,9,35,3,0,5,0,0,4,0,48,26,12,4,4,3,4,4,0,68,11,19,8,8,13,18,7,0,80,4,7,4,8,10,16,12,5,65,9,19,24,14,22,28,12,4,128,3,17,24,30,40,45,33,3,184,5,35,63,48,85,104,21,0,362,5,14,69,72,90,112,28,5,385,5
LGA25430,41,3,10,11,4,13,17,6,0,58,3,8,9,5,16,14,5,0,63,3,5,12,15,23,11,4,0,78,3,9,3,13,12,13,4,0,50,0,6,7,4,9,7,3,5,38,0,0,0,0,3,6,3,0,20,0,0,4,4,4,5,0,0,13,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,5,0,0,0,0,0,0,0,12,134,46,61,58,98,95,37,4,538,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,3,0,6,3,0,16,0,0,4,4,3,13,0,0,30,0,3,3,0,11,7,6,0,27,0,7,10,15,10,17,3,0,62,0,5,16,13,31,28,6,0,99,0
LGA25490,25,5,4,5,3,7,5,3,0,28,8,0,0,0,3,12,5,4,42,0,0,3,9,7,6,0,0,32,0,0,10,13,15,3,4,0,43,0,0,8,3,0,3,5,0,24,0,0,4,0,3,0,0,0,9,0,0,4,0,3,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,5,0,5,0,0,0,10,0,0,0,0,3,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,72,25,41,38,53,56,23,4,312,4,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,4,4,3,0,0,10,0,0,0,6,0,0,3,0,16,4,4,8,12,15,17,8,0,71,4,6,5,24,18,30,9,0,101,0
LGA25620,13,4,0,3,3,12,5,0,0,31,0,4,0,4,17,9,4,0,38,0,8,12,6,12,18,4,0,59,0,0,4,9,9,9,0,4,36,0,0,0,3,12,16,0,0,35,0,0,5,0,4,3,0,0,11,0,0,3,5,0,0,0,0,11,0,0,6,0,3,0,0,0,5,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,43,18,38,38,70,75,25,8,307,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,0,4,3,0,0,14,0,0,5,0,7,0,6,0,22,0,0,5,5,0,5,0,4,16,0,8,5,4,15,14,8,0,42,0,0,7,3,18,16,4,0,57,0
LGA25710,114,12,48,8,10,17,16,10,0,115,15,50,20,11,18,16,8,0,143,3,24,20,12,15,17,8,0,109,0,28,16,17,24,22,3,4,108,0,20,23,7,16,18,8,0,91,0,4,13,12,15,16,7,0,64,0,0,9,8,8,11,3,0,42,0,0,9,3,12,6,9,0,30,0,0,0,7,10,13,4,0,41,0,0,4,6,0,0,0,0,13,0,0,0,6,5,4,0,0,21,3,3,0,0,3,3,0,0,13,426,260,134,109,157,177,68,8,1335,0,0,3,0,0,0,0,0,3,9,0,0,0,0,0,0,0,5,7,9,3,0,5,0,0,0,24,5,4,3,0,3,6,0,0,19,0,6,3,0,3,0,3,0,14,0,4,5,4,4,5,4,0,30,0,0,9,5,8,18,5,4,48,0,10,10,10,16,17,5,3,67,0,3,4,17,17,31,7,0,85,0
LGA25810,24,4,7,3,5,0,3,0,0,24,10,7,10,8,15,6,3,0,61,0,11,10,4,8,9,4,0,50,0,9,16,8,11,4,3,0,51,0,6,6,4,10,6,0,0,27,0,0,5,3,0,4,0,0,15,0,0,0,0,4,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,5,90,39,54,42,56,50,19,3,365,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,8,0,0,5,3,0,3,10,0,20,0,0,5,0,7,9,4,4,30,0,5,8,8,14,15,6,0,46,4,3,13,4,13,20,0,0,57,0
LGA25900,271,31,123,74,33,25,20,5,0,307,24,152,137,58,48,40,14,5,467,8,101,157,81,48,47,22,0,469,0,121,213,101,80,62,20,3,608,3,86,249,135,94,60,18,7,651,0,49,213,127,88,36,15,0,536,0,11,158,135,90,47,16,3,451,0,5,88,87,61,38,3,0,295,0,0,159,178,144,70,18,3,577,0,0,25,52,37,12,8,0,141,0,0,46,125,110,39,12,4,332,3,9,11,3,11,8,0,0,42,425,866,1616,1168,887,530,183,32,5697,0,0,0,0,0,0,0,0,5,15,9,3,3,0,0,0,0,33,5,32,26,9,0,3,3,0,76,9,36,38,14,3,0,0,0,104,4,49,75,30,14,14,4,0,188,5,65,118,35,23,13,5,0,265,7,49,137,60,29,17,5,0,306,0,62,176,104,51,40,7,0,447,4,44,153,92,69,33,18,4,413,0
LGA25990,10,0,0,0,0,0,5,0,0,12,0,0,3,4,4,8,0,0,27,0,5,4,0,5,0,0,0,15,0,0,3,0,4,3,0,0,13,0,0,0,6,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,16,13,14,13,17,22,15,4,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,5,10,0,0,20,0,4,3,6,5,8,3,0,23,0
LGA26080,9,0,0,0,0,0,3,0,0,0,3,3,0,0,0,4,5,0,20,0,0,0,3,4,0,0,0,14,0,0,0,0,4,0,4,0,6,0,0,3,0,4,0,0,0,6,0,0,0,4,0,0,3,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,8,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,4,28,12,10,6,27,27,14,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA26170,67,11,19,12,8,13,21,10,0,82,11,8,14,18,28,34,4,0,112,0,15,29,13,22,13,8,0,105,3,18,26,27,29,14,8,0,123,0,9,16,8,15,17,4,0,81,0,0,5,8,9,7,3,0,29,0,0,8,9,0,7,4,0,24,0,0,3,7,10,9,0,0,27,0,0,0,7,7,5,3,0,22,0,0,0,0,0,3,0,0,7,0,0,0,0,8,4,0,0,14,8,0,0,0,6,3,0,0,19,247,89,137,121,159,151,57,4,962,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,5,3,0,0,8,0,0,3,0,3,5,0,0,22,4,7,7,0,4,10,8,0,42,0,4,3,6,13,20,5,0,57,0,8,10,16,26,39,13,0,108,0,4,22,19,33,40,6,0,128,0
LGA26260,41,5,4,9,8,5,10,0,0,44,11,12,23,19,11,9,7,0,88,0,29,15,15,18,16,8,0,98,0,11,17,14,23,24,8,0,97,0,14,11,9,17,14,0,0,73,0,3,14,4,12,7,0,0,38,0,0,0,0,4,10,0,0,20,0,0,0,5,3,6,0,0,12,0,0,0,6,3,3,0,0,13,0,0,0,0,0,0,0,0,4,0,0,3,4,4,0,0,0,16,0,0,0,0,0,0,0,0,5,137,82,107,98,116,113,31,9,696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,9,0,6,0,0,0,0,4,7,0,0,14,0,0,0,0,4,8,4,0,24,5,0,5,0,4,5,3,0,34,0,6,11,12,14,21,3,0,66,0,3,9,9,23,26,10,0,82,0
LGA26350,818,75,444,152,45,47,65,20,6,862,57,435,256,108,83,98,34,3,1080,22,313,324,95,90,72,32,8,956,9,218,340,119,122,100,33,4,953,3,112,335,137,96,89,30,5,798,0,30,192,91,49,35,23,9,428,0,25,135,63,60,45,12,0,348,0,4,61,35,36,23,13,5,185,0,0,81,80,69,30,16,0,284,0,4,16,33,24,15,3,0,97,0,7,42,69,63,44,17,3,243,3,13,7,0,12,3,5,3,52,1195,2519,2129,968,840,700,277,52,8678,0,0,0,0,0,0,0,0,3,7,3,0,0,0,4,0,0,17,12,12,3,0,6,4,0,0,32,5,11,3,4,4,6,0,0,30,0,21,14,3,6,3,5,0,50,0,16,25,11,8,8,4,0,82,3,22,36,20,7,16,5,0,112,3,11,40,19,32,20,3,0,127,0,5,30,18,13,33,12,0,116,0
