POW_LGA_CODE_2021,CI_II_2000_2999_Mng,CI_II_2000_2999_Pro,CI_II_2000_2999_TecTW,CI_II_2000_2999_CoPSW,CI_II_2000_2999_ClAW,CI_II_2000_2999_SWks,CI_II_2000_2999_MaOpDv,CI_II_2000_2999_Lab,CI_II_2000_2999_IDNS,CI_II_2000_2999_Tot,CI_II_3000_3499_Mng,CI_II_3000_3499_Pro,CI_II_3000_3499_TecTW,CI_II_3000_3499_CoPSW,CI_II_3000_3499_ClAW,CI_II_3000_3499_SWks,CI_II_3000_3499_MaOpDv,CI_II_3000_3499_Lab,CI_II_3000_3499_IDNS,CI_II_3000_3499_Tot,CI_II_3500mo_Mng,CI_II_3500mo_Pro,CI_II_3500mo_TecTW,CI_II_3500mo_CoPSW,CI_II_3500mo_ClAW,CI_II_3500mo_SWks,CI_II_3500mo_MaOpDv,CI_II_3500mo_Lab,CI_II_3500mo_IDNS,CI_II_3500mo_Tot,CI_II_PINS_Mng,CI_II_PINS_Pro,CI_II_PINS_TecTW,CI_II_PINS_CoPSW,CI_II_PINS_ClAW,CI_II_PINS_SWks,CI_II_PINS_MaOpDv,CI_II_PINS_Lab,CI_II_PINS_IDNS,CI_II_PINS_Tot,CI_II_Tot_Mng,CI_II_Tot_Pro,CI_II_Tot_TecTW,CI_II_Tot_CoPSW,CI_II_Tot_ClAW,CI_II_Tot_SWks,CI_II_Tot_MaOpDv,CI_II_Tot_Lab,CI_II_Tot_IDNS,CI_II_Tot_Tot,LE_IDNS_NNI_Mng,LE_IDNS_NNI_Pro,LE_IDNS_NNI_TecTW,LE_IDNS_NNI_CoPSW,LE_IDNS_NNI_ClAW,LE_IDNS_NNI_SWks,LE_IDNS_NNI_MaOpDv,LE_IDNS_NNI_Lab,LE_IDNS_NNI_IDNS,LE_IDNS_NNI_Tot,LE_IDNS_1_149_Mng,LE_IDNS_1_149_Pro,LE_IDNS_1_149_TecTW,LE_IDNS_1_149_CoPSW,LE_IDNS_1_149_ClAW,LE_IDNS_1_149_SWks,LE_IDNS_1_149_MaOpDv,LE_IDNS_1_149_Lab,LE_IDNS_1_149_IDNS,LE_IDNS_1_149_Tot,LE_IDNS_150_299_Mng,LE_IDNS_150_299_Pro,LE_IDNS_150_299_TecTW,LE_IDNS_150_299_CoPSW,LE_IDNS_150_299_ClAW,LE_IDNS_150_299_SWks,LE_IDNS_150_299_MaOpDv,LE_IDNS_150_299_Lab,LE_IDNS_150_299_IDNS,LE_IDNS_150_299_Tot,LE_IDNS_300_399_Mng,LE_IDNS_300_399_Pro,LE_IDNS_300_399_TecTW,LE_IDNS_300_399_CoPSW,LE_IDNS_300_399_ClAW,LE_IDNS_300_399_SWks,LE_IDNS_300_399_MaOpDv,LE_IDNS_300_399_Lab,LE_IDNS_300_399_IDNS,LE_IDNS_300_399_Tot,LE_IDNS_400_499_Mng,LE_IDNS_400_499_Pro,LE_IDNS_400_499_TecTW,LE_IDNS_400_499_CoPSW,LE_IDNS_400_499_ClAW,LE_IDNS_400_499_SWks,LE_IDNS_400_499_MaOpDv,LE_IDNS_400_499_Lab,LE_IDNS_400_499_IDNS,LE_IDNS_400_499_Tot,LE_IDNS_500_649_Mng,LE_IDNS_500_649_Pro,LE_IDNS_500_649_TecTW,LE_IDNS_500_649_CoPSW,LE_IDNS_500_649_ClAW,LE_IDNS_500_649_SWks,LE_IDNS_500_649_MaOpDv,LE_IDNS_500_649_Lab,LE_IDNS_500_649_IDNS,LE_IDNS_500_649_Tot,LE_IDNS_650_799_Mng,LE_IDNS_650_799_Pro,LE_IDNS_650_799_TecTW,LE_IDNS_650_799_CoPSW,LE_IDNS_650_799_ClAW,LE_IDNS_650_799_SWks,LE_IDNS_650_799_MaOpDv,LE_IDNS_650_799_Lab,LE_IDNS_650_799_IDNS,LE_IDNS_650_799_Tot,LE_IDNS_800_999_Mng,LE_IDNS_800_999_Pro,LE_IDNS_800_999_TecTW,LE_IDNS_800_999_CoPSW,LE_IDNS_800_999_ClAW,LE_IDNS_800_999_SWks,LE_IDNS_800_999_MaOpDv,LE_IDNS_800_999_Lab,LE_IDNS_800_999_IDNS,LE_IDNS_800_999_Tot,LE_IDNS_1000_1249_Mng,LE_IDNS_1000_1249_Pro,LE_IDNS_1000_1249_TecTW,LE_IDNS_1000_1249_CoPSW,LE_IDNS_1000_1249_ClAW,LE_IDNS_1000_1249_SWks,LE_IDNS_1000_1249_MaOpDv,LE_IDNS_1000_1249_Lab,LE_IDNS_1000_1249_IDNS,LE_IDNS_1000_1249_Tot,LE_IDNS_1250_1499_Mng,LE_IDNS_1250_1499_Pro,LE_IDNS_1250_1499_TecTW,LE_IDNS_1250_1499_CoPSW,LE_IDNS_1250_1499_ClAW,LE_IDNS_1250_1499_SWks,LE_IDNS_1250_1499_MaOpDv,LE_IDNS_1250_1499_Lab,LE_IDNS_1250_1499_IDNS,LE_IDNS_1250_1499_Tot,LE_IDNS_1500_1749_Mng,LE_IDNS_1500_1749_Pro,LE_IDNS_1500_1749_TecTW,LE_IDNS_1500_1749_CoPSW,LE_IDNS_1500_1749_ClAW,LE_IDNS_1500_1749_SWks,LE_IDNS_1500_1749_MaOpDv,LE_IDNS_1500_1749_Lab,LE_IDNS_1500_1749_IDNS,LE_IDNS_1500_1749_Tot,LE_IDNS_1750_1999_Mng,LE_IDNS_1750_1999_Pro,LE_IDNS_1750_1999_TecTW,LE_IDNS_1750_1999_CoPSW,LE_IDNS_1750_1999_ClAW,LE_IDNS_1750_1999_SWks,LE_IDNS_1750_1999_MaOpDv,LE_IDNS_1750_1999_Lab,LE_IDNS_1750_1999_IDNS,LE_IDNS_1750_1999_Tot,LE_IDNS_2000_2999_Mng,LE_IDNS_2000_2999_Pro,LE_IDNS_2000_2999_TecTW,LE_IDNS_2000_2999_CoPSW,LE_IDNS_2000_2999_ClAW,LE_IDNS_2000_2999_SWks,LE_IDNS_2000_2999_MaOpDv,LE_IDNS_2000_2999_Lab,LE_IDNS_2000_2999_IDNS,LE_IDNS_2000_2999_Tot,LE_IDNS_3000_3499_Mng,LE_IDNS_3000_3499_Pro,LE_IDNS_3000_3499_TecTW,LE_IDNS_3000_3499_CoPSW,LE_IDNS_3000_3499_ClAW,LE_IDNS_3000_3499_SWks,LE_IDNS_3000_3499_MaOpDv,LE_IDNS_3000_3499_Lab,LE_IDNS_3000_3499_IDNS,LE_IDNS_3000_3499_Tot,LE_IDNS_3500mo_Mng,LE_IDNS_3500mo_Pro,LE_IDNS_3500mo_TecTW,LE_IDNS_3500mo_CoPSW,LE_IDNS_3500mo_ClAW,LE_IDNS_3500mo_SWks,LE_IDNS_3500mo_MaOpDv,LE_IDNS_3500mo_Lab,LE_IDNS_3500mo_IDNS,LE_IDNS_3500mo_Tot
LGA23810,0,0,0,8,0,0,5,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,7,45,33,44,77,120,62,26,60,3,464,0,0,0,0,0,0,3,0,3,7,3,0,0,6,0,8,0,3,0,24,0,0,3,6,6,3,0,11,0,31,3,0,4,0,0,6,0,6,0,25,3,3,0,12,4,7,0,9,4,42,6,6,18,22,4,8,0,8,3,73,0,12,8,15,12,19,3,13,0,85,4,10,11,17,12,5,9,13,6,81,13,21,6,8,16,4,7,8,4,84,5,20,8,4,14,0,13,9,0,71,4,18,6,5,7,0,8,5,4,59,4,15,5,7,0,0,5,3,0,39,10,11,6,11,0,3,10,12,5,65,4,3,0,0,0,0,0,0,0,11,0,3,5,0,0,3,5,0,0,21
LGA23940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,4,0,3,5,0,9,0,40,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,4,0,0,11,3,0,0,0,0,0,0,6,0,14,4,0,0,0,0,0,0,3,0,10,3,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA24130,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,29,28,37,29,10,22,4,185,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,13,0,0,8,0,7,3,0,0,0,12,0,0,5,0,0,0,0,4,0,12,0,0,0,7,0,0,0,3,0,9,3,0,4,0,4,7,3,3,0,22,0,0,8,3,8,9,0,6,0,37,5,5,7,5,0,3,0,11,3,51,7,4,3,3,7,4,0,3,0,38,4,3,3,8,7,0,0,0,6,21,8,4,0,3,0,3,0,0,0,24,5,6,3,4,0,0,4,0,0,19,11,8,0,10,5,0,0,0,0,36,0,7,0,0,0,0,0,3,0,8,4,3,0,0,0,0,0,0,0,13
LGA24210,7,0,0,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,28,18,26,56,40,55,9,32,0,256,3,0,0,0,0,3,0,0,4,11,0,0,0,3,0,0,0,0,0,8,0,3,0,4,0,7,0,4,0,26,4,0,3,11,3,5,0,5,4,35,5,6,6,11,3,5,0,4,10,46,10,4,9,12,11,8,3,15,4,70,0,7,9,18,6,6,0,9,5,61,8,20,7,16,12,10,3,10,6,94,5,10,11,18,12,5,8,6,7,83,4,18,3,0,9,3,0,0,6,52,9,11,3,9,13,3,3,0,3,52,5,5,4,4,6,0,0,0,9,34,16,11,0,6,9,0,0,0,0,40,6,3,0,3,0,0,0,0,5,17,9,7,6,3,0,0,0,0,0,26
LGA24250,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,11,11,14,3,9,0,57,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,6,0,3,0,7,3,0,4,4,0,3,0,0,0,14,0,0,3,0,0,4,0,0,0,13,0,3,3,0,5,0,0,0,0,10,3,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA24330,4,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,25,17,33,65,53,71,39,43,0,342,6,0,0,0,0,0,0,0,9,10,0,0,0,0,0,8,0,0,0,10,0,0,0,4,3,4,0,7,3,25,0,0,8,10,5,7,4,5,6,33,0,3,3,3,4,5,3,13,0,36,0,5,3,20,7,14,8,5,7,74,3,4,9,9,7,13,9,14,9,86,18,11,19,15,13,13,18,9,18,126,18,20,17,13,15,3,11,11,18,130,19,18,7,9,20,11,9,8,14,102,11,17,3,0,11,0,4,0,10,56,10,14,0,3,6,4,0,0,3,40,16,23,9,0,0,0,4,0,3,57,4,5,0,0,0,0,0,0,0,20,9,7,0,0,0,0,0,0,4,18
LGA24410,7,3,0,0,3,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,41,32,69,65,97,74,33,64,3,491,0,0,0,0,0,0,0,3,5,8,5,0,0,3,0,3,0,4,0,11,3,0,3,0,0,9,0,3,0,24,0,0,0,5,3,10,0,7,8,35,3,4,0,9,11,11,3,3,3,43,0,6,5,13,11,16,6,14,4,69,7,10,3,19,12,16,5,16,3,86,7,9,13,21,11,8,24,18,8,120,13,20,16,20,16,8,7,16,4,130,8,16,10,12,14,0,4,5,3,83,18,19,3,8,9,4,0,3,0,59,5,7,4,7,4,0,0,4,0,40,16,19,3,7,0,5,4,0,3,62,3,5,0,0,0,0,0,0,0,12,8,12,0,0,0,0,0,0,0,22
LGA24600,68,93,16,21,55,23,19,13,10,313,27,15,3,0,4,0,4,0,0,64,44,25,7,4,8,10,0,0,0,96,0,0,0,0,4,4,0,0,3,15,340,329,165,397,781,190,73,208,39,2530,12,18,9,9,3,4,4,8,50,112,5,8,4,8,4,14,0,4,15,70,5,16,8,22,15,17,0,26,30,139,7,14,13,31,17,20,10,19,33,168,3,19,17,36,26,16,12,49,40,221,15,35,36,47,46,30,9,68,42,337,24,58,49,81,84,40,12,81,62,480,65,101,65,91,145,36,31,76,96,710,74,188,119,101,247,42,27,66,100,953,68,266,61,55,246,44,26,17,90,867,96,317,55,51,184,31,11,20,73,833,87,311,43,42,116,23,14,12,58,719,298,687,51,62,158,34,38,19,74,1425,114,164,6,12,31,13,9,3,22,375,261,310,16,5,49,22,3,3,53,719
LGA24650,0,0,0,4,4,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,33,11,26,74,76,84,38,64,9,413,0,0,0,0,0,0,0,0,0,5,0,4,0,0,3,0,0,0,0,16,0,3,0,9,0,3,0,8,0,23,0,0,4,7,0,4,3,3,0,29,0,0,0,12,4,3,0,7,0,33,3,4,11,18,5,3,3,11,0,60,3,5,13,17,15,12,12,10,7,103,5,5,16,19,13,5,9,9,14,113,13,14,16,16,15,6,17,11,11,119,6,11,12,17,11,5,10,5,6,77,7,24,10,9,7,0,3,3,11,61,4,8,3,4,0,0,0,0,0,25,11,17,0,15,7,8,0,0,4,61,3,0,0,0,0,0,0,0,0,6,4,6,3,0,0,0,0,4,3,22
LGA24780,3,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,44,22,26,67,72,66,29,74,3,400,4,0,0,0,0,0,0,0,5,14,0,0,0,0,0,3,0,6,4,17,3,0,0,0,0,4,0,0,4,17,5,0,0,0,6,3,0,4,7,37,3,0,0,11,5,0,0,7,0,32,0,0,11,6,11,6,3,17,3,62,6,4,3,13,4,7,5,22,11,77,9,9,12,17,6,11,10,14,10,100,8,11,3,8,15,0,4,15,6,74,4,5,6,8,4,0,4,8,7,47,8,7,4,5,3,0,5,6,0,31,5,11,0,3,0,0,9,0,4,37,8,3,4,8,0,0,0,4,3,26,3,0,0,0,4,0,0,0,0,9,3,8,0,0,0,0,0,0,0,14
LGA24850,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,25,31,36,37,14,36,0,206,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,5,3,0,0,0,0,3,0,3,0,18,0,3,0,3,0,0,0,3,0,14,0,0,0,0,4,0,0,4,0,11,3,0,4,9,9,3,0,3,4,31,0,0,5,8,0,3,0,12,0,31,3,3,5,3,4,0,0,6,7,41,3,5,8,6,12,0,3,4,4,37,3,3,4,5,0,4,6,4,0,28,0,8,0,4,4,0,0,0,0,15,4,0,0,0,0,0,0,0,0,10,0,4,4,4,4,5,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA24900,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,8,6,15,29,26,12,30,0,170,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,4,0,4,0,11,0,0,0,3,0,5,6,8,0,20,3,6,5,0,4,3,0,12,6,30,0,0,0,7,3,0,5,7,4,30,0,5,4,9,0,7,3,12,0,42,3,3,5,12,4,7,0,22,6,56,10,0,7,3,4,0,7,19,3,52,4,5,0,5,0,0,7,3,0,25,0,3,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA24970,11,8,0,3,7,6,0,0,0,43,4,6,0,0,0,0,0,0,0,12,3,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,5,82,76,97,118,233,105,67,102,18,886,0,9,4,0,5,3,0,3,6,27,0,8,0,3,0,0,0,6,3,29,4,6,3,18,5,3,4,8,5,52,6,9,6,10,9,6,3,8,12,68,7,9,8,14,11,13,6,16,9,89,10,19,24,31,30,18,4,25,19,176,9,25,25,35,14,15,18,22,21,193,14,31,37,30,53,23,39,26,29,288,32,50,32,38,61,23,32,21,22,323,19,73,29,19,43,16,10,7,20,235,33,62,22,14,30,12,9,4,13,200,26,66,18,7,16,6,3,4,11,153,53,100,16,5,19,12,0,3,15,225,21,18,4,3,4,7,0,0,0,51,29,55,3,0,4,3,3,0,3,105
LGA25060,0,0,4,4,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,26,19,46,81,94,61,17,30,3,372,0,0,5,4,0,4,0,0,3,16,0,0,0,6,0,0,0,0,0,11,0,0,4,7,0,11,0,9,3,28,0,0,4,3,3,5,0,0,3,20,0,3,0,15,5,6,4,9,3,54,8,0,8,15,9,7,6,5,9,71,4,0,15,21,17,9,0,4,14,85,12,10,16,21,12,11,5,14,14,113,16,14,12,18,10,9,3,5,9,96,4,19,4,9,11,4,3,0,9,66,6,18,3,13,11,3,0,0,0,59,3,12,3,0,9,5,0,0,3,39,12,21,0,8,6,8,0,5,8,65,7,11,0,0,0,0,0,0,4,25,10,8,0,0,0,0,0,0,3,25
LGA25150,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,12,16,18,25,6,15,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,9,0,0,0,0,0,0,0,5,0,5,0,0,0,3,0,0,0,0,0,6,4,6,0,3,0,0,0,0,3,17,3,6,0,5,3,0,0,4,6,23,4,3,4,4,0,0,0,3,0,31,8,5,8,8,4,0,0,14,0,47,3,4,8,3,4,3,8,3,4,33,0,8,6,0,4,0,0,0,5,27,3,0,0,4,4,0,0,0,0,17,4,3,0,0,0,0,0,0,0,14,3,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,3
LGA25250,3,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,27,18,44,92,74,50,20,35,7,360,3,0,0,0,0,0,0,3,9,18,0,3,0,5,0,5,0,5,0,10,0,0,0,0,0,5,0,4,3,20,5,5,3,0,7,11,0,4,3,38,0,4,6,11,7,9,8,11,7,58,5,11,12,19,0,13,8,22,3,87,10,8,19,23,13,8,12,10,11,118,14,16,18,20,21,15,17,10,14,142,22,17,32,12,29,10,13,11,15,155,10,19,3,16,14,4,5,9,4,89,13,18,6,0,13,5,7,4,10,73,4,17,4,5,4,6,0,0,3,55,20,21,0,3,4,4,0,0,3,64,9,8,0,0,0,0,0,0,0,17,15,11,0,5,0,0,0,3,0,29
LGA25340,3,0,0,0,7,5,0,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,85,30,85,132,124,121,28,106,8,722,0,0,0,3,0,4,0,0,9,21,0,0,5,12,0,6,0,4,3,36,0,0,3,11,5,11,0,5,0,41,3,7,4,10,12,8,0,9,0,63,7,9,5,21,14,10,0,12,3,85,9,9,17,30,14,20,3,21,9,131,16,8,12,32,12,18,3,27,7,142,12,18,19,36,28,17,9,34,18,184,21,22,20,27,32,15,8,18,15,180,17,23,13,22,10,6,0,9,3,110,15,26,11,13,8,4,3,5,5,88,21,11,10,9,3,0,5,3,3,67,31,18,0,16,7,11,3,0,3,94,4,3,0,0,0,0,0,0,4,11,12,9,3,0,0,10,0,0,4,42
LGA25430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,9,20,21,10,4,25,3,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,3,4,0,0,0,0,4,0,10,0,0,0,0,0,0,6,3,0,14,0,0,0,0,5,5,0,3,0,15,0,0,3,3,6,0,0,5,0,25,4,0,0,0,0,0,0,7,0,19,5,6,4,3,0,0,3,10,0,24,0,3,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA25490,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,9,14,8,5,11,26,0,110,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,13,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,3,0,0,6,0,0,0,3,0,15,6,0,0,3,5,0,0,0,0,20,9,0,0,0,0,3,0,3,4,18,7,0,0,4,0,4,0,6,4,23,10,0,4,0,0,0,0,0,0,21,5,0,0,0,0,0,4,0,3,17,5,0,0,0,5,0,0,0,0,10,0,0,0,3,0,0,3,3,0,7,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8
LGA25620,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,5,9,10,11,0,16,0,66,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,4,0,6,3,0,0,6,0,3,0,0,0,16,0,0,0,0,0,0,0,0,3,10,0,0,0,5,4,0,0,0,0,11,0,5,0,0,9,0,0,0,4,17,0,0,3,0,0,0,0,0,0,8,3,0,0,4,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,6,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
LGA25710,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,5,21,30,25,18,4,4,0,118,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,8,3,5,0,0,0,16,0,3,3,3,0,0,0,0,0,11,0,4,0,5,0,3,0,0,5,22,0,4,6,12,4,0,0,3,3,35,4,0,6,0,7,0,0,3,0,28,0,6,0,8,8,3,0,3,0,36,3,3,4,6,5,0,0,0,0,27,4,4,4,0,0,0,0,0,0,17,3,7,0,0,0,0,0,0,4,16,0,4,0,4,0,5,0,4,5,21,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,5
LGA25810,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,0,16,13,9,3,11,5,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,3,0,11,0,0,0,3,8,3,0,3,0,20,3,0,0,0,3,5,5,7,0,25,4,0,7,0,0,0,3,4,0,21,0,4,0,0,0,0,6,5,0,23,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,5
LGA25900,11,7,4,0,8,4,3,4,0,45,9,0,3,0,0,0,0,0,0,12,13,7,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,5,82,65,56,74,114,60,28,52,10,536,9,0,0,0,0,0,0,0,12,24,0,3,0,0,5,0,0,7,0,12,0,0,4,7,0,0,0,3,6,27,3,3,3,12,0,0,0,0,0,33,4,4,4,10,9,9,6,5,7,59,10,12,9,10,15,4,11,13,5,78,7,8,13,12,11,8,9,10,4,90,16,26,16,20,32,8,16,20,22,165,24,37,26,23,37,16,11,3,24,207,20,43,18,11,30,10,0,8,17,154,17,37,16,11,24,9,0,5,8,128,25,40,9,0,10,15,0,0,9,111,48,65,10,7,19,14,0,3,20,182,18,25,0,0,0,3,0,0,5,57,39,28,0,5,3,3,0,0,3,85
LGA25990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,0,4,0,6,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,3,0,3,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,10,0,0,0,5,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26080,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,4,0,0,3,0,21,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26170,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,6,20,23,28,27,10,31,0,180,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,4,0,3,0,16,0,3,3,4,0,8,0,5,0,12,5,0,4,0,0,0,0,0,0,15,0,0,0,4,5,4,0,0,0,20,9,0,9,6,0,5,0,3,0,33,0,5,3,13,7,0,3,0,0,29,8,0,3,4,3,5,3,4,0,27,14,4,4,0,0,0,4,3,0,33,3,5,4,4,3,4,8,0,0,27,9,3,6,0,5,0,0,0,0,21,0,0,0,0,0,0,3,4,0,5,5,0,0,0,0,0,0,3,0,9,5,0,0,0,0,0,0,0,0,4,4,9,0,0,0,0,0,0,0,17
