POW_LGA_CODE_2021,Pvte_1250_1499_Mng,Pvte_1250_1499_Pro,Pvte_1250_1499_TecTW,Pvte_1250_1499_CoPSW,Pvte_1250_1499_ClAW,Pvte_1250_1499_SWks,Pvte_1250_1499_MaOpDv,Pvte_1250_1499_Lab,Pvte_1250_1499_IDNS,Pvte_1250_1499_Tot,Pvte_1500_1749_Mng,Pvte_1500_1749_Pro,Pvte_1500_1749_TecTW,Pvte_1500_1749_CoPSW,Pvte_1500_1749_ClAW,Pvte_1500_1749_SWks,Pvte_1500_1749_MaOpDv,Pvte_1500_1749_Lab,Pvte_1500_1749_IDNS,Pvte_1500_1749_Tot,Pvte_1750_1999_Mng,Pvte_1750_1999_Pro,Pvte_1750_1999_TecTW,Pvte_1750_1999_CoPSW,Pvte_1750_1999_ClAW,Pvte_1750_1999_SWks,Pvte_1750_1999_MaOpDv,Pvte_1750_1999_Lab,Pvte_1750_1999_IDNS,Pvte_1750_1999_Tot,Pvte_2000_2999_Mng,Pvte_2000_2999_Pro,Pvte_2000_2999_TecTW,Pvte_2000_2999_CoPSW,Pvte_2000_2999_ClAW,Pvte_2000_2999_SWks,Pvte_2000_2999_MaOpDv,Pvte_2000_2999_Lab,Pvte_2000_2999_IDNS,Pvte_2000_2999_Tot,Pvte_3000_3499_Mng,Pvte_3000_3499_Pro,Pvte_3000_3499_TecTW,Pvte_3000_3499_CoPSW,Pvte_3000_3499_ClAW,Pvte_3000_3499_SWks,Pvte_3000_3499_MaOpDv,Pvte_3000_3499_Lab,Pvte_3000_3499_IDNS,Pvte_3000_3499_Tot,Pvte_3500mo_Mng,Pvte_3500mo_Pro,Pvte_3500mo_TecTW,Pvte_3500mo_CoPSW,Pvte_3500mo_ClAW,Pvte_3500mo_SWks,Pvte_3500mo_MaOpDv,Pvte_3500mo_Lab,Pvte_3500mo_IDNS,Pvte_3500mo_Tot,Pvte_PINS_Mng,Pvte_PINS_Pro,Pvte_PINS_TecTW,Pvte_PINS_CoPSW,Pvte_PINS_ClAW,Pvte_PINS_SWks,Pvte_PINS_MaOpDv,Pvte_PINS_Lab,Pvte_PINS_IDNS,Pvte_PINS_Tot,Pvte_Tot_Mng,Pvte_Tot_Pro,Pvte_Tot_TecTW,Pvte_Tot_CoPSW,Pvte_Tot_ClAW,Pvte_Tot_SWks,Pvte_Tot_MaOpDv,Pvte_Tot_Lab,Pvte_Tot_IDNS,Pvte_Tot_Tot,NS_NNI_Mng,NS_NNI_Pro,NS_NNI_TecTW,NS_NNI_CoPSW,NS_NNI_ClAW,NS_NNI_SWks,NS_NNI_MaOpDv,NS_NNI_Lab,NS_NNI_IDNS,NS_NNI_Tot,NS_1_149_Mng,NS_1_149_Pro,NS_1_149_TecTW,NS_1_149_CoPSW,NS_1_149_ClAW,NS_1_149_SWks,NS_1_149_MaOpDv,NS_1_149_Lab,NS_1_149_IDNS,NS_1_149_Tot,NS_150_299_Mng,NS_150_299_Pro,NS_150_299_TecTW,NS_150_299_CoPSW,NS_150_299_ClAW,NS_150_299_SWks,NS_150_299_MaOpDv,NS_150_299_Lab,NS_150_299_IDNS,NS_150_299_Tot,NS_300_399_Mng,NS_300_399_Pro,NS_300_399_TecTW,NS_300_399_CoPSW,NS_300_399_ClAW,NS_300_399_SWks,NS_300_399_MaOpDv,NS_300_399_Lab,NS_300_399_IDNS,NS_300_399_Tot,NS_400_499_Mng,NS_400_499_Pro,NS_400_499_TecTW,NS_400_499_CoPSW,NS_400_499_ClAW,NS_400_499_SWks,NS_400_499_MaOpDv,NS_400_499_Lab,NS_400_499_IDNS,NS_400_499_Tot,NS_500_649_Mng,NS_500_649_Pro,NS_500_649_TecTW,NS_500_649_CoPSW,NS_500_649_ClAW,NS_500_649_SWks,NS_500_649_MaOpDv,NS_500_649_Lab,NS_500_649_IDNS,NS_500_649_Tot,NS_650_799_Mng,NS_650_799_Pro,NS_650_799_TecTW,NS_650_799_CoPSW,NS_650_799_ClAW,NS_650_799_SWks,NS_650_799_MaOpDv,NS_650_799_Lab,NS_650_799_IDNS,NS_650_799_Tot,NS_800_999_Mng,NS_800_999_Pro,NS_800_999_TecTW,NS_800_999_CoPSW,NS_800_999_ClAW,NS_800_999_SWks,NS_800_999_MaOpDv,NS_800_999_Lab,NS_800_999_IDNS,NS_800_999_Tot,NS_1000_1249_Mng,NS_1000_1249_Pro,NS_1000_1249_TecTW,NS_1000_1249_CoPSW,NS_1000_1249_ClAW,NS_1000_1249_SWks,NS_1000_1249_MaOpDv,NS_1000_1249_Lab,NS_1000_1249_IDNS,NS_1000_1249_Tot,NS_1250_1499_Mng,NS_1250_1499_Pro,NS_1250_1499_TecTW,NS_1250_1499_CoPSW,NS_1250_1499_ClAW,NS_1250_1499_SWks,NS_1250_1499_MaOpDv,NS_1250_1499_Lab,NS_1250_1499_IDNS,NS_1250_1499_Tot,NS_1500_1749_Mng,NS_1500_1749_Pro,NS_1500_1749_TecTW,NS_1500_1749_CoPSW,NS_1500_1749_ClAW,NS_1500_1749_SWks,NS_1500_1749_MaOpDv,NS_1500_1749_Lab,NS_1500_1749_IDNS,NS_1500_1749_Tot,NS_1750_1999_Mng,NS_1750_1999_Pro,NS_1750_1999_TecTW,NS_1750_1999_CoPSW,NS_1750_1999_ClAW,NS_1750_1999_SWks,NS_1750_1999_MaOpDv,NS_1750_1999_Lab,NS_1750_1999_IDNS,NS_1750_1999_Tot
LGA22250,73,45,49,11,29,10,23,26,4,272,65,35,36,9,14,9,19,10,3,197,44,25,16,4,9,4,9,3,0,108,72,29,6,5,9,6,3,0,0,130,11,11,3,0,0,4,0,0,0,32,43,18,0,0,0,0,4,0,0,67,22,6,4,0,3,4,3,0,0,40,906,289,453,216,296,285,221,453,27,3148,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,4,5,0,0,0,5,0,0,0,0,5,7,0,5,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,5,3,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,4,5,0,0,0,0,3,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA22310,430,1097,530,344,461,193,41,117,29,3241,448,1116,410,188,317,152,37,85,36,2792,368,963,280,85,172,130,17,48,24,2082,845,1691,310,78,223,182,25,71,32,3463,261,404,63,22,44,60,5,20,13,886,652,851,45,21,72,103,0,15,33,1791,43,84,45,36,26,22,6,17,27,303,4721,9639,4313,5477,3979,3347,651,2369,431,34919,0,0,0,0,0,0,0,3,10,17,0,0,0,4,0,0,0,0,10,19,0,5,4,0,0,0,0,0,5,13,0,0,0,0,0,0,0,0,17,30,0,0,5,5,4,4,0,3,15,34,0,0,0,0,0,0,3,3,12,28,0,6,3,8,0,0,4,0,10,34,0,3,0,3,10,4,9,0,20,56,0,6,4,5,4,0,0,7,17,46,4,10,3,0,6,0,3,4,21,50,4,6,3,0,0,0,0,0,16,34,5,10,4,0,0,0,0,0,13,20
LGA22410,129,79,121,44,43,17,126,61,5,625,129,80,102,21,33,11,106,30,11,521,87,44,78,4,12,5,79,31,10,344,149,77,131,12,19,12,200,35,16,646,44,22,16,0,7,0,0,0,0,91,65,39,11,0,4,6,3,7,0,135,32,9,17,5,4,4,9,17,3,100,1301,572,1046,621,524,616,858,972,90,6585,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,5,6,17,0,0,0,3,0,0,0,0,13,17,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0
LGA22490,74,79,86,14,41,15,41,39,4,388,64,50,58,4,34,5,25,31,0,268,45,29,28,4,12,9,21,17,0,174,88,66,45,0,19,3,10,16,3,254,31,14,14,0,0,0,3,0,0,68,33,26,10,0,12,3,0,3,0,96,15,6,12,5,5,0,3,5,6,52,827,476,701,365,354,276,263,632,44,3927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA22620,526,898,761,366,598,185,346,293,38,4007,569,983,554,202,384,147,303,167,40,3343,447,671,325,109,198,92,183,93,33,2149,809,1072,476,63,214,103,266,91,30,3130,207,199,101,12,47,27,44,15,0,657,334,375,52,16,51,43,28,11,9,926,34,38,50,33,30,40,32,41,23,320,4962,6430,6418,5282,4800,4851,2983,5270,420,41430,0,0,0,0,0,0,0,3,11,20,0,0,0,3,0,4,0,0,20,27,0,0,0,5,0,0,0,4,11,20,3,0,0,0,5,0,0,0,17,28,0,0,3,4,6,4,0,4,29,46,0,0,8,12,4,5,5,11,36,80,0,0,9,5,0,0,4,14,24,57,3,0,11,11,7,0,9,7,29,68,9,0,7,0,7,0,7,3,26,59,0,3,7,0,3,0,0,3,15,43,0,3,5,0,0,0,4,0,13,27,0,0,4,0,0,0,0,0,5,9
LGA22670,1389,2070,2343,559,2120,761,2169,923,197,12534,1657,2179,1782,313,1274,595,1177,588,169,9735,1389,1672,1166,154,586,343,666,312,81,6383,3202,2456,1310,110,627,526,618,308,77,9229,892,357,193,18,106,99,67,50,18,1796,1732,666,175,11,123,98,65,45,26,2943,110,74,156,59,75,69,122,91,75,831,14077,13967,15541,5996,13525,8272,16982,12551,1628,102531,0,0,3,0,3,0,0,4,50,68,0,0,0,6,0,4,5,4,27,41,0,4,4,3,0,0,3,9,32,60,0,4,4,15,5,3,5,11,32,79,0,3,9,3,3,5,0,16,48,90,5,7,7,10,5,6,9,17,59,119,11,5,25,15,6,8,32,48,83,234,10,4,49,13,13,11,42,43,106,299,5,18,40,12,15,9,26,26,79,235,11,13,36,9,10,3,15,5,58,148,14,15,14,0,4,0,5,5,33,85,3,8,7,3,0,5,6,6,21,59
LGA22750,1245,2102,1826,750,1106,580,782,620,115,9132,1154,2091,1499,482,699,362,516,340,75,7214,857,1632,954,239,353,219,296,228,59,4840,1926,2731,1481,186,420,286,327,287,69,7718,522,496,269,26,79,67,60,42,21,1590,997,1088,275,70,113,130,51,51,36,2815,81,79,145,87,70,76,64,94,71,769,10787,15977,15065,12316,9456,11066,6656,10162,1004,92484,0,3,3,0,0,4,0,5,40,59,0,0,0,7,0,4,0,9,32,49,0,0,0,0,0,5,0,0,29,45,0,5,9,13,0,4,3,10,28,63,0,0,6,6,3,3,5,7,53,85,0,3,9,11,10,3,8,10,56,103,7,7,10,19,5,7,9,22,57,144,3,5,16,13,6,4,11,12,60,126,8,11,25,8,8,5,4,7,56,138,3,12,11,3,7,4,9,8,38,95,0,11,7,0,3,3,0,0,35,58,10,9,4,6,0,0,0,0,23,49
LGA22830,432,540,458,221,300,123,286,263,36,2651,365,488,341,123,200,80,165,167,23,1963,296,357,180,63,74,51,97,103,24,1250,509,534,224,36,115,60,77,95,14,1666,106,104,39,7,24,8,0,6,3,304,214,179,28,7,27,26,20,18,3,521,55,17,41,19,25,35,14,46,9,264,3776,3514,3833,2756,2767,2774,1977,3914,274,25588,0,0,0,0,0,0,0,0,11,20,3,0,0,0,0,0,0,0,10,20,0,0,3,0,0,0,0,0,18,27,4,0,0,0,4,0,0,6,23,42,0,0,0,0,0,3,4,0,24,34,3,0,3,0,3,3,0,6,31,53,4,0,3,4,4,0,7,4,21,52,3,4,3,9,0,0,3,11,38,66,3,0,5,4,0,0,6,5,27,55,4,5,0,0,0,0,0,0,11,26,3,7,0,0,3,0,0,0,4,16,5,0,0,0,0,0,0,3,4,15
LGA22910,91,79,88,33,32,13,20,11,0,368,75,101,60,10,17,7,10,15,0,309,44,49,27,11,10,9,7,10,0,167,80,84,23,3,10,12,13,0,7,224,19,32,0,0,9,3,0,0,0,62,57,48,3,0,0,6,0,0,0,117,14,4,14,4,4,3,0,5,0,50,988,704,723,629,373,425,145,561,39,4577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,5,3
LGA22980,54,15,28,4,6,4,14,15,5,145,59,19,13,9,9,3,15,6,0,124,30,5,12,5,3,0,10,5,0,69,51,16,7,0,10,6,25,0,0,120,12,4,0,0,0,3,5,0,0,24,31,9,3,0,3,0,4,0,0,48,8,0,7,0,0,0,3,0,4,26,538,114,188,107,105,107,166,305,29,1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA23110,394,549,648,156,530,152,638,259,53,3375,451,597,649,79,369,144,426,200,51,2961,374,511,429,45,183,86,300,170,41,2127,895,1052,800,51,239,126,420,232,60,3876,314,200,238,5,47,38,69,51,15,993,647,375,205,9,57,48,43,42,14,1433,33,31,48,15,22,30,31,30,21,267,4246,4933,5470,3049,3628,2847,4829,3592,518,33109,3,0,0,0,0,0,0,0,16,25,0,0,0,0,0,0,0,0,10,10,0,0,0,3,0,0,0,0,9,17,0,0,0,0,0,4,0,0,13,25,0,0,6,0,0,0,0,8,8,25,0,4,4,9,5,0,3,7,12,33,0,3,3,3,3,7,6,5,18,46,5,4,5,3,3,4,15,12,25,89,0,3,3,7,0,0,11,5,22,65,9,4,0,0,3,0,3,0,26,39,0,3,8,0,4,0,0,0,13,29,0,4,0,0,4,0,0,0,7,17
LGA23190,172,146,127,69,81,34,71,63,5,767,160,146,79,50,47,28,66,23,10,604,95,92,48,16,22,14,29,15,3,320,153,136,63,15,35,18,22,15,3,463,36,21,11,3,8,8,5,9,0,95,79,70,14,0,7,3,6,6,0,186,23,4,12,7,3,9,6,8,6,80,1337,996,1230,807,800,934,521,870,85,7592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,5,12,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,8,12,0,0,4,0,0,0,0,0,7,21,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,5,0,5,10,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,4
LGA23270,1222,1500,2005,657,1647,550,1742,851,168,10347,1378,1608,1653,431,1178,399,1081,594,141,8465,1076,1231,1078,229,591,265,574,373,75,5480,2457,2377,1514,194,687,297,568,388,88,8569,692,415,294,18,115,67,84,51,6,1744,1155,765,231,40,113,78,99,60,29,2569,101,89,183,59,75,83,80,94,97,850,11435,11362,14939,8274,11710,8629,13408,11610,1544,92911,0,6,7,6,0,3,0,3,41,65,0,4,0,3,0,4,0,0,15,34,0,0,7,4,7,6,0,5,25,60,0,0,8,7,5,8,0,8,30,70,0,8,5,8,3,4,0,8,37,83,4,5,17,15,3,10,5,7,48,112,3,4,27,19,15,10,19,29,79,206,5,19,46,12,20,3,41,20,119,283,8,20,31,18,22,4,29,12,91,239,5,13,20,11,11,4,17,0,51,133,7,8,18,6,6,0,6,7,31,95,5,10,11,5,0,0,6,5,19,55
LGA23350,107,76,73,24,44,16,43,87,6,476,75,67,44,15,19,4,44,83,3,361,70,57,36,10,9,0,28,49,0,258,95,73,62,4,18,6,26,27,4,307,33,22,12,0,8,0,0,5,0,75,44,27,0,0,0,0,5,0,0,72,3,3,11,6,0,0,0,3,4,40,1010,535,637,519,315,366,339,798,40,4559,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,3,4,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,4,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA23430,1265,1631,1748,426,1256,586,909,626,110,8545,1313,1562,1431,258,802,459,504,323,95,6747,1091,1254,889,106,382,234,187,212,45,4402,2494,2176,1065,118,463,400,163,233,48,7163,758,443,164,15,99,96,29,29,13,1654,1599,676,124,45,111,138,29,31,39,2792,89,71,136,39,62,58,42,67,53,610,12175,11870,12217,6743,9064,8591,7073,8481,978,77198,0,7,0,0,7,0,4,0,35,54,0,0,0,7,0,7,0,0,17,33,0,0,0,3,3,6,0,8,20,30,0,0,0,7,0,3,0,11,21,53,0,0,0,0,0,0,4,0,31,48,3,3,5,3,0,3,5,14,26,69,7,3,5,8,6,4,14,17,45,110,4,6,27,14,8,4,25,16,76,171,4,13,17,4,3,6,13,19,66,150,7,10,6,3,8,0,5,3,29,73,6,16,5,5,10,0,0,0,26,72,7,6,5,0,0,0,6,0,24,40
LGA23670,990,1546,1440,362,1241,426,687,467,99,7258,1080,1572,1164,207,816,339,445,277,91,5989,881,1142,690,96,384,214,242,149,38,3837,2189,1976,919,78,441,341,170,136,56,6311,676,410,149,13,85,85,18,27,22,1484,1269,612,114,16,104,89,21,18,16,2258,72,66,111,40,64,49,45,39,54,539,9968,10877,10460,5730,8906,6722,5637,6677,943,65923,0,0,0,0,0,0,0,0,24,30,0,0,0,0,0,3,0,0,15,29,0,0,0,9,4,4,0,9,13,33,0,0,5,0,3,0,0,8,19,36,0,0,0,0,0,3,0,9,18,32,5,4,8,4,8,4,3,4,28,63,0,0,7,0,0,0,5,11,36,72,3,3,17,3,11,0,20,18,45,130,4,16,14,8,11,0,6,14,33,104,5,7,6,0,3,0,3,7,34,67,7,11,3,0,4,3,0,0,16,40,0,12,6,4,0,0,0,0,11,32
LGA23810,274,450,489,207,285,95,259,193,32,2284,267,498,430,148,181,73,230,187,18,2030,222,351,317,79,83,48,227,148,22,1507,417,488,705,93,124,61,323,229,23,2476,121,108,208,9,32,6,93,54,10,651,235,233,339,8,35,22,116,35,12,1023,28,21,61,30,25,34,24,36,37,283,2672,3280,4976,3128,2962,3020,2278,3104,307,25733,0,0,0,0,0,0,0,6,12,17,4,0,0,0,0,0,0,0,10,16,0,0,0,0,0,0,0,6,17,24,3,0,0,0,0,0,0,0,12,22,0,0,3,3,0,0,0,3,17,36,0,0,8,0,0,0,0,3,28,48,0,4,6,3,3,3,0,3,22,46,3,0,9,8,5,0,5,0,26,60,0,3,11,4,4,0,8,6,16,60,6,5,0,4,0,0,3,4,8,27,0,0,10,0,0,5,6,5,5,30,0,0,4,0,5,0,4,0,0,14
LGA23940,77,15,32,3,7,3,33,27,0,205,76,18,16,3,7,0,17,13,0,153,61,11,9,8,0,7,7,5,0,100,68,21,8,0,0,3,5,6,0,116,15,3,0,0,0,0,0,3,0,16,17,5,0,0,0,0,0,3,0,33,28,0,5,0,5,3,5,12,0,56,957,150,192,92,138,130,208,394,20,2271,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,3,3,10,5,0,0,0,0,0,4,3,3,13,3,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA24130,195,273,256,92,143,62,90,90,17,1206,193,271,184,48,104,41,59,37,9,950,133,219,122,30,45,27,39,22,4,639,245,367,128,26,67,33,32,39,7,945,85,88,37,0,11,16,3,9,7,261,149,168,20,8,24,24,9,3,8,409,10,16,33,22,13,9,14,18,10,141,1904,2302,2292,1815,1439,1444,629,1627,137,13584,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,4,5,0,0,0,0,0,0,0,0,4,13,0,0,0,0,7,0,0,0,0,10,0,0,0,0,0,0,0,0,5,7,6,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,8,13,0,0,0,0,0,4,0,6,4,19,0,0,4,0,0,0,0,7,9,23,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,6,5
LGA24210,377,633,357,189,300,189,125,108,20,2300,317,654,278,137,207,118,76,81,31,1897,240,485,161,72,114,79,52,35,14,1251,553,892,225,52,180,119,27,39,17,2097,185,204,30,13,36,30,9,7,8,524,447,453,57,18,62,66,0,13,15,1125,30,43,31,27,30,42,3,15,16,233,3769,5693,3235,4257,3027,4614,855,2177,320,27956,0,0,0,0,0,0,0,6,6,7,0,3,0,3,3,0,0,0,8,17,0,3,4,3,0,0,0,3,0,16,0,3,3,0,0,0,0,0,3,16,0,3,4,3,0,3,0,0,11,24,0,0,3,5,8,4,0,4,14,32,0,0,4,0,4,0,8,8,16,39,0,0,8,3,7,3,0,4,22,45,0,4,0,5,0,0,0,3,19,40,0,0,0,0,0,0,0,0,21,25,0,4,0,0,0,0,0,0,10,15,0,3,0,0,0,0,0,0,9,8
LGA24250,70,47,59,25,26,23,24,20,4,301,57,37,52,14,14,7,19,7,0,220,45,54,32,4,6,10,12,6,0,168,63,64,28,4,12,18,20,4,0,211,18,16,6,4,4,3,0,0,0,48,35,28,9,3,0,5,0,4,0,80,8,3,4,3,0,9,4,0,3,35,643,415,534,376,309,393,219,394,28,3311,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,6,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA24330,487,847,461,298,458,228,388,223,47,3440,489,802,380,142,295,126,249,167,44,2683,413,677,260,79,136,70,136,93,27,1897,826,1006,372,74,182,104,128,141,21,2864,256,241,69,12,37,25,16,27,6,694,472,369,78,43,41,41,29,21,11,1109,28,32,31,32,21,33,23,28,25,252,4706,6105,4061,4327,3498,5066,3180,3520,457,34920,0,0,0,0,3,0,0,0,20,29,0,0,0,0,0,0,0,0,13,19,0,0,0,0,0,0,3,6,15,20,0,0,0,8,5,0,4,0,13,30,0,0,0,0,0,0,0,3,18,32,0,6,4,4,0,0,5,8,23,54,0,0,3,4,4,5,8,3,21,55,4,8,8,8,0,0,20,13,41,101,0,6,6,0,5,0,13,8,53,94,0,10,6,0,4,0,0,0,17,38,3,5,5,0,0,0,0,0,14,34,0,9,5,0,0,0,0,0,7,22
LGA24410,575,902,875,306,582,268,285,380,46,4218,609,968,747,167,328,191,188,235,35,3463,446,733,391,70,208,104,81,115,16,2164,991,1212,444,55,238,151,96,85,34,3301,290,204,62,7,37,41,23,13,4,684,497,371,71,11,52,53,8,29,20,1100,32,43,70,54,31,36,18,33,23,340,5264,6828,6513,4744,4742,5386,2401,4426,449,40755,0,0,0,0,0,0,0,0,15,18,0,0,3,0,0,0,0,0,12,19,0,0,0,3,0,0,0,0,11,18,0,0,0,0,0,0,0,0,17,15,0,5,4,0,0,0,0,0,13,24,0,5,7,0,0,0,7,5,18,41,0,3,7,4,0,0,6,9,15,40,0,0,15,4,6,5,3,3,35,65,4,6,3,5,6,6,6,7,26,58,4,15,9,0,4,0,0,0,11,48,5,3,4,0,4,6,0,0,9,36,4,0,6,0,3,0,0,0,8,18
LGA24600,4345,15718,3137,1944,10089,1678,583,885,586,38965,5306,18397,2785,1375,7955,1501,539,670,517,39050,5142,16851,2197,601,4876,965,455,611,392,32092,18004,43911,3896,696,7245,1879,1151,1020,751,78551,8320,12650,882,119,1734,526,353,252,225,25053,20794,24475,993,260,2987,1384,221,218,485,51811,316,671,179,141,329,122,62,130,293,2240,70958,155886,24745,22308,63343,20493,6341,15544,5360,384981,11,16,18,16,8,9,3,9,159,242,3,9,4,11,7,18,0,10,89,159,8,14,8,27,5,17,6,13,97,190,4,14,18,21,20,10,6,25,140,248,0,16,15,33,12,10,7,31,144,261,5,21,15,34,18,6,21,44,174,342,10,19,39,35,31,9,16,42,180,385,19,43,48,22,52,18,35,34,255,527,22,93,47,25,38,9,33,26,251,538,19,76,31,20,40,4,13,11,167,382,9,90,22,9,19,3,8,4,136,298,20,74,12,10,20,3,4,3,96,238
LGA24650,395,646,586,334,386,179,486,215,57,3282,339,675,454,156,251,106,302,123,25,2436,257,511,284,86,133,78,132,95,16,1595,559,697,325,53,128,105,105,100,24,2094,142,110,61,12,32,26,27,18,0,434,252,185,54,8,35,39,24,22,7,623,27,36,63,36,24,38,30,29,25,305,3331,4497,5035,3962,3449,4287,3608,3477,456,32111,4,0,4,0,0,3,0,0,11,21,0,0,0,4,0,4,0,3,5,17,6,0,0,6,0,6,0,0,8,17,0,0,5,3,0,0,0,0,17,32,0,0,0,0,5,0,3,5,11,27,0,0,6,5,0,0,3,0,22,43,0,4,15,4,4,3,3,4,25,54,0,0,7,4,9,0,5,11,30,65,0,4,9,6,5,0,6,0,34,70,8,7,6,0,4,0,3,0,22,46,0,5,3,0,0,0,3,0,17,42,0,7,4,0,0,0,0,0,9,12
LGA24780,323,447,320,195,212,126,178,178,17,1991,319,492,238,92,162,65,114,86,16,1587,237,319,120,36,64,33,71,25,8,922,378,439,142,26,66,29,74,32,10,1185,102,64,20,3,13,9,3,6,3,215,177,156,22,4,21,16,3,15,0,417,49,18,40,27,14,22,15,36,12,240,3140,2938,2834,2284,2179,2386,1407,3010,251,20427,0,0,0,0,0,7,0,4,22,27,0,0,5,5,0,4,0,0,17,26,0,0,0,0,0,4,0,14,13,26,0,0,0,0,0,3,0,3,22,28,9,0,0,3,0,6,0,5,15,43,0,0,4,0,0,0,0,13,14,37,3,0,6,7,5,3,0,12,32,69,0,0,7,4,0,5,0,7,37,62,7,0,4,0,5,0,4,10,24,46,4,5,4,0,0,0,0,0,12,30,3,6,0,0,0,0,0,0,13,21,0,0,0,0,0,0,0,0,8,14
