POW_LGA_CODE_2021,F_SthAfrica_ES_NS,F_SthAfrica_Tot,F_SriLanka_E,F_SriLanka_OM_IE,F_SriLanka_OM_UIE,F_SriLanka_CFW,F_SriLanka_ES_NS,F_SriLanka_Tot,F_Taiwan_E,F_Taiwan_OM_IE,F_Taiwan_OM_UIE,F_Taiwan_CFW,F_Taiwan_ES_NS,F_Taiwan_Tot,F_Thailand_E,F_Thailand_OM_IE,F_Thailand_OM_UIE,F_Thailand_CFW,F_Thailand_ES_NS,F_Thailand_Tot,F_UK_E,F_UK_OM_IE,F_UK_OM_UIE,F_UK_CFW,F_UK_ES_NS,F_UK_Tot,F_USA_E,F_USA_OM_IE,F_USA_OM_UIE,F_USA_CFW,F_USA_ES_NS,F_USA_Tot,F_Vietnam_E,F_Vietnam_OM_IE,F_Vietnam_OM_UIE,F_Vietnam_CFW,F_Vietnam_ES_NS,F_Vietnam_Tot,F_Elsewhere_E,F_Elsewhere_OM_IE,F_Elsewhere_OM_UIE,F_Elsewhere_CFW,F_Elsewhere_ES_NS,F_Elsewhere_Tot,F_COB_NS_E,F_COB_NS_OM_IE,F_COB_NS_OM_UIE,F_COB_NS_CFW,F_COB_NS_ES_NS,F_COB_NS_Tot,F_Tot_E,F_Tot_OM_IE,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_Australia_E,P_Australia_OM_IE,P_Australia_OM_UIE,P_Australia_CFW,P_Australia_ES_NS,P_Australia_Tot,P_Afghanistan_E,P_Afghanistan_OM_IE,P_Afghanistan_OM_UIE,P_Afghanistan_CFW,P_Afghanistan_ES_NS,P_Afghanistan_Tot,P_Bangladesh_E,P_Bangladesh_OM_IE,P_Bangladesh_OM_UIE,P_Bangladesh_CFW,P_Bangladesh_ES_NS,P_Bangladesh_Tot,P_Canada_E,P_Canada_OM_IE,P_Canada_OM_UIE,P_Canada_CFW,P_Canada_ES_NS,P_Canada_Tot,P_China_E,P_China_OM_IE,P_China_OM_UIE,P_China_CFW,P_China_ES_NS,P_China_Tot,P_Croatia_E,P_Croatia_OM_IE,P_Croatia_OM_UIE,P_Croatia_CFW,P_Croatia_ES_NS,P_Croatia_Tot,P_Egypt_E,P_Egypt_OM_IE,P_Egypt_OM_UIE,P_Egypt_CFW,P_Egypt_ES_NS,P_Egypt_Tot,P_Fiji_E,P_Fiji_OM_IE,P_Fiji_OM_UIE,P_Fiji_CFW,P_Fiji_ES_NS,P_Fiji_Tot,P_Germany_E,P_Germany_OM_IE,P_Germany_OM_UIE,P_Germany_CFW,P_Germany_ES_NS,P_Germany_Tot,P_Greece_E,P_Greece_OM_IE,P_Greece_OM_UIE,P_Greece_CFW,P_Greece_ES_NS,P_Greece_Tot,P_HongKong_E,P_HongKong_OM_IE,P_HongKong_OM_UIE,P_HongKong_CFW,P_HongKong_ES_NS,P_HongKong_Tot,P_India_E,P_India_OM_IE,P_India_OM_UIE,P_India_CFW,P_India_ES_NS,P_India_Tot,P_Indonesia_E,P_Indonesia_OM_IE,P_Indonesia_OM_UIE,P_Indonesia_CFW,P_Indonesia_ES_NS,P_Indonesia_Tot,P_Iran_E,P_Iran_OM_IE,P_Iran_OM_UIE,P_Iran_CFW,P_Iran_ES_NS,P_Iran_Tot,P_Iraq_E,P_Iraq_OM_IE,P_Iraq_OM_UIE,P_Iraq_CFW,P_Iraq_ES_NS,P_Iraq_Tot,P_Ireland_E,P_Ireland_OM_IE,P_Ireland_OM_UIE,P_Ireland_CFW,P_Ireland_ES_NS,P_Ireland_Tot,P_Italy_E,P_Italy_OM_IE,P_Italy_OM_UIE,P_Italy_CFW,P_Italy_ES_NS,P_Italy_Tot,P_Japan_E,P_Japan_OM_IE,P_Japan_OM_UIE,P_Japan_CFW,P_Japan_ES_NS,P_Japan_Tot,P_KoreaSouth_E,P_KoreaSouth_OM_IE,P_KoreaSouth_OM_UIE,P_KoreaSouth_CFW,P_KoreaSouth_ES_NS,P_KoreaSouth_Tot,P_Lebanon_E,P_Lebanon_OM_IE,P_Lebanon_OM_UIE,P_Lebanon_CFW,P_Lebanon_ES_NS,P_Lebanon_Tot,P_Malaysia_E,P_Malaysia_OM_IE,P_Malaysia_OM_UIE,P_Malaysia_CFW,P_Malaysia_ES_NS,P_Malaysia_Tot,P_Nepal_E,P_Nepal_OM_IE,P_Nepal_OM_UIE,P_Nepal_CFW,P_Nepal_ES_NS,P_Nepal_Tot,P_Netherlands_E,P_Netherlands_OM_IE,P_Netherlands_OM_UIE,P_Netherlands_CFW,P_Netherlands_ES_NS,P_Netherlands_Tot,P_NZ_E,P_NZ_OM_IE,P_NZ_OM_UIE,P_NZ_CFW,P_NZ_ES_NS,P_NZ_Tot
LGA22410,0,21,0,0,0,0,0,5,0,0,0,0,0,0,11,0,5,0,0,11,69,0,0,4,0,78,10,0,0,0,0,11,4,0,0,0,0,14,34,0,0,0,0,42,37,0,3,3,4,51,3184,149,357,144,52,3887,5779,391,744,284,115,7313,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,14,7,0,0,0,0,12,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,4,4,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,45,0,0,4,0,45,4,0,0,0,0,8,6,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,7,7,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,7,36,0,0,0,0,40,15,0,4,0,0,20,110,13,16,6,0,141
LGA22490,0,5,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,40,10,15,10,0,69,0,0,0,0,0,0,3,0,0,0,0,6,34,4,0,0,0,40,11,0,5,0,0,13,1597,160,249,126,22,2155,2584,473,567,207,47,3876,4,0,0,0,0,4,0,0,0,0,0,3,8,0,0,0,0,5,11,5,0,0,0,13,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,13,3,0,4,0,17,0,0,4,0,0,4,0,0,0,0,0,0,42,3,5,0,0,53,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,4,6,0,0,0,9,4,0,0,3,0,8,7,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,3,3,0,0,0,0,6,11,0,0,0,0,11,5,3,3,3,0,13,52,14,10,3,0,82
LGA22620,0,92,69,3,6,0,0,79,24,0,0,0,0,20,132,4,5,0,5,149,461,24,22,5,4,513,48,0,6,3,0,58,62,5,0,0,0,73,382,8,18,3,0,420,165,15,7,7,11,202,24494,890,1203,349,147,27091,39646,2462,2565,578,300,45557,37,9,0,0,0,49,32,3,8,0,0,47,61,7,0,0,0,64,190,32,25,13,0,262,7,0,0,0,0,8,26,13,4,0,0,42,32,3,0,0,0,38,62,3,5,0,0,69,14,5,6,3,0,24,23,6,4,0,0,30,762,69,49,7,8,896,64,0,0,0,0,65,20,0,0,0,0,23,17,0,0,0,0,17,49,4,5,0,0,62,30,0,5,0,0,39,9,0,3,0,0,11,37,4,4,0,0,43,11,3,3,0,0,20,175,10,11,3,0,194,97,0,0,0,0,101,42,6,4,0,0,54,447,16,31,4,3,505
LGA22670,0,330,1459,65,74,28,3,1631,114,12,0,0,0,128,262,13,18,8,4,303,1150,41,16,3,3,1208,92,3,0,0,0,99,1829,147,197,44,27,2233,4045,155,168,68,32,4468,152,5,5,5,17,182,39955,1472,1202,436,212,43283,52491,2862,1369,290,248,57267,1544,296,220,45,41,2146,198,17,27,4,5,253,135,10,4,4,0,149,3278,547,199,127,32,4181,308,37,16,3,0,364,222,32,15,7,3,279,590,42,17,8,4,655,271,30,10,0,5,324,323,35,34,10,4,409,436,44,22,6,5,496,8077,644,383,55,55,9217,399,21,17,3,3,445,436,51,37,5,4,531,137,16,9,4,0,163,253,14,3,0,0,275,359,58,24,12,4,450,103,6,7,0,0,108,286,30,30,0,3,353,162,31,17,3,0,214,1483,74,82,6,3,1654,244,8,8,0,0,265,142,24,3,0,0,165,2876,93,42,4,8,3020
LGA22750,0,265,193,4,10,0,5,207,38,0,0,0,0,48,230,11,16,0,0,261,1919,87,126,21,9,2164,186,13,24,3,0,223,252,19,32,10,0,317,1535,57,85,21,18,1716,320,15,14,11,20,378,55478,2097,3127,692,316,61711,81629,5592,5572,919,545,94255,184,34,25,3,9,253,139,3,3,0,0,152,245,15,19,3,0,289,684,118,88,44,3,942,223,35,26,7,0,292,63,5,9,0,0,83,109,4,10,3,0,118,239,26,29,8,0,307,59,14,16,12,0,99,114,15,11,6,0,139,3429,281,230,33,32,3999,150,8,11,0,0,172,242,18,24,0,0,284,77,18,15,0,4,114,293,30,18,0,0,346,250,39,31,11,8,339,78,0,7,0,0,93,100,10,5,0,0,119,25,16,9,0,0,60,389,30,39,0,0,455,280,5,3,0,0,287,179,17,26,7,0,225,1378,95,111,14,8,1602
LGA22830,0,37,61,4,4,0,0,65,70,6,0,0,3,79,54,7,9,0,0,74,204,17,11,5,3,248,28,0,0,0,0,33,27,0,6,0,0,36,371,21,8,8,9,408,123,12,11,5,6,152,13890,622,669,270,122,15571,21369,1757,1425,473,240,25264,182,14,9,0,8,218,21,0,3,0,0,26,24,0,0,0,0,30,115,32,10,3,0,153,11,0,3,0,0,10,17,0,0,0,0,19,43,0,4,0,0,44,47,10,0,0,0,54,22,0,4,10,0,42,29,4,7,0,0,38,1092,91,28,22,16,1255,45,0,0,0,0,46,34,0,4,3,0,37,53,10,15,0,0,79,24,3,0,0,0,35,82,20,13,25,5,143,8,0,0,0,0,11,18,0,0,0,0,18,0,0,0,0,0,4,335,18,15,9,3,377,73,0,3,0,0,77,24,9,5,4,0,46,373,26,25,9,6,425
LGA22910,0,7,6,0,0,0,0,10,0,0,0,0,0,0,12,0,0,0,0,8,75,8,25,7,4,117,10,0,0,0,0,12,3,3,0,0,0,10,51,6,10,11,0,67,20,0,3,0,3,32,2079,195,401,121,39,2843,2847,458,739,194,75,4314,0,0,0,0,0,5,0,0,0,0,0,0,8,0,3,0,3,18,23,5,5,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,15,0,9,5,0,29,0,0,0,0,0,0,8,0,0,0,0,8,76,12,4,7,0,98,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,11,11,4,3,0,0,16,8,0,3,3,0,15,4,0,0,0,0,4,3,0,0,0,0,3,13,0,0,0,0,20,32,0,0,0,0,32,8,0,8,3,0,18,59,10,24,8,0,97
LGA22980,0,7,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,14,0,4,0,0,12,0,0,0,0,0,0,3,0,0,0,0,4,28,0,0,6,0,31,8,0,0,0,0,8,845,39,92,55,3,1036,1314,141,315,124,26,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,5,0,0,5,0,7,18,0,0,0,0,20
LGA23110,0,81,87,0,0,0,0,90,24,0,0,0,0,21,105,4,11,4,0,128,407,38,57,11,0,510,40,5,8,0,0,55,396,20,40,13,0,468,955,54,73,20,14,1112,45,0,0,0,5,53,12944,723,986,226,68,14949,18988,1671,1371,214,84,22325,49,16,4,0,0,72,106,5,0,4,0,118,49,4,5,3,0,67,511,75,40,29,3,657,99,19,9,5,0,132,51,8,3,0,0,64,127,4,0,0,0,139,83,13,14,0,0,109,102,10,17,4,0,140,72,4,3,0,0,85,2322,146,94,26,18,2603,149,12,8,0,0,170,126,11,9,0,0,150,53,14,4,0,0,71,157,21,17,3,0,194,184,26,22,5,0,230,52,0,3,3,0,59,74,7,5,0,0,86,111,54,49,5,8,226,218,24,13,3,0,260,259,0,5,0,0,263,42,12,8,0,0,61,957,66,54,6,9,1091
LGA23190,0,21,6,0,0,0,0,6,0,0,0,0,0,0,13,4,0,0,0,17,57,0,4,6,0,68,10,0,0,0,0,12,5,0,0,0,0,11,56,0,4,0,0,64,51,10,3,3,0,64,4313,198,244,133,46,4934,7214,592,632,254,105,8795,6,0,0,0,0,6,6,0,0,0,0,14,5,4,0,0,0,10,9,7,0,6,0,22,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,3,0,0,0,0,3,5,0,3,0,0,4,0,0,0,0,0,0,114,6,3,0,0,129,3,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,15,0,0,0,0,15,7,4,0,0,0,16,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,13,0,0,0,0,13,22,0,0,0,0,20,8,0,0,0,0,5,51,0,0,0,0,58
LGA23270,0,121,596,39,36,8,0,683,54,3,3,3,0,64,197,10,8,3,6,227,712,30,34,15,3,784,84,0,7,0,0,88,963,22,33,17,0,1045,2992,150,152,50,19,3365,142,5,6,3,12,172,37611,1551,1612,491,223,41493,54869,3713,2320,438,295,61632,134,19,11,6,0,174,179,33,22,0,5,234,120,10,3,0,0,138,1175,160,77,41,10,1469,231,28,9,3,3,283,281,54,28,6,4,377,503,24,22,4,3,556,237,17,11,8,4,280,374,50,26,14,4,471,223,9,12,0,0,244,7121,887,573,106,74,8756,204,12,7,0,5,231,390,51,32,5,5,478,1912,285,328,38,37,2604,272,22,14,0,0,310,839,133,64,24,7,1066,95,4,3,0,0,104,133,7,3,0,0,148,634,190,184,30,22,1065,518,40,25,5,0,588,903,27,27,6,7,974,46,8,7,5,0,66,2060,61,45,8,10,2186
LGA23350,0,3,0,0,0,0,0,0,5,0,0,0,0,5,18,0,0,0,0,16,49,12,3,4,0,71,3,0,3,0,0,8,0,0,0,0,0,0,23,4,5,0,0,37,30,4,9,0,0,39,2055,187,288,123,22,2681,3438,435,617,249,63,4802,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12,5,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,12,0,3,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,34,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,11,5,0,3,3,0,10,6,0,3,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,6,17,5,7,4,0,20,52,10,9,0,0,75
LGA23430,0,393,599,23,25,4,3,652,100,3,4,6,0,116,248,16,6,0,0,274,1310,58,103,14,12,1496,121,8,5,6,0,143,869,28,45,15,9,971,2404,136,188,48,16,2789,85,3,4,0,15,109,32300,1843,1933,482,177,36736,41692,4302,2783,502,224,49500,306,24,35,9,3,378,116,4,4,5,0,132,166,26,15,0,0,209,2373,563,211,136,17,3305,130,6,7,0,4,147,120,28,11,4,0,161,278,10,13,3,0,306,211,35,25,10,0,289,378,66,60,11,6,515,319,25,13,5,0,371,4432,309,194,36,32,4995,321,14,13,0,0,354,196,24,12,0,0,238,49,6,3,0,5,61,342,56,32,0,0,427,330,62,28,13,11,442,110,15,14,3,0,147,267,24,26,12,3,327,84,24,23,0,9,139,862,73,37,12,4,988,279,10,6,0,0,291,101,20,12,3,0,138,1629,133,104,12,6,1878
LGA23670,0,281,687,33,41,13,4,768,64,8,6,0,0,83,184,3,16,3,0,206,1044,50,50,14,5,1169,102,3,12,0,0,114,411,14,34,13,0,478,1530,62,81,14,8,1697,72,3,3,3,5,88,29523,1432,1664,417,110,33148,39524,3282,2556,364,152,45882,227,26,22,0,6,284,76,3,3,0,0,92,109,9,12,0,0,129,2108,475,283,153,17,3032,73,15,11,6,0,103,105,24,12,4,0,151,157,14,7,4,0,179,223,29,17,6,4,282,161,19,18,6,4,197,362,56,49,5,3,474,3188,268,121,32,18,3621,310,28,17,6,0,366,283,35,39,11,4,377,38,3,0,0,0,47,185,16,8,0,4,214,208,42,25,5,0,284,71,6,15,0,0,91,209,18,35,12,0,279,64,16,13,0,0,97,1072,130,121,21,9,1350,185,0,0,0,0,191,96,21,15,4,0,132,1174,63,88,9,9,1343
LGA23810,0,46,56,7,0,0,0,64,8,0,0,0,0,8,37,0,4,0,0,48,377,9,15,3,4,414,22,0,0,0,0,20,21,0,10,0,0,33,253,14,23,0,0,289,157,5,6,0,8,176,15595,407,681,195,129,17003,26096,1112,1348,292,236,29083,8,4,0,0,0,12,21,5,0,0,0,29,47,0,0,0,0,52,105,21,16,15,0,156,18,6,0,0,0,20,14,0,0,0,0,22,29,4,0,0,0,33,55,4,3,4,3,69,5,5,0,8,0,17,19,9,3,0,0,23,432,37,14,0,0,482,22,0,4,0,0,25,16,0,0,0,0,19,6,0,0,0,0,8,52,0,3,0,0,56,65,12,7,9,0,88,12,0,0,0,0,15,9,0,0,0,0,14,4,0,0,0,0,4,88,5,7,0,0,98,28,0,0,0,0,28,93,4,6,3,0,107,374,21,18,10,3,427
LGA23940,0,3,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,14,0,4,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,11,3,4,3,0,14,749,81,149,122,24,1117,1431,255,444,250,54,2428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,13,0,0,5,0,19
LGA24130,0,39,18,3,6,0,0,26,28,0,0,0,0,29,15,4,4,0,0,21,284,31,43,13,0,377,14,3,6,0,0,34,32,0,8,4,0,40,157,18,18,3,0,198,55,0,5,3,10,78,6713,562,880,252,69,8474,9713,1329,1423,354,131,12953,0,0,0,0,0,0,4,0,0,0,0,7,28,6,7,0,0,46,49,15,3,0,0,71,11,5,3,0,0,16,9,5,0,0,0,9,9,0,0,0,0,13,32,11,12,8,0,55,5,4,0,0,0,16,9,0,0,0,0,12,221,22,14,5,0,257,11,0,3,0,0,13,4,0,0,0,0,4,8,5,0,0,0,16,40,6,7,0,0,52,19,12,12,7,3,48,8,0,4,0,0,12,12,0,0,0,0,15,7,0,7,0,0,14,33,11,12,0,0,52,28,0,0,0,0,30,20,4,5,4,0,38,182,35,27,10,5,255
LGA24210,0,174,168,9,7,0,0,188,86,12,11,0,0,111,85,8,11,0,0,106,342,17,36,10,0,404,37,5,6,4,0,49,164,15,14,8,0,199,556,41,69,16,4,684,55,5,4,0,6,67,14835,1102,1227,418,78,17656,15566,1710,1434,288,76,19077,55,8,16,4,0,81,24,5,0,0,0,31,58,8,8,4,0,76,1541,546,303,205,15,2613,27,10,10,0,0,40,74,37,18,0,4,134,41,6,6,0,0,55,41,10,13,3,0,69,161,44,38,8,0,253,477,91,57,11,4,641,899,87,67,16,12,1078,95,14,12,3,4,131,352,136,91,43,3,616,37,5,0,0,3,45,59,3,4,0,0,66,171,53,35,24,3,288,54,0,14,0,0,72,170,23,38,4,0,232,53,14,25,7,0,106,735,122,109,23,3,985,253,9,0,0,0,260,36,5,6,4,0,51,312,43,37,3,0,390
LGA24250,0,8,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,65,6,7,4,0,83,10,0,0,0,0,10,0,0,0,0,0,0,23,4,3,0,0,34,20,0,4,0,0,31,1620,133,179,79,27,2040,2488,313,404,153,51,3413,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,14,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,14,0,4,4,0,24,0,0,0,0,0,0,6,0,0,0,0,6,20,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,7,3,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,11,3,0,0,0,0,3,9,0,5,0,0,11,40,4,9,0,3,60
LGA24330,0,89,168,3,0,0,0,174,59,6,0,0,0,67,116,5,10,0,4,132,458,25,26,0,4,507,83,4,5,0,0,89,1471,117,145,47,19,1799,1661,42,98,19,9,1820,67,5,0,0,9,77,19835,726,1048,181,88,21881,20932,1338,1240,147,72,23732,72,18,8,0,0,100,125,9,13,0,0,150,76,0,3,0,0,87,697,102,65,28,4,890,122,10,5,0,5,148,95,8,4,3,0,114,141,4,5,0,0,150,89,11,13,4,0,119,149,12,8,4,0,176,151,16,18,0,0,188,2376,165,165,17,18,2738,153,8,6,4,4,173,138,6,14,0,0,167,92,6,11,4,4,109,139,18,8,0,0,164,254,23,16,3,4,298,115,7,10,0,0,141,111,6,12,0,0,136,68,16,11,3,0,105,402,42,41,3,4,494,363,11,5,8,7,386,30,10,14,0,0,47,865,56,50,4,4,980
LGA24410,0,189,230,10,3,0,0,247,39,0,4,0,0,47,119,11,13,3,0,140,758,53,48,15,0,878,84,4,10,0,0,102,192,11,23,0,4,227,888,32,40,15,4,994,67,0,4,0,6,75,20748,1068,1305,280,89,23485,27834,2662,2075,300,138,33014,98,6,10,0,4,121,38,9,0,0,0,46,73,7,13,0,0,95,1117,246,159,78,5,1598,42,8,0,0,0,56,66,8,6,3,0,87,82,9,9,0,0,98,115,21,15,0,0,150,47,8,12,3,0,68,218,33,24,7,3,281,1498,114,83,16,9,1725,118,11,10,0,0,137,192,35,22,8,3,250,30,0,3,0,0,37,87,8,12,0,0,103,111,25,10,3,0,150,37,0,4,0,0,46,106,10,21,6,0,142,39,8,9,0,0,52,450,48,47,5,0,554,147,5,0,0,0,151,67,15,8,4,0,97,627,45,40,5,0,718
LGA24600,5,1935,3351,18,21,4,14,3411,869,16,14,4,4,912,1322,40,31,8,3,1402,8329,101,168,24,18,8642,1794,31,22,6,6,1858,3792,86,66,40,33,4021,14810,192,274,54,69,15405,432,10,11,6,29,499,232677,3397,3672,848,655,241241,267191,7656,5821,716,677,282049,568,24,30,8,13,652,1679,8,23,4,8,1722,1779,38,31,0,0,1851,17517,1174,562,325,83,19669,648,16,12,0,5,697,826,43,20,6,4,896,1376,24,14,3,3,1416,1871,67,47,4,4,1996,1197,68,42,18,8,1339,3832,120,86,23,9,4071,42246,788,343,99,145,43614,3958,96,59,16,7,4123,2225,70,50,15,7,2371,598,18,26,5,5,656,2780,43,40,3,5,2869,2247,132,76,23,18,2495,1296,42,43,11,11,1401,2385,155,102,31,8,2681,612,58,27,5,16,727,10061,320,200,38,27,10645,2908,53,16,8,14,2988,798,36,15,8,4,857,12398,237,243,20,24,12914
LGA24650,0,83,142,16,26,0,0,188,13,0,0,0,0,14,70,10,8,0,0,92,385,10,16,5,3,424,32,0,5,4,0,34,296,40,43,14,10,397,1210,80,91,36,20,1438,52,6,7,0,3,76,16237,785,946,290,111,18364,19469,1587,1323,264,117,22756,56,25,16,3,4,98,119,19,20,3,0,155,42,0,3,0,0,49,238,78,24,20,0,357,79,14,9,0,0,103,114,20,26,10,0,170,168,13,13,0,0,192,72,4,9,0,0,86,46,4,7,5,0,64,44,8,5,0,0,59,3173,647,378,82,38,4314,78,4,4,3,0,93,59,10,13,0,0,78,101,18,22,0,0,151,74,4,0,0,0,82,147,25,15,3,3,196,18,0,4,0,0,22,30,11,6,0,0,44,59,20,24,7,4,113,159,19,15,6,4,198,140,6,4,0,0,149,33,0,3,0,0,34,835,53,43,12,5,937
LGA24780,0,43,20,0,0,0,0,20,49,0,0,0,0,49,47,0,0,4,4,57,166,3,11,3,5,185,18,0,0,0,0,17,58,6,3,5,0,69,213,8,9,4,0,241,102,9,6,7,16,145,10657,468,591,279,132,12125,16608,1358,1333,518,238,20055,80,5,4,0,0,88,11,0,0,0,0,13,21,0,0,0,0,23,122,8,9,6,4,145,8,0,6,0,0,16,12,0,0,0,0,14,29,0,0,0,0,36,30,0,3,3,0,36,3,8,4,3,0,24,38,6,0,0,0,44,369,16,23,13,7,422,26,0,0,0,0,29,11,6,0,0,0,14,11,0,0,0,0,8,15,0,0,0,0,15,46,8,23,16,4,98,16,0,5,0,0,19,30,3,0,0,0,37,3,0,0,0,0,3,456,7,12,13,10,493,49,4,0,0,0,52,19,0,0,0,0,25,216,10,18,3,4,248
LGA24850,0,32,23,6,0,0,0,29,0,0,0,0,0,0,20,0,8,0,0,25,167,11,17,3,0,194,14,3,0,0,0,14,18,0,5,0,0,20,102,6,15,8,0,134,68,0,3,0,5,79,6111,296,465,173,48,7088,9295,791,874,241,98,11304,8,0,0,0,0,9,6,0,0,0,0,5,20,0,0,0,0,20,62,11,9,3,0,89,4,0,0,0,0,5,9,4,0,0,0,9,19,0,3,0,0,21,23,0,4,4,0,31,6,3,0,0,0,10,4,0,3,0,0,13,378,82,37,9,5,507,11,0,0,0,0,12,5,4,0,0,0,11,26,3,4,0,0,37,31,7,0,0,0,33,25,9,10,11,0,49,7,0,0,3,0,8,4,0,0,0,0,6,8,5,3,0,0,13,31,3,7,0,0,41,31,0,0,0,0,28,13,0,0,0,0,16,149,23,13,4,0,189
LGA24900,0,10,11,0,0,0,0,11,36,0,0,0,0,36,25,0,0,3,0,27,83,9,12,10,4,116,3,0,0,0,0,10,3,0,0,0,0,5,49,4,3,0,0,60,55,5,11,4,3,79,4573,316,371,196,61,5522,7504,866,918,390,135,9821,30,3,0,0,0,34,3,0,0,0,0,3,14,0,0,0,0,17,23,4,5,0,4,34,8,0,0,0,0,8,6,0,0,0,0,3,8,0,0,0,0,10,13,0,3,0,0,16,0,0,0,0,0,0,7,0,0,0,0,7,145,5,0,3,0,155,13,0,4,0,0,13,4,0,0,0,0,4,3,0,0,0,0,3,7,0,0,0,0,6,9,11,7,17,4,38,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,132,7,4,0,3,145,11,0,0,0,0,11,21,13,3,4,0,38,165,22,13,8,5,205
LGA24970,0,508,1671,62,67,19,11,1836,180,10,15,8,0,216,266,10,12,4,0,293,1632,31,46,13,5,1730,242,3,12,4,0,261,935,56,58,11,9,1071,3262,100,133,25,19,3541,129,8,7,3,9,154,52202,1961,1840,550,214,56765,57399,2940,2056,327,186,62907,354,49,37,5,11,458,288,22,19,0,0,331,227,15,11,0,0,251,5887,1275,569,398,35,8167,154,12,13,0,0,185,233,33,14,5,0,293,339,12,11,4,0,368,438,20,20,5,0,481,597,82,71,26,4,776,884,78,63,10,3,1043,7186,538,386,61,57,8234,669,62,53,12,5,795,596,52,30,8,3,691,116,14,4,0,0,137,357,27,8,4,0,397,421,68,40,14,8,561,324,17,12,10,4,360,635,91,106,22,7,861,147,18,11,4,0,175,2425,203,175,13,19,2833,385,12,4,0,0,407,161,14,9,5,0,183,1992,74,57,13,9,2143
