POW_LGA_CODE_2021,Pro_300_399_H_0,Pro_300_399_H_1_19,Pro_300_399_H_20_29,Pro_300_399_H_30_34,Pro_300_399_H_35_39,Pro_300_399_H_40_44,Pro_300_399_H_45_49,Pro_300_399_H_50ov,Pro_300_399_H_NS,Pro_300_399_H_Tot,Pro_400_499_H_0,Pro_400_499_H_1_19,Pro_400_499_H_20_29,Pro_400_499_H_30_34,Pro_400_499_H_35_39,Pro_400_499_H_40_44,Pro_400_499_H_45_49,Pro_400_499_H_50ov,Pro_400_499_H_NS,Pro_400_499_H_Tot,Pro_500_649_H_0,Pro_500_649_H_1_19,Pro_500_649_H_20_29,Pro_500_649_H_30_34,Pro_500_649_H_35_39,Pro_500_649_H_40_44,Pro_500_649_H_45_49,Pro_500_649_H_50ov,Pro_500_649_H_NS,Pro_500_649_H_Tot,Pro_650_799_H_0,Pro_650_799_H_1_19,Pro_650_799_H_20_29,Pro_650_799_H_30_34,Pro_650_799_H_35_39,Pro_650_799_H_40_44,Pro_650_799_H_45_49,Pro_650_799_H_50ov,Pro_650_799_H_NS,Pro_650_799_H_Tot,Pro_800_999_H_0,Pro_800_999_H_1_19,Pro_800_999_H_20_29,Pro_800_999_H_30_34,Pro_800_999_H_35_39,Pro_800_999_H_40_44,Pro_800_999_H_45_49,Pro_800_999_H_50ov,Pro_800_999_H_NS,Pro_800_999_H_Tot,Pro_1000_1249_H_0,Pro_1000_1249_H_1_19,Pro_1000_1249_H_20_29,Pro_1000_1249_H_30_34,Pro_1000_1249_H_35_39,Pro_1000_1249_H_40_44,Pro_1000_1249_H_45_49,Pro_1000_1249_H_50ov,Pro_1000_1249_H_NS,Pro_1000_1249_H_Tot,Pro_1250_1499_H_0,Pro_1250_1499_H_1_19,Pro_1250_1499_H_20_29,Pro_1250_1499_H_30_34,Pro_1250_1499_H_35_39,Pro_1250_1499_H_40_44,Pro_1250_1499_H_45_49,Pro_1250_1499_H_50ov,Pro_1250_1499_H_NS,Pro_1250_1499_H_Tot,Pro_1500_1749_H_0,Pro_1500_1749_H_1_19,Pro_1500_1749_H_20_29,Pro_1500_1749_H_30_34,Pro_1500_1749_H_35_39,Pro_1500_1749_H_40_44,Pro_1500_1749_H_45_49,Pro_1500_1749_H_50ov,Pro_1500_1749_H_NS,Pro_1500_1749_H_Tot,Pro_1750_1999_H_0,Pro_1750_1999_H_1_19,Pro_1750_1999_H_20_29,Pro_1750_1999_H_30_34,Pro_1750_1999_H_35_39,Pro_1750_1999_H_40_44,Pro_1750_1999_H_45_49,Pro_1750_1999_H_50ov,Pro_1750_1999_H_NS,Pro_1750_1999_H_Tot,Pro_2000_2999_H_0,Pro_2000_2999_H_1_19,Pro_2000_2999_H_20_29,Pro_2000_2999_H_30_34,Pro_2000_2999_H_35_39,Pro_2000_2999_H_40_44,Pro_2000_2999_H_45_49,Pro_2000_2999_H_50ov,Pro_2000_2999_H_NS,Pro_2000_2999_H_Tot,Pro_3000_3499_H_0,Pro_3000_3499_H_1_19,Pro_3000_3499_H_20_29,Pro_3000_3499_H_30_34,Pro_3000_3499_H_35_39,Pro_3000_3499_H_40_44,Pro_3000_3499_H_45_49,Pro_3000_3499_H_50ov,Pro_3000_3499_H_NS,Pro_3000_3499_H_Tot,Pro_3500mo_H_0,Pro_3500mo_H_1_19,Pro_3500mo_H_20_29,Pro_3500mo_H_30_34,Pro_3500mo_H_35_39,Pro_3500mo_H_40_44,Pro_3500mo_H_45_49,Pro_3500mo_H_50ov,Pro_3500mo_H_NS,Pro_3500mo_H_Tot,Pro_PINS_H_0,Pro_PINS_H_1_19,Pro_PINS_H_20_29,Pro_PINS_H_30_34,Pro_PINS_H_35_39,Pro_PINS_H_40_44,Pro_PINS_H_45_49,Pro_PINS_H_50ov,Pro_PINS_H_NS,Pro_PINS_H_Tot,Pro_Tot_H_0,Pro_Tot_H_1_19,Pro_Tot_H_20_29,Pro_Tot_H_30_34,Pro_Tot_H_35_39,Pro_Tot_H_40_44,Pro_Tot_H_45_49,Pro_Tot_H_50ov,Pro_Tot_H_NS,Pro_Tot_H_Tot,TaTW_NNI_H_0,TaTW_NNI_H_1_19,TaTW_NNI_H_20_29,TaTW_NNI_H_30_34,TaTW_NNI_H_35_39,TaTW_NNI_H_40_44,TaTW_NNI_H_45_49,TaTW_NNI_H_50ov,TaTW_NNI_H_NS,TaTW_NNI_H_Tot,TaTW_1_149_H_0,TaTW_1_149_H_1_19,TaTW_1_149_H_20_29,TaTW_1_149_H_30_34,TaTW_1_149_H_35_39,TaTW_1_149_H_40_44,TaTW_1_149_H_45_49,TaTW_1_149_H_50ov,TaTW_1_149_H_NS,TaTW_1_149_H_Tot,TaTW_150_299_H_0,TaTW_150_299_H_1_19,TaTW_150_299_H_20_29,TaTW_150_299_H_30_34,TaTW_150_299_H_35_39,TaTW_150_299_H_40_44,TaTW_150_299_H_45_49,TaTW_150_299_H_50ov,TaTW_150_299_H_NS,TaTW_150_299_H_Tot,TaTW_300_399_H_0,TaTW_300_399_H_1_19,TaTW_300_399_H_20_29,TaTW_300_399_H_30_34,TaTW_300_399_H_35_39,TaTW_300_399_H_40_44,TaTW_300_399_H_45_49,TaTW_300_399_H_50ov,TaTW_300_399_H_NS,TaTW_300_399_H_Tot,TaTW_400_499_H_0,TaTW_400_499_H_1_19,TaTW_400_499_H_20_29,TaTW_400_499_H_30_34,TaTW_400_499_H_35_39,TaTW_400_499_H_40_44,TaTW_400_499_H_45_49,TaTW_400_499_H_50ov,TaTW_400_499_H_NS,TaTW_400_499_H_Tot,TaTW_500_649_H_0,TaTW_500_649_H_1_19,TaTW_500_649_H_20_29,TaTW_500_649_H_30_34,TaTW_500_649_H_35_39,TaTW_500_649_H_40_44,TaTW_500_649_H_45_49,TaTW_500_649_H_50ov,TaTW_500_649_H_NS,TaTW_500_649_H_Tot
LGA23810,0,55,11,0,0,6,0,3,0,77,8,45,12,5,4,0,0,3,0,83,19,69,39,14,10,11,0,4,0,164,22,80,97,35,20,17,3,3,3,287,33,76,133,94,69,50,5,8,9,474,44,66,154,155,192,100,27,44,8,785,57,30,116,164,244,215,39,53,9,928,62,22,76,138,354,257,68,76,3,1052,31,19,35,77,250,212,53,98,0,782,33,21,46,70,244,287,93,208,0,1007,7,7,3,10,38,47,19,26,0,151,9,6,19,18,74,79,35,85,0,319,0,0,3,4,8,3,0,3,6,37,342,546,757,771,1507,1291,346,626,38,6223,0,5,7,0,3,3,3,4,5,29,4,28,0,0,3,0,0,0,3,42,4,28,8,3,4,9,0,0,0,64,15,36,19,4,16,8,0,0,8,112,15,52,36,13,30,37,5,6,0,187,15,41,64,36,76,95,17,14,9,362
LGA23940,0,6,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6,0,8,0,8,3,0,0,0,0,0,0,12,0,3,7,0,0,0,0,0,0,20,0,0,14,4,5,3,0,0,0,29,3,4,7,9,3,13,0,0,0,49,0,0,0,8,8,16,9,5,0,46,0,3,6,13,8,11,0,8,0,43,5,0,0,0,6,11,6,3,0,25,5,0,4,3,4,8,3,14,0,43,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,4,0,5,0,0,0,0,0,0,0,0,0,3,13,28,46,36,34,61,16,37,5,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,8,0,4,0,0,4,0,0,0,0,8,0,7,3,0,6,0,0,0,0,11,0,6,4,0,4,0,0,0,0,15
LGA24130,0,31,8,7,4,9,0,0,0,64,5,26,12,3,0,4,0,0,0,56,5,70,31,12,8,9,0,5,0,146,9,72,69,16,9,15,0,10,0,198,10,56,85,27,26,24,4,7,3,245,9,39,78,71,57,30,16,30,4,326,13,26,61,70,71,73,34,39,0,389,23,15,41,60,103,86,36,52,9,423,4,13,18,30,70,88,31,70,4,323,9,21,33,35,75,143,48,114,5,484,0,6,13,8,13,30,11,24,0,101,4,6,11,16,31,53,17,47,0,185,0,3,3,0,3,3,0,0,9,20,111,438,475,363,464,568,208,403,34,3060,0,5,0,0,0,5,0,6,0,18,4,29,3,0,3,0,0,3,0,40,10,32,5,6,0,0,0,0,0,57,13,34,8,0,5,9,0,5,5,77,8,32,29,6,16,17,0,3,4,113,17,40,46,8,35,55,5,6,6,224
LGA24210,6,106,17,15,5,10,0,3,0,166,11,88,33,12,10,21,0,4,6,178,18,127,72,26,13,24,0,10,6,289,25,122,124,46,32,37,4,20,7,407,22,109,154,68,87,61,11,21,3,542,13,111,183,103,178,140,33,48,3,815,34,76,121,101,241,181,48,76,11,892,29,45,78,96,256,235,77,149,0,960,17,28,46,49,172,195,60,124,5,703,36,52,69,64,249,343,153,254,3,1217,6,12,20,10,35,75,27,56,0,235,14,28,32,36,57,130,42,146,5,482,5,0,5,6,10,10,0,9,10,54,259,1125,978,639,1352,1485,466,919,61,7289,4,3,0,0,0,3,0,0,4,24,8,21,3,6,0,0,0,0,0,35,9,55,14,0,0,0,0,0,0,79,9,65,26,9,3,10,0,4,7,129,7,55,55,6,21,13,3,3,0,167,19,53,88,27,48,35,5,4,3,291
LGA24250,0,10,0,0,0,0,0,0,0,17,0,6,6,0,0,0,0,0,0,14,3,14,14,0,0,0,0,4,0,32,3,11,10,0,8,0,0,0,0,42,0,11,19,10,4,8,0,0,0,55,3,6,13,10,15,7,0,7,0,67,9,3,14,12,19,13,8,10,0,88,6,0,14,10,14,18,6,10,0,77,3,8,0,4,15,17,12,20,0,71,4,7,4,9,13,26,6,35,0,105,0,5,0,0,0,4,0,8,0,19,0,0,0,0,3,4,4,11,0,28,0,5,0,0,0,3,0,5,0,12,30,92,99,67,90,104,43,107,7,626,0,0,0,0,0,0,0,0,0,5,4,9,0,0,0,0,0,0,0,14,0,7,0,0,0,0,0,0,0,13,0,6,0,0,5,0,0,3,0,9,0,13,0,0,5,3,0,0,0,29,0,8,8,4,11,11,0,3,0,37
LGA24330,7,96,30,0,8,3,3,4,0,157,6,80,27,7,14,14,0,8,0,159,23,121,73,22,16,14,0,8,0,283,13,107,121,49,34,30,6,14,0,381,21,122,159,117,115,88,12,22,4,659,44,96,216,234,278,212,28,53,8,1176,48,55,151,244,411,333,71,97,6,1412,66,55,102,202,438,400,102,158,8,1525,56,30,54,143,407,383,83,167,5,1327,68,41,57,111,398,655,171,357,17,1879,7,11,15,21,70,110,37,102,0,376,20,8,24,32,78,191,64,197,0,620,0,3,6,0,7,10,3,3,13,55,411,1001,1058,1189,2284,2457,583,1193,73,10251,3,4,5,0,0,4,0,7,0,28,4,20,5,0,0,3,0,0,0,33,5,50,12,0,0,7,0,4,4,78,14,51,40,4,8,4,0,7,6,133,18,46,46,12,22,7,4,8,8,164,14,66,90,39,56,34,10,16,4,333
LGA24410,14,81,19,6,5,6,3,4,0,130,8,109,35,8,7,14,0,3,5,195,24,127,65,9,15,21,4,7,3,292,27,148,121,55,28,34,0,18,10,438,38,93,202,82,96,79,13,23,8,638,57,117,267,230,290,205,42,62,0,1263,51,72,185,215,356,298,79,111,9,1368,61,48,97,185,382,382,101,148,11,1413,47,33,48,111,270,353,109,157,4,1124,57,55,75,104,321,541,171,408,4,1733,5,11,14,22,29,74,36,61,0,255,7,28,26,41,46,136,43,141,0,459,0,6,7,6,10,8,0,3,11,60,427,1071,1177,1087,1861,2158,613,1153,62,9612,0,10,0,0,4,9,4,5,5,43,3,33,5,0,5,3,0,0,0,54,16,55,21,3,3,5,4,4,4,104,13,58,35,4,6,11,4,12,0,145,19,62,40,12,43,33,0,3,4,224,20,66,96,49,94,110,21,14,4,474
LGA24600,101,701,146,29,36,51,7,19,18,1107,87,722,261,60,59,62,6,23,18,1299,161,1137,636,141,124,176,30,61,31,2508,227,1168,1035,287,414,339,49,86,52,3653,310,1075,1564,773,1428,1145,174,211,63,6742,560,991,2158,1784,4526,3992,692,738,129,15575,726,700,1670,2034,7048,6658,1121,1284,108,21350,997,611,1409,2153,8724,8921,1639,2146,139,26739,999,462,890,1572,8160,9429,1678,2495,114,25793,2020,871,1310,2386,15538,24814,5003,7885,191,60010,431,220,335,558,2672,6804,1568,3127,48,15764,754,450,598,830,2813,9401,3256,11078,100,29277,21,37,41,36,145,254,34,128,209,919,7631,10220,12196,12693,51774,72173,15292,29342,1275,212602,24,27,11,4,7,25,0,11,11,105,24,63,9,3,6,4,0,0,0,110,48,160,41,9,10,5,3,3,7,279,62,207,101,18,15,13,4,0,16,442,64,234,235,39,50,54,4,5,18,710,137,289,426,84,120,99,13,17,27,1226
LGA24650,0,71,8,8,5,4,0,3,4,106,5,49,21,5,6,3,0,5,0,93,19,69,53,9,8,7,3,3,3,167,18,90,104,33,27,24,4,9,5,313,23,68,108,55,77,53,5,12,0,400,42,55,126,95,230,171,34,41,6,790,44,28,81,94,331,247,68,111,6,1000,36,19,44,92,300,314,98,144,12,1056,26,24,25,45,189,261,81,131,7,787,28,30,27,29,232,361,122,257,4,1095,3,3,8,15,25,44,10,21,0,132,11,4,7,18,30,76,17,42,3,210,3,0,0,9,14,9,0,3,7,45,272,629,634,507,1475,1585,447,784,60,6382,7,11,5,3,0,8,0,8,3,46,5,28,5,4,0,3,0,0,0,48,13,54,13,7,4,8,0,6,3,99,15,46,43,9,11,14,9,0,3,141,13,48,76,13,48,45,3,14,5,263,13,71,103,27,77,101,23,25,16,456
LGA24780,7,18,5,0,5,0,0,0,0,30,7,23,0,5,0,3,0,0,0,39,6,53,29,6,3,0,0,5,0,104,19,50,43,20,31,11,0,3,3,179,15,36,92,44,77,33,13,9,4,320,23,39,73,83,173,94,25,40,5,548,28,25,61,86,198,147,35,56,3,634,36,21,39,81,222,197,47,63,12,710,22,9,17,64,116,154,53,81,4,515,23,11,19,35,150,225,79,152,3,692,4,5,3,9,3,15,15,28,0,79,5,4,3,3,23,48,16,60,0,165,0,3,6,0,0,5,0,4,6,28,199,332,397,435,1012,938,274,492,42,4113,3,3,0,0,4,0,0,0,0,16,0,18,3,0,0,0,0,0,0,20,3,30,5,0,3,0,0,4,0,44,8,26,12,7,0,14,3,5,3,63,5,15,20,7,29,31,4,4,8,137,16,32,31,17,52,56,17,10,10,237
LGA24850,3,16,0,0,0,5,0,4,0,35,5,19,11,3,0,3,0,0,0,43,7,29,19,8,4,5,0,3,0,66,3,40,49,21,6,0,3,6,0,123,9,21,46,36,28,12,0,7,0,158,13,24,49,48,69,53,14,18,0,283,13,22,40,48,90,82,18,37,0,350,27,17,21,52,98,86,24,77,0,406,9,6,13,18,50,69,29,43,5,240,16,10,15,17,75,111,41,109,3,389,0,0,0,0,3,20,6,8,0,45,0,3,6,13,12,20,8,32,0,93,0,0,3,0,0,5,0,0,8,12,106,219,279,268,443,473,151,352,27,2299,0,4,0,0,0,3,0,0,0,13,5,18,6,0,0,0,0,3,0,30,3,15,4,7,0,8,0,0,0,32,7,19,7,4,3,5,0,3,0,50,4,27,17,0,13,7,0,6,0,79,8,25,32,14,26,36,7,11,3,159
LGA24900,0,20,0,0,3,5,0,0,0,24,0,12,4,5,0,4,0,0,0,28,13,14,14,8,4,4,0,0,0,56,3,23,25,11,7,6,0,8,0,86,3,14,32,27,19,15,4,5,4,118,3,27,30,34,45,36,4,21,0,197,15,11,23,29,47,66,12,16,5,223,7,11,23,45,61,47,15,30,5,237,4,9,5,18,39,46,24,28,0,169,9,4,12,20,42,59,36,55,0,240,0,0,9,3,9,15,0,6,0,42,0,5,0,0,9,18,0,19,0,49,0,0,0,0,0,0,0,0,0,7,62,166,189,190,275,324,100,186,11,1514,0,3,0,0,6,3,0,6,0,16,0,14,0,0,0,0,0,0,0,15,0,6,4,3,0,4,0,4,0,22,0,15,5,3,6,3,0,4,0,34,0,20,10,6,10,22,0,9,0,71,3,14,23,10,32,34,8,11,0,128
LGA24970,32,293,64,29,14,12,0,9,5,458,29,299,95,19,13,22,3,3,5,491,60,491,257,46,61,78,6,29,10,1052,58,463,365,118,104,128,23,29,13,1295,95,385,497,246,414,269,46,50,22,2032,160,339,702,616,889,760,125,144,30,3768,159,193,457,579,1292,1125,199,267,24,4310,186,145,329,533,1488,1599,330,461,28,5101,155,108,153,331,1295,1527,326,515,16,4427,231,159,199,300,1900,2800,816,1404,22,7830,31,43,69,57,226,512,164,368,6,1473,46,55,94,119,246,667,262,747,8,2258,4,8,22,16,35,38,7,19,43,200,1322,3668,3371,3042,7994,9576,2318,4072,247,35611,11,6,8,5,10,11,3,5,4,58,16,67,6,0,3,4,0,0,0,103,12,101,23,3,11,4,0,0,0,160,28,144,52,11,12,15,4,3,4,273,34,138,109,26,44,22,6,11,14,405,46,147,227,67,110,118,20,22,10,780
LGA25060,14,93,17,7,8,7,0,10,4,152,13,80,28,10,10,7,0,8,4,156,14,122,73,17,11,11,0,14,0,268,39,125,114,44,36,38,6,17,3,418,24,126,170,59,111,70,22,18,5,610,31,101,187,134,260,190,34,65,7,1011,33,52,140,133,342,268,64,96,8,1134,53,45,90,118,388,344,108,164,0,1312,43,34,55,94,277,345,89,149,10,1107,56,50,82,87,385,595,211,427,8,1905,7,16,23,25,73,112,44,105,4,412,17,34,49,47,76,182,65,216,6,693,4,4,5,4,11,16,3,8,15,68,383,1067,1063,795,1993,2199,657,1295,82,9537,0,3,0,0,0,5,0,3,4,21,0,25,6,3,0,0,0,0,3,43,11,41,9,0,0,4,0,4,0,68,5,53,22,8,3,4,0,4,3,110,17,59,56,10,24,23,7,7,3,204,24,63,84,20,74,73,9,14,9,361
LGA25150,3,20,5,0,0,8,0,0,0,40,0,20,9,3,0,0,0,0,0,41,4,28,17,4,9,5,0,0,0,68,14,24,25,9,7,8,0,3,0,87,6,26,40,13,25,18,0,6,0,134,13,13,40,25,49,36,7,9,0,197,10,5,23,20,77,49,8,24,0,225,5,7,14,28,63,74,17,38,0,254,0,5,12,10,30,44,28,26,0,164,6,5,9,15,43,86,38,62,0,265,0,0,0,5,4,15,7,9,0,42,0,0,0,4,18,9,8,22,0,72,0,0,0,0,3,0,0,0,0,9,69,217,202,148,324,352,114,204,18,1662,3,6,0,0,0,4,0,3,3,14,0,12,0,0,0,0,0,0,0,16,6,9,7,6,0,4,0,0,0,28,3,22,4,0,6,8,0,0,0,44,3,19,8,3,19,22,3,11,4,86,8,22,30,4,33,21,4,11,0,142
LGA25250,25,145,26,15,17,18,9,9,3,259,21,155,68,10,6,25,0,11,6,295,23,196,118,36,27,27,6,14,7,449,28,202,167,66,67,60,8,33,7,635,27,166,231,138,160,121,20,38,9,913,41,151,285,218,323,288,41,83,10,1450,44,76,170,206,393,364,83,113,8,1460,56,61,122,169,453,347,119,177,6,1500,35,38,70,105,319,328,71,165,5,1140,39,65,89,109,345,494,148,303,4,1600,4,18,15,39,45,97,30,77,0,331,9,17,27,39,67,156,53,155,0,525,3,3,6,5,17,13,0,10,19,82,390,1528,1426,1166,2242,2357,593,1209,87,10998,0,9,6,5,7,7,0,0,0,28,3,24,3,0,5,9,0,6,0,52,9,55,15,4,8,0,0,0,6,99,15,75,40,9,10,8,0,5,6,169,20,96,91,18,25,35,7,13,0,299,27,97,139,53,82,73,12,20,7,508
LGA25340,20,132,30,9,5,15,3,7,7,225,18,138,50,12,9,7,3,6,0,254,27,199,84,34,12,22,0,12,3,387,39,171,157,63,45,20,0,21,7,525,37,170,242,124,104,85,13,34,7,821,49,129,279,225,239,204,40,76,17,1258,52,83,165,212,331,259,79,111,4,1297,68,71,129,184,370,337,106,177,9,1447,49,45,74,106,240,279,104,171,3,1058,61,73,87,112,298,485,204,409,14,1733,7,18,28,43,45,82,26,64,3,317,11,28,48,36,73,181,66,196,3,649,5,10,9,10,10,19,0,9,16,81,485,1426,1406,1176,1784,1999,651,1309,89,10328,0,12,0,0,0,6,0,6,0,40,11,53,0,3,0,4,0,5,0,86,17,86,11,9,0,3,0,0,5,134,22,100,40,7,15,18,0,7,4,215,39,109,94,22,52,61,8,13,4,403,47,138,163,58,155,161,26,29,12,794
LGA25430,0,30,11,3,0,3,0,6,0,60,7,25,8,8,5,3,0,3,0,58,9,40,19,7,6,5,4,4,0,86,6,46,26,16,4,9,0,9,0,111,12,38,48,17,10,18,7,5,0,152,14,21,49,41,26,37,8,15,0,216,12,15,36,38,26,42,11,14,0,198,11,14,15,43,40,47,5,15,6,196,8,10,7,13,28,43,7,17,4,142,9,7,11,21,36,53,19,43,0,196,0,4,0,3,7,0,5,8,3,28,0,0,5,7,6,15,4,20,0,60,0,0,0,0,4,0,0,0,0,6,84,281,240,214,213,290,70,141,12,1544,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0,16,3,0,0,0,0,0,0,20,4,15,6,0,0,7,0,0,0,34,3,19,8,6,10,9,0,0,0,56,7,18,17,11,11,18,0,4,0,85
LGA25490,3,7,0,0,0,0,0,0,0,14,3,6,3,0,0,0,0,0,0,12,0,17,4,0,0,0,0,3,0,26,0,14,20,5,3,4,0,0,0,46,5,6,18,10,9,3,0,4,0,58,0,14,9,14,17,16,7,7,0,80,0,6,9,18,21,20,3,10,0,87,12,4,4,20,28,26,8,11,0,112,6,0,5,3,17,24,9,10,0,76,3,9,5,11,18,24,5,18,0,96,0,0,0,0,6,0,3,6,0,10,0,0,3,4,4,15,0,5,0,34,0,0,0,0,0,0,0,0,0,0,37,96,86,83,111,134,43,71,3,668,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,9,0,8,0,3,0,4,0,0,0,17,0,9,0,0,0,0,0,0,0,16,4,4,3,0,11,5,0,0,0,28,4,12,21,3,14,18,3,3,3,74
LGA25620,0,11,0,0,0,0,0,0,0,19,0,8,5,3,0,0,0,0,0,17,0,15,6,3,0,0,0,3,0,39,8,10,13,4,0,8,0,5,0,43,9,16,25,7,9,6,3,6,0,73,7,10,15,25,14,27,0,9,0,105,6,6,7,11,24,14,0,5,0,80,7,8,4,10,34,21,8,14,0,110,4,0,0,9,16,9,11,15,0,61,5,0,4,0,21,11,10,25,0,86,0,0,0,0,0,3,0,3,0,17,0,0,3,0,0,14,3,4,0,25,0,0,0,4,0,0,0,0,0,15,40,105,107,76,128,109,39,86,10,697,0,0,0,0,0,0,0,7,0,7,6,4,0,0,0,0,0,3,0,15,0,7,0,0,0,0,0,0,0,15,0,8,0,0,0,4,0,0,0,22,0,5,8,3,5,9,3,0,4,46,0,16,12,4,7,17,6,3,3,72
LGA25710,6,45,8,7,4,7,3,0,0,77,5,52,23,10,5,8,0,3,4,112,13,81,35,14,7,14,0,8,5,172,13,76,62,24,20,16,3,5,0,228,13,75,72,26,28,39,11,7,0,270,17,66,80,64,71,61,17,27,0,403,10,42,61,53,94,92,22,35,0,402,14,31,37,49,95,102,35,74,3,448,14,16,17,25,65,99,38,61,0,343,22,24,26,40,106,126,72,139,6,564,0,11,7,13,9,34,15,35,0,123,9,8,17,10,33,76,14,71,0,242,0,0,4,0,0,9,0,0,3,23,145,623,465,340,544,683,233,489,30,3554,0,0,0,0,0,0,0,6,0,8,7,19,4,0,0,0,0,0,0,32,8,31,5,4,7,0,0,0,0,49,3,35,8,0,5,5,0,0,0,63,10,27,21,8,10,21,5,0,0,96,12,40,42,22,27,50,4,7,3,212
LGA25810,0,6,5,0,0,0,0,0,0,8,0,11,0,0,0,4,0,0,0,17,0,8,6,3,0,5,0,0,0,26,0,9,6,0,0,7,0,5,0,19,8,5,17,6,12,0,3,0,0,52,3,8,13,18,18,17,4,9,0,84,7,4,6,20,26,35,8,6,3,118,6,3,10,14,28,27,3,14,0,108,4,0,0,9,14,16,5,8,0,66,0,3,4,9,17,22,7,28,0,89,4,0,3,0,0,0,4,6,0,13,0,0,0,0,0,4,0,5,0,14,0,0,0,0,0,0,0,0,0,0,44,72,65,78,117,143,36,80,8,635,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,12,0,15,5,0,0,0,0,0,0,18,0,9,10,0,8,4,0,0,0,29,5,8,7,3,11,8,0,4,0,45
LGA25900,19,169,39,12,10,12,7,8,0,275,25,163,57,10,13,14,3,13,0,306,31,226,176,35,34,32,11,14,9,573,40,180,217,73,84,82,9,28,8,722,51,189,302,145,323,284,34,74,13,1421,58,198,298,253,864,806,139,167,16,2795,86,127,234,249,1099,1123,181,232,18,3343,85,130,176,238,988,1166,245,333,17,3374,84,70,99,131,714,955,213,358,21,2656,143,120,151,229,1225,2086,552,912,23,5434,21,42,48,40,198,480,139,361,5,1350,38,97,102,106,195,745,285,889,5,2461,0,15,7,3,18,38,3,19,29,123,725,1943,1976,1543,5787,7835,1825,3425,178,25230,8,3,5,0,0,4,0,0,3,29,3,15,0,3,0,4,0,3,0,35,6,35,8,4,8,9,3,0,0,72,12,71,25,7,0,8,0,6,3,135,13,67,67,8,18,24,0,8,3,209,29,77,128,31,45,31,3,12,5,366
LGA25990,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,0,0,0,10,5,4,6,4,0,0,0,0,0,17,0,3,8,7,5,4,0,0,0,22,0,0,3,8,8,3,3,4,0,42,0,5,7,6,9,3,6,6,0,39,0,0,4,10,9,12,0,4,0,40,0,0,0,5,6,5,3,4,0,29,4,4,0,0,9,17,0,4,0,35,0,0,0,0,0,0,0,6,0,10,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,23,34,43,46,52,19,32,4,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,6,0,7,3,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,15
LGA26080,0,7,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,14,3,8,3,0,0,0,0,0,0,14,3,7,3,0,6,0,0,0,0,24,0,15,7,4,0,0,0,0,0,25,0,10,11,4,4,3,0,3,0,41,0,3,6,5,4,5,3,3,0,31,0,4,4,12,11,11,0,5,0,47,5,4,8,4,4,5,0,4,0,34,5,0,0,6,19,14,5,24,0,74,0,0,0,0,0,4,0,5,0,10,6,7,5,0,4,0,6,9,0,35,0,0,0,0,0,0,0,0,0,0,21,72,57,43,51,50,14,61,5,363,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,4,0,3,6,0,0,0,0,0,0,11,0,6,6,3,0,5,0,0,0,18
LGA26170,4,27,4,0,3,6,0,0,0,39,4,22,4,0,0,3,0,0,0,32,7,35,13,4,3,0,0,0,0,66,11,40,15,16,5,9,4,0,4,105,5,28,47,25,18,11,3,7,0,153,3,29,52,53,33,35,5,22,4,228,8,14,39,45,52,59,19,25,3,253,15,15,20,33,59,58,20,36,4,264,9,8,12,25,57,49,12,33,0,206,5,11,19,16,59,82,31,67,0,288,6,0,3,7,5,4,5,17,0,49,4,0,3,8,10,22,6,26,0,85,0,4,0,0,0,3,0,0,0,15,91,264,239,241,307,345,107,238,15,1838,0,4,0,0,0,0,0,3,0,9,3,13,0,0,0,0,0,0,0,20,3,10,4,4,0,4,0,0,3,36,0,20,5,6,0,5,3,4,4,51,6,24,17,5,16,18,3,8,4,94,6,26,22,9,22,34,3,12,3,136
