POW_LGA_CODE_2021,M_M2_BusTot_15_24,M_M2_BusTot_25_34,M_M2_BusTot_35_44,M_M2_BusTot_45_54,M_M2_BusTot_55_64,M_M2_BusTot_65_74,M_M2_BusTot_75ov,M_M2_BusTot_Tot,M_M2_Other_M2_15_24,M_M2_Other_M2_25_34,M_M2_Other_M2_35_44,M_M2_Other_M2_45_54,M_M2_Other_M2_55_64,M_M2_Other_M2_65_74,M_M2_Other_M2_75ov,M_M2_Other_M2_Tot,M_M2_Tot_M2_15_24,M_M2_Tot_M2_25_34,M_M2_Tot_M2_35_44,M_M2_Tot_M2_45_54,M_M2_Tot_M2_55_64,M_M2_Tot_M2_65_74,M_M2_Tot_M2_75ov,M_M2_Tot_M2_Tot,M_M3_Trn_and_2_oth_Ms_15_24,M_M3_Trn_and_2_oth_Ms_25_34,M_M3_Trn_and_2_oth_Ms_35_44,M_M3_Trn_and_2_oth_Ms_45_54,M_M3_Trn_and_2_oth_Ms_55_64,M_M3_Trn_and_2_oth_Ms_65_74,M_M3_Trn_and_2_oth_Ms_75ov,M_M3_Trn_and_2_oth_Ms_Tot,M_M3_Bus2othMs_ex_tn_15_24,M_M3_Bus2othMs_ex_tn_25_34,M_M3_Bus2othMs_ex_tn_35_44,M_M3_Bus2othMs_ex_tn_45_54,M_M3_Bus2othMs_ex_tn_55_64,M_M3_Bus2othMs_ex_tn_65_74,M_M3_Bus2othMs_ex_tn_75ov,M_M3_Bus2othMs_ex_tn_Tot,M_M3_Other_M3_15_24,M_M3_Other_M3_25_34,M_M3_Other_M3_35_44,M_M3_Other_M3_45_54,M_M3_Other_M3_55_64,M_M3_Other_M3_65_74,M_M3_Other_M3_75ov,M_M3_Other_M3_Tot,M_M3_Tot_M3_15_24,M_M3_Tot_M3_25_34,M_M3_Tot_M3_35_44,M_M3_Tot_M3_45_54,M_M3_Tot_M3_55_64,M_M3_Tot_M3_65_74,M_M3_Tot_M3_75ov,M_M3_Tot_M3_Tot,M_Wkd_at_home_15_24,M_Wkd_at_home_25_34,M_Wkd_at_home_35_44,M_Wkd_at_home_45_54,M_Wkd_at_home_55_64,M_Wkd_at_home_65_74,M_Wkd_at_home_75ov,M_Wkd_at_home_Tot,M_Did_not_go_to_work_15_24,M_Did_not_go_to_work_25_34,M_Did_not_go_to_work_35_44,M_Did_not_go_to_work_45_54,M_Did_not_go_to_work_55_64,M_Did_not_go_to_work_65_74,M_Did_not_go_to_work_75ov,M_Did_not_go_to_work_Tot,M_MT_NS_15_24,M_MT_NS_25_34,M_MT_NS_35_44,M_MT_NS_45_54,M_MT_NS_55_64,M_MT_NS_65_74,M_MT_NS_75ov,M_MT_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75ov,M_Tot_Tot,F_M1_Train_15_24,F_M1_Train_25_34,F_M1_Train_35_44,F_M1_Train_45_54,F_M1_Train_55_64,F_M1_Train_65_74,F_M1_Train_75ov,F_M1_Train_Tot,F_M1_Bus_15_24,F_M1_Bus_25_34,F_M1_Bus_35_44,F_M1_Bus_45_54,F_M1_Bus_55_64,F_M1_Bus_65_74,F_M1_Bus_75ov,F_M1_Bus_Tot,F_M1_Ferry_15_24,F_M1_Ferry_25_34,F_M1_Ferry_35_44,F_M1_Ferry_45_54,F_M1_Ferry_55_64,F_M1_Ferry_65_74,F_M1_Ferry_75ov,F_M1_Ferry_Tot,F_M1_Tram_or_LR_15_24,F_M1_Tram_or_LR_25_34,F_M1_Tram_or_LR_35_44,F_M1_Tram_or_LR_45_54,F_M1_Tram_or_LR_55_64,F_M1_Tram_or_LR_65_74,F_M1_Tram_or_LR_75ov,F_M1_Tram_or_LR_Tot,F_M1_Taxi_or_RSS_15_24,F_M1_Taxi_or_RSS_25_34,F_M1_Taxi_or_RSS_35_44,F_M1_Taxi_or_RSS_45_54,F_M1_Taxi_or_RSS_55_64,F_M1_Taxi_or_RSS_65_74,F_M1_Taxi_or_RSS_75ov,F_M1_Taxi_or_RSS_Tot,F_M1_CarAsDriv_15_24,F_M1_CarAsDriv_25_34,F_M1_CarAsDriv_35_44,F_M1_CarAsDriv_45_54,F_M1_CarAsDriv_55_64,F_M1_CarAsDriv_65_74,F_M1_CarAsDriv_75ov,F_M1_CarAsDriv_Tot,F_M1_CarAsPas_15_24,F_M1_CarAsPas_25_34,F_M1_CarAsPas_35_44,F_M1_CarAsPas_45_54,F_M1_CarAsPas_55_64,F_M1_CarAsPas_65_74,F_M1_CarAsPas_75ov,F_M1_CarAsPas_Tot,F_M1_Truck_15_24,F_M1_Truck_25_34,F_M1_Truck_35_44,F_M1_Truck_45_54,F_M1_Truck_55_64,F_M1_Truck_65_74,F_M1_Truck_75ov,F_M1_Truck_Tot,F_M1_MBikeScoot_15_24,F_M1_MBikeScoot_25_34,F_M1_MBikeScoot_35_44,F_M1_MBikeScoot_45_54,F_M1_MBikeScoot_55_64,F_M1_MBikeScoot_65_74,F_M1_MBikeScoot_75ov,F_M1_MBikeScoot_Tot,F_M1_Bicycle_15_24,F_M1_Bicycle_25_34,F_M1_Bicycle_35_44,F_M1_Bicycle_45_54,F_M1_Bicycle_55_64,F_M1_Bicycle_65_74,F_M1_Bicycle_75ov,F_M1_Bicycle_Tot,F_M1_Other_15_24,F_M1_Other_25_34,F_M1_Other_35_44,F_M1_Other_45_54,F_M1_Other_55_64,F_M1_Other_65_74,F_M1_Other_75ov,F_M1_Other_Tot,F_M1_WlkOnly_15_24,F_M1_WlkOnly_25_34,F_M1_WlkOnly_35_44,F_M1_WlkOnly_45_54,F_M1_WlkOnly_55_64,F_M1_WlkOnly_65_74,F_M1_WlkOnly_75ov,F_M1_WlkOnly_Tot,F_M1_Tot_M1_15_24,F_M1_Tot_M1_25_34,F_M1_Tot_M1_35_44,F_M1_Tot_M1_45_54,F_M1_Tot_M1_55_64,F_M1_Tot_M1_65_74,F_M1_Tot_M1_75ov,F_M1_Tot_M1_Tot,F_M2_TrnBus_15_24,F_M2_TrnBus_25_34,F_M2_TrnBus_35_44,F_M2_TrnBus_45_54,F_M2_TrnBus_55_64,F_M2_TrnBus_65_74,F_M2_TrnBus_75ov,F_M2_TrnBus_Tot
LGA23670,26,21,3,0,11,0,0,59,59,54,42,31,28,0,0,217,124,120,73,59,48,8,4,438,17,14,6,3,0,0,0,39,0,4,0,0,0,0,0,5,21,21,21,3,4,0,0,71,39,35,30,7,3,0,0,125,250,1137,1799,1690,1184,373,69,6496,1025,453,351,368,396,184,31,2820,14,26,22,30,21,8,7,129,5424,8229,8325,8190,6637,1869,251,38930,28,37,7,11,4,0,0,95,130,56,38,23,24,3,0,272,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,17,21,3,4,3,0,0,51,2182,3585,3597,4245,3335,663,34,17642,812,217,138,171,178,51,0,1568,3,0,4,0,0,0,0,10,0,0,0,4,3,0,0,8,0,13,9,7,5,4,0,31,10,23,21,21,16,10,0,100,81,50,41,66,61,19,0,316,3272,4007,3862,4547,3634,754,36,20102,30,38,9,15,7,0,0,99
LGA23810,4,0,7,0,6,0,0,12,20,23,13,16,16,0,0,88,28,26,26,12,21,0,0,120,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,8,0,3,0,3,0,0,15,8,0,3,6,5,0,0,27,65,286,356,281,276,120,36,1425,297,229,230,270,317,99,7,1446,16,22,21,13,28,14,7,122,2364,3513,3388,3310,3080,805,111,16574,9,4,8,0,0,0,0,25,54,15,13,13,6,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,5,3,0,20,1347,2335,2215,2327,1952,365,24,10574,477,133,56,68,68,12,6,819,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,3,0,0,0,0,8,3,0,9,4,14,0,0,39,47,54,36,53,57,7,5,260,1938,2555,2347,2477,2100,395,32,11844,0,0,0,0,0,0,0,0
LGA23940,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,7,0,4,0,5,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,12,13,44,61,86,75,23,315,18,10,6,14,19,9,6,77,4,0,0,4,0,0,4,19,148,222,265,321,372,203,58,1585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,86,87,134,146,32,7,540,23,10,3,10,6,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,8,11,8,13,14,36,26,5,111,86,108,109,165,196,58,10,725,0,0,0,0,0,0,0,0
LGA24130,0,0,3,0,0,0,0,0,12,14,7,4,7,0,0,44,17,14,9,9,7,3,0,67,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,8,36,102,245,374,298,168,73,1284,246,84,69,92,110,43,5,653,12,11,0,3,5,0,6,41,1301,1270,1297,1476,1215,537,147,7242,8,8,3,0,3,0,0,31,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,637,767,924,1159,843,176,12,4520,267,59,26,30,29,16,0,424,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,5,0,7,0,3,0,0,0,11,0,3,4,4,3,0,0,17,59,37,40,42,43,19,6,254,982,878,997,1250,929,215,22,5270,0,4,0,0,0,0,0,8
LGA24210,14,3,4,0,8,0,0,39,13,19,14,12,7,3,0,63,46,50,24,20,23,3,0,175,6,4,0,0,0,0,0,16,6,3,0,0,0,0,0,12,3,3,0,0,4,0,0,17,13,11,5,4,4,0,0,42,167,544,799,921,726,358,117,3626,666,287,170,186,231,100,16,1651,6,14,9,9,12,5,4,65,2506,2908,2660,2680,2328,878,203,14163,16,13,3,0,0,0,0,43,133,107,41,30,31,5,0,347,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,11,7,11,7,0,0,0,0,25,1235,1591,1436,1719,1397,342,26,7743,481,129,79,84,77,24,6,876,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,3,3,5,0,0,11,5,11,18,15,15,5,0,65,92,58,42,63,51,18,5,323,1973,1934,1637,1924,1563,394,38,9457,21,40,13,4,3,0,0,78
LGA24250,0,0,0,0,0,0,0,0,4,3,0,5,0,0,0,13,4,3,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,34,49,54,51,25,228,43,28,23,30,35,14,9,186,5,0,0,5,3,4,0,18,254,306,334,386,377,185,45,1889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,167,258,273,272,77,0,1132,41,17,8,5,6,5,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,11,0,0,0,4,0,3,0,7,33,41,21,19,31,19,0,170,166,230,287,314,316,96,0,1411,0,0,0,0,0,0,0,0
LGA24330,17,6,3,7,7,0,0,39,33,53,27,17,15,3,0,151,108,164,83,50,53,10,0,466,45,46,13,8,0,4,0,108,6,0,0,0,0,0,0,4,19,26,16,10,3,0,0,76,63,73,23,17,7,3,0,194,111,757,1088,858,476,138,9,3444,607,436,289,216,230,96,9,1880,19,35,28,12,10,5,0,105,2938,5349,4764,3864,2983,821,68,20783,104,178,68,42,28,3,0,424,119,76,28,18,15,4,0,250,0,0,0,0,0,0,0,0,36,24,8,4,5,0,0,77,14,35,9,8,3,0,0,66,1322,2401,2099,2192,1433,273,12,9730,413,170,111,122,131,28,4,991,0,0,0,0,3,0,0,4,0,3,0,0,0,0,0,13,11,32,30,29,11,0,0,112,6,23,19,23,7,0,0,83,127,153,88,70,51,14,0,506,2149,3098,2461,2514,1680,327,23,12253,56,62,24,11,13,8,0,178
LGA24410,14,6,0,0,0,0,0,27,35,35,26,23,16,6,0,145,104,84,41,40,28,9,5,310,12,13,5,0,0,0,0,32,0,0,0,0,0,0,0,5,19,17,10,3,4,4,0,60,33,35,19,8,3,4,0,96,117,533,819,854,665,270,56,3314,823,281,253,220,258,136,29,2001,17,24,21,21,5,8,8,101,3793,4943,4752,4572,3767,1151,175,23142,68,69,26,16,9,0,0,193,83,44,21,12,10,0,0,169,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,8,14,7,6,5,0,0,33,1881,2478,2313,2734,2226,460,43,12131,592,137,88,99,95,36,3,1046,5,0,0,4,0,0,0,4,5,0,3,0,0,0,0,5,0,3,5,5,3,0,0,18,10,14,14,9,6,4,0,52,86,54,55,61,64,22,0,333,2724,2814,2525,2948,2425,520,47,14008,48,34,18,8,8,0,0,120
LGA24600,64,111,58,37,34,10,0,317,142,375,236,159,87,20,0,1011,1175,2433,2167,1204,750,172,7,7907,277,539,492,194,124,29,0,1649,8,10,15,7,4,0,0,45,76,193,126,40,31,19,3,480,358,744,627,248,158,43,3,2176,6279,39207,51108,31988,15546,3308,344,147779,3478,5098,4191,2959,2455,876,138,19194,153,335,260,131,97,50,47,1066,20093,72406,79448,52138,29726,7149,840,261805,2154,4703,3059,1806,1229,239,13,13208,198,348,217,147,125,28,0,1070,0,9,8,3,4,0,0,22,1669,2986,1067,593,420,156,17,6902,93,204,83,37,27,3,0,441,2741,9082,7499,6238,3994,828,51,30442,524,946,590,479,438,122,12,3108,0,0,5,5,0,0,0,4,22,59,46,41,19,3,0,184,144,915,517,362,176,28,0,2136,57,227,213,133,83,23,0,734,1366,2603,1078,612,432,123,8,6224,8965,22079,14370,10457,6944,1551,117,64491,365,513,314,193,136,34,0,1546
LGA24650,15,3,0,0,0,0,0,27,61,52,35,34,11,0,0,191,89,77,47,37,11,0,0,265,12,8,4,0,0,0,0,29,3,0,0,0,0,0,0,3,24,19,27,6,5,0,0,85,43,31,31,6,9,0,0,117,89,452,731,532,286,91,8,2195,540,328,313,235,176,63,0,1647,22,18,20,20,9,3,0,92,3459,5135,4646,3410,2095,532,48,19319,17,31,12,0,0,0,0,60,71,25,10,16,7,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,24,6,3,0,0,0,49,1217,2444,2394,2082,1128,206,12,9478,752,177,97,87,71,16,0,1194,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,5,0,4,9,4,0,0,0,14,8,29,23,18,9,4,0,85,47,38,42,36,26,7,5,204,2125,2773,2592,2244,1244,231,13,11222,17,15,10,0,5,0,0,44
LGA24780,9,3,0,0,4,0,0,14,15,22,11,11,8,5,4,80,23,23,13,11,14,5,4,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,5,3,4,0,0,28,6,8,5,0,4,0,0,31,39,107,182,217,247,125,27,947,184,128,104,87,95,50,10,656,31,28,14,23,16,13,14,136,1754,2545,2198,2368,2111,690,119,11777,0,0,0,0,0,0,0,0,20,10,9,7,4,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,18,953,1683,1669,1855,1448,299,11,7915,424,202,103,83,72,19,0,905,0,0,0,0,0,0,0,0,0,8,4,4,5,0,0,13,9,7,8,11,7,0,0,42,6,6,5,6,12,3,0,38,65,56,47,68,89,36,0,358,1470,1974,1846,2029,1644,355,16,9340,0,0,0,0,0,0,0,0
LGA24850,0,0,0,0,0,0,0,0,17,20,20,3,9,0,0,68,21,19,20,8,9,0,0,77,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,14,7,0,3,0,0,0,0,18,31,89,137,185,159,116,36,756,181,84,73,69,81,37,7,530,8,0,9,8,7,5,0,42,1298,1395,1228,1193,1020,407,80,6619,3,0,0,0,0,0,0,8,6,0,4,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,580,891,877,990,737,153,4,4231,217,46,19,23,27,3,0,335,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,3,3,0,4,0,0,16,79,26,41,45,36,11,0,240,895,970,953,1069,805,168,10,4865,4,0,0,0,0,0,0,6
LGA24900,0,0,0,0,0,0,0,0,15,15,10,10,3,5,0,52,15,15,11,12,3,5,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,19,46,69,125,179,119,43,602,81,50,39,61,79,33,6,342,8,12,9,7,8,8,3,64,864,1088,1039,1199,1136,476,104,5890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,362,690,697,821,743,163,7,3485,161,72,39,29,17,8,0,324,0,0,0,0,0,0,0,3,3,0,0,6,4,0,0,15,4,0,6,6,6,0,0,14,0,5,0,0,7,0,0,12,58,43,48,41,57,16,3,273,586,810,796,903,832,183,10,4126,0,0,0,0,0,0,0,0
LGA24970,37,25,13,14,5,3,0,102,55,73,56,55,24,7,0,271,226,283,176,128,75,19,0,915,55,65,35,20,9,0,0,182,10,4,0,4,0,0,0,18,32,40,40,15,17,5,0,145,98,112,74,35,24,9,0,345,656,3160,4503,3951,2538,705,116,15621,1254,760,656,593,596,245,60,4156,38,70,51,35,28,10,11,244,7039,13859,14174,12696,9183,2612,379,59933,158,250,111,67,51,11,0,646,209,197,86,68,52,17,7,633,0,0,0,6,0,0,0,8,7,9,5,0,0,0,0,20,40,41,16,10,6,4,0,115,2826,6091,5894,5904,4336,970,54,26075,789,450,282,257,237,72,9,2097,0,0,3,0,0,0,0,4,5,12,5,4,0,0,0,28,16,27,23,18,12,0,0,93,19,51,47,21,26,7,3,165,219,252,136,107,97,28,0,849,4291,7391,6604,6447,4817,1114,68,30730,105,187,62,22,16,3,0,401
LGA25060,20,18,8,0,3,0,0,48,18,25,24,19,7,5,0,96,73,86,58,38,18,7,0,282,17,15,9,0,0,0,0,45,4,0,0,0,0,0,0,9,23,11,4,5,0,3,0,47,39,27,17,12,5,7,0,105,182,824,1069,1103,658,276,35,4151,720,364,289,270,234,103,19,2011,20,24,16,14,11,11,0,99,3209,4344,4016,3675,2725,914,135,19015,73,105,48,20,11,3,0,264,49,37,20,22,15,3,4,148,0,0,0,0,0,0,0,3,68,70,25,12,9,4,0,187,17,10,7,5,4,0,0,50,1356,2131,1840,2110,1521,313,18,9293,556,128,83,88,102,27,3,995,0,0,0,0,0,0,0,0,5,5,0,3,3,0,0,14,5,14,16,11,6,0,0,51,13,20,18,8,9,5,0,67,177,96,61,99,84,27,0,542,2318,2625,2118,2380,1762,380,28,11609,26,41,12,7,13,0,0,90
LGA25150,0,0,0,0,0,0,0,4,8,7,8,7,3,4,0,44,11,9,11,7,9,4,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,6,21,77,115,152,147,76,30,623,132,56,50,49,46,22,7,370,3,3,9,6,4,6,0,36,853,939,936,887,752,290,79,4733,10,6,3,0,0,0,0,19,10,4,0,0,6,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,373,621,604,674,464,84,7,2830,156,30,31,28,26,7,0,282,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,12,0,0,5,0,4,4,0,11,28,26,13,16,39,24,7,149,578,685,660,734,540,114,13,3319,0,0,0,0,0,0,0,7
LGA25250,24,21,11,3,9,5,0,69,49,50,36,15,17,7,0,178,118,139,79,43,49,17,0,443,29,32,13,5,3,0,0,88,3,0,3,0,0,0,0,7,25,41,26,8,4,0,0,110,54,74,45,17,10,0,0,207,174,1032,1179,923,550,196,27,4082,561,483,322,284,228,94,20,1996,18,22,26,8,17,4,0,99,3013,5721,4821,4008,3039,915,148,21660,96,134,55,34,13,7,0,331,57,47,22,11,15,3,4,161,0,4,0,0,0,0,0,4,119,133,34,17,9,3,0,305,16,27,12,11,7,0,0,71,1067,2333,2118,2183,1627,352,14,9692,354,195,107,103,123,40,4,921,0,0,5,0,0,0,0,4,0,11,6,0,0,0,0,20,60,135,64,38,15,0,0,323,3,21,31,14,20,7,0,96,195,255,148,135,89,21,3,852,1974,3298,2595,2543,1906,433,33,12783,35,48,31,17,14,0,0,143
LGA25340,14,3,12,0,0,0,0,30,42,34,23,19,15,3,0,145,61,41,38,28,20,3,3,196,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,12,7,8,4,6,0,0,34,20,6,14,4,6,0,0,45,216,406,740,992,938,617,183,4090,1044,414,356,444,404,210,47,2922,46,28,19,30,28,14,14,173,5403,5234,4832,5339,4505,1812,391,27516,5,5,3,3,3,0,0,19,75,40,10,11,11,0,0,151,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,8,4,0,0,0,0,13,2379,3110,3051,3905,3007,705,45,16203,835,165,100,101,97,32,5,1350,3,0,0,3,6,0,0,16,0,0,0,0,0,0,0,5,14,11,4,14,12,0,0,50,28,18,15,15,12,6,0,99,230,80,85,114,109,36,7,658,3577,3445,3271,4169,3253,788,63,18565,8,4,0,3,0,0,0,10
LGA25430,0,0,0,0,0,0,0,0,0,6,3,6,6,4,0,18,6,6,3,6,9,4,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,3,3,3,0,0,0,0,6,5,51,103,142,144,103,31,574,75,41,63,58,92,38,3,372,8,5,5,4,3,3,0,25,480,650,696,844,877,330,61,3940,6,7,3,4,6,0,0,22,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,11,171,332,386,557,468,109,4,2027,72,12,11,23,20,9,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,7,14,8,0,0,39,0,0,0,0,0,0,0,0,30,18,20,27,30,14,6,142,288,377,428,625,529,128,10,2387,0,0,0,0,0,0,0,4
LGA25490,0,0,0,0,0,0,0,4,6,4,8,4,0,0,0,30,10,10,11,5,7,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,5,0,0,8,0,4,0,3,5,0,0,9,28,58,100,175,192,158,56,765,32,29,37,55,48,24,4,234,3,0,3,3,9,7,6,35,416,673,676,860,838,399,121,3978,4,4,7,0,0,0,0,17,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,256,242,322,284,59,6,1333,52,12,8,8,13,5,4,96,0,0,0,0,0,0,0,4,0,0,4,0,5,0,0,15,0,0,0,3,5,0,0,10,0,3,0,4,8,4,0,16,16,20,20,44,47,13,3,163,232,299,282,382,366,82,15,1658,0,0,0,0,0,0,0,0
LGA25620,0,4,0,0,0,0,0,6,5,4,3,3,8,0,0,17,4,6,3,3,8,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,36,49,89,114,81,63,445,48,34,29,20,33,14,9,181,6,0,0,10,9,3,0,26,292,370,379,491,524,257,105,2411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,196,210,309,289,60,4,1199,43,6,11,9,16,6,0,90,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,3,0,0,3,0,3,0,0,10,14,25,22,31,35,15,0,148,184,232,248,364,342,80,11,1463,0,0,0,0,0,0,0,0
LGA25710,4,0,0,0,0,0,0,4,10,7,3,5,8,0,0,33,21,8,12,8,9,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,12,63,177,338,437,431,203,49,1696,341,98,69,60,116,59,7,754,5,3,5,6,0,4,0,28,1349,1174,1223,1281,1253,486,103,6869,15,6,0,3,0,0,0,30,23,12,9,0,7,3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,610,664,673,866,616,159,16,3602,203,32,16,26,18,11,3,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,3,5,5,3,0,0,22,36,13,11,31,31,9,3,133,894,732,716,929,678,182,22,4152,0,8,3,0,0,0,0,14
LGA25810,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,21,4,5,4,4,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,3,0,0,3,7,25,36,43,66,51,17,247,37,55,31,34,43,26,0,227,9,9,0,3,3,0,4,22,361,582,441,478,512,212,65,2660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,287,220,342,297,70,5,1426,54,53,22,13,15,4,5,161,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,12,0,0,4,0,3,0,0,8,32,24,23,27,31,19,3,159,290,374,264,386,346,89,19,1772,0,0,0,0,0,0,0,0
LGA25900,7,32,19,10,0,0,0,75,53,113,48,43,23,6,0,284,225,449,216,155,61,14,0,1112,76,111,72,46,22,7,0,341,3,0,0,0,0,0,0,4,28,53,25,16,9,0,0,136,113,167,102,61,34,7,0,481,722,4415,5214,3720,1913,610,125,16727,774,766,598,389,315,156,28,3029,35,52,42,26,19,6,8,182,4335,12382,11432,8065,4898,1557,296,42961,161,315,155,67,50,13,0,760,38,64,26,7,13,5,0,162,0,0,5,0,0,0,0,3,284,454,113,69,39,7,0,968,18,28,10,3,5,5,0,70,993,2585,2008,1754,1159,298,38,8837,219,222,130,83,102,28,10,784,0,0,3,0,3,0,0,3,4,24,3,3,0,0,0,41,59,142,72,46,23,8,0,339,23,38,31,27,11,11,0,141,249,437,230,194,152,49,0,1309,2040,4303,2782,2259,1557,415,52,13416,41,65,33,19,17,5,0,174
LGA25990,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,10,0,3,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,18,24,40,71,46,19,217,12,17,11,17,28,8,3,93,3,8,3,0,0,4,0,18,129,180,205,259,282,134,39,1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,85,102,152,112,26,3,517,19,3,5,3,6,4,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,9,8,4,3,6,12,4,0,46,65,88,108,171,136,36,9,613,0,0,0,0,0,0,0,0
