POW_LGA_CODE_2021,LG_650_799_Mng,LG_650_799_Pro,LG_650_799_TecTW,LG_650_799_CoPSW,LG_650_799_ClAW,LG_650_799_SWks,LG_650_799_MaOpDv,LG_650_799_Lab,LG_650_799_IDNS,LG_650_799_Tot,LG_800_999_Mng,LG_800_999_Pro,LG_800_999_TecTW,LG_800_999_CoPSW,LG_800_999_ClAW,LG_800_999_SWks,LG_800_999_MaOpDv,LG_800_999_Lab,LG_800_999_IDNS,LG_800_999_Tot,LG_1000_1249_Mng,LG_1000_1249_Pro,LG_1000_1249_TecTW,LG_1000_1249_CoPSW,LG_1000_1249_ClAW,LG_1000_1249_SWks,LG_1000_1249_MaOpDv,LG_1000_1249_Lab,LG_1000_1249_IDNS,LG_1000_1249_Tot,LG_1250_1499_Mng,LG_1250_1499_Pro,LG_1250_1499_TecTW,LG_1250_1499_CoPSW,LG_1250_1499_ClAW,LG_1250_1499_SWks,LG_1250_1499_MaOpDv,LG_1250_1499_Lab,LG_1250_1499_IDNS,LG_1250_1499_Tot,LG_1500_1749_Mng,LG_1500_1749_Pro,LG_1500_1749_TecTW,LG_1500_1749_CoPSW,LG_1500_1749_ClAW,LG_1500_1749_SWks,LG_1500_1749_MaOpDv,LG_1500_1749_Lab,LG_1500_1749_IDNS,LG_1500_1749_Tot,LG_1750_1999_Mng,LG_1750_1999_Pro,LG_1750_1999_TecTW,LG_1750_1999_CoPSW,LG_1750_1999_ClAW,LG_1750_1999_SWks,LG_1750_1999_MaOpDv,LG_1750_1999_Lab,LG_1750_1999_IDNS,LG_1750_1999_Tot,LG_2000_2999_Mng,LG_2000_2999_Pro,LG_2000_2999_TecTW,LG_2000_2999_CoPSW,LG_2000_2999_ClAW,LG_2000_2999_SWks,LG_2000_2999_MaOpDv,LG_2000_2999_Lab,LG_2000_2999_IDNS,LG_2000_2999_Tot,LG_3000_3499_Mng,LG_3000_3499_Pro,LG_3000_3499_TecTW,LG_3000_3499_CoPSW,LG_3000_3499_ClAW,LG_3000_3499_SWks,LG_3000_3499_MaOpDv,LG_3000_3499_Lab,LG_3000_3499_IDNS,LG_3000_3499_Tot,LG_3500mo_Mng,LG_3500mo_Pro,LG_3500mo_TecTW,LG_3500mo_CoPSW,LG_3500mo_ClAW,LG_3500mo_SWks,LG_3500mo_MaOpDv,LG_3500mo_Lab,LG_3500mo_IDNS,LG_3500mo_Tot,LG_PINS_Mng,LG_PINS_Pro,LG_PINS_TecTW,LG_PINS_CoPSW,LG_PINS_ClAW,LG_PINS_SWks,LG_PINS_MaOpDv,LG_PINS_Lab,LG_PINS_IDNS,LG_PINS_Tot,LG_Tot_Mng,LG_Tot_Pro,LG_Tot_TecTW,LG_Tot_CoPSW,LG_Tot_ClAW,LG_Tot_SWks,LG_Tot_MaOpDv,LG_Tot_Lab,LG_Tot_IDNS,LG_Tot_Tot,Pvte_NNI_Mng,Pvte_NNI_Pro,Pvte_NNI_TecTW,Pvte_NNI_CoPSW,Pvte_NNI_ClAW,Pvte_NNI_SWks,Pvte_NNI_MaOpDv,Pvte_NNI_Lab,Pvte_NNI_IDNS,Pvte_NNI_Tot,Pvte_1_149_Mng,Pvte_1_149_Pro,Pvte_1_149_TecTW,Pvte_1_149_CoPSW,Pvte_1_149_ClAW,Pvte_1_149_SWks,Pvte_1_149_MaOpDv,Pvte_1_149_Lab,Pvte_1_149_IDNS,Pvte_1_149_Tot,Pvte_150_299_Mng,Pvte_150_299_Pro,Pvte_150_299_TecTW,Pvte_150_299_CoPSW,Pvte_150_299_ClAW,Pvte_150_299_SWks,Pvte_150_299_MaOpDv,Pvte_150_299_Lab,Pvte_150_299_IDNS,Pvte_150_299_Tot,Pvte_300_399_Mng,Pvte_300_399_Pro,Pvte_300_399_TecTW,Pvte_300_399_CoPSW,Pvte_300_399_ClAW,Pvte_300_399_SWks,Pvte_300_399_MaOpDv,Pvte_300_399_Lab,Pvte_300_399_IDNS,Pvte_300_399_Tot,Pvte_400_499_Mng,Pvte_400_499_Pro,Pvte_400_499_TecTW,Pvte_400_499_CoPSW,Pvte_400_499_ClAW,Pvte_400_499_SWks,Pvte_400_499_MaOpDv,Pvte_400_499_Lab,Pvte_400_499_IDNS,Pvte_400_499_Tot,Pvte_500_649_Mng,Pvte_500_649_Pro,Pvte_500_649_TecTW,Pvte_500_649_CoPSW,Pvte_500_649_ClAW,Pvte_500_649_SWks,Pvte_500_649_MaOpDv,Pvte_500_649_Lab,Pvte_500_649_IDNS,Pvte_500_649_Tot,Pvte_650_799_Mng,Pvte_650_799_Pro,Pvte_650_799_TecTW,Pvte_650_799_CoPSW,Pvte_650_799_ClAW,Pvte_650_799_SWks,Pvte_650_799_MaOpDv,Pvte_650_799_Lab,Pvte_650_799_IDNS,Pvte_650_799_Tot,Pvte_800_999_Mng,Pvte_800_999_Pro,Pvte_800_999_TecTW,Pvte_800_999_CoPSW,Pvte_800_999_ClAW,Pvte_800_999_SWks,Pvte_800_999_MaOpDv,Pvte_800_999_Lab,Pvte_800_999_IDNS,Pvte_800_999_Tot,Pvte_1000_1249_Mng,Pvte_1000_1249_Pro,Pvte_1000_1249_TecTW,Pvte_1000_1249_CoPSW,Pvte_1000_1249_ClAW,Pvte_1000_1249_SWks,Pvte_1000_1249_MaOpDv,Pvte_1000_1249_Lab,Pvte_1000_1249_IDNS,Pvte_1000_1249_Tot
LGA22250,0,4,0,18,3,0,0,4,0,29,0,0,5,13,4,0,4,3,4,27,0,0,5,12,13,0,3,14,0,48,0,11,0,6,10,0,3,0,0,28,7,3,0,3,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,8,9,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,24,13,73,40,0,9,31,4,220,46,0,3,0,0,3,0,8,3,66,16,4,4,19,6,26,0,25,0,107,39,3,9,10,7,25,4,27,0,121,43,7,19,7,15,20,9,35,0,148,73,7,31,17,19,23,6,40,0,209,76,12,44,33,38,45,20,47,0,315,90,17,58,30,36,47,19,69,4,372,107,26,69,46,60,38,49,73,3,459,103,46,95,26,55,27,58,79,4,487
LGA22310,0,3,6,25,9,0,0,12,0,49,3,4,12,28,17,0,0,11,0,91,3,19,17,30,29,0,0,7,0,109,6,31,20,22,37,0,0,5,0,109,7,38,6,3,33,0,0,3,0,91,12,59,4,8,19,0,0,3,0,108,14,46,13,0,13,0,0,0,4,92,10,3,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,68,216,75,165,172,4,7,90,7,803,81,53,17,37,31,38,3,21,14,303,33,157,47,365,81,448,29,269,12,1447,67,201,78,405,151,338,33,212,17,1508,102,204,124,396,187,228,33,160,20,1464,105,236,210,426,233,258,44,191,15,1718,189,364,321,681,307,331,73,274,34,2564,231,463,460,754,434,307,83,284,30,3046,372,701,657,870,546,300,125,343,47,3957,494,1050,704,764,685,260,101,231,56,4345
LGA22410,0,5,5,5,10,0,0,8,0,32,0,3,0,11,11,0,3,0,0,31,0,4,4,10,14,0,9,9,0,55,0,9,9,4,19,0,8,3,0,43,10,15,0,3,7,0,0,0,0,38,0,6,0,0,8,0,0,0,0,16,5,3,4,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,32,56,20,56,65,0,27,40,3,296,34,0,5,7,3,4,8,4,0,77,15,4,6,33,12,119,9,71,0,271,41,13,14,30,23,66,10,50,0,254,37,9,23,38,20,37,10,68,3,249,70,16,55,57,35,55,17,71,6,376,92,27,93,91,52,75,23,115,4,560,104,44,109,99,71,96,38,120,4,686,131,50,130,93,102,71,77,144,9,810,159,60,137,79,87,34,128,141,10,840
LGA22490,0,0,0,4,0,0,0,0,0,8,0,3,0,3,5,0,0,0,0,17,0,8,0,0,17,0,6,10,0,40,0,11,0,0,8,0,0,3,0,31,5,15,4,3,3,0,3,0,0,37,3,13,0,0,3,0,0,0,0,27,10,10,0,5,10,0,0,0,0,27,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,54,8,29,51,0,10,25,0,211,32,0,0,0,5,3,4,9,0,58,17,13,11,18,6,51,4,48,0,166,16,12,18,22,20,38,7,43,3,174,24,14,29,32,26,26,10,38,0,206,45,12,43,39,19,16,9,40,0,220,58,22,71,66,40,27,17,63,3,355,83,29,75,70,34,26,19,90,3,426,85,29,101,53,24,28,36,106,10,478,112,65,109,30,52,20,56,85,7,542
LGA22620,0,9,5,16,6,0,0,9,0,48,5,10,8,14,16,0,0,12,0,66,9,18,17,14,34,0,19,28,0,134,11,33,10,16,39,0,16,9,5,133,13,50,9,10,29,0,11,7,5,130,7,43,10,7,22,0,3,5,0,93,32,38,4,7,13,0,0,0,4,101,9,0,4,0,0,0,0,0,0,8,5,6,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,84,213,63,114,182,3,57,116,10,846,50,15,26,21,30,31,10,39,16,235,30,41,43,244,65,675,42,514,15,1667,55,82,97,277,98,516,46,361,9,1541,77,88,127,296,136,339,74,284,18,1427,118,107,274,382,230,421,80,346,11,1963,196,217,569,686,443,587,162,580,25,3458,297,308,724,858,566,616,265,787,48,4473,530,502,1097,1018,851,591,517,976,52,6141,683,842,1129,704,878,432,582,680,62,5994
LGA22670,0,3,9,27,15,0,0,11,0,70,3,16,7,32,18,0,5,7,0,101,4,20,22,25,34,0,14,10,0,137,6,36,22,15,37,0,13,10,0,147,8,40,23,16,34,0,6,4,0,129,13,45,3,8,29,0,4,0,0,110,35,64,3,8,17,0,8,0,0,136,0,0,0,0,0,0,0,0,0,11,16,5,0,0,0,0,0,0,0,22,0,3,0,0,3,0,0,0,0,4,105,240,95,155,204,4,48,100,3,957,79,39,69,59,70,68,48,106,32,579,52,104,68,214,103,562,84,390,21,1606,74,178,145,276,242,586,147,412,25,2083,146,171,280,326,294,482,261,494,45,2493,177,238,442,392,420,511,379,614,49,3225,300,327,794,685,793,667,758,1002,84,5393,514,536,1289,850,1312,780,1717,1953,152,9109,923,1030,2247,1082,2295,999,4300,3058,271,16206,1444,1865,3077,881,3092,1108,4409,2199,307,18384
LGA22750,4,13,17,76,25,0,0,20,0,168,4,27,25,76,36,0,3,15,0,196,4,45,51,70,60,0,31,38,9,300,14,76,41,44,86,0,19,18,3,309,22,107,32,27,68,0,7,3,5,272,33,111,12,13,28,0,10,12,11,227,68,128,14,10,28,0,0,0,6,252,20,10,0,0,0,0,0,0,0,28,24,4,3,0,0,0,0,0,0,35,0,5,0,8,4,0,0,3,0,17,197,540,220,475,377,5,71,194,37,2125,80,58,57,67,60,75,26,65,28,516,62,137,129,714,122,1626,76,1002,38,3901,123,204,253,724,254,1173,141,743,27,3643,169,230,323,831,369,873,193,636,40,3660,220,331,614,991,486,967,228,831,45,4710,392,567,1066,1632,839,1298,422,1088,66,7369,599,853,1496,1912,1059,1199,714,1219,53,9097,917,1217,2114,2039,1547,1214,1345,1617,113,12126,1432,2156,2572,1571,1874,914,1424,1296,153,13386
LGA22830,0,7,0,17,11,0,0,5,0,39,0,3,3,19,5,0,3,9,0,43,3,10,10,13,22,0,5,16,0,86,9,33,14,12,36,4,3,14,0,130,11,31,7,12,20,0,0,0,0,86,20,22,0,0,9,0,0,0,0,55,26,13,4,0,4,0,0,0,0,57,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,86,132,47,90,132,3,12,59,9,567,94,16,13,10,11,23,5,40,6,226,34,15,31,96,28,424,15,231,8,884,64,45,45,98,61,271,15,202,8,811,96,40,86,133,94,166,28,191,0,840,123,83,189,205,135,182,50,228,11,1200,177,118,305,338,249,350,106,386,16,2039,295,179,454,453,344,375,193,610,30,2945,397,283,636,514,523,370,437,787,39,3975,505,527,766,427,556,243,463,527,45,4059
LGA22910,0,0,0,14,4,0,0,0,0,15,0,3,4,6,7,0,0,3,0,26,0,9,3,9,10,0,7,5,0,43,4,5,3,5,3,0,6,0,0,24,0,10,3,9,9,0,0,0,0,28,0,0,0,0,3,0,0,0,0,7,9,4,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,34,18,41,51,0,9,17,0,204,27,3,4,0,0,0,0,8,0,52,19,5,5,44,3,39,0,47,4,160,35,17,13,39,24,36,0,41,0,210,49,16,18,41,15,41,0,47,4,240,42,35,33,51,26,38,5,52,0,298,91,50,70,84,57,62,10,89,4,508,89,39,85,89,63,76,18,86,5,546,113,64,150,119,52,49,35,76,4,661,147,76,125,94,52,27,26,55,7,608
LGA22980,0,0,0,8,4,0,0,0,0,9,0,0,0,0,5,0,4,3,0,7,0,0,0,0,3,0,10,4,0,21,0,4,0,3,0,0,5,6,0,19,0,4,0,0,3,0,7,0,0,13,0,3,0,0,0,0,0,0,0,3,5,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,4,12,27,0,21,13,0,105,15,0,0,4,0,0,0,9,3,23,10,0,4,13,0,8,0,13,0,45,11,0,3,3,6,3,5,11,0,50,17,8,0,7,0,10,0,14,0,57,17,5,11,4,3,14,0,15,5,73,39,5,14,15,14,8,9,23,0,128,45,4,25,17,7,12,17,54,4,181,72,7,34,21,13,20,24,103,7,301,77,19,35,13,20,5,35,43,0,260
LGA23110,0,7,0,16,8,0,0,5,0,36,3,14,3,3,8,0,0,5,0,42,0,13,16,4,20,0,0,20,0,82,0,37,8,6,28,0,0,13,0,93,5,43,15,4,25,0,0,7,0,100,4,42,11,0,11,0,0,4,0,84,18,33,13,4,15,0,0,0,0,91,15,5,0,0,0,0,0,0,0,22,6,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,61,212,77,53,136,3,7,97,9,651,26,20,21,17,24,24,17,21,16,195,14,48,29,201,39,331,28,241,11,932,21,65,48,211,81,314,71,178,9,1000,51,73,104,248,137,229,74,152,17,1087,61,106,159,255,143,207,85,221,20,1262,103,182,297,405,224,279,223,308,24,2045,174,223,396,458,300,291,429,417,32,2718,287,345,646,492,534,312,933,591,70,4212,399,550,758,406,692,244,1051,470,71,4634
LGA23190,0,0,0,3,0,0,0,0,0,8,0,0,3,0,10,0,7,5,0,27,0,12,6,5,10,0,14,9,0,57,3,7,4,4,9,0,6,10,0,36,7,14,4,3,9,0,3,0,0,44,8,12,0,0,0,0,0,0,0,26,10,8,0,0,4,0,0,0,0,23,4,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,41,54,27,16,43,0,31,36,0,243,15,3,6,3,5,9,0,6,4,48,12,5,11,56,12,115,3,76,4,298,18,11,20,31,19,76,7,74,0,256,34,5,33,53,18,59,14,60,3,287,32,18,64,57,39,74,14,74,4,380,74,33,103,98,79,93,29,104,7,615,93,49,147,121,109,138,46,117,10,828,140,89,248,131,150,155,93,135,7,1154,200,163,241,115,164,91,109,105,15,1205
LGA23270,0,24,4,54,19,0,3,9,0,109,7,35,3,54,21,0,0,5,4,125,4,29,20,43,41,3,16,19,3,184,18,50,28,18,66,4,13,16,0,211,22,73,23,28,43,0,15,5,0,206,17,73,9,10,26,3,3,3,0,136,30,79,11,6,20,0,0,0,0,149,7,6,0,0,4,0,0,0,0,24,14,0,0,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,5,120,395,111,323,263,10,49,92,11,1373,65,48,88,62,81,79,64,102,25,607,36,90,105,265,82,922,77,562,31,2168,85,144,154,393,244,908,195,542,21,2695,105,140,324,455,314,653,314,513,36,2857,184,187,540,553,428,668,394,653,46,3661,310,295,876,972,774,851,779,966,98,5941,463,400,1307,1174,1060,977,1423,1668,173,8647,829,740,2073,1448,1872,970,2886,2432,238,13495,1272,1326,2518,1313,2450,870,3049,1757,262,14817
LGA23350,0,0,3,4,3,0,0,0,0,14,0,4,4,0,3,0,0,0,0,16,4,6,6,0,11,0,5,0,0,28,5,7,3,4,8,0,4,0,0,31,4,13,4,0,4,0,0,0,0,26,3,0,0,0,0,0,0,0,0,7,12,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,30,42,23,19,30,0,12,8,0,162,28,3,5,4,7,5,3,14,3,69,16,6,9,58,7,73,6,59,0,239,23,10,13,46,10,37,4,37,4,193,51,18,15,24,7,15,6,40,6,177,52,18,39,41,15,42,10,40,0,257,78,23,49,68,26,51,17,70,3,376,92,35,67,77,29,43,29,80,0,452,101,40,94,76,44,37,39,95,4,533,131,66,102,71,63,30,74,117,12,666
LGA23430,3,4,9,47,21,0,0,16,0,107,3,19,18,40,15,0,0,10,3,100,5,25,19,40,48,0,5,20,6,171,13,53,18,30,61,4,3,11,3,194,16,48,8,15,19,0,0,4,3,108,22,49,3,8,23,0,0,3,0,109,25,47,10,5,23,0,0,4,0,117,9,3,0,0,0,0,0,0,0,18,16,5,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,7,116,273,84,241,226,5,14,127,19,1111,101,44,63,48,47,71,30,53,22,476,43,128,70,477,117,957,76,594,24,2491,89,156,137,507,231,890,128,385,17,2545,133,197,251,480,266,617,153,431,27,2557,173,207,393,533,349,662,218,488,36,3062,330,398,759,829,673,837,403,766,47,5037,552,509,1050,858,936,792,873,1182,93,6846,858,924,1782,1103,1413,932,1727,1778,133,10652,1297,1493,2152,906,1849,863,1605,1276,180,11621
LGA23670,0,10,3,18,12,0,0,3,0,56,3,20,12,23,24,0,0,12,0,93,8,25,22,17,28,0,3,16,0,122,5,36,16,11,31,0,3,7,0,120,13,57,10,9,39,0,3,7,0,138,25,60,9,6,22,0,0,0,3,121,28,51,5,6,18,0,0,0,0,110,3,4,0,0,0,0,0,0,0,12,15,8,3,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,7,106,285,81,135,191,6,21,123,7,956,67,54,43,38,37,51,28,40,26,383,54,125,79,376,113,842,51,496,19,2162,85,166,152,421,190,796,106,402,27,2337,121,181,223,408,271,528,143,375,31,2280,161,218,313,453,333,450,132,394,29,2478,255,354,680,722,666,636,305,605,48,4261,385,452,985,794,843,589,634,981,79,5751,689,732,1500,960,1422,669,1302,1295,135,8703,997,1274,1907,749,1884,622,1307,969,183,9894
LGA23810,5,7,6,45,17,3,0,3,0,78,0,20,7,19,51,0,3,3,0,115,4,28,13,21,39,0,6,16,4,128,7,26,7,9,27,0,0,11,4,93,10,32,11,6,30,0,4,5,0,94,10,25,0,3,10,0,0,0,3,55,25,21,4,0,5,0,0,0,0,62,15,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,80,156,67,203,200,6,20,61,11,805,25,16,30,10,13,29,12,33,12,175,27,32,35,145,31,457,13,263,9,1020,38,41,64,143,69,337,24,191,5,924,56,49,107,158,114,248,40,190,10,970,54,61,182,237,140,262,53,230,9,1228,124,103,335,398,275,366,66,310,18,1997,180,163,409,519,376,362,168,353,18,2549,266,259,589,505,580,370,275,384,38,3264,339,411,671,435,602,238,349,278,39,3357
LGA23940,0,0,0,0,9,0,0,0,0,8,0,5,0,7,8,0,0,7,0,20,0,8,3,0,5,0,5,0,0,25,0,4,0,0,0,0,6,0,0,17,4,5,0,0,6,0,0,3,0,19,4,3,0,0,0,0,0,0,0,8,13,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,22,12,13,31,0,10,11,0,117,47,0,0,0,3,5,0,9,0,68,19,4,0,10,0,25,0,15,3,72,27,0,8,0,8,11,3,18,0,85,44,6,5,7,6,8,8,16,0,98,40,6,11,3,12,13,14,36,0,129,81,10,15,22,20,22,12,32,0,207,91,11,13,14,20,12,21,70,0,248,125,17,29,15,21,15,30,78,9,337,135,24,35,10,21,6,51,55,0,347
LGA24130,3,8,0,15,11,0,0,0,0,39,0,8,4,7,11,0,0,3,0,40,5,16,8,0,14,0,0,8,0,54,5,14,4,0,13,0,3,3,6,54,13,30,4,0,17,0,3,0,7,71,7,25,0,4,11,0,0,0,0,45,15,14,0,0,8,0,0,0,4,35,3,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,6,0,3,0,4,0,0,0,0,0,8,59,130,20,80,110,4,10,32,9,453,36,11,22,5,19,12,0,16,4,126,27,27,40,157,39,272,9,227,7,797,40,48,51,140,46,176,19,142,10,674,50,61,72,124,77,113,11,115,4,622,75,50,113,158,90,119,30,101,8,731,107,117,220,250,194,151,44,154,10,1244,133,155,251,288,170,157,55,194,9,1415,174,183,353,257,217,135,89,257,12,1671,260,261,389,197,188,111,119,199,16,1737
LGA24210,3,4,7,13,10,0,0,3,0,34,0,8,0,10,13,0,0,0,0,33,0,21,7,10,15,0,4,16,0,67,5,18,18,5,20,0,3,8,0,86,11,36,7,4,41,0,0,5,6,106,9,40,6,0,10,0,0,0,4,81,27,40,7,8,10,0,0,3,3,91,4,3,0,0,0,0,0,0,0,15,15,4,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,6,71,182,54,78,128,3,8,67,9,611,50,40,23,35,26,35,5,20,11,254,49,124,27,388,73,624,15,292,13,1602,59,141,78,342,165,627,22,212,13,1658,104,153,125,343,150,505,30,189,23,1642,100,160,158,371,168,476,41,192,19,1686,197,243,282,544,282,531,65,266,23,2441,239,351,371,590,358,504,82,244,25,2755,339,465,483,611,418,372,116,254,38,3097,477,650,545,536,457,288,189,218,39,3399
LGA24250,0,4,0,3,3,0,0,0,0,16,3,0,0,0,5,0,0,0,0,18,0,8,6,8,7,0,0,0,0,29,7,7,0,0,3,0,0,3,0,26,3,3,0,3,3,0,0,0,0,15,0,3,0,0,4,0,0,0,0,11,4,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,31,10,23,29,0,5,16,0,134,15,3,0,0,0,0,4,8,0,27,6,5,11,30,8,39,0,30,0,127,12,7,8,20,8,29,0,39,0,129,19,14,9,22,22,27,4,27,0,148,19,13,24,27,22,22,11,33,0,172,52,28,37,35,29,41,17,64,0,302,46,27,58,74,46,74,15,60,0,400,75,31,84,60,52,61,32,57,0,450,110,40,92,47,55,43,58,30,7,494
LGA24330,0,6,0,5,7,0,0,3,0,22,0,8,0,5,10,0,0,5,0,26,0,17,7,0,25,0,3,5,0,66,0,21,15,12,29,0,6,3,3,85,7,29,9,5,34,0,0,5,0,79,18,40,9,10,15,0,0,0,0,87,26,41,0,3,21,0,0,0,3,88,11,3,0,0,0,0,0,0,0,13,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,57,170,48,45,143,0,9,65,11,541,27,28,26,39,11,53,11,22,16,245,20,88,31,204,44,512,22,244,9,1173,43,86,77,288,88,533,61,214,8,1391,71,131,126,336,114,513,74,249,22,1627,101,129,160,363,164,516,128,249,13,1823,163,198,321,571,248,698,213,371,38,2820,235,278,415,624,390,682,368,457,33,3474,447,452,578,659,564,557,688,575,54,4576,632,749,674,572,690,370,641,447,76,4855
LGA24410,3,10,4,11,15,0,0,11,0,57,5,8,3,9,25,0,0,8,0,65,3,24,9,6,23,0,3,18,0,91,16,18,16,12,34,0,4,16,4,119,4,32,11,3,21,0,0,3,0,83,15,29,3,11,18,0,0,5,0,76,20,24,7,7,15,0,0,0,0,74,9,3,0,0,0,0,0,0,0,8,11,0,0,0,0,0,0,0,0,14,0,5,0,0,0,0,0,0,0,9,93,160,64,132,173,10,17,110,13,765,49,28,39,23,27,37,14,33,9,263,39,81,49,294,73,756,21,426,12,1765,52,114,101,336,132,680,56,295,6,1770,75,107,144,327,172,495,52,197,16,1584,116,162,209,376,261,461,82,297,18,1987,197,236,462,605,425,581,139,379,18,3036,263,313,638,717,510,576,262,577,51,3908,396,484,950,775,739,535,526,720,67,5196,636,881,1261,623,923,419,553,618,76,5993
LGA24600,10,9,9,16,17,0,0,13,0,74,11,43,19,15,49,0,8,21,3,161,27,55,22,23,103,4,16,26,4,278,37,86,24,17,102,3,6,19,8,300,39,149,25,16,132,8,5,4,8,389,53,152,13,8,90,3,6,5,12,340,211,298,26,12,103,0,6,4,9,669,47,39,0,0,8,0,0,0,0,98,94,30,5,0,13,0,0,0,5,147,0,0,3,0,3,0,0,4,5,11,540,872,154,129,649,25,52,117,63,2604,221,297,93,161,208,138,26,94,95,1336,98,400,95,760,275,759,52,523,82,3040,161,616,243,1262,652,1167,95,687,80,4958,288,764,382,1509,857,1211,159,845,100,6112,337,947,643,1638,1264,1248,183,1346,130,7740,642,1607,1103,2485,2358,1760,315,2170,198,12631,1058,2384,1522,2977,3619,1833,456,2184,279,16326,2013,4734,2602,3206,6853,2094,790,2241,447,24985,3909,11470,4005,3171,12042,2237,904,1668,689,40092
LGA24650,0,6,4,14,14,0,0,8,0,50,0,6,3,18,13,0,4,14,3,69,3,21,10,15,30,0,0,5,4,87,4,26,4,10,43,0,6,4,0,92,9,50,4,18,15,0,0,0,0,104,12,48,5,0,13,0,0,0,0,84,19,48,6,0,9,0,0,0,4,91,7,3,0,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,74,219,40,100,152,0,13,104,9,710,35,16,39,30,37,55,17,47,14,291,20,59,42,198,88,667,36,378,9,1492,46,85,91,267,100,562,67,274,23,1508,54,95,138,232,141,362,85,215,24,1345,65,87,260,326,192,363,151,243,15,1694,156,135,436,476,292,450,228,343,36,2557,192,251,576,594,376,433,412,408,45,3288,333,324,744,671,587,469,700,530,56,4416,450,595,879,489,650,359,806,427,72,4740
LGA24780,0,0,0,18,7,0,4,0,0,36,0,6,7,12,9,3,6,5,0,48,0,8,17,9,23,0,19,12,0,95,3,18,9,13,34,0,13,7,0,94,6,26,11,12,21,0,10,0,0,95,7,28,10,3,13,0,3,6,0,72,20,16,0,4,9,0,0,0,0,51,10,3,0,0,3,0,0,0,0,20,5,0,0,0,0,0,0,0,0,5,0,0,5,3,3,0,0,0,0,10,61,114,62,95,126,5,56,60,8,582,63,5,16,8,14,23,8,27,7,157,27,17,19,74,17,337,8,175,6,685,63,33,38,71,31,225,21,170,9,657,77,26,68,92,70,143,25,185,20,704,99,30,134,134,92,188,38,252,10,971,190,79,233,285,190,281,74,376,18,1725,243,136,302,352,325,319,162,506,29,2367,334,244,513,475,392,344,320,579,37,3241,467,432,604,410,501,226,297,382,37,3360
LGA24850,3,4,0,7,9,0,0,4,0,29,0,8,8,4,15,0,3,0,0,37,0,13,7,4,27,0,5,9,0,72,0,15,9,7,22,0,0,8,0,55,4,21,8,5,8,0,0,0,3,44,7,14,3,0,3,0,0,0,0,27,9,20,0,4,4,0,0,0,6,40,5,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,42,95,38,60,91,0,11,46,11,396,33,8,13,7,19,13,3,20,4,124,16,10,25,61,16,207,4,187,6,531,31,21,29,83,40,179,15,123,3,539,47,23,49,76,44,104,21,99,0,468,36,38,75,112,69,121,12,112,7,587,83,52,152,197,135,173,53,153,8,1010,94,92,180,238,135,142,50,188,9,1131,130,97,270,245,170,143,123,201,15,1395,196,187,329,158,190,84,141,190,17,1489
