POW_LGA_CODE_2021,FTS_None_Mng,FTS_None_Pro,FTS_None_TecTW,FTS_None_CoPSW,FTS_None_ClAW,FTS_None_SWks,FTS_None_MaOpDv,FTS_None_Lab,FTS_None_IDNS,FTS_None_Tot,FTS_1_15_Mng,FTS_1_15_Pro,FTS_1_15_TecTW,FTS_1_15_CoPSW,FTS_1_15_ClAW,FTS_1_15_SWks,FTS_1_15_MaOpDv,FTS_1_15_Lab,FTS_1_15_IDNS,FTS_1_15_Tot,FTS_16_24_Mng,FTS_16_24_Pro,FTS_16_24_TecTW,FTS_16_24_CoPSW,FTS_16_24_ClAW,FTS_16_24_SWks,FTS_16_24_MaOpDv,FTS_16_24_Lab,FTS_16_24_IDNS,FTS_16_24_Tot,FTS_25_34_Mng,FTS_25_34_Pro,FTS_25_34_TecTW,FTS_25_34_CoPSW,FTS_25_34_ClAW,FTS_25_34_SWks,FTS_25_34_MaOpDv,FTS_25_34_Lab,FTS_25_34_IDNS,FTS_25_34_Tot,FTS_35_39_Mng,FTS_35_39_Pro,FTS_35_39_TecTW,FTS_35_39_CoPSW,FTS_35_39_ClAW,FTS_35_39_SWks,FTS_35_39_MaOpDv,FTS_35_39_Lab,FTS_35_39_IDNS,FTS_35_39_Tot,FTS_40_Mng,FTS_40_Pro,FTS_40_TecTW,FTS_40_CoPSW,FTS_40_ClAW,FTS_40_SWks,FTS_40_MaOpDv,FTS_40_Lab,FTS_40_IDNS,FTS_40_Tot,FTS_41_48_Mng,FTS_41_48_Pro,FTS_41_48_TecTW,FTS_41_48_CoPSW,FTS_41_48_ClAW,FTS_41_48_SWks,FTS_41_48_MaOpDv,FTS_41_48_Lab,FTS_41_48_IDNS,FTS_41_48_Tot,FTS_49ov_Mng,FTS_49ov_Pro,FTS_49ov_TecTW,FTS_49ov_CoPSW,FTS_49ov_ClAW,FTS_49ov_SWks,FTS_49ov_MaOpDv,FTS_49ov_Lab,FTS_49ov_IDNS,FTS_49ov_Tot,FTS_NS_Mng,FTS_NS_Pro,FTS_NS_TecTW,FTS_NS_CoPSW,FTS_NS_ClAW,FTS_NS_SWks,FTS_NS_MaOpDv,FTS_NS_Lab,FTS_NS_IDNS,FTS_NS_Tot,FTS_Tot_Mng,FTS_Tot_Pro,FTS_Tot_TecTW,FTS_Tot_CoPSW,FTS_Tot_ClAW,FTS_Tot_SWks,FTS_Tot_MaOpDv,FTS_Tot_Lab,FTS_Tot_Inad_des_Tot,FTS_Tot_Tot,PTS_None_Mng,PTS_None_Pro,PTS_None_TecTW,PTS_None_CoPSW,PTS_None_ClAW,PTS_None_SWks,PTS_None_MaOpDv,PTS_None_Lab,PTS_None_IDNS,PTS_None_Tot,PTS_1_15_Mng,PTS_1_15_Pro,PTS_1_15_TecTW,PTS_1_15_CoPSW,PTS_1_15_ClAW,PTS_1_15_SWks,PTS_1_15_MaOpDv,PTS_1_15_Lab,PTS_1_15_IDNS,PTS_1_15_Tot,PTS_16_24_Mng,PTS_16_24_Pro,PTS_16_24_TecTW,PTS_16_24_CoPSW,PTS_16_24_ClAW,PTS_16_24_SWks,PTS_16_24_MaOpDv,PTS_16_24_Lab,PTS_16_24_IDNS,PTS_16_24_Tot,PTS_25_34_Mng,PTS_25_34_Pro,PTS_25_34_TecTW,PTS_25_34_CoPSW,PTS_25_34_ClAW,PTS_25_34_SWks,PTS_25_34_MaOpDv,PTS_25_34_Lab,PTS_25_34_IDNS,PTS_25_34_Tot,PTS_35_39_Mng,PTS_35_39_Pro,PTS_35_39_TecTW,PTS_35_39_CoPSW,PTS_35_39_ClAW,PTS_35_39_SWks,PTS_35_39_MaOpDv,PTS_35_39_Lab,PTS_35_39_IDNS,PTS_35_39_Tot,PTS_40_Mng,PTS_40_Pro,PTS_40_TecTW,PTS_40_CoPSW,PTS_40_ClAW,PTS_40_SWks,PTS_40_MaOpDv,PTS_40_Lab,PTS_40_IDNS,PTS_40_Tot,PTS_41_48_Mng,PTS_41_48_Pro,PTS_41_48_TecTW,PTS_41_48_CoPSW,PTS_41_48_ClAW,PTS_41_48_SWks,PTS_41_48_MaOpDv,PTS_41_48_Lab,PTS_41_48_IDNS,PTS_41_48_Tot,PTS_49ov_Mng,PTS_49ov_Pro,PTS_49ov_TecTW,PTS_49ov_CoPSW,PTS_49ov_ClAW,PTS_49ov_SWks,PTS_49ov_MaOpDv,PTS_49ov_Lab,PTS_49ov_IDNS,PTS_49ov_Tot,PTS_NS_Mng,PTS_NS_Pro,PTS_NS_TecTW,PTS_NS_CoPSW,PTS_NS_ClAW,PTS_NS_SWks,PTS_NS_MaOpDv,PTS_NS_Lab,PTS_NS_IDNS,PTS_NS_Tot,PTS_Tot_Mng,PTS_Tot_Pro,PTS_Tot_TecTW,PTS_Tot_CoPSW,PTS_Tot_ClAW,PTS_Tot_SWks,PTS_Tot_MaOpDv,PTS_Tot_Lab,PTS_Tot_Inad_des_Tot,PTS_Tot_Tot
LGA22410,0,0,0,14,0,7,0,11,0,35,0,0,3,30,0,134,3,72,3,241,0,0,0,5,0,13,0,8,0,31,0,0,0,0,0,4,0,0,0,11,0,0,8,6,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,9,3,3,23,61,5,161,3,94,11,355,0,0,0,4,0,0,0,0,0,3,0,0,0,6,0,6,0,0,0,12,0,0,0,4,0,5,0,3,0,15,0,0,0,6,0,0,0,0,0,7,0,5,24,5,9,0,0,0,0,37,0,4,21,3,0,0,0,0,0,28,0,0,7,0,0,0,0,3,0,9,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,3,7,58,24,5,10,0,11,0,129
LGA22490,0,0,0,6,0,0,0,11,0,22,4,3,10,31,0,58,0,49,0,156,3,4,0,10,0,8,0,5,0,37,0,0,0,4,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,5,8,17,58,8,80,4,66,6,243,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,15,0,0,0,0,0,5,0,3,0,11,3,0,5,0,0,0,0,10,0,16,0,0,20,3,0,0,0,0,0,24,4,0,11,0,0,0,0,0,0,14,0,0,7,0,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,12,0,46,9,0,4,0,19,0,93
LGA22620,3,8,8,125,10,102,10,62,9,328,18,41,37,371,68,905,57,589,13,2093,9,17,23,116,48,174,22,96,4,499,12,16,12,58,27,43,9,28,0,208,3,9,36,22,12,12,3,8,0,103,5,10,20,10,8,4,0,3,0,55,0,0,15,5,0,5,0,0,0,25,0,0,3,0,0,0,0,0,0,4,0,0,0,10,0,15,0,9,21,56,47,98,156,708,160,1265,96,787,42,3371,0,0,9,22,3,11,0,6,0,47,5,8,14,29,10,36,0,25,0,128,0,0,19,28,11,24,0,11,0,99,0,16,11,29,5,20,0,9,3,92,7,9,117,29,15,13,0,11,0,202,5,7,138,9,4,4,0,0,4,175,0,9,66,0,5,0,0,0,0,77,0,3,29,7,0,0,0,0,0,45,0,0,5,8,0,3,0,0,4,17,19,54,403,153,59,112,9,57,12,884
LGA22670,7,21,15,88,20,103,25,42,13,325,33,177,70,273,162,954,136,558,33,2397,30,65,94,121,151,321,189,245,17,1233,14,25,20,52,53,107,54,56,3,383,9,24,47,23,39,24,28,26,8,228,7,14,34,9,20,6,24,9,0,114,4,3,13,6,9,7,5,5,0,37,0,0,12,5,5,4,3,0,0,43,0,3,5,12,0,27,9,7,34,106,112,333,319,579,452,1546,471,947,104,4863,3,0,9,11,0,8,0,8,0,41,0,9,18,31,14,49,21,36,0,166,7,11,32,24,30,30,40,47,3,217,0,19,16,19,14,23,32,12,9,145,13,23,169,21,36,15,23,23,9,332,4,9,158,4,19,4,8,6,7,223,7,3,77,9,4,0,6,8,0,105,3,3,32,4,0,6,3,5,0,60,0,3,13,0,0,0,5,0,12,30,40,90,521,110,119,129,131,144,39,1330
LGA22750,6,16,46,403,33,350,19,149,13,1028,46,126,129,1098,200,2317,139,1277,35,5367,28,65,79,345,92,452,68,248,11,1394,19,31,21,117,43,126,21,54,3,437,14,11,50,47,23,29,4,16,5,191,0,15,41,20,7,11,6,7,0,111,0,3,24,7,0,3,3,0,0,51,0,0,6,4,0,6,3,0,0,23,4,8,6,15,0,28,3,11,33,106,117,273,402,2056,408,3318,263,1773,95,8708,0,6,25,36,8,27,0,6,0,100,8,10,32,103,21,107,11,49,0,351,3,15,39,72,23,60,17,43,3,273,14,23,48,75,23,46,6,14,5,262,19,30,264,57,50,21,8,20,9,465,6,20,316,23,17,8,4,11,6,418,8,6,126,8,11,3,3,5,0,183,5,7,43,5,9,0,0,4,0,69,0,0,13,5,0,8,0,3,3,40,64,114,916,389,156,275,56,163,30,2161
LGA22830,0,7,0,35,6,74,0,31,3,164,13,13,14,112,38,515,11,250,4,966,9,15,12,25,12,71,4,34,4,180,3,6,7,20,6,15,0,9,0,71,4,4,13,10,8,4,5,9,0,55,4,5,13,8,0,3,0,0,0,39,0,4,5,0,0,0,0,0,0,15,0,0,8,3,0,0,0,0,0,20,0,0,0,8,0,10,0,6,12,37,31,59,76,222,76,687,17,345,30,1547,0,0,0,0,4,0,0,3,0,13,0,4,4,15,0,23,0,11,0,65,0,6,9,9,5,15,4,4,0,60,0,13,8,20,9,15,0,12,0,74,6,16,77,20,18,11,6,4,0,153,7,7,86,9,9,5,0,3,0,126,0,8,39,3,0,0,0,0,0,59,3,0,16,4,0,4,0,0,0,33,0,0,3,0,0,0,0,0,0,9,16,48,244,90,46,72,7,53,10,588
LGA22910,0,0,0,33,0,4,0,16,0,50,5,5,8,30,6,52,0,35,0,140,0,0,3,8,4,5,0,4,0,23,0,0,0,5,0,3,0,3,0,12,0,0,0,5,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,4,19,76,9,63,0,60,5,242,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,12,0,0,6,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,4,0,0,24,14,0,3,0,9,0,62
LGA22980,0,0,0,3,0,5,0,0,0,9,4,0,4,5,0,8,0,16,0,41,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,10,3,12,0,14,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,3,0,25
LGA23110,7,5,6,106,16,88,8,42,0,264,8,46,24,263,67,494,38,286,14,1234,9,18,32,80,36,128,59,98,4,460,15,7,6,31,9,53,20,19,3,159,5,3,16,9,6,9,5,6,0,64,0,0,9,4,4,4,3,3,0,32,0,0,8,0,0,0,0,5,0,19,0,0,3,0,0,0,0,0,0,7,0,6,3,8,0,8,4,4,12,43,48,82,112,503,137,774,136,467,35,2283,0,0,0,6,4,4,0,0,0,19,0,0,5,21,14,29,5,18,0,87,4,7,25,16,7,23,10,15,4,106,3,0,23,19,3,9,3,8,0,71,0,7,60,3,7,3,10,5,0,100,0,0,71,0,7,4,3,3,0,103,0,0,38,0,0,3,0,0,0,44,0,0,26,5,0,0,0,3,0,31,0,0,4,4,0,0,0,0,4,13,15,22,247,76,50,75,33,53,4,566
LGA23190,0,0,0,11,4,21,0,6,0,46,9,4,6,53,14,126,8,88,0,301,0,0,8,7,5,12,0,11,0,43,0,0,0,3,5,9,0,0,0,19,4,4,7,0,0,0,0,0,0,24,0,0,8,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,9,9,34,78,21,167,8,118,5,455,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,8,0,8,0,24,0,0,0,8,0,8,0,0,0,13,0,0,8,8,0,0,0,0,0,18,0,0,24,6,5,4,0,4,0,42,0,9,15,5,5,4,0,0,0,34,0,0,8,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,6,0,8,60,30,11,21,4,13,0,157
LGA23270,6,9,14,144,23,211,20,102,3,540,35,111,60,401,166,1421,135,758,40,3142,41,46,127,167,83,383,178,306,11,1336,11,14,32,58,52,135,52,81,7,452,20,22,52,19,19,28,10,19,7,190,6,11,40,8,6,10,11,14,3,115,3,0,15,8,5,0,0,3,0,36,0,3,17,0,0,0,9,3,3,49,0,3,9,18,9,32,7,18,39,137,127,217,361,838,383,2221,430,1300,119,5995,0,4,5,17,0,8,5,6,5,59,0,13,23,39,6,57,19,42,0,206,7,11,48,28,18,41,32,54,0,247,7,3,34,25,6,32,11,27,9,146,4,9,168,27,27,11,12,13,4,278,10,7,193,12,24,4,5,10,3,278,5,4,96,4,6,4,10,9,0,132,0,5,37,0,3,0,0,4,0,53,0,0,13,4,0,0,0,0,4,30,37,58,619,163,98,168,98,165,34,1425
LGA23350,0,0,0,30,0,17,0,19,0,65,4,3,5,57,5,68,3,46,0,188,0,6,0,3,0,5,0,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,12,6,6,16,97,7,99,0,67,9,310,0,0,3,0,0,0,0,0,0,6,0,0,3,4,0,0,0,4,0,13,0,0,0,3,0,4,0,0,0,15,0,0,0,0,0,4,0,0,0,13,6,0,10,0,0,0,0,4,0,21,0,0,10,0,0,0,0,0,0,11,0,0,3,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,9,4,36,19,0,8,0,11,0,92
LGA23430,11,22,25,250,22,271,11,96,8,718,30,137,88,684,174,1552,129,763,27,3588,34,60,78,222,117,400,125,213,7,1254,10,25,25,77,36,124,21,57,4,379,7,13,43,30,14,18,15,8,3,161,3,5,36,9,14,0,3,3,10,85,0,0,13,8,5,6,0,4,0,36,3,8,6,4,4,3,5,0,0,36,0,10,6,19,0,12,0,8,24,84,108,283,321,1289,391,2383,318,1166,83,6335,6,0,10,13,0,22,4,6,0,64,3,9,17,51,13,83,11,31,0,229,6,6,36,40,22,76,20,35,3,236,12,12,31,23,11,38,13,24,0,162,23,13,177,34,15,21,14,9,0,305,9,12,185,6,14,16,4,11,0,247,0,0,61,3,6,0,0,5,0,86,4,7,31,3,0,0,0,4,0,53,0,0,4,0,0,0,0,0,6,17,63,57,561,179,86,252,66,110,15,1390
LGA23670,3,16,9,178,17,158,11,79,14,488,26,109,66,558,122,1326,104,646,24,2970,24,38,60,152,59,287,74,197,7,890,19,10,17,53,21,91,10,39,5,267,4,13,35,16,16,11,8,9,0,122,4,8,32,4,12,5,0,3,0,68,0,4,10,4,0,0,0,0,0,32,4,0,0,3,0,4,3,0,0,14,0,0,0,6,3,21,5,3,17,62,86,201,234,970,254,1898,218,979,64,4910,4,0,13,13,0,13,0,6,0,59,0,10,17,42,7,53,13,38,0,185,9,15,35,39,15,32,11,22,0,169,4,3,32,34,11,21,13,15,0,139,8,21,139,28,31,9,4,8,0,248,4,21,175,9,14,6,0,7,6,240,3,3,64,5,4,3,4,0,0,91,0,7,25,0,0,0,0,7,0,44,0,0,0,4,0,0,0,0,9,20,36,87,502,171,85,150,45,109,18,1195
LGA23810,0,0,0,48,5,61,0,23,8,145,5,20,22,166,35,573,19,269,11,1119,3,12,7,62,16,88,10,36,3,235,0,6,3,29,10,24,0,14,0,93,0,6,8,15,8,10,0,0,0,52,0,3,16,0,5,0,0,0,0,30,5,0,5,0,6,0,0,0,0,12,0,0,4,0,0,0,0,0,0,8,0,0,0,3,0,11,0,0,10,28,19,51,77,335,83,761,23,343,28,1726,0,0,8,14,0,10,0,3,0,35,0,5,9,15,5,24,3,18,4,74,6,4,8,8,3,20,0,12,0,68,6,7,16,24,8,6,3,6,0,67,6,15,97,22,25,10,0,3,5,177,0,14,82,6,10,0,0,6,0,115,0,3,37,3,0,0,0,0,0,43,0,0,14,0,0,0,0,0,0,19,0,0,8,0,0,0,0,0,0,9,17,41,272,87,60,70,12,46,13,609
LGA23940,0,0,0,5,0,0,0,0,0,7,4,0,0,11,6,26,3,20,0,73,0,0,0,0,0,0,0,6,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,3,0,9,17,0,28,3,28,3,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,0,0,0,0,0,17
LGA24130,0,0,8,69,5,34,4,44,0,161,11,5,28,219,22,351,14,235,9,885,9,11,13,45,10,50,4,27,0,165,0,0,12,14,4,10,0,7,3,43,3,0,8,9,3,3,0,5,0,22,0,0,10,5,0,0,0,3,0,17,0,0,0,5,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,12,3,4,0,9,9,39,24,18,74,371,44,456,18,330,18,1353,6,0,0,8,0,0,0,6,0,12,0,5,4,7,0,15,0,13,0,50,0,0,12,17,3,7,0,5,0,47,4,3,6,10,0,6,0,7,0,34,3,5,39,8,0,0,0,0,0,55,0,0,55,4,0,0,0,3,0,64,0,0,28,0,0,0,0,3,0,36,0,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,13,11,150,50,5,36,9,34,3,304
LGA24210,3,5,12,208,17,200,5,73,4,514,26,118,42,488,98,1081,23,367,14,2258,21,19,27,132,39,252,14,98,8,609,18,3,16,36,19,83,6,19,0,202,5,13,8,13,7,14,0,4,0,55,3,3,5,0,4,8,0,0,0,27,0,0,6,0,3,4,0,0,0,10,0,0,0,3,0,0,0,0,0,5,0,0,0,3,3,4,3,3,6,25,69,161,114,896,186,1646,46,569,29,3705,0,0,5,15,0,8,0,5,0,33,4,0,8,33,6,74,0,19,0,147,9,0,16,22,5,30,0,14,0,95,11,4,12,15,6,20,5,5,0,74,6,8,37,10,9,6,0,0,0,80,3,12,52,0,0,4,0,0,0,70,0,4,9,0,0,0,0,0,0,16,0,6,7,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,31,35,151,97,32,143,10,46,8,542
LGA24250,0,0,4,11,0,4,0,12,0,29,3,0,6,25,3,37,0,30,0,99,0,0,4,0,0,3,0,5,0,22,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,15,4,8,15,41,3,55,5,47,7,182,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,5,0,0,3,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,4,0,16,0,0,6,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,29,5,0,10,0,10,0,60
LGA24330,9,8,9,141,14,253,13,54,4,494,23,108,38,367,81,941,55,356,12,1972,16,20,39,108,44,268,47,116,7,669,18,14,12,32,15,81,15,33,0,233,7,9,11,14,7,20,3,10,3,94,4,10,14,7,7,8,0,3,0,49,4,0,4,0,0,0,0,3,0,17,0,5,0,0,0,0,0,0,0,17,0,0,0,10,0,9,7,12,20,58,76,179,143,678,178,1580,137,577,46,3602,0,0,3,12,4,12,0,4,0,38,4,7,10,35,6,54,11,23,3,155,4,3,26,21,10,37,12,26,0,145,5,8,7,15,7,16,0,11,6,69,3,6,44,7,7,10,3,0,0,84,3,11,37,4,0,4,0,0,0,66,0,5,9,5,0,4,0,0,0,22,0,0,8,3,0,0,0,0,0,17,0,0,4,0,0,0,0,0,7,17,25,37,147,101,43,132,31,64,21,610
LGA24410,9,8,12,166,9,189,0,62,4,468,31,64,35,445,95,1189,38,549,16,2463,22,29,35,148,52,244,39,140,5,715,11,4,16,57,21,85,10,35,0,245,3,12,24,17,9,17,0,11,0,97,4,7,16,9,8,5,3,4,0,49,3,5,9,5,0,0,0,6,0,26,0,3,4,8,5,0,0,4,0,13,0,8,0,7,0,10,0,3,12,36,81,134,156,859,192,1745,97,811,35,4108,3,0,14,16,4,14,5,0,0,58,3,5,11,39,11,69,7,34,0,178,12,4,22,34,8,47,9,25,4,166,6,9,27,26,12,16,3,13,0,112,9,8,117,18,11,13,0,8,0,183,3,8,151,8,8,4,4,5,0,193,5,0,48,0,5,3,0,0,0,63,6,0,17,0,0,0,0,0,0,29,0,0,3,0,0,0,0,0,0,10,38,37,412,145,65,169,34,89,7,993
LGA24600,60,134,86,1163,202,744,21,325,51,2779,118,1069,233,1694,947,1677,95,889,113,6836,130,607,240,735,961,641,81,636,59,4075,63,190,84,249,372,181,17,119,18,1298,29,222,73,78,273,49,10,40,23,797,24,214,47,41,154,22,5,17,7,533,12,57,21,17,45,6,3,10,0,172,7,43,13,10,22,3,0,4,3,110,9,32,19,89,18,75,4,28,124,399,444,2562,812,4078,3001,3394,235,2066,406,16992,5,24,32,120,29,55,5,27,0,299,10,62,32,204,84,137,20,84,9,653,17,120,101,152,189,96,12,139,19,847,29,142,61,111,141,58,5,40,12,596,47,336,163,66,317,36,9,20,17,1008,35,325,199,41,170,20,3,16,13,818,10,122,49,7,45,6,0,5,0,256,10,92,27,9,26,3,0,4,6,180,0,10,18,20,0,6,0,15,32,108,169,1234,687,720,1013,419,50,356,102,4752
LGA24650,4,0,3,74,15,139,8,53,0,296,22,65,43,281,59,949,44,465,11,1941,11,11,80,67,52,207,80,138,0,658,11,0,9,27,19,81,14,34,7,199,3,4,28,15,10,12,7,13,0,88,5,4,13,7,6,9,6,3,0,53,5,0,8,3,4,0,0,0,0,21,0,0,3,0,0,0,0,0,0,15,0,0,5,9,0,14,3,14,12,65,62,85,202,489,160,1410,155,728,39,3328,3,0,7,7,0,7,0,0,0,24,0,7,16,26,3,36,4,16,0,112,3,5,17,15,5,18,12,21,3,100,5,4,14,8,7,17,8,8,3,74,4,12,78,13,15,3,7,6,0,132,3,4,123,3,3,9,0,5,0,155,0,0,48,0,0,0,0,3,0,55,0,0,22,0,0,0,5,0,0,25,0,0,9,5,0,9,0,0,3,25,14,30,332,77,34,102,39,64,11,705
LGA24780,0,3,3,27,0,40,0,21,4,97,15,10,17,73,15,410,9,172,10,727,0,3,7,18,7,45,4,31,0,118,0,5,7,13,5,19,0,17,0,58,0,7,11,6,5,0,0,0,0,28,0,5,11,0,0,0,0,0,0,12,0,5,0,7,0,0,0,0,0,13,0,0,0,7,0,0,0,4,0,11,0,0,0,4,0,12,0,3,8,25,13,31,57,144,37,531,10,244,16,1095,0,0,0,6,0,4,0,0,0,13,0,0,3,6,3,15,0,10,0,33,0,5,6,12,0,14,3,7,0,42,0,6,6,6,3,11,0,6,4,41,4,6,55,23,16,8,3,3,3,117,6,3,44,3,6,6,0,0,0,69,4,4,26,6,5,0,0,0,0,46,4,0,16,0,0,0,0,0,0,21,0,0,3,0,0,0,0,4,0,9,19,29,170,56,31,48,12,25,3,396
LGA24850,0,0,3,32,0,24,0,29,0,93,4,18,12,75,20,296,0,198,5,625,6,8,15,21,8,54,7,41,0,147,3,6,0,16,3,13,3,6,0,49,0,5,3,13,0,0,0,0,0,20,0,0,3,0,0,0,0,4,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,4,0,11,0,0,6,3,0,7,0,6,8,28,20,29,48,160,32,399,7,275,21,998,0,0,0,4,0,0,0,0,0,13,0,0,3,11,4,17,0,4,0,49,3,0,8,3,3,11,0,4,0,32,5,3,5,10,0,5,0,0,0,27,0,4,19,16,0,4,0,0,0,47,0,0,31,0,0,0,0,0,0,38,5,0,14,0,0,0,0,0,0,20,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,12,14,11,89,51,11,42,9,20,0,247
LGA24900,0,0,0,17,0,18,0,10,0,51,7,7,13,51,11,158,3,119,3,368,0,4,5,12,3,23,0,15,0,58,0,5,3,10,3,4,0,0,0,20,0,0,0,4,0,5,0,7,0,21,0,0,4,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,10,17,14,12,26,99,20,221,7,151,10,554,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,9,0,4,0,24,0,0,0,10,0,0,0,4,0,16,4,0,5,7,0,5,0,5,0,28,0,0,29,4,5,0,3,0,3,49,3,0,28,0,4,0,0,5,0,43,0,0,12,0,0,0,0,6,0,15,0,0,15,0,0,0,0,4,0,18,0,0,5,0,0,0,0,0,4,8,4,10,100,36,6,25,6,19,5,212
LGA24970,18,38,23,285,48,163,28,89,7,702,40,529,121,932,358,1350,142,636,38,4152,31,151,106,295,228,415,85,252,28,1584,17,39,43,93,89,122,33,60,0,504,7,29,45,38,39,28,7,17,5,205,11,38,36,28,12,7,4,7,4,142,7,12,12,5,4,5,0,0,0,50,3,9,0,3,0,3,0,0,0,23,0,8,5,11,5,25,6,15,41,112,135,850,397,1685,795,2120,303,1079,120,7481,3,7,14,17,5,14,5,3,0,61,9,27,19,51,28,65,9,27,0,227,10,33,32,48,28,46,13,34,7,243,6,23,33,32,31,21,13,15,5,179,18,44,132,26,57,19,4,14,0,306,14,42,139,5,34,8,5,5,3,249,4,14,56,5,10,5,0,3,0,105,4,5,27,4,0,0,0,0,0,42,0,4,3,0,0,5,0,4,8,20,63,198,449,188,198,176,46,106,23,1447
LGA25060,5,15,11,179,13,200,11,36,4,465,23,117,36,470,137,1106,50,426,14,2377,25,32,35,180,64,235,31,117,4,732,10,11,27,58,33,82,8,37,3,265,8,9,21,23,10,13,0,4,5,89,0,5,10,4,8,3,0,0,0,41,0,0,5,7,4,0,0,0,0,18,0,0,6,4,0,0,0,0,0,11,0,4,0,16,0,11,0,8,15,61,70,198,156,937,268,1664,100,625,43,4054,0,0,7,9,0,12,3,0,0,37,4,7,9,37,9,33,0,23,4,121,3,3,24,32,11,16,7,21,0,123,3,3,17,16,9,18,0,15,0,87,3,12,78,18,15,14,0,4,0,143,0,6,75,0,10,0,0,0,0,97,3,0,18,3,3,0,0,0,0,27,0,0,6,4,0,0,0,0,0,15,0,0,4,0,0,0,0,0,3,8,22,37,235,128,61,95,11,60,6,667
