POW_LGA_CODE_2021,CoPSW_1250_1499_H_0,CoPSW_1250_1499_H_1_19,CoPSW_1250_1499_H_20_29,CoPSW_1250_1499_H_30_34,CoPSW_1250_1499_H_35_39,CoPSW_1250_1499_H_40_44,CoPSW_1250_1499_H_45_49,CoPSW_1250_1499_H_50ov,CoPSW_1250_1499_H_NS,CoPSW_1250_1499_H_Tot,CoPSW_1500_1749_H_0,CoPSW_1500_1749_H_1_19,CoPSW_1500_1749_H_20_29,CoPSW_1500_1749_H_30_34,CoPSW_1500_1749_H_35_39,CoPSW_1500_1749_H_40_44,CoPSW_1500_1749_H_45_49,CoPSW_1500_1749_H_50ov,CoPSW_1500_1749_H_NS,CoPSW_1500_1749_H_Tot,CoPSW_1750_1999_H_0,CoPSW_1750_1999_H_1_19,CoPSW_1750_1999_H_20_29,CoPSW_1750_1999_H_30_34,CoPSW_1750_1999_H_35_39,CoPSW_1750_1999_H_40_44,CoPSW_1750_1999_H_45_49,CoPSW_1750_1999_H_50ov,CoPSW_1750_1999_H_NS,CoPSW_1750_1999_H_Tot,CoPSW_2000_2999_H_0,CoPSW_2000_2999_H_1_19,CoPSW_2000_2999_H_20_29,CoPSW_2000_2999_H_30_34,CoPSW_2000_2999_H_35_39,CoPSW_2000_2999_H_40_44,CoPSW_2000_2999_H_45_49,CoPSW_2000_2999_H_50ov,CoPSW_2000_2999_H_NS,CoPSW_2000_2999_H_Tot,CoPSW_3000_3499_H_0,CoPSW_3000_3499_H_1_19,CoPSW_3000_3499_H_20_29,CoPSW_3000_3499_H_30_34,CoPSW_3000_3499_H_35_39,CoPSW_3000_3499_H_40_44,CoPSW_3000_3499_H_45_49,CoPSW_3000_3499_H_50ov,CoPSW_3000_3499_H_NS,CoPSW_3000_3499_H_Tot,CoPSW_3500mo_H_0,CoPSW_3500mo_H_1_19,CoPSW_3500mo_H_20_29,CoPSW_3500mo_H_30_34,CoPSW_3500mo_H_35_39,CoPSW_3500mo_H_40_44,CoPSW_3500mo_H_45_49,CoPSW_3500mo_H_50ov,CoPSW_3500mo_H_NS,CoPSW_3500mo_H_Tot,CoPSW_PINS_H_0,CoPSW_PINS_H_1_19,CoPSW_PINS_H_20_29,CoPSW_PINS_H_30_34,CoPSW_PINS_H_35_39,CoPSW_PINS_H_40_44,CoPSW_PINS_H_45_49,CoPSW_PINS_H_50ov,CoPSW_PINS_H_NS,CoPSW_PINS_H_Tot,CoPSW_Tot_H_0,CoPSW_Tot_H_1_19,CoPSW_Tot_H_20_29,CoPSW_Tot_H_30_34,CoPSW_Tot_H_35_39,CoPSW_Tot_H_40_44,CoPSW_Tot_H_45_49,CoPSW_Tot_H_50ov,CoPSW_Tot_H_NS,CoPSW_Tot_H_Tot,ClAW_NNI_H_0,ClAW_NNI_H_1_19,ClAW_NNI_H_20_29,ClAW_NNI_H_30_34,ClAW_NNI_H_35_39,ClAW_NNI_H_40_44,ClAW_NNI_H_45_49,ClAW_NNI_H_50ov,ClAW_NNI_H_NS,ClAW_NNI_H_Tot,ClAW_1_149_H_0,ClAW_1_149_H_1_19,ClAW_1_149_H_20_29,ClAW_1_149_H_30_34,ClAW_1_149_H_35_39,ClAW_1_149_H_40_44,ClAW_1_149_H_45_49,ClAW_1_149_H_50ov,ClAW_1_149_H_NS,ClAW_1_149_H_Tot,ClAW_150_299_H_0,ClAW_150_299_H_1_19,ClAW_150_299_H_20_29,ClAW_150_299_H_30_34,ClAW_150_299_H_35_39,ClAW_150_299_H_40_44,ClAW_150_299_H_45_49,ClAW_150_299_H_50ov,ClAW_150_299_H_NS,ClAW_150_299_H_Tot,ClAW_300_399_H_0,ClAW_300_399_H_1_19,ClAW_300_399_H_20_29,ClAW_300_399_H_30_34,ClAW_300_399_H_35_39,ClAW_300_399_H_40_44,ClAW_300_399_H_45_49,ClAW_300_399_H_50ov,ClAW_300_399_H_NS,ClAW_300_399_H_Tot,ClAW_400_499_H_0,ClAW_400_499_H_1_19,ClAW_400_499_H_20_29,ClAW_400_499_H_30_34,ClAW_400_499_H_35_39,ClAW_400_499_H_40_44,ClAW_400_499_H_45_49,ClAW_400_499_H_50ov,ClAW_400_499_H_NS,ClAW_400_499_H_Tot,ClAW_500_649_H_0,ClAW_500_649_H_1_19,ClAW_500_649_H_20_29,ClAW_500_649_H_30_34,ClAW_500_649_H_35_39,ClAW_500_649_H_40_44,ClAW_500_649_H_45_49,ClAW_500_649_H_50ov,ClAW_500_649_H_NS,ClAW_500_649_H_Tot,ClAW_650_799_H_0,ClAW_650_799_H_1_19,ClAW_650_799_H_20_29,ClAW_650_799_H_30_34,ClAW_650_799_H_35_39,ClAW_650_799_H_40_44,ClAW_650_799_H_45_49,ClAW_650_799_H_50ov,ClAW_650_799_H_NS,ClAW_650_799_H_Tot,ClAW_800_999_H_0,ClAW_800_999_H_1_19,ClAW_800_999_H_20_29,ClAW_800_999_H_30_34,ClAW_800_999_H_35_39,ClAW_800_999_H_40_44,ClAW_800_999_H_45_49,ClAW_800_999_H_50ov,ClAW_800_999_H_NS,ClAW_800_999_H_Tot,ClAW_1000_1249_H_0,ClAW_1000_1249_H_1_19,ClAW_1000_1249_H_20_29,ClAW_1000_1249_H_30_34,ClAW_1000_1249_H_35_39,ClAW_1000_1249_H_40_44,ClAW_1000_1249_H_45_49,ClAW_1000_1249_H_50ov,ClAW_1000_1249_H_NS,ClAW_1000_1249_H_Tot,ClAW_1250_1499_H_0,ClAW_1250_1499_H_1_19,ClAW_1250_1499_H_20_29,ClAW_1250_1499_H_30_34,ClAW_1250_1499_H_35_39,ClAW_1250_1499_H_40_44,ClAW_1250_1499_H_45_49,ClAW_1250_1499_H_50ov,ClAW_1250_1499_H_NS,ClAW_1250_1499_H_Tot,ClAW_1500_1749_H_0,ClAW_1500_1749_H_1_19,ClAW_1500_1749_H_20_29,ClAW_1500_1749_H_30_34,ClAW_1500_1749_H_35_39,ClAW_1500_1749_H_40_44,ClAW_1500_1749_H_45_49,ClAW_1500_1749_H_50ov,ClAW_1500_1749_H_NS,ClAW_1500_1749_H_Tot,ClAW_1750_1999_H_0,ClAW_1750_1999_H_1_19,ClAW_1750_1999_H_20_29,ClAW_1750_1999_H_30_34,ClAW_1750_1999_H_35_39,ClAW_1750_1999_H_40_44,ClAW_1750_1999_H_45_49,ClAW_1750_1999_H_50ov,ClAW_1750_1999_H_NS,ClAW_1750_1999_H_Tot
LGA23810,20,18,32,49,115,70,18,21,0,337,26,7,21,38,75,81,17,28,4,301,21,0,12,10,43,51,31,19,0,192,27,10,4,4,51,124,49,51,0,319,12,0,0,0,6,13,3,12,0,41,0,3,0,0,5,3,5,3,0,21,3,4,7,0,5,5,0,0,7,34,405,899,874,593,789,537,152,208,63,4526,4,4,4,0,3,3,0,0,0,22,3,22,0,0,0,0,0,0,0,37,5,61,13,3,0,0,0,0,0,83,11,87,15,3,5,10,0,0,0,127,15,93,48,12,12,9,0,0,0,183,28,118,167,35,27,10,7,4,0,392,32,67,207,90,90,39,6,15,5,557,18,50,133,150,321,143,13,25,4,864,52,32,101,131,389,201,31,27,9,975,31,21,32,62,229,136,23,40,3,584,15,14,21,29,153,104,26,28,0,387,8,6,7,14,55,53,18,25,0,180
LGA23940,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,47,39,22,21,17,9,8,6,175,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,14,0,10,9,0,0,0,0,0,0,22,0,12,8,3,6,0,0,0,0,30,0,7,3,3,6,7,0,0,0,30,0,0,0,15,8,5,0,9,0,34,0,0,0,0,7,10,0,0,0,18,0,4,5,0,4,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0
LGA24130,6,3,19,15,46,35,10,18,3,154,15,4,11,12,35,25,6,18,0,123,8,0,4,5,33,30,6,18,0,102,15,5,4,3,13,47,14,21,0,132,0,4,0,0,0,0,0,5,0,11,0,4,3,0,0,6,0,4,0,12,0,0,5,0,5,5,0,0,8,25,250,663,406,269,360,242,60,127,35,2405,3,10,0,3,0,4,0,0,0,16,0,28,8,0,0,0,0,0,5,40,10,35,3,3,0,0,0,0,0,48,4,56,17,0,3,0,0,0,0,80,3,53,25,6,0,3,0,0,3,94,12,70,93,18,3,8,0,0,0,209,9,39,79,31,19,16,0,0,0,194,8,26,55,60,56,33,5,3,0,241,12,14,22,35,83,58,3,12,0,233,5,9,14,23,50,51,9,8,6,174,6,12,9,20,40,38,3,10,0,138,3,5,5,5,17,24,0,11,0,69
LGA24210,12,16,43,39,62,36,15,20,3,247,14,13,32,17,51,51,18,21,0,217,22,5,15,14,28,29,18,17,0,159,58,14,21,12,33,107,71,54,5,375,9,0,8,0,7,13,9,18,0,63,11,3,4,0,0,10,3,16,0,45,4,8,11,0,5,0,0,0,5,36,557,1521,1097,571,683,415,167,213,41,5273,3,15,3,4,0,0,0,0,0,32,5,59,3,4,3,0,0,0,0,79,22,124,9,0,3,3,0,3,3,166,11,97,31,5,6,0,0,0,0,159,13,92,54,5,3,4,0,0,0,180,23,98,138,18,9,12,0,0,3,305,11,79,148,54,41,24,3,8,5,377,12,72,95,75,128,52,9,9,3,460,20,44,81,60,205,98,11,14,6,540,6,29,30,37,129,91,19,20,0,375,9,27,21,26,80,83,16,26,3,285,5,16,11,7,46,35,13,10,0,152
LGA24250,4,3,3,0,13,3,0,0,0,31,0,0,3,11,5,5,0,4,0,31,0,0,3,0,0,0,0,0,0,14,0,3,0,0,4,7,4,14,0,35,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,49,111,106,52,88,50,13,34,13,511,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,13,4,4,3,0,0,0,0,0,0,7,0,14,6,0,0,5,0,0,0,22,0,16,8,0,0,0,0,0,0,27,4,10,10,3,3,0,0,0,0,33,4,10,24,11,7,6,0,0,0,55,3,3,14,10,22,9,0,0,0,69,4,7,5,7,16,13,4,0,0,69,0,8,3,6,15,8,0,9,0,41,0,3,0,0,3,5,0,6,0,22,0,0,0,0,4,3,0,0,0,10
LGA24330,19,16,39,60,136,76,16,34,6,395,10,6,13,31,66,61,19,32,0,234,3,0,5,19,36,52,5,14,0,133,7,3,16,8,27,57,36,32,3,188,3,0,0,0,3,4,0,3,0,20,0,3,4,5,5,6,3,14,5,49,0,11,4,0,0,4,0,5,18,42,447,1323,995,598,821,520,116,205,92,5109,0,4,0,0,4,0,0,3,0,15,10,36,3,0,0,0,0,0,0,52,12,73,14,4,0,5,0,0,0,101,10,84,27,5,0,0,0,0,4,126,6,90,66,4,3,0,0,0,0,174,16,86,125,28,19,22,4,0,3,299,18,65,150,83,84,41,4,12,0,461,21,49,113,110,275,105,18,19,9,713,19,35,71,97,351,228,38,32,5,875,20,16,36,47,270,176,29,55,4,648,17,16,23,40,179,141,25,33,0,470,3,3,7,10,77,82,16,37,0,229
LGA24410,18,19,38,52,122,70,19,15,3,377,8,11,15,31,86,64,16,26,7,265,9,3,3,12,42,49,19,19,0,158,27,6,6,7,32,60,32,34,5,211,7,0,0,0,0,9,3,3,0,18,0,0,4,0,0,3,0,5,0,16,3,9,7,4,11,0,4,0,25,67,537,1477,1201,672,981,490,135,190,90,5767,4,13,0,0,3,3,0,4,0,24,12,61,7,4,0,0,0,0,0,79,10,114,16,3,0,0,0,0,0,142,10,128,29,7,6,3,0,0,3,187,17,162,73,14,8,0,0,0,0,277,21,148,208,38,26,24,0,5,3,470,19,95,233,105,74,32,7,6,0,577,29,78,173,159,255,130,17,21,6,853,33,69,103,122,417,232,43,47,6,1085,14,26,44,75,301,178,31,39,5,708,11,11,29,38,153,97,28,36,0,411,4,13,17,17,83,76,24,36,3,262
LGA24600,288,181,227,256,701,774,173,214,34,2842,237,123,140,167,695,806,175,230,16,2580,148,46,80,68,393,591,137,197,19,1686,269,71,59,87,516,1411,370,534,13,3326,43,4,15,9,50,149,64,145,4,479,26,14,17,26,61,103,35,107,7,393,19,37,13,14,23,25,14,10,78,223,4654,6165,4318,2365,4649,5280,1249,1756,524,30952,51,48,31,15,49,25,3,14,17,251,56,222,28,9,14,10,0,3,5,341,111,483,82,31,28,16,3,3,8,760,110,637,178,29,35,25,5,7,19,1043,121,759,438,66,65,36,5,10,20,1524,210,953,1166,229,179,101,14,25,42,2917,264,662,1611,591,834,347,40,37,59,4439,350,499,1410,1127,3176,1518,165,140,80,8464,533,432,1154,1300,6740,4163,456,381,93,15256,477,284,620,873,6251,4178,642,572,94,13996,468,200,410,612,5075,3799,655,685,54,11965,347,111,203,314,2838,2668,539,694,42,7752
LGA24650,40,19,44,46,128,259,46,54,5,648,30,12,14,13,91,229,40,72,4,505,19,7,9,3,30,149,43,66,0,333,24,7,6,4,22,129,31,90,0,318,5,4,3,0,0,12,4,11,0,39,0,5,0,0,0,4,0,0,0,12,9,4,6,0,3,13,6,4,16,52,438,1058,941,660,970,1136,208,402,92,5905,0,12,8,0,5,6,0,4,0,43,7,60,11,0,0,0,0,0,0,84,11,74,14,0,5,0,0,0,0,104,13,95,25,9,3,0,0,0,0,144,10,97,63,4,8,7,0,8,0,205,16,78,154,26,21,7,0,0,5,311,13,63,139,81,83,44,4,3,3,437,19,46,96,97,259,127,20,5,9,683,19,32,64,69,333,203,27,36,7,789,8,10,29,32,200,148,31,35,0,504,10,11,11,22,109,105,33,27,3,327,3,11,14,11,39,54,23,22,0,180
LGA24780,11,13,29,31,82,63,14,20,3,258,16,3,16,11,61,55,16,20,4,204,13,0,0,3,27,33,10,11,0,105,18,0,3,3,20,67,20,26,0,158,0,0,0,0,0,6,4,7,0,19,0,0,0,0,5,0,4,3,0,14,0,3,8,5,11,0,0,0,13,34,253,489,548,398,635,381,91,163,69,3026,7,7,7,0,0,0,0,0,0,19,5,17,0,0,0,0,0,0,0,23,3,26,3,0,4,0,0,3,0,40,4,48,16,5,0,5,0,3,0,76,5,49,27,6,8,6,0,0,5,100,8,45,107,15,25,12,0,0,0,213,16,39,111,65,79,28,4,5,7,353,16,18,52,70,177,89,13,9,0,440,24,15,32,47,287,134,28,26,4,597,5,14,18,26,126,80,12,14,8,309,10,16,9,11,90,53,16,22,4,230,0,9,10,3,30,34,5,10,0,97
LGA24850,8,11,8,16,44,56,22,26,0,197,9,8,8,11,36,60,19,30,6,180,5,0,7,9,17,41,17,10,0,104,10,0,8,3,12,54,19,31,4,141,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,11,0,4,4,0,0,0,0,0,4,14,195,398,345,234,344,360,105,183,41,2202,0,11,3,0,0,3,0,0,0,19,3,15,0,0,0,0,0,0,0,22,3,38,6,0,0,0,0,0,0,43,3,37,5,0,0,0,0,0,0,52,4,45,19,4,4,0,0,0,0,79,7,60,67,14,14,0,0,0,0,159,0,26,57,34,26,12,0,6,0,164,9,13,39,38,61,37,5,7,0,212,17,17,26,27,107,60,6,9,0,274,9,0,10,19,75,51,13,12,3,194,8,3,3,4,33,24,9,13,3,101,0,6,3,3,19,19,4,3,0,54
LGA24900,3,3,9,14,30,15,0,6,0,81,6,4,7,8,10,12,3,5,0,45,0,0,0,0,9,5,0,7,0,21,8,4,3,3,3,19,10,8,0,60,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,9,116,251,255,194,187,118,26,52,16,1219,0,0,5,0,0,0,0,0,0,11,0,8,0,0,0,0,0,0,0,17,5,27,3,0,0,0,0,0,0,43,9,16,3,0,0,0,0,0,0,30,0,33,24,7,3,0,0,0,3,77,3,26,42,12,6,9,0,4,6,99,7,24,49,30,32,12,0,0,0,157,8,14,30,36,61,37,4,3,3,191,6,11,9,31,62,42,12,8,0,178,4,8,3,16,26,33,3,12,0,116,3,3,6,3,22,26,3,4,0,72,4,0,0,4,4,9,0,3,0,24
LGA24970,42,32,87,99,263,314,54,58,13,969,25,34,36,61,155,179,37,64,4,596,20,10,18,17,67,114,25,48,5,322,60,15,9,8,60,214,41,68,3,490,3,3,0,3,9,17,8,19,0,60,0,5,11,8,9,13,6,16,3,68,3,15,4,12,7,10,0,4,20,70,902,2761,2088,1254,1665,1425,292,425,149,10966,8,32,12,9,10,8,0,0,3,90,25,136,5,0,0,0,0,0,4,177,30,251,42,6,0,4,0,0,0,336,24,292,82,12,16,7,0,4,4,448,34,342,182,19,24,14,4,0,10,634,47,345,468,86,72,26,7,9,10,1067,41,215,517,260,247,111,14,21,7,1440,78,153,429,395,806,393,60,43,17,2369,78,137,292,359,1362,798,112,123,17,3275,57,57,110,164,955,724,129,140,15,2344,47,62,62,86,602,496,143,152,5,1658,21,27,31,45,283,295,69,129,0,900
LGA25060,22,24,35,44,115,88,36,28,6,402,16,12,19,24,68,83,18,31,8,287,6,12,10,10,34,51,28,29,3,178,32,8,6,11,30,97,31,41,4,252,4,4,0,5,4,7,4,7,0,32,5,0,7,0,0,4,0,14,0,38,3,12,7,0,3,5,0,0,15,43,598,1573,1223,641,873,611,178,244,89,6032,4,12,8,4,0,0,0,0,4,35,4,44,3,0,0,0,0,0,0,60,14,118,10,3,9,7,0,0,0,156,13,131,49,0,4,5,0,0,0,201,11,122,61,13,6,3,0,3,0,227,21,139,189,36,36,10,4,7,8,437,35,118,192,70,147,48,10,10,4,629,29,64,138,116,277,120,24,24,8,801,30,58,91,114,401,209,40,38,9,984,26,30,63,74,316,185,40,48,4,780,11,32,28,41,221,148,35,43,7,564,8,3,16,23,109,88,14,22,5,295
LGA25150,0,0,10,14,15,16,4,7,0,67,6,3,4,6,6,9,0,10,0,45,3,0,0,7,12,4,4,3,0,31,12,0,0,4,6,31,3,13,0,75,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,3,3,15,109,301,248,190,198,138,18,68,24,1288,0,3,0,0,0,0,0,0,0,8,8,11,0,0,0,0,0,0,0,18,6,27,0,0,0,0,0,0,0,35,4,40,10,0,0,0,0,0,0,58,0,20,20,6,4,4,0,4,3,56,9,30,43,11,3,7,0,0,0,97,7,24,48,26,24,12,0,0,0,142,8,13,28,14,49,37,5,4,0,161,3,13,13,20,60,44,7,5,7,177,0,5,14,16,34,20,0,4,4,105,4,9,4,3,25,20,9,7,0,84,3,0,0,0,15,7,4,3,0,37
LGA25250,29,36,51,69,129,108,16,25,4,467,20,17,22,26,94,94,26,39,5,343,17,4,17,14,31,86,23,32,0,235,25,11,13,16,44,119,42,58,3,323,0,5,0,0,0,10,0,5,0,17,0,0,0,0,0,0,0,3,0,16,4,13,8,5,3,3,0,3,8,45,620,1822,1458,817,1072,731,162,277,95,7051,0,7,3,4,0,7,0,0,0,33,3,47,5,0,0,0,0,0,0,60,9,106,19,5,0,0,0,0,3,142,12,136,29,5,10,3,0,0,0,190,19,127,73,5,8,5,0,0,6,245,9,125,178,42,23,15,4,7,0,410,14,87,187,86,89,36,5,8,4,513,23,52,134,115,207,115,15,22,5,679,18,47,88,117,287,174,33,21,8,789,22,24,39,68,258,138,35,33,0,610,20,18,23,34,164,86,17,31,5,400,8,3,14,11,60,63,13,23,0,194
LGA25340,36,40,62,81,148,105,39,51,7,567,20,19,34,37,91,103,38,47,0,389,17,10,16,15,34,69,18,32,0,214,41,10,16,15,43,155,47,65,3,388,4,3,4,0,7,16,0,11,0,45,5,4,0,4,6,7,0,4,0,33,4,11,4,0,5,3,0,6,14,52,1141,2286,1793,1006,1250,855,239,462,130,9150,7,25,6,0,0,0,0,0,0,43,21,74,3,0,0,4,0,0,0,99,15,118,17,0,0,0,0,0,3,165,23,185,34,3,0,4,0,0,9,258,25,210,90,13,4,6,0,0,4,361,32,214,228,43,17,17,3,0,13,565,31,150,285,115,97,25,5,7,10,727,37,119,204,182,237,113,14,17,10,932,32,83,143,150,314,192,29,31,7,983,23,40,61,68,220,153,31,41,0,639,13,35,34,37,124,104,21,31,3,412,10,18,28,21,58,65,15,33,0,244
LGA25430,6,6,9,11,16,43,5,10,0,112,5,7,3,10,14,55,10,24,0,126,8,0,0,4,6,40,7,4,0,75,8,3,0,0,4,32,12,18,0,77,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,7,88,209,160,112,116,224,43,69,22,1048,0,4,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,15,0,4,0,0,0,0,0,0,0,9,0,20,13,0,0,0,0,0,0,28,0,20,14,5,0,0,0,0,0,42,6,23,35,3,3,3,0,0,0,80,0,18,25,15,11,8,0,4,0,90,9,9,23,13,23,17,0,0,0,99,3,5,12,16,42,27,3,3,0,125,4,0,6,6,22,20,0,3,0,62,0,5,8,5,18,15,0,5,0,58,0,0,3,0,5,15,7,0,0,36
LGA25490,0,5,3,0,4,3,0,0,0,17,0,0,0,0,6,0,0,0,0,10,3,0,0,0,0,3,0,0,0,8,0,0,0,4,0,15,0,0,0,22,0,0,0,0,0,4,0,3,0,6,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,61,143,103,69,36,41,7,25,3,491,0,8,0,0,0,0,0,0,0,4,4,5,0,0,0,0,0,0,0,10,0,7,4,0,0,0,0,0,0,11,0,12,0,0,0,4,0,5,0,16,0,9,5,0,0,0,0,0,0,25,0,15,10,3,0,3,0,0,0,30,4,10,14,6,5,4,0,0,0,45,3,8,15,0,7,4,0,4,3,53,5,5,11,6,19,22,8,0,0,74,5,4,0,3,19,18,0,4,0,58,0,3,0,4,8,18,8,0,3,38,0,0,0,0,5,8,6,0,0,18
LGA25620,8,0,8,4,10,8,0,0,0,34,0,0,0,0,6,3,0,0,0,19,5,0,0,0,0,4,3,0,0,16,7,0,0,0,0,11,6,5,0,35,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,5,0,0,6,0,0,0,0,0,5,94,156,105,64,78,51,19,35,13,620,0,4,3,0,0,0,0,0,0,9,3,9,0,0,0,0,0,0,0,16,0,14,0,0,0,0,0,0,0,15,0,12,0,3,0,0,0,0,0,18,0,12,8,0,0,0,0,0,0,22,0,10,24,5,0,6,0,0,0,56,3,14,17,14,9,6,0,0,3,64,3,8,11,11,19,10,4,0,0,68,4,3,9,9,24,14,4,3,0,74,0,0,6,6,16,8,5,0,0,42,4,0,0,4,12,9,0,0,0,35,0,3,0,0,0,3,0,0,0,13
LGA25710,16,13,19,18,37,29,3,12,0,141,14,9,10,15,15,33,10,9,6,120,0,3,3,4,11,21,6,7,0,70,13,7,3,0,12,36,7,11,0,83,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,4,0,3,5,0,0,4,17,307,781,426,240,311,226,41,64,27,2427,0,7,0,0,0,0,0,0,0,8,9,25,0,0,0,0,0,0,0,38,10,60,4,0,0,0,0,0,0,74,8,54,13,0,6,0,0,0,9,85,5,62,25,0,6,0,0,0,0,109,10,65,59,18,3,10,0,0,0,175,8,53,72,27,19,9,0,3,0,188,6,37,68,40,46,24,0,4,6,237,9,28,41,45,78,46,4,10,0,266,4,12,18,29,57,48,3,8,0,185,4,12,12,18,28,39,4,12,0,145,0,8,9,0,16,31,7,5,0,78
LGA25810,11,0,5,7,17,9,4,6,0,58,4,5,0,4,13,12,4,3,0,50,4,3,0,0,6,16,0,9,0,38,9,3,0,11,9,12,0,15,0,56,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,87,134,116,111,124,98,20,48,13,748,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,8,0,6,3,0,0,0,0,0,0,19,4,11,10,0,0,0,0,0,0,28,4,20,18,0,6,0,0,0,0,52,0,10,20,12,13,8,3,0,0,66,6,11,18,14,14,14,0,3,0,71,4,6,13,13,27,17,0,0,0,77,0,6,0,0,18,15,3,3,0,45,0,3,0,0,8,3,0,4,0,24,0,0,0,0,0,8,4,0,0,16
LGA25900,29,40,73,55,150,110,29,35,13,528,22,28,30,35,76,94,23,38,3,348,19,9,15,13,30,63,15,33,3,196,25,18,5,12,34,98,45,61,0,295,3,11,0,4,3,16,6,16,0,49,8,8,16,0,6,11,5,18,0,71,5,9,5,4,5,9,0,5,12,43,765,1733,1290,649,943,715,188,282,94,6653,9,22,4,7,7,0,0,0,0,44,7,67,9,0,0,5,0,0,4,101,19,120,17,7,0,7,0,4,3,173,16,158,44,3,11,4,0,0,3,251,14,155,100,20,21,4,0,0,0,319,15,174,232,59,31,24,10,5,7,562,27,102,271,114,129,67,17,8,7,742,48,96,244,198,499,294,31,40,14,1463,61,100,179,186,919,587,93,66,12,2198,34,35,86,92,658,499,79,111,6,1610,37,46,42,62,366,410,97,124,0,1182,14,14,31,18,199,228,62,83,0,658
LGA25990,10,0,3,0,3,27,0,0,0,39,0,0,0,3,7,28,3,0,0,39,8,0,0,0,8,21,3,4,0,42,4,0,0,0,3,19,0,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,4,31,58,35,28,47,120,8,14,3,344,0,3,0,0,0,0,0,0,0,8,0,3,4,0,0,0,0,0,0,5,0,4,3,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,7,0,3,5,3,0,0,0,0,0,17,0,7,12,4,0,0,0,0,0,24,4,0,0,0,6,4,0,0,0,17,0,3,7,0,4,4,4,0,0,22,0,4,0,5,4,7,0,0,0,25,0,0,0,0,10,7,0,0,0,16,0,0,0,0,3,5,0,0,0,13
LGA26080,0,0,0,0,4,0,0,0,0,5,0,3,0,0,3,0,0,0,0,8,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,54,70,39,25,18,16,13,0,0,232,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,6,0,4,8,0,0,0,0,0,0,15,0,0,13,6,0,0,0,0,0,13,5,9,4,7,8,4,0,0,0,29,0,4,9,5,14,5,0,6,0,40,0,0,0,0,9,7,0,0,0,22,0,0,3,3,14,3,0,0,0,25,0,5,4,6,8,0,0,0,0,17
LGA26170,6,0,6,12,11,7,5,5,0,51,3,0,0,3,6,10,0,3,0,32,0,4,0,0,4,4,3,0,0,22,8,0,0,0,4,15,3,5,0,42,0,0,0,0,0,0,3,3,0,8,0,0,0,0,3,6,0,3,0,5,0,3,3,5,0,0,0,0,6,21,121,343,273,157,134,96,29,39,31,1218,0,7,0,0,0,4,0,0,0,17,5,14,0,0,0,0,0,0,0,21,5,20,8,0,4,0,0,0,0,37,0,33,10,0,0,0,0,0,0,53,4,46,17,6,0,0,0,0,0,77,9,41,45,11,4,3,0,3,5,124,11,18,54,37,18,10,0,0,0,149,8,9,42,37,41,27,3,0,0,175,6,14,19,33,56,37,5,7,0,184,0,4,16,5,30,36,5,12,0,115,5,11,7,9,23,16,8,6,0,87,0,0,3,0,25,17,5,3,0,53
