POW_LGA_CODE_2021,M1_Train_Mng,M1_Train_Pro,M1_Train_TecTW,M1_Train_CoPSW,M1_Train_ClAW,M1_Train_SWks,M1_Train_MaOpDv,M1_Train_Lab,M1_Train_IDNS,M1_Train_Tot,M1_Bus_Mng,M1_Bus_Pro,M1_Bus_TecTW,M1_Bus_CoPSW,M1_Bus_ClAW,M1_Bus_SWks,M1_Bus_MaOpDv,M1_Bus_Lab,M1_Bus_IDNS,M1_Bus_Tot,M1_Ferry_Mng,M1_Ferry_Pro,M1_Ferry_TecTW,M1_Ferry_CoPSW,M1_Ferry_ClAW,M1_Ferry_SWks,M1_Ferry_MaOpDv,M1_Ferry_Lab,M1_Ferry_IDNS,M1_Ferry_Tot,M1_Tram_or_LR_Mng,M1_Tram_or_LR_Pro,M1_Tram_or_LR_TecTW,M1_Tram_or_LR_CoPSW,M1_Tram_or_LR_ClAW,M1_Tram_or_LR_SWks,M1_Tram_or_LR_MaOpDv,M1_Tram_or_LR_Lab,M1_Tram_or_LR_IDNS,M1_Tram_or_LR_Tot,M1_Taxi_or_RSS_Mng,M1_Taxi_or_RSS_Pro,M1_Taxi_or_RSS_TecTW,M1_Taxi_or_RSS_CoPSW,M1_Taxi_or_RSS_ClAW,M1_Taxi_or_RSS_SWks,M1_Taxi_or_RSS_MaOpDv,M1_Taxi_or_RSS_Lab,M1_Taxi_or_RSS_IDNS,M1_Taxi_or_RSS_Tot,M1_CarAsDriv_Mng,M1_CarAsDriv_Pro,M1_CarAsDriv_TecTW,M1_CarAsDriv_CoPSW,M1_CarAsDriv_ClAW,M1_CarAsDriv_SWks,M1_CarAsDriv_MaOpDv,M1_CarAsDriv_Lab,M1_CarAsDriv_IDNS,M1_CarAsDriv_Tot,M1_CarAsPas_Mng,M1_CarAsPas_Pro,M1_CarAsPas_TecTW,M1_CarAsPas_CoPSW,M1_CarAsPas_ClAW,M1_CarAsPas_SWks,M1_CarAsPas_MaOpDv,M1_CarAsPas_Lab,M1_CarAsPas_IDNS,M1_CarAsPas_Tot,M1_Truck_Mng,M1_Truck_Pro,M1_Truck_TecTW,M1_Truck_CoPSW,M1_Truck_ClAW,M1_Truck_SWks,M1_Truck_MaOpDv,M1_Truck_Lab,M1_Truck_IDNS,M1_Truck_Tot,M1_MBikeScoot_Mng,M1_MBikeScoot_Pro,M1_MBikeScoot_TecTW,M1_MBikeScoot_CoPSW,M1_MBikeScoot_ClAW,M1_MBikeScoot_SWks,M1_MBikeScoot_MaOpDv,M1_MBikeScoot_Lab,M1_MBikeScoot_IDNS,M1_MBikeScoot_Tot,M1_Bicycle_Mng,M1_Bicycle_Pro,M1_Bicycle_TecTW,M1_Bicycle_CoPSW,M1_Bicycle_ClAW,M1_Bicycle_SWks,M1_Bicycle_MaOpDv,M1_Bicycle_Lab,M1_Bicycle_IDNS,M1_Bicycle_Tot,M1_Oth_Mng,M1_Oth_Pro,M1_Oth_TecTW,M1_Oth_CoPSW,M1_Oth_ClAW,M1_Oth_SWks,M1_Oth_MaOpDv,M1_Oth_Lab,M1_Oth_IDNS,M1_Oth_Tot,M1_WlkOnly_Mng,M1_WlkOnly_Pro,M1_WlkOnly_TecTW,M1_WlkOnly_CoPSW,M1_WlkOnly_ClAW,M1_WlkOnly_SWks,M1_WlkOnly_MaOpDv,M1_WlkOnly_Lab,M1_WlkOnly_IDNS,M1_WlkOnly_Tot,M1_Tot_M1_Mng,M1_Tot_M1_Pro,M1_Tot_M1_TecTW,M1_Tot_M1_CoPSW,M1_Tot_M1_ClAW,M1_Tot_M1_SWks,M1_Tot_M1_MaOpDv,M1_Tot_M1_Lab,M1_Tot_M1_IDNS,M1_Tot_M1_Tot,M2_TrnBus_Mng,M2_TrnBus_Pro,M2_TrnBus_TecTW,M2_TrnBus_CoPSW,M2_TrnBus_ClAW,M2_TrnBus_SWks,M2_TrnBus_MaOpDv,M2_TrnBus_Lab,M2_TrnBus_IDNS,M2_TrnBus_Tot,M2_TrnFer_Mng,M2_TrnFer_Pro,M2_TrnFer_TecTW,M2_TrnFer_CoPSW,M2_TrnFer_ClAW,M2_TrnFer_SWks,M2_TrnFer_MaOpDv,M2_TrnFer_Lab,M2_TrnFer_IDNS,M2_TrnFer_Tot,M2_TrnTrm_or_LR_Mng,M2_TrnTrm_or_LR_Pro,M2_TrnTrm_or_LR_TecTW,M2_TrnTrm_or_LR_CoPSW,M2_TrnTrm_or_LR_ClAW,M2_TrnTrm_or_LR_SWks,M2_TrnTrm_or_LR_MaOpDv,M2_TrnTrm_or_LR_Lab,M2_TrnTrm_or_LR_IDNS,M2_TrnTrm_or_LR_Tot,M2_TrnCarAsDriv_Mng,M2_TrnCarAsDriv_Pro,M2_TrnCarAsDriv_TecTW,M2_TrnCarAsDriv_CoPSW,M2_TrnCarAsDriv_ClAW,M2_TrnCarAsDriv_SWks,M2_TrnCarAsDriv_MaOpDv,M2_TrnCarAsDriv_Lab,M2_TrnCarAsDriv_IDNS,M2_TrnCarAsDriv_Tot,M2_TrnCarAsPa_Mng,M2_TrnCarAsPa_Pro,M2_TrnCarAsPa_TecTW,M2_TrnCarAsPa_CoPSW,M2_TrnCarAsPa_ClAW,M2_TrnCarAsPa_SWks,M2_TrnCarAsPa_MaOpDv,M2_TrnCarAsPa_Lab,M2_TrnCarAsPa_IDNS,M2_TrnCarAsPa_Tot,M2_TrnOth_Mng,M2_TrnOth_Pro,M2_TrnOth_TecTW,M2_TrnOth_CoPSW,M2_TrnOth_ClAW,M2_TrnOth_SWks,M2_TrnOth_MaOpDv,M2_TrnOth_Lab,M2_TrnOth_IDNS,M2_TrnOth_Tot,M2_Trn_and_Tot_Mng,M2_Trn_and_Tot_Pro,M2_Trn_and_Tot_TecTW,M2_Trn_and_Tot_CoPSW,M2_Trn_and_Tot_ClAW,M2_Trn_and_Tot_SWks,M2_Trn_and_Tot_MaOpDv,M2_Trn_and_Tot_Lab,M2_Trn_and_Tot_IDNS,M2_Trn_and_Tot_Tot
LGA23810,4,13,8,8,8,3,0,7,4,44,8,10,7,35,16,39,5,32,4,155,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,6,0,0,25,2158,4011,4276,3089,2803,1768,1916,2259,333,22613,64,92,225,192,102,430,46,389,39,1579,14,0,28,0,0,3,66,17,5,144,9,8,14,8,3,7,8,7,4,67,5,15,14,6,9,3,7,13,0,74,8,9,7,11,13,4,9,6,4,74,68,84,60,83,53,66,17,66,10,510,2339,4249,4644,3428,3015,2328,2082,2805,400,25289,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,9,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,7,6,3,8,0,3,0,27
LGA23940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,183,142,102,110,65,162,292,19,1456,22,13,3,7,6,11,13,34,6,109,7,0,0,0,0,0,12,5,0,30,7,0,0,0,0,0,0,0,0,9,0,4,0,3,0,0,0,5,0,9,34,0,0,0,0,0,0,0,0,34,123,19,13,20,12,22,6,29,0,246,570,221,165,130,124,104,195,367,20,1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA24130,0,10,14,10,0,8,3,8,0,54,0,0,4,3,0,0,0,0,0,13,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,1020,1569,1680,1498,759,782,478,1007,100,8890,39,33,111,112,32,197,14,207,15,755,14,0,45,0,3,0,56,18,0,148,4,0,5,4,0,0,0,0,0,10,5,9,3,5,3,5,4,8,0,41,11,10,5,4,9,0,6,4,3,48,104,76,60,66,41,60,18,59,9,490,1191,1710,1924,1702,845,1048,591,1323,130,10461,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,12,0,0,4,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,10,0,7,5,12,5,3,0,3,0,33
LGA24210,8,6,16,16,5,0,6,15,0,72,28,56,68,165,20,145,4,83,16,592,3,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,11,4,6,0,11,0,8,7,8,0,44,1889,2778,2213,2832,1331,2034,654,1235,195,15164,50,78,117,281,57,455,15,239,10,1295,14,0,53,0,3,4,36,22,7,129,11,9,11,0,11,7,8,6,0,53,8,9,8,8,3,7,5,9,0,53,14,30,11,14,13,8,8,9,4,115,59,66,61,109,46,118,22,60,7,552,2083,3048,2556,3437,1480,2788,760,1681,249,18084,3,18,16,48,4,19,0,25,0,133,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,4,0,0,0,3,5,0,11,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,10,22,20,55,6,19,5,30,0,165
LGA24250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,357,397,294,204,242,151,245,31,2291,8,16,26,16,8,33,8,42,0,161,0,0,3,0,0,0,13,6,0,28,0,0,0,0,0,0,0,0,0,5,5,5,0,8,0,4,0,3,0,22,11,0,3,0,6,0,7,4,0,29,59,59,28,72,22,29,13,30,0,317,447,439,463,389,237,317,189,334,42,2853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA24330,38,169,108,136,93,79,56,157,20,851,22,37,31,78,24,98,23,92,6,400,0,0,0,0,0,0,0,0,0,3,16,11,10,20,12,39,6,20,3,133,8,29,9,18,5,10,19,23,7,125,2801,4101,3017,2769,2119,2345,2497,2147,452,22253,88,149,127,200,107,372,112,313,46,1522,23,0,26,0,3,7,83,17,0,167,20,19,15,4,7,11,33,13,0,118,38,108,36,48,19,29,20,31,4,336,20,45,20,24,24,5,21,14,12,184,104,166,83,174,74,168,32,117,11,935,3185,4831,3480,3471,2486,3159,2913,2932,558,27021,12,47,34,46,30,48,23,57,11,312,0,0,0,0,0,0,0,0,0,0,10,22,9,21,10,21,5,10,4,102,5,31,14,23,11,9,0,12,0,96,3,9,0,3,3,7,0,3,0,38,0,9,3,8,0,0,6,9,0,49,31,115,55,103,59,85,43,95,14,593
LGA24410,17,42,66,61,26,73,12,61,5,362,9,17,31,55,15,64,22,79,5,307,0,0,4,0,0,0,0,0,4,14,0,3,0,0,0,0,0,0,0,4,8,8,14,13,4,15,7,18,0,82,3500,4698,5130,3382,2887,2586,2006,3015,418,27611,100,99,207,250,89,503,84,454,33,1819,16,0,67,0,3,11,68,42,0,209,20,6,24,4,5,11,22,12,6,120,18,32,17,10,6,10,15,28,4,143,14,22,26,13,9,12,8,8,11,122,55,89,57,115,48,93,25,103,7,603,3753,5019,5646,3911,3087,3383,2267,3810,503,31378,12,22,19,44,16,35,12,39,0,211,0,0,0,0,0,0,0,0,0,0,5,3,0,6,4,6,0,3,0,25,5,12,10,4,0,0,0,3,0,34,0,3,0,5,0,4,0,4,0,20,0,4,5,0,3,6,0,8,0,22,17,43,31,57,22,51,12,56,0,300
LGA24600,3177,8578,2625,3151,5937,1865,510,2525,686,29056,202,629,142,214,362,166,34,189,45,1988,10,9,10,8,3,5,3,8,19,84,1294,3891,995,1850,1819,1296,82,1096,203,12537,91,267,47,96,119,53,35,74,23,800,12125,22530,10311,8674,8963,3332,4251,5800,1470,77452,495,1124,426,574,787,337,114,565,104,4535,22,8,49,0,8,5,102,23,5,230,192,379,191,187,110,40,136,147,22,1401,977,3361,506,485,486,172,213,221,87,6500,233,567,115,131,296,82,36,91,83,1633,1652,4222,1006,1874,1374,1049,102,876,202,12347,20472,45569,16426,17245,20258,8396,5627,11609,2947,148556,204,772,276,351,561,254,57,442,116,3030,0,0,4,0,0,0,0,3,0,3,213,970,216,300,445,195,21,257,29,2651,595,1524,557,529,1042,265,193,287,102,5098,67,245,70,88,207,82,5,95,11,880,95,266,76,92,132,35,27,56,3,781,1171,3777,1195,1367,2388,833,303,1135,268,12442
LGA24650,4,16,18,12,4,7,19,28,6,128,3,9,30,32,10,67,4,51,5,210,0,0,0,0,0,0,0,0,3,9,0,0,3,0,0,0,0,0,0,0,8,7,9,14,0,18,49,15,0,116,2194,3131,3851,3816,2024,2098,2846,2233,412,22613,76,85,289,260,104,662,171,525,46,2217,37,0,54,0,5,6,160,54,4,323,10,3,9,15,5,8,13,3,0,56,4,13,11,9,8,7,7,11,0,63,21,35,27,16,23,17,40,20,10,214,39,37,37,79,40,66,6,53,8,365,2398,3336,4339,4237,2229,2961,3322,2993,499,26310,0,14,10,11,5,11,8,13,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,4,0,0,18,0,5,0,0,0,0,3,3,0,12,0,4,0,0,3,0,4,0,0,15,5,22,19,17,13,14,12,22,0,121
LGA24780,0,0,0,0,0,0,0,0,0,4,0,7,9,9,3,8,8,33,7,84,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,3,8,4,9,0,3,0,13,0,39,2239,2822,2360,2193,1800,1475,1192,1991,278,16346,111,123,167,146,69,326,64,564,64,1631,14,0,31,0,6,0,49,19,0,119,17,8,13,12,0,5,12,8,3,78,5,30,13,16,12,11,8,19,3,108,34,4,13,3,3,0,4,18,4,92,191,105,74,83,69,79,43,116,4,776,2612,3104,2682,2472,1958,1925,1374,2783,372,19285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA24850,0,6,6,0,0,5,0,8,0,26,0,0,0,12,0,0,0,3,0,25,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,935,1445,1377,1378,777,728,612,1068,141,8467,24,35,102,66,28,190,19,218,3,681,19,0,18,0,0,4,55,16,6,120,7,4,3,8,0,0,3,6,0,29,6,10,8,6,4,6,0,6,3,44,5,4,10,13,7,3,4,5,3,63,74,50,48,190,25,51,68,79,16,600,1077,1548,1584,1680,843,987,760,1408,179,10067,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,12
LGA24900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,1144,1090,1197,814,727,582,607,1279,97,7533,37,39,68,60,26,121,16,217,9,593,12,0,9,0,0,3,41,9,0,74,31,0,4,0,0,5,0,3,0,43,9,15,21,3,9,7,5,21,0,87,20,0,9,0,0,4,0,10,0,48,186,42,43,67,26,65,20,94,13,564,1440,1183,1355,945,792,780,692,1639,125,8947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA24970,56,314,174,211,126,74,69,166,34,1215,37,181,106,209,109,132,75,227,20,1103,0,4,0,0,0,0,0,3,8,17,4,10,9,3,9,5,0,6,0,35,15,24,21,47,16,18,37,43,8,231,8101,15190,9490,6346,7513,4286,4060,4491,1098,60589,170,424,303,470,339,641,177,650,67,3241,28,4,85,4,29,13,119,43,9,342,19,42,34,22,24,14,34,24,7,225,47,164,47,38,20,24,27,49,12,423,48,99,56,67,75,28,46,42,20,477,109,431,151,354,131,184,47,168,29,1611,8642,16894,10486,7771,8384,5429,4691,5910,1296,69517,31,229,68,126,80,61,41,112,11,744,0,0,0,0,0,0,0,0,0,0,4,28,17,7,13,9,8,5,0,89,8,54,31,32,22,7,7,7,0,162,4,22,8,14,13,6,4,14,0,82,7,24,6,4,8,8,5,5,0,67,48,352,122,184,127,83,61,140,14,1136
LGA25060,21,78,83,134,36,39,13,92,9,493,7,16,22,69,18,41,8,39,5,234,0,0,0,0,0,0,0,0,0,8,13,42,34,82,34,42,7,52,9,318,9,10,9,18,7,13,11,17,0,89,2406,3603,3369,3172,2443,2098,856,1474,351,19765,91,99,147,264,122,502,23,304,22,1574,14,0,27,0,8,0,40,17,8,115,6,21,18,14,11,6,10,8,3,92,21,72,25,31,18,18,3,38,3,232,17,28,22,16,21,16,3,12,6,146,89,185,74,209,95,184,14,110,8,973,2696,4153,3826,4002,2806,2959,992,2159,424,24019,3,12,19,38,9,26,9,34,0,138,0,0,0,0,0,0,0,0,0,0,0,9,14,23,7,8,0,15,0,84,4,13,9,12,0,3,0,9,0,49,0,9,0,11,3,5,0,3,0,25,0,6,0,0,4,0,0,0,0,14,10,49,40,85,20,41,7,54,4,314
LGA25150,0,12,7,4,4,0,0,8,0,36,0,0,0,11,0,5,5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,649,940,1057,872,546,457,586,702,84,5884,29,29,108,53,7,132,16,161,13,553,15,0,19,0,4,0,53,17,0,102,0,0,3,0,0,0,3,0,0,14,0,6,4,3,0,0,3,9,0,19,11,10,3,0,9,0,0,8,0,34,79,32,44,26,29,29,12,35,3,293,787,1029,1241,969,594,628,669,940,102,6970,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,4,6,0,16
LGA25250,21,78,85,159,44,56,39,105,9,596,12,28,25,83,16,29,31,50,5,289,0,3,8,0,0,0,0,0,0,18,22,81,58,119,35,88,23,78,7,510,13,15,18,29,7,11,40,21,0,156,2672,3844,3901,3611,2109,1746,1469,1983,364,21696,91,132,207,233,115,322,55,285,20,1466,21,5,46,0,5,0,64,37,0,175,11,24,29,29,0,8,24,23,0,140,99,248,129,151,40,95,53,86,5,903,31,58,30,26,25,15,24,13,6,234,178,271,166,378,118,208,50,162,13,1540,3168,4781,4699,4823,2509,2590,1855,2845,452,27722,6,21,25,54,23,27,10,52,5,233,0,0,0,0,0,0,0,0,0,0,11,33,14,20,6,9,6,21,0,120,0,9,3,7,5,5,6,4,0,42,0,3,8,8,4,4,0,5,0,35,7,4,0,0,3,7,0,7,0,28,23,77,59,87,41,44,23,88,13,461
LGA25340,3,5,8,6,3,5,3,9,5,52,3,11,60,72,0,64,3,49,0,266,0,0,5,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,6,4,5,0,3,3,7,5,43,4086,4871,6903,5223,2853,3276,1569,3860,477,33118,133,94,359,370,67,692,62,742,33,2548,35,6,95,3,6,3,88,66,3,304,12,12,27,12,9,5,8,11,4,87,18,29,52,28,13,28,13,27,7,216,36,37,55,80,19,14,9,25,19,279,236,133,522,421,83,156,24,152,28,1752,4570,5205,8081,6214,3052,4254,1778,4946,573,38674,0,4,8,4,0,4,0,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,9,10,0,6,0,5,0,36
LGA25430,0,5,0,5,4,7,0,15,0,37,0,0,5,0,0,6,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,8,515,694,714,656,384,258,278,924,61,4471,11,12,47,30,12,66,10,113,5,308,3,0,13,0,0,0,18,4,0,38,3,0,0,3,0,0,0,6,0,15,10,27,12,20,6,4,3,21,6,99,0,3,3,3,0,0,4,0,0,17,69,55,36,29,23,43,8,41,4,310,613,798,827,748,422,382,317,1128,72,5317,0,0,0,0,0,4,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,6,0,5,0,4,0,4,0,13,0,18
LGA25490,0,0,0,0,0,0,0,7,4,20,0,0,0,0,0,5,0,4,0,14,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,778,360,569,316,204,191,366,811,70,3669,22,6,42,16,10,29,7,80,8,218,22,0,11,0,0,0,32,6,0,69,47,0,5,0,0,0,0,12,0,57,3,3,4,4,6,0,0,4,0,24,44,0,5,0,0,0,3,3,0,62,220,17,22,23,16,24,17,61,4,401,1135,388,660,362,234,249,433,999,88,4549,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
LGA25620,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,339,498,348,220,186,173,359,35,2626,18,11,26,29,15,19,0,52,5,167,0,0,17,0,0,0,16,6,3,44,6,0,0,0,0,3,0,0,0,8,5,6,0,3,0,0,0,0,0,16,13,0,0,0,9,0,0,0,0,28,82,39,25,31,26,31,10,36,7,296,599,398,570,416,265,243,200,456,47,3194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA25710,7,10,7,14,0,7,0,11,0,51,4,5,15,26,0,12,3,18,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,9,873,1300,1597,1322,630,633,300,597,97,7336,24,22,52,106,24,145,11,143,11,536,16,0,22,0,0,0,31,7,0,82,0,3,8,4,3,0,0,0,0,24,0,3,3,3,0,3,3,8,0,26,4,4,12,10,8,6,4,0,0,47,49,44,34,36,32,42,7,41,0,284,988,1394,1753,1515,698,842,360,813,112,8467,0,3,3,3,0,5,0,9,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,7,0,4,6,5,7,4,0,14,0,44
LGA25810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,420,445,488,275,197,292,554,48,3173,19,12,26,25,7,39,3,121,8,271,19,0,0,0,0,3,17,3,0,44,6,0,3,0,0,0,0,0,0,3,4,3,4,9,4,0,4,18,0,47,27,0,0,0,0,0,0,0,0,36,89,29,32,48,21,23,11,63,4,319,616,461,511,575,312,278,326,769,59,3905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA25900,135,364,251,204,250,116,36,236,54,1653,20,39,29,47,43,54,10,31,7,280,3,3,0,7,0,0,0,6,0,17,154,438,214,348,274,193,37,168,25,1851,20,42,15,19,19,13,31,7,3,167,4727,5258,4150,2430,3083,1864,1640,1569,414,25134,138,177,154,181,221,159,48,136,26,1223,23,0,39,0,33,4,58,15,7,174,48,53,55,20,17,16,69,42,9,316,166,374,110,118,95,75,129,74,19,1161,52,95,29,27,64,29,32,34,23,392,427,643,226,469,306,273,40,158,35,2580,5912,7486,5265,3885,4409,2795,2122,2469,621,34949,22,57,40,30,42,24,17,66,13,317,0,0,0,0,0,0,0,0,0,0,65,187,75,103,145,64,12,78,7,739,27,63,55,16,29,16,3,27,15,249,0,3,4,10,13,3,0,4,0,45,0,27,12,6,8,5,0,6,3,72,120,338,179,170,242,110,37,182,40,1416
LGA25990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,162,150,240,92,57,85,185,15,1237,18,4,14,14,3,6,4,22,0,79,10,0,3,0,0,0,13,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,11,0,0,0,0,0,0,0,0,18,45,10,10,7,7,15,10,9,3,122,340,177,179,265,99,76,105,224,15,1486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,136,158,138,113,64,14,90,10,832,3,0,6,12,4,8,0,9,0,43,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,10,0,5,0,4,0,3,0,25,0,0,0,0,0,0,0,0,0,5,13,7,5,3,6,6,0,4,0,42,138,161,173,158,126,81,11,110,13,967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26170,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,976,1135,1125,752,649,557,621,945,105,6864,43,22,51,50,16,95,13,134,16,425,12,0,15,0,0,0,39,11,0,82,35,0,7,0,0,0,4,4,0,51,4,5,12,7,5,4,6,4,0,44,44,4,5,0,0,0,4,9,0,72,236,53,52,64,39,59,18,85,8,609,1351,1213,1263,868,709,721,698,1190,129,8151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
