POW_LGA_CODE_2021,CoPSW_PINS_A_65_74,CoPSW_PINS_A_75ov,CoPSW_PINS_Tot,CoPSW_Tot_A_15_19,CoPSW_Tot_A_20_24,CoPSW_Tot_A_25_34,CoPSW_Tot_A_35_44,CoPSW_Tot_A_45_54,CoPSW_Tot_A_55_64,CoPSW_Tot_A_65_74,CoPSW_Tot_A_75ov,CoPSW_Tot_Tot,ClAW_NNI_A_15_19,ClAW_NNI_A_20_24,ClAW_NNI_A_25_34,ClAW_NNI_A_35_44,ClAW_NNI_A_45_54,ClAW_NNI_A_55_64,ClAW_NNI_A_65_74,ClAW_NNI_A_75ov,ClAW_NNI_Tot,ClAW_1_149_A_15_19,ClAW_1_149_A_20_24,ClAW_1_149_A_25_34,ClAW_1_149_A_35_44,ClAW_1_149_A_45_54,ClAW_1_149_A_55_64,ClAW_1_149_A_65_74,ClAW_1_149_A_75ov,ClAW_1_149_Tot,ClAW_150_299_A_15_19,ClAW_150_299_A_20_24,ClAW_150_299_A_25_34,ClAW_150_299_A_35_44,ClAW_150_299_A_45_54,ClAW_150_299_A_55_64,ClAW_150_299_A_65_74,ClAW_150_299_A_75ov,ClAW_150_299_Tot,ClAW_300_399_A_15_19,ClAW_300_399_A_20_24,ClAW_300_399_A_25_34,ClAW_300_399_A_35_44,ClAW_300_399_A_45_54,ClAW_300_399_A_55_64,ClAW_300_399_A_65_74,ClAW_300_399_A_75ov,ClAW_300_399_Tot,ClAW_400_499_A_15_19,ClAW_400_499_A_20_24,ClAW_400_499_A_25_34,ClAW_400_499_A_35_44,ClAW_400_499_A_45_54,ClAW_400_499_A_55_64,ClAW_400_499_A_65_74,ClAW_400_499_A_75ov,ClAW_400_499_Tot,ClAW_500_649_A_15_19,ClAW_500_649_A_20_24,ClAW_500_649_A_25_34,ClAW_500_649_A_35_44,ClAW_500_649_A_45_54,ClAW_500_649_A_55_64,ClAW_500_649_A_65_74,ClAW_500_649_A_75ov,ClAW_500_649_Tot,ClAW_650_799_A_15_19,ClAW_650_799_A_20_24,ClAW_650_799_A_25_34,ClAW_650_799_A_35_44,ClAW_650_799_A_45_54,ClAW_650_799_A_55_64,ClAW_650_799_A_65_74,ClAW_650_799_A_75ov,ClAW_650_799_Tot,ClAW_800_999_A_15_19,ClAW_800_999_A_20_24,ClAW_800_999_A_25_34,ClAW_800_999_A_35_44,ClAW_800_999_A_45_54,ClAW_800_999_A_55_64,ClAW_800_999_A_65_74,ClAW_800_999_A_75ov,ClAW_800_999_Tot,ClAW_1000_1249_A_15_19,ClAW_1000_1249_A_20_24,ClAW_1000_1249_A_25_34,ClAW_1000_1249_A_35_44,ClAW_1000_1249_A_45_54,ClAW_1000_1249_A_55_64,ClAW_1000_1249_A_65_74,ClAW_1000_1249_A_75ov,ClAW_1000_1249_Tot,ClAW_1250_1499_A_15_19,ClAW_1250_1499_A_20_24,ClAW_1250_1499_A_25_34,ClAW_1250_1499_A_35_44,ClAW_1250_1499_A_45_54,ClAW_1250_1499_A_55_64,ClAW_1250_1499_A_65_74,ClAW_1250_1499_A_75ov,ClAW_1250_1499_Tot,ClAW_1500_1749_A_15_19,ClAW_1500_1749_A_20_24,ClAW_1500_1749_A_25_34,ClAW_1500_1749_A_35_44,ClAW_1500_1749_A_45_54,ClAW_1500_1749_A_55_64,ClAW_1500_1749_A_65_74,ClAW_1500_1749_A_75ov,ClAW_1500_1749_Tot,ClAW_1750_1999_A_15_19,ClAW_1750_1999_A_20_24,ClAW_1750_1999_A_25_34,ClAW_1750_1999_A_35_44,ClAW_1750_1999_A_45_54,ClAW_1750_1999_A_55_64,ClAW_1750_1999_A_65_74,ClAW_1750_1999_A_75ov,ClAW_1750_1999_Tot,ClAW_2000_2999_A_15_19,ClAW_2000_2999_A_20_24,ClAW_2000_2999_A_25_34,ClAW_2000_2999_A_35_44,ClAW_2000_2999_A_45_54,ClAW_2000_2999_A_55_64,ClAW_2000_2999_A_65_74,ClAW_2000_2999_A_75ov,ClAW_2000_2999_Tot,ClAW_3000_3499_A_15_19,ClAW_3000_3499_A_20_24,ClAW_3000_3499_A_25_34,ClAW_3000_3499_A_35_44,ClAW_3000_3499_A_45_54,ClAW_3000_3499_A_55_64,ClAW_3000_3499_A_65_74,ClAW_3000_3499_A_75ov,ClAW_3000_3499_Tot,ClAW_3500mo_A_15_19,ClAW_3500mo_A_20_24,ClAW_3500mo_A_25_34,ClAW_3500mo_A_35_44,ClAW_3500mo_A_45_54,ClAW_3500mo_A_55_64,ClAW_3500mo_A_65_74,ClAW_3500mo_A_75ov,ClAW_3500mo_Tot,ClAW_PINS_A_15_19,ClAW_PINS_A_20_24,ClAW_PINS_A_25_34,ClAW_PINS_A_35_44,ClAW_PINS_A_45_54,ClAW_PINS_A_55_64,ClAW_PINS_A_65_74,ClAW_PINS_A_75ov,ClAW_PINS_Tot,ClAW_Tot_A_15_19,ClAW_Tot_A_20_24,ClAW_Tot_A_25_34,ClAW_Tot_A_35_44,ClAW_Tot_A_45_54,ClAW_Tot_A_55_64,ClAW_Tot_A_65_74,ClAW_Tot_A_75ov,ClAW_Tot_Tot,SW_NNI_A_15_19,SW_NNI_A_20_24,SW_NNI_A_25_34,SW_NNI_A_35_44,SW_NNI_A_45_54,SW_NNI_A_55_64,SW_NNI_A_65_74,SW_NNI_A_75ov,SW_NNI_Tot,SW_1_149_A_15_19,SW_1_149_A_20_24,SW_1_149_A_25_34,SW_1_149_A_35_44,SW_1_149_A_45_54,SW_1_149_A_55_64,SW_1_149_A_65_74,SW_1_149_A_75ov,SW_1_149_Tot,SW_150_299_A_15_19,SW_150_299_A_20_24,SW_150_299_A_25_34,SW_150_299_A_35_44,SW_150_299_A_45_54,SW_150_299_A_55_64,SW_150_299_A_65_74,SW_150_299_A_75ov,SW_150_299_Tot,SW_300_399_A_15_19,SW_300_399_A_20_24,SW_300_399_A_25_34,SW_300_399_A_35_44,SW_300_399_A_45_54,SW_300_399_A_55_64,SW_300_399_A_65_74,SW_300_399_A_75ov
LGA23810,6,0,34,308,530,1074,880,863,708,147,14,4526,0,0,7,5,4,5,0,0,22,16,6,7,3,0,3,0,0,37,11,10,15,19,7,11,6,0,83,8,8,25,24,23,31,12,6,127,17,18,34,30,32,46,10,0,183,14,30,70,91,82,74,35,7,392,4,61,115,105,116,126,23,0,557,15,118,199,184,177,149,28,0,864,9,85,237,207,240,179,22,0,975,3,25,131,141,145,126,18,0,584,0,18,79,106,96,81,14,0,387,0,3,28,46,46,45,7,0,180,0,0,20,41,79,47,7,0,198,0,0,0,5,21,4,6,0,34,0,0,0,7,17,15,0,0,39,4,3,4,6,10,6,4,0,38,88,373,966,1023,1098,949,190,14,4707,22,0,0,0,4,0,0,0,29,427,13,3,6,3,5,5,0,460,222,45,29,13,11,18,5,0,337,73,57,34,26,25,22,7,0
LGA23940,0,0,0,17,15,25,23,40,44,11,0,175,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,8,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,14,0,4,0,4,8,6,3,0,22,0,0,10,4,3,7,5,0,30,0,3,4,7,8,7,3,0,30,0,5,6,6,5,15,3,0,34,0,0,4,3,5,4,0,0,18,0,0,0,3,7,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,9,29,40,48,55,21,0,191,0,0,0,0,0,0,0,0,5,23,0,0,0,0,0,0,0,25,3,0,4,0,0,4,0,0,14,0,0,0,0,0,0,3,0
LGA24130,0,0,25,286,333,443,422,483,350,77,11,2405,3,0,0,3,9,0,3,0,16,12,0,0,6,8,10,3,0,40,6,9,9,15,9,3,0,0,48,0,11,15,18,18,17,9,0,80,4,7,12,16,26,13,10,6,94,4,22,14,40,57,44,31,4,209,0,3,32,35,60,39,19,0,194,0,17,33,51,71,52,18,0,241,0,21,27,47,71,54,18,0,233,0,4,25,36,56,50,9,0,174,0,3,14,26,46,40,12,0,138,0,0,6,17,24,15,3,0,69,0,0,3,12,28,27,5,0,81,0,0,0,0,6,8,0,0,16,0,0,0,7,10,7,0,0,31,0,0,5,0,7,6,0,0,17,32,80,196,319,503,383,151,17,1690,4,0,0,0,0,5,0,0,12,252,7,0,4,3,0,0,0,274,111,26,9,13,9,9,4,0,176,25,31,12,7,19,16,11,0
LGA24210,3,0,36,549,753,1093,893,966,809,190,18,5273,7,4,0,8,0,9,0,0,32,23,8,6,10,11,12,4,3,79,24,31,14,23,22,22,20,0,166,16,17,25,38,18,25,7,4,159,8,35,18,31,49,27,10,8,180,6,28,34,53,68,78,33,7,305,0,29,58,85,83,72,41,9,377,6,45,91,75,119,87,31,6,460,3,28,123,89,126,116,40,11,540,0,14,70,68,121,81,21,8,375,0,4,47,53,82,72,16,3,285,0,6,10,33,43,43,12,3,152,0,0,15,54,74,35,33,0,214,0,0,4,10,15,9,6,0,40,0,0,8,17,25,9,8,0,66,0,0,3,3,12,9,0,3,30,88,248,540,653,867,717,295,62,3463,17,3,3,9,3,4,0,0,35,496,94,3,10,3,11,3,0,624,284,220,41,27,25,23,7,3,632,97,217,55,29,44,43,11,3
LGA24250,0,0,3,63,50,98,89,98,81,28,4,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,13,0,0,0,8,0,0,3,0,7,0,0,0,9,0,5,3,0,22,0,0,0,7,4,7,0,0,27,3,3,3,9,6,3,3,0,33,0,4,11,13,11,10,10,0,55,0,0,7,11,27,17,3,0,69,0,3,11,17,10,15,7,0,69,0,0,0,12,10,9,4,0,41,0,0,0,4,3,9,0,0,22,0,0,0,0,0,9,0,0,10,0,0,0,3,6,3,0,0,12,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,41,87,91,102,39,3,389,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,37,15,0,5,0,0,0,6,0,29,0,4,0,0,3,3,6,0
LGA24330,0,0,42,350,801,1316,982,878,651,128,8,5109,0,4,4,9,3,3,0,0,15,17,8,13,8,7,6,0,0,52,15,37,17,16,6,10,3,0,101,11,29,14,28,20,13,7,0,126,5,34,33,41,26,26,13,3,174,10,42,67,58,59,54,15,3,299,7,59,121,96,90,64,25,5,461,5,59,211,136,154,122,33,0,713,3,51,231,210,213,148,22,0,875,0,18,157,182,159,105,19,5,648,0,10,86,142,137,79,16,0,470,0,0,34,59,78,49,12,0,229,0,0,37,81,93,54,11,0,276,0,0,0,15,15,9,3,0,48,0,0,9,14,16,10,5,0,47,0,0,0,6,16,7,0,0,37,75,342,1038,1072,1098,761,182,11,4579,30,13,0,0,0,5,0,0,53,409,76,9,6,4,3,3,0,511,236,196,38,20,21,19,0,0,536,111,228,64,32,39,43,7,0
LGA24410,0,0,67,558,942,1205,1068,1003,806,176,12,5767,0,0,3,9,10,3,3,0,24,38,11,8,3,8,10,5,0,79,17,25,18,23,22,22,14,0,142,11,30,18,36,32,41,16,0,187,3,26,38,53,58,65,21,10,277,9,53,77,89,108,98,31,3,470,4,64,90,108,144,116,42,7,577,5,93,178,142,187,176,65,4,853,5,60,220,197,281,257,67,4,1085,0,20,131,147,207,165,33,0,708,0,9,50,100,138,97,21,3,411,0,0,38,53,97,60,16,0,262,0,0,35,77,92,65,11,0,278,0,0,4,18,13,11,0,0,44,0,0,4,6,16,15,4,0,57,0,7,5,3,8,16,4,0,42,99,403,912,1052,1433,1219,357,45,5508,20,0,4,8,6,0,0,0,37,679,55,5,8,0,5,4,0,760,368,205,35,24,17,22,12,0,682,120,200,43,37,42,39,13,0
LGA24600,9,0,223,1440,5661,9670,5966,4579,2972,624,33,30952,10,24,89,62,41,20,6,0,251,89,125,51,20,19,18,15,3,341,106,322,107,69,58,60,32,8,760,88,419,223,122,75,73,30,10,1043,80,527,326,205,155,137,76,12,1524,87,760,796,481,355,306,114,15,2917,87,842,1332,890,597,487,182,20,4439,87,1435,2884,1858,1137,836,208,16,8464,58,1870,5622,3464,2231,1581,410,16,15256,15,925,4991,3610,2381,1694,356,15,13996,7,418,3672,3274,2519,1727,331,11,11965,0,105,2006,2472,1831,1130,200,6,7752,4,66,2381,3680,2632,1462,239,10,10475,0,9,316,859,636,341,61,5,2230,0,5,290,1245,1293,518,77,4,3430,5,44,92,105,121,78,26,0,475,735,7907,25180,22427,16083,10474,2369,147,85313,37,34,30,16,10,11,8,0,143,528,164,40,15,11,8,3,3,776,409,550,114,50,32,20,12,3,1189,178,601,240,79,57,58,19,3
LGA24650,0,0,52,326,566,1524,1479,1245,649,122,3,5905,3,0,8,11,8,9,0,0,43,38,7,9,12,11,8,4,0,84,14,19,19,16,18,6,4,0,104,11,10,25,54,24,15,5,0,144,18,20,46,56,32,23,5,0,205,11,25,76,83,64,32,9,4,311,3,47,98,102,99,61,11,0,437,5,68,182,146,153,104,21,5,683,4,60,197,204,184,113,22,0,789,0,14,113,160,128,74,12,0,504,0,4,71,92,100,47,7,0,327,0,7,40,55,37,33,6,0,180,0,0,25,53,56,23,10,0,166,0,0,6,16,10,6,0,0,38,0,0,0,4,17,4,0,0,34,0,0,3,10,7,4,0,0,31,109,302,915,1088,953,581,131,6,4078,29,5,8,5,4,5,0,0,51,593,40,12,14,0,7,0,0,667,370,121,25,19,10,17,0,0,566,103,109,46,38,38,27,5,0
LGA24780,0,0,34,148,344,745,571,602,506,98,4,3026,0,0,3,0,0,6,6,0,19,6,3,3,0,3,0,0,0,23,5,0,5,6,3,9,5,0,40,10,10,10,15,12,13,6,0,76,0,10,16,18,22,24,7,0,100,18,20,31,42,43,41,12,0,213,6,44,57,79,66,76,16,6,353,4,54,88,81,107,83,25,0,440,0,38,110,119,142,142,37,0,597,0,9,47,62,101,73,13,0,309,0,8,33,51,62,59,21,3,230,0,0,10,28,36,22,0,0,97,0,0,8,20,34,22,3,0,98,0,0,0,3,4,4,0,0,14,0,0,3,7,4,9,7,0,21,0,0,3,3,3,7,0,0,19,50,194,443,540,647,579,163,14,2631,15,0,0,0,0,6,0,0,23,319,9,3,5,0,0,0,0,340,156,31,5,9,6,9,4,0,233,50,33,29,9,17,19,5,0
LGA24850,0,0,14,196,349,512,430,394,253,66,4,2202,0,0,3,4,3,4,4,0,19,5,4,0,0,3,0,0,0,22,6,3,5,11,12,3,0,3,43,3,6,13,10,3,8,9,4,52,5,4,12,11,17,18,13,0,79,0,9,24,31,32,36,15,0,159,3,13,27,35,45,31,16,3,164,0,15,45,41,50,44,15,0,212,0,19,48,67,82,57,10,0,274,0,3,26,45,68,42,7,0,194,0,0,19,22,30,27,0,0,101,0,0,0,16,17,11,0,0,54,0,0,3,14,26,6,0,0,51,0,0,0,0,4,4,0,0,14,0,0,0,0,6,0,0,0,14,0,0,0,0,4,8,0,5,16,29,70,234,315,388,308,95,12,1458,9,0,0,0,0,0,0,0,13,195,7,0,0,0,0,0,0,206,130,20,11,6,10,6,0,0,181,26,29,10,9,15,10,9,0
LGA24900,0,0,9,109,141,256,200,242,217,52,3,1219,0,0,0,3,0,0,0,0,11,3,0,0,0,3,5,0,0,17,5,3,4,6,9,3,5,0,43,0,4,3,6,4,4,0,6,30,8,0,15,20,13,16,6,0,77,0,0,14,27,20,18,9,0,99,0,9,15,39,50,27,13,0,157,0,16,30,28,55,49,7,0,191,0,9,33,40,44,44,10,0,178,0,0,15,24,37,26,9,0,116,0,3,5,14,19,26,6,0,72,0,0,0,13,7,6,6,0,24,0,0,0,9,16,12,4,0,37,0,0,0,3,0,6,0,0,8,0,0,0,0,5,4,0,0,12,0,0,3,0,8,5,0,0,15,22,49,140,230,298,258,80,9,1082,4,0,0,0,0,0,0,0,6,138,3,0,0,0,0,0,0,149,69,6,4,6,0,4,0,0,91,16,10,6,5,14,5,5,0
LGA24970,9,0,70,780,1712,2554,2007,2048,1482,362,27,10966,6,9,14,13,20,11,3,5,90,55,39,19,17,15,19,13,0,177,61,101,41,47,37,42,18,3,336,36,104,69,70,67,58,40,7,448,30,139,87,117,114,100,43,8,634,30,175,158,194,216,187,92,10,1067,21,198,276,288,292,274,86,4,1440,23,283,575,467,476,436,109,11,2369,7,257,804,681,740,615,152,10,3275,0,84,518,592,587,460,107,4,2344,0,31,303,420,465,363,73,9,1658,0,11,149,220,254,216,41,6,900,0,3,136,288,322,190,42,4,981,0,0,14,53,62,36,7,0,174,0,0,15,38,68,48,12,0,188,0,6,9,16,23,17,18,3,95,280,1438,3194,3525,3747,3071,852,75,16179,35,8,10,14,6,0,0,0,77,658,92,19,19,15,13,0,0,814,371,252,31,31,47,37,10,0,786,125,264,82,65,52,50,11,4
LGA25060,0,0,43,512,962,1481,1128,1086,712,143,12,6032,8,0,0,6,10,3,3,0,35,24,17,0,7,8,3,0,0,60,30,28,16,24,24,22,15,5,156,12,41,32,31,30,35,13,0,201,9,38,38,48,39,35,18,0,227,11,46,64,89,114,75,34,4,437,15,77,121,123,135,109,38,5,629,6,103,167,161,180,149,39,0,801,9,66,233,190,260,182,47,6,984,0,30,178,170,213,161,31,0,780,0,11,109,126,178,116,22,4,564,0,3,47,72,86,78,10,0,295,0,4,59,115,115,71,22,3,381,0,0,4,24,26,15,7,0,79,0,0,8,28,40,17,4,0,91,0,0,3,11,18,8,3,0,53,120,479,1071,1222,1459,1084,305,25,5776,28,9,5,3,3,5,0,0,49,624,64,8,4,7,3,6,0,718,337,181,34,16,15,26,4,0,623,108,151,54,32,38,42,15,0
LGA25150,0,0,15,112,158,301,273,223,198,29,3,1288,0,0,0,4,0,4,0,0,8,7,0,4,0,0,5,4,0,18,0,4,7,6,3,10,0,0,35,5,0,8,12,13,11,9,0,58,0,0,11,20,12,12,11,0,56,0,11,11,25,13,20,13,3,97,4,17,22,21,37,35,6,0,142,0,21,38,26,43,29,7,4,161,0,10,35,38,42,39,13,0,177,0,3,19,28,27,23,9,0,105,0,3,12,20,21,30,6,0,84,0,0,10,11,3,9,0,0,37,0,0,3,7,18,9,0,0,39,0,0,0,0,8,0,0,0,10,0,0,0,5,8,5,3,0,11,3,0,6,6,9,5,0,0,15,18,66,183,227,252,232,76,6,1063,4,0,0,0,0,0,0,0,8,161,4,0,0,3,0,0,0,171,71,24,9,7,3,11,0,0,125,20,31,11,5,7,7,0,0
LGA25250,8,0,45,341,1051,2047,1451,1158,800,182,11,7051,0,0,4,3,9,4,5,0,33,11,19,3,8,4,13,4,0,60,20,33,23,30,11,15,6,0,142,22,37,24,44,34,32,3,0,190,5,47,57,33,46,36,11,3,245,7,63,65,82,75,87,27,4,410,10,60,112,97,106,97,34,7,513,0,83,180,128,160,103,31,6,679,0,56,172,162,183,178,33,0,789,0,13,138,134,158,132,28,4,610,0,0,74,96,117,98,14,0,400,0,7,37,46,62,41,8,0,194,0,7,24,52,70,55,10,0,221,0,0,3,16,9,4,0,0,44,0,0,0,13,13,16,5,0,49,0,4,6,8,10,9,3,0,48,76,423,924,953,1069,917,235,23,4629,23,4,0,3,0,4,8,0,39,360,44,10,4,0,3,3,0,424,181,117,24,15,20,15,7,0,379,73,140,44,38,26,28,10,0
LGA25340,0,0,52,1197,1596,1756,1427,1633,1241,282,17,9150,0,0,7,8,15,10,5,0,43,30,10,8,11,6,24,8,4,99,16,14,21,27,20,28,32,0,165,9,18,38,45,55,53,25,7,258,5,30,51,62,65,83,41,11,361,14,43,78,97,129,122,66,15,565,7,52,92,140,161,195,76,6,727,4,72,140,159,253,219,86,8,932,4,43,166,170,276,251,75,4,983,0,14,87,130,209,161,38,4,639,0,0,41,100,119,135,17,4,412,0,0,22,58,70,65,27,0,244,0,0,35,66,87,85,20,3,292,0,0,8,7,16,15,0,6,56,0,0,3,19,28,21,15,0,92,0,4,3,10,20,17,5,0,58,98,304,793,1113,1522,1482,531,75,5926,30,0,11,0,6,7,4,0,61,837,38,4,6,10,6,4,0,912,431,142,20,29,38,31,18,0,710,114,140,61,39,44,53,29,3
LGA25430,0,0,7,64,78,166,191,257,237,53,4,1048,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,4,0,15,0,0,0,0,4,0,4,0,9,0,0,3,0,3,9,7,0,28,0,0,7,7,12,11,0,0,42,0,0,14,7,23,21,16,0,80,3,12,16,15,18,19,8,0,90,0,5,15,20,18,27,7,0,99,0,6,24,18,27,31,14,0,125,0,3,5,12,18,17,7,0,62,0,0,6,11,15,16,9,0,58,0,0,3,10,9,10,3,0,36,0,0,0,0,12,11,0,0,23,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,3,7,26,91,114,170,188,75,10,675,3,0,0,0,0,0,0,0,3,75,6,0,0,3,0,0,0,77,32,6,0,3,5,8,4,0,57,8,6,9,3,5,13,4,0
LGA25490,0,0,0,57,56,85,76,107,90,19,5,491,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,10,0,0,0,0,4,0,8,0,11,0,0,3,0,3,3,3,0,16,4,0,0,0,5,9,3,0,25,0,4,9,3,13,6,3,0,30,0,6,9,10,14,14,5,0,45,0,0,6,7,23,9,5,0,53,0,0,13,12,12,20,5,0,74,0,0,8,11,17,21,0,0,58,0,0,4,12,12,0,5,0,38,0,0,0,9,0,10,0,0,18,0,0,0,8,3,5,0,0,16,0,0,0,0,0,3,0,0,4,0,0,3,0,0,4,0,0,11,0,0,0,0,0,0,0,0,8,9,13,59,78,103,112,38,5,423,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,4,0,51,10,9,0,0,0,5,0,0,26,8,0,5,4,5,5,5,0
LGA25620,0,0,5,76,92,114,99,100,100,36,0,620,0,0,0,3,0,0,0,0,9,3,0,0,4,0,0,0,0,16,0,0,0,7,0,7,0,0,15,0,0,5,3,9,4,0,0,18,0,0,11,5,5,3,9,6,22,0,0,9,12,9,14,4,3,56,0,3,7,12,23,10,3,0,64,0,6,6,17,10,20,3,0,68,0,0,10,10,22,27,6,0,74,0,0,11,13,9,8,0,0,42,0,0,4,4,14,10,4,0,35,0,0,0,0,5,8,0,0,13,0,0,0,5,6,3,0,0,19,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,4,0,0,3,0,0,0,0,0,6,8,9,69,84,125,118,33,7,460,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,28,10,6,0,0,6,3,3,0,23,0,0,4,5,4,0,0,0
LGA25710,0,0,17,331,402,458,409,453,306,63,6,2427,0,0,0,0,3,7,0,0,8,12,3,0,3,5,9,0,4,38,12,15,4,8,10,12,10,0,74,8,9,5,15,18,16,15,0,85,0,15,13,22,11,31,6,4,109,4,11,12,32,47,50,15,0,175,0,5,26,30,66,47,16,3,188,0,17,20,36,82,51,20,0,237,0,8,46,57,80,58,16,0,266,0,10,23,40,59,42,17,0,185,0,3,9,25,51,29,16,3,145,0,0,4,21,16,30,7,0,78,0,0,10,18,32,16,7,0,91,0,0,0,3,4,11,0,0,24,0,0,3,8,13,5,4,0,32,0,0,4,3,0,5,8,0,25,35,100,190,326,503,419,162,25,1750,0,3,0,0,0,0,0,0,8,227,12,0,3,0,0,0,0,246,120,29,4,4,6,5,0,0,174,39,41,6,3,8,13,0,0
LGA25810,0,0,3,41,103,158,113,148,140,42,3,748,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,5,0,0,0,0,0,0,0,8,0,0,0,4,5,4,0,0,19,0,0,4,6,9,5,0,0,28,0,3,4,9,5,18,9,3,52,0,5,12,17,16,15,5,0,66,3,4,11,9,20,17,6,3,71,0,0,12,14,29,17,3,0,77,0,0,7,5,16,15,0,0,45,0,0,3,4,12,12,6,0,24,0,3,5,0,5,8,0,0,16,0,0,0,0,0,6,5,0,10,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,8,9,21,63,74,104,124,33,8,442,3,0,0,0,4,0,0,0,4,41,0,0,0,4,0,0,0,54,16,0,0,0,4,3,0,0,26,10,0,3,3,0,0,3,0
LGA25900,0,0,43,503,1311,2124,1155,809,579,153,18,6653,4,3,10,7,4,4,6,0,44,35,26,11,0,6,6,8,0,101,36,47,21,21,9,16,9,3,173,28,71,38,29,31,23,15,12,251,25,69,61,52,45,37,20,5,319,19,127,128,91,93,66,34,6,562,22,131,186,145,105,94,48,0,742,36,235,493,258,229,162,53,9,1463,12,218,832,429,352,263,85,3,2198,5,79,549,404,296,225,52,3,1610,0,36,336,324,263,182,30,4,1182,0,10,170,183,167,99,28,0,658,0,6,180,275,236,130,30,7,860,0,0,30,68,55,39,16,0,202,0,0,16,76,115,44,7,0,265,0,7,12,13,16,8,4,3,54,217,1071,3075,2379,2011,1410,447,58,10669,4,0,6,7,0,0,3,0,23,186,29,12,12,5,0,0,0,242,117,92,31,11,15,16,3,0,285,43,92,44,34,21,21,15,0
LGA25990,0,0,4,17,28,58,57,91,72,14,4,344,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,7,0,0,0,7,0,0,0,0,7,0,0,0,0,0,7,0,0,7,0,0,0,0,6,6,3,0,17,0,0,4,4,8,3,8,0,24,0,0,0,4,9,6,0,0,17,0,0,3,3,6,6,0,0,22,0,0,3,3,5,3,0,0,25,0,0,0,4,7,3,0,0,16,0,0,0,0,4,7,0,0,13,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,7,0,0,12,35,58,52,14,3,175,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,13,0,4,0,5,0,0,0,0,4,0,0,3,0,3,5,0,0
LGA26080,0,0,4,34,48,31,22,40,47,4,0,232,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,4,0,6,0,0,0,4,9,8,0,0,15,0,0,3,3,3,0,0,0,13,0,3,3,8,5,13,0,0,29,0,0,3,4,13,12,5,0,40,0,0,5,3,9,7,3,0,22,0,0,3,0,8,8,0,0,25,0,0,0,5,6,7,3,0,17,0,0,0,0,4,5,0,0,8,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,11,17,35,53,61,21,0,206,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,13,12,5,0,0,3,0,0,0,20,0,0,0,0,0,0,0,0
LGA26170,0,0,21,156,133,223,204,239,201,60,6,1218,0,0,4,0,4,3,0,0,17,11,4,3,0,3,0,0,0,21,0,4,0,7,10,10,5,0,37,3,5,8,10,13,11,12,4,53,0,4,3,11,22,20,12,0,77,4,8,19,23,29,35,13,0,124,0,8,20,21,36,41,13,0,149,0,17,36,41,46,31,6,0,175,0,14,18,26,68,46,14,0,184,0,6,14,28,27,30,11,0,115,0,0,9,21,29,22,5,0,87,0,0,10,8,18,17,3,0,53,0,0,8,14,17,12,0,0,51,0,0,0,3,0,0,4,0,10,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,6,21,67,143,216,320,277,102,12,1145,3,0,4,5,0,0,0,0,8,131,4,4,0,4,0,0,0,146,64,13,8,11,3,9,3,0,104,18,5,15,4,6,6,8,0
