POW_LGA_CODE_2021,M_M1_Train_15_24,M_M1_Train_25_34,M_M1_Train_35_44,M_M1_Train_45_54,M_M1_Train_55_64,M_M1_Train_65_74,M_M1_Train_75ov,M_M1_Train_Tot,M_M1_Bus_15_24,M_M1_Bus_25_34,M_M1_Bus_35_44,M_M1_Bus_45_54,M_M1_Bus_55_64,M_M1_Bus_65_74,M_M1_Bus_75ov,M_M1_Bus_Tot,M_M1_Ferry_15_24,M_M1_Ferry_25_34,M_M1_Ferry_35_44,M_M1_Ferry_45_54,M_M1_Ferry_55_64,M_M1_Ferry_65_74,M_M1_Ferry_75ov,M_M1_Ferry_Tot,M_M1_Tram_or_LR_15_24,M_M1_Tram_or_LR_25_34,M_M1_Tram_or_LR_35_44,M_M1_Tram_or_LR_45_54,M_M1_Tram_or_LR_55_64,M_M1_Tram_or_LR_65_74,M_M1_Tram_or_LR_75ov,M_M1_Tram_or_LR_Tot,M_M1_Taxi_or_RSS_15_24,M_M1_Taxi_or_RSS_25_34,M_M1_Taxi_or_RSS_35_44,M_M1_Taxi_or_RSS_45_54,M_M1_Taxi_or_RSS_55_64,M_M1_Taxi_or_RSS_65_74,M_M1_Taxi_or_RSS_75ov,M_M1_Taxi_or_RSS_Tot,M_M1_CarAsDriv_15_24,M_M1_CarAsDriv_25_34,M_M1_CarAsDriv_35_44,M_M1_CarAsDriv_45_54,M_M1_CarAsDriv_55_64,M_M1_CarAsDriv_65_74,M_M1_CarAsDriv_75ov,M_M1_CarAsDriv_Tot,M_M1_CarAsPas_15_24,M_M1_CarAsPas_25_34,M_M1_CarAsPas_35_44,M_M1_CarAsPas_45_54,M_M1_CarAsPas_55_64,M_M1_CarAsPas_65_74,M_M1_CarAsPas_75ov,M_M1_CarAsPas_Tot,M_M1_Truck_15_24,M_M1_Truck_25_34,M_M1_Truck_35_44,M_M1_Truck_45_54,M_M1_Truck_55_64,M_M1_Truck_65_74,M_M1_Truck_75ov,M_M1_Truck_Tot,M_M1_MBikeScoot_15_24,M_M1_MBikeScoot_25_34,M_M1_MBikeScoot_35_44,M_M1_MBikeScoot_45_54,M_M1_MBikeScoot_55_64,M_M1_MBikeScoot_65_74,M_M1_MBikeScoot_75ov,M_M1_MBikeScoot_Tot,M_M1_Bicycle_15_24,M_M1_Bicycle_25_34,M_M1_Bicycle_35_44,M_M1_Bicycle_45_54,M_M1_Bicycle_55_64,M_M1_Bicycle_65_74,M_M1_Bicycle_75ov,M_M1_Bicycle_Tot,M_M1_Other_15_24,M_M1_Other_25_34,M_M1_Other_35_44,M_M1_Other_45_54,M_M1_Other_55_64,M_M1_Other_65_74,M_M1_Other_75ov,M_M1_Other_Tot,M_M1_WlkOnly_15_24,M_M1_WlkOnly_25_34,M_M1_WlkOnly_35_44,M_M1_WlkOnly_45_54,M_M1_WlkOnly_55_64,M_M1_WlkOnly_65_74,M_M1_WlkOnly_75ov,M_M1_WlkOnly_Tot,M_M1_Tot_M1_15_24,M_M1_Tot_M1_25_34,M_M1_Tot_M1_35_44,M_M1_Tot_M1_45_54,M_M1_Tot_M1_55_64,M_M1_Tot_M1_65_74,M_M1_Tot_M1_75ov,M_M1_Tot_M1_Tot,M_M2_TrnBus_15_24,M_M2_TrnBus_25_34,M_M2_TrnBus_35_44,M_M2_TrnBus_45_54,M_M2_TrnBus_55_64,M_M2_TrnBus_65_74,M_M2_TrnBus_75ov,M_M2_TrnBus_Tot,M_M2_TrnFer_15_24,M_M2_TrnFer_25_34,M_M2_TrnFer_35_44,M_M2_TrnFer_45_54,M_M2_TrnFer_55_64,M_M2_TrnFer_65_74,M_M2_TrnFer_75ov,M_M2_TrnFer_Tot,M_M2_TrnTrm_or_LR_15_24,M_M2_TrnTrm_or_LR_25_34,M_M2_TrnTrm_or_LR_35_44,M_M2_TrnTrm_or_LR_45_54,M_M2_TrnTrm_or_LR_55_64,M_M2_TrnTrm_or_LR_65_74,M_M2_TrnTrm_or_LR_75ov,M_M2_TrnTrm_or_LR_Tot,M_M2_TrnCarAsDriv_15_24,M_M2_TrnCarAsDriv_25_34,M_M2_TrnCarAsDriv_35_44,M_M2_TrnCarAsDriv_45_54,M_M2_TrnCarAsDriv_55_64,M_M2_TrnCarAsDriv_65_74,M_M2_TrnCarAsDriv_75ov,M_M2_TrnCarAsDriv_Tot,M_M2_TrnCarAsPas_15_24,M_M2_TrnCarAsPas_25_34,M_M2_TrnCarAsPas_35_44,M_M2_TrnCarAsPas_45_54,M_M2_TrnCarAsPas_55_64,M_M2_TrnCarAsPas_65_74,M_M2_TrnCarAsPas_75ov,M_M2_TrnCarAsPas_Tot,M_M2_TrnOth_15_24,M_M2_TrnOth_25_34,M_M2_TrnOth_35_44,M_M2_TrnOth_45_54,M_M2_TrnOth_55_64,M_M2_TrnOth_65_74,M_M2_TrnOth_75ov,M_M2_TrnOth_Tot,M_M2_Train_and_Tot_15_24,M_M2_Train_and_Tot_25_34,M_M2_Train_and_Tot_35_44,M_M2_Train_and_Tot_45_54,M_M2_Train_and_Tot_55_64,M_M2_Train_and_Tot_65_74,M_M2_Train_and_Tot_75ov,M_M2_Train_and_Tot_Tot,M_M2_BusFer_15_24,M_M2_BusFer_25_34,M_M2_BusFer_35_44,M_M2_BusFer_45_54,M_M2_BusFer_55_64,M_M2_BusFer_65_74,M_M2_BusFer_75ov,M_M2_BusFer_Tot,M_M2_BusTrm_or_LR_15_24,M_M2_BusTrm_or_LR_25_34,M_M2_BusTrm_or_LR_35_44,M_M2_BusTrm_or_LR_45_54,M_M2_BusTrm_or_LR_55_64,M_M2_BusTrm_or_LR_65_74,M_M2_BusTrm_or_LR_75ov,M_M2_BusTrm_or_LR_Tot,M_M2_BusCarAsDriv_15_24,M_M2_BusCarAsDriv_25_34,M_M2_BusCarAsDriv_35_44,M_M2_BusCarAsDriv_45_54,M_M2_BusCarAsDriv_55_64,M_M2_BusCarAsDriv_65_74,M_M2_BusCarAsDriv_75ov,M_M2_BusCarAsDriv_Tot,M_M2_BusCarAsPas_15_24,M_M2_BusCarAsPas_25_34,M_M2_BusCarAsPas_35_44,M_M2_BusCarAsPas_45_54,M_M2_BusCarAsPas_55_64,M_M2_BusCarAsPas_65_74,M_M2_BusCarAsPas_75ov,M_M2_BusCarAsPas_Tot,M_M2_BusOth_15_24,M_M2_BusOth_25_34,M_M2_BusOth_35_44,M_M2_BusOth_45_54,M_M2_BusOth_55_64,M_M2_BusOth_65_74,M_M2_BusOth_75ov,M_M2_BusOth_Tot
LGA23670,22,42,24,18,14,4,0,118,81,79,36,36,27,5,0,269,4,4,0,4,0,0,0,8,0,4,0,0,0,0,0,12,13,16,19,5,0,0,0,54,2905,5920,5698,5665,4664,1189,126,26167,788,197,109,75,62,17,0,1259,14,54,63,81,64,36,9,332,23,29,14,21,31,4,0,114,33,35,35,43,51,0,0,201,10,47,39,36,29,15,0,176,90,42,36,47,33,16,8,277,3991,6477,6076,6033,4981,1293,139,28985,29,37,20,16,11,0,0,109,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,3,7,3,6,5,0,0,36,3,0,0,0,0,0,0,3,3,0,3,4,0,0,0,10,42,50,26,24,19,0,4,166,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10,3,9,0,0,3,0,0,18,17,4,0,0,0,0,0,24,5,7,0,0,3,0,0,10
LGA23810,8,6,0,4,9,5,0,25,17,19,5,10,3,3,0,59,0,0,3,0,0,0,0,3,0,4,0,0,0,0,0,4,8,0,0,0,3,0,0,9,1372,2683,2599,2553,2267,521,46,12038,451,140,74,52,28,8,3,758,10,25,21,33,41,12,0,135,9,16,3,16,14,0,0,64,14,11,12,15,11,4,0,64,0,10,4,11,10,3,0,33,72,38,33,37,53,19,8,253,1950,2946,2762,2732,2437,568,59,13450,4,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,10,3,5,0,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,8,4,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0
LGA23940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,167,179,204,209,77,11,917,24,5,9,5,6,0,0,56,0,8,8,3,8,0,0,30,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,6,0,0,3,0,5,11,0,20,21,10,13,20,31,25,13,133,115,194,205,240,271,119,27,1164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA24130,11,3,6,4,3,0,0,29,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691,938,877,874,679,269,37,4372,225,60,22,16,7,3,4,331,3,22,22,42,35,13,3,145,3,3,0,0,0,0,0,11,9,3,4,13,3,5,0,29,0,10,3,3,12,4,0,32,42,27,37,40,58,28,15,234,987,1057,972,995,801,322,58,5189,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,0,0,0,0,0,6,0,0,0,8,0,0,0,7,3,3,0,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA24210,11,12,0,3,0,0,0,34,100,68,38,15,8,9,0,247,0,0,0,0,3,0,0,8,0,3,0,0,0,0,0,0,3,3,0,0,3,0,0,14,1093,1799,1505,1407,1193,361,58,7413,311,44,15,17,20,10,0,423,5,16,25,31,44,11,0,133,8,10,8,9,13,0,0,43,10,7,13,5,4,0,0,40,3,8,5,16,12,5,0,46,64,42,40,32,29,15,6,225,1607,2010,1653,1543,1341,407,63,8627,15,17,3,4,8,4,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,21,24,10,10,9,4,0,70,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,4,0,0,11,18,0,0,0,0,0,0,18,0,0,0,0,0,0,0,4
LGA24250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,204,228,253,243,100,10,1154,44,15,6,7,3,3,0,77,0,3,8,5,7,4,0,28,0,0,0,0,0,0,0,5,3,6,0,0,4,0,0,11,0,3,5,7,5,0,0,18,33,31,28,19,25,15,0,150,196,265,277,291,285,118,11,1445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA24330,122,142,56,53,48,9,0,427,67,46,8,14,14,3,0,148,0,0,0,0,0,0,0,3,17,32,6,0,0,0,0,56,15,21,14,9,3,0,0,58,1326,3285,2947,2432,1975,511,36,12517,281,113,59,34,27,7,3,530,10,41,31,35,34,7,0,164,11,38,20,21,7,0,0,105,39,76,34,38,37,5,0,226,10,18,29,24,16,7,0,99,132,108,71,65,47,15,4,427,2038,3909,3268,2716,2208,572,47,14771,40,35,27,20,11,4,0,133,0,0,0,0,0,0,0,0,14,25,7,3,3,0,0,53,4,15,16,0,12,0,0,49,7,4,0,0,0,0,0,9,0,16,4,3,3,0,0,30,58,98,55,33,34,4,0,278,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,12,4,5,3,3,3,0,0,16,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,9
LGA24410,51,58,25,20,4,5,0,170,55,27,22,18,7,0,0,136,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,14,6,13,7,0,0,0,42,1946,3662,3327,3180,2617,675,75,15480,511,108,73,40,34,4,3,773,12,47,49,50,36,12,0,204,18,19,19,27,21,3,0,113,25,9,23,41,24,3,0,120,11,10,14,13,18,5,0,63,74,49,51,36,42,8,5,264,2718,3998,3614,3429,2807,727,81,17372,36,26,3,10,8,4,0,89,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,6,6,0,6,0,0,0,0,18,4,3,0,0,0,0,0,6,4,3,0,0,0,0,0,14,51,41,11,13,12,3,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,3,0,0,0,0,13,3,4,0,0,0,0,0,3
LGA24600,2079,4862,4145,2682,1639,416,21,15847,163,263,205,144,110,30,0,920,3,17,17,5,8,0,0,57,1127,2419,1045,522,373,135,15,5632,53,141,92,31,23,14,3,355,3291,12020,12476,10086,7127,1803,199,47007,436,428,212,154,133,48,9,1428,16,49,42,51,48,14,3,224,91,390,281,270,157,16,0,1213,318,1436,1154,885,513,68,5,4367,66,241,266,166,119,34,4,900,1076,2478,1259,641,497,141,21,6124,8711,24745,21198,15646,10753,2724,290,84065,290,389,420,204,153,29,0,1479,3,0,0,0,0,0,0,3,205,425,290,124,106,23,3,1176,337,899,974,557,307,69,3,3146,85,78,51,39,12,9,0,266,53,161,150,85,39,9,0,506,968,1949,1882,1008,627,141,6,6579,0,0,0,0,0,0,0,0,38,65,33,26,16,7,0,186,11,33,15,10,13,0,0,87,7,7,0,0,0,0,0,14,5,13,3,3,7,0,0,34
LGA24650,27,19,9,8,5,0,0,63,42,20,9,8,4,5,0,87,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,14,13,25,4,5,0,0,64,1775,3871,3259,2398,1467,330,26,13136,737,152,57,38,27,8,0,1021,19,70,84,75,59,9,0,322,5,23,4,7,7,0,0,50,9,11,7,11,0,0,0,47,17,32,45,15,9,7,0,131,48,27,31,21,23,6,0,161,2703,4248,3526,2586,1608,376,35,15084,9,8,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,0,0,0,0,13,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,11,20,12,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,11,3,0,0,0,0,0,17,3,0,0,0,0,0,0,6
LGA24780,0,0,0,0,0,0,0,0,13,17,3,0,4,0,0,42,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,4,8,4,3,0,0,0,17,996,1951,1692,1813,1524,406,52,8429,380,149,81,75,39,8,0,726,0,18,32,30,30,9,6,118,13,13,11,12,17,6,0,64,15,22,9,8,15,0,0,69,7,4,11,8,14,8,3,54,50,70,54,72,95,56,15,417,1480,2256,1889,2023,1735,496,64,9945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3
LGA24850,4,5,3,0,0,0,0,18,5,3,0,0,0,3,0,12,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597,1006,870,842,680,219,27,4235,223,65,25,15,13,0,0,342,3,14,29,19,25,13,6,114,5,8,6,8,5,0,0,29,6,15,4,9,7,0,0,38,10,13,7,4,6,4,0,46,180,65,39,30,32,20,5,360,1049,1196,985,921,764,253,36,5204,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA24900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,475,862,799,888,727,271,25,4047,160,52,28,12,10,5,0,270,0,10,10,14,25,4,3,69,0,4,9,0,11,6,0,32,23,10,14,15,11,3,0,72,3,3,0,8,11,0,0,35,64,38,40,63,65,18,3,294,736,970,906,992,860,310,42,4822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA24970,119,194,120,72,58,15,4,575,158,133,73,63,29,22,0,475,0,4,0,0,0,0,0,8,3,6,6,0,0,0,0,13,26,33,28,7,13,3,0,118,3464,8468,8039,7373,5534,1466,173,34511,640,211,109,87,53,27,6,1142,14,67,79,75,65,23,0,331,36,48,44,43,28,3,0,199,66,66,57,76,49,16,0,339,34,71,72,78,39,16,0,306,230,225,120,86,72,29,5,761,4795,9520,8747,7960,5933,1624,194,38784,90,116,67,37,23,4,0,345,0,0,0,0,0,0,0,0,7,11,6,7,4,0,0,34,13,26,23,15,10,3,0,101,14,6,9,0,0,0,0,28,3,26,5,3,5,4,0,45,130,182,111,63,42,13,0,541,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,15,7,11,7,4,5,3,0,43,20,4,0,0,0,0,0,25,7,5,0,4,0,0,0,19
LGA25060,69,75,42,22,18,3,0,232,39,18,5,12,6,0,0,85,4,0,0,0,0,0,0,4,39,45,22,13,8,0,0,133,12,13,8,0,0,0,0,39,1406,2590,2312,2027,1601,462,69,10473,391,92,30,32,32,4,0,581,12,17,19,28,25,7,0,113,10,29,13,12,16,0,0,75,45,45,33,29,18,5,0,177,7,18,15,19,18,3,0,80,151,90,62,51,49,26,0,433,2189,3018,2570,2240,1800,517,78,12409,13,18,3,5,3,0,0,48,0,0,0,0,0,0,0,0,15,17,4,3,0,0,0,38,6,6,11,6,0,3,0,39,3,0,0,4,0,0,0,6,0,4,0,0,0,0,0,5,33,43,24,18,8,5,0,139,0,0,0,0,0,0,0,0,15,12,3,0,0,0,0,30,0,0,4,0,0,0,0,4,4,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0
LGA25150,7,4,4,0,0,0,0,24,3,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,705,689,588,485,138,22,3059,195,26,21,14,12,0,0,271,5,22,15,27,16,8,3,101,0,3,3,4,5,0,0,17,5,0,0,0,0,0,0,9,3,3,3,0,3,3,4,21,27,18,14,26,29,29,7,143,672,786,748,666,550,181,36,3649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA25250,69,107,41,32,19,0,0,266,34,35,16,21,20,8,0,126,5,4,0,0,0,0,0,9,68,89,15,15,8,6,0,202,16,29,27,6,3,0,0,82,1276,3118,2696,2364,1926,541,88,12005,301,113,52,40,35,7,0,542,11,24,42,42,42,11,4,176,27,41,27,14,13,0,0,122,122,191,129,83,49,3,0,582,7,28,38,33,24,10,0,133,168,220,115,88,68,27,6,687,2109,3997,3195,2734,2197,609,101,14940,26,30,15,10,4,0,0,81,0,0,0,0,0,0,0,0,15,12,3,7,10,3,0,51,5,10,3,7,9,0,0,22,5,4,0,0,0,0,0,9,3,8,11,3,0,0,0,20,50,62,30,22,25,5,0,193,0,0,0,0,0,0,0,0,8,19,9,3,12,0,0,52,0,5,5,0,0,0,0,10,7,4,0,0,0,0,0,10,5,0,0,0,0,0,0,5
LGA25340,5,10,6,0,4,0,0,30,71,21,15,3,3,0,0,117,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,7,5,11,0,5,0,0,24,2441,3858,3359,3506,2783,841,120,16911,808,168,94,63,50,17,7,1200,9,37,49,84,81,27,4,293,13,16,15,24,16,6,0,92,58,21,24,34,31,3,0,172,65,29,26,25,31,14,0,181,548,189,83,91,108,53,20,1087,4019,4353,3675,3838,3112,960,150,20112,4,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,5,4,6,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,14,9,0,0,0,0,0,0,11,4,0,5,0,0,0,0,8
LGA25430,5,3,4,4,0,0,0,16,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,227,491,461,554,543,150,11,2444,95,21,14,13,14,0,0,161,4,7,3,10,10,5,0,36,3,0,0,6,0,0,0,15,16,8,14,12,14,4,0,61,0,0,4,0,5,3,0,15,22,17,19,31,50,18,8,165,377,555,522,629,638,184,17,2928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,10,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA25490,6,5,0,0,0,0,0,7,0,0,5,0,0,0,0,10,0,0,3,0,0,0,0,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,236,494,445,512,481,143,24,2332,63,27,7,11,8,8,3,116,7,0,8,18,20,11,7,71,6,8,15,7,12,6,0,44,4,0,4,4,0,0,0,16,3,4,3,7,8,4,3,45,27,29,36,50,54,36,14,240,346,570,524,612,576,207,49,2887,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA25620,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,252,256,320,297,123,22,1429,48,8,6,12,4,4,0,77,3,7,8,10,12,3,0,40,0,0,0,0,3,0,0,5,0,0,5,3,6,0,0,7,0,4,6,0,0,3,3,15,25,21,14,27,36,18,9,153,231,293,297,371,360,160,32,1738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
LGA25710,6,9,8,0,0,0,0,22,12,0,5,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,647,812,737,707,599,191,39,3742,174,24,11,10,11,4,0,231,8,10,22,20,20,3,0,78,4,5,0,3,3,0,0,16,11,0,3,6,3,0,0,24,4,6,6,5,8,0,0,22,42,13,12,21,43,14,6,146,913,880,799,771,689,214,43,4316,0,0,4,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,6,4,5,5,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA25810,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,421,318,338,333,117,24,1746,62,20,10,4,6,4,0,109,0,4,0,15,3,0,8,37,0,0,0,0,0,0,0,3,9,10,3,3,3,0,0,38,3,6,0,4,13,4,5,27,31,26,26,30,35,18,4,162,305,491,367,394,400,138,39,2138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA25900,183,319,202,104,73,14,0,896,33,49,18,4,5,0,0,117,0,7,6,4,0,0,0,14,197,408,137,71,54,18,7,883,19,37,21,7,8,0,0,99,1458,4738,4194,3086,2090,625,103,16300,181,111,64,41,33,4,0,439,5,57,44,26,26,10,0,167,45,109,67,38,23,0,0,284,127,292,180,133,78,5,0,822,28,62,72,54,26,10,3,253,214,388,268,160,150,74,14,1267,2491,6575,5280,3733,2560,768,134,21534,36,48,22,18,10,0,0,144,0,0,0,0,0,0,0,0,79,155,67,41,12,3,0,361,28,75,46,32,11,0,0,184,5,5,3,3,0,0,0,12,6,20,8,12,5,0,0,54,158,301,145,103,40,9,0,755,0,0,0,0,0,0,0,0,7,27,15,8,0,0,0,63,0,3,6,4,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
LGA25990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,121,147,167,150,56,11,719,30,6,5,5,0,0,0,44,0,0,4,12,4,4,0,22,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,4,6,0,0,7,8,9,4,16,20,15,5,72,107,134,163,194,177,77,16,874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
