POW_LGA_CODE_2021,PTS_300_399_Mng,PTS_300_399_Pro,PTS_300_399_TecTW,PTS_300_399_CoPSW,PTS_300_399_ClAW,PTS_300_399_SWks,PTS_300_399_MaOpDv,PTS_300_399_Lab,PTS_300_399_IDNS,PTS_300_399_Tot,PTS_400_499_Mng,PTS_400_499_Pro,PTS_400_499_TecTW,PTS_400_499_CoPSW,PTS_400_499_ClAW,PTS_400_499_SWks,PTS_400_499_MaOpDv,PTS_400_499_Lab,PTS_400_499_IDNS,PTS_400_499_Tot,PTS_500_649_Mng,PTS_500_649_Pro,PTS_500_649_TecTW,PTS_500_649_CoPSW,PTS_500_649_ClAW,PTS_500_649_SWks,PTS_500_649_MaOpDv,PTS_500_649_Lab,PTS_500_649_IDNS,PTS_500_649_Tot,PTS_650_799_Mng,PTS_650_799_Pro,PTS_650_799_TecTW,PTS_650_799_CoPSW,PTS_650_799_ClAW,PTS_650_799_SWks,PTS_650_799_MaOpDv,PTS_650_799_Lab,PTS_650_799_IDNS,PTS_650_799_Tot,PTS_800_999_Mng,PTS_800_999_Pro,PTS_800_999_TecTW,PTS_800_999_CoPSW,PTS_800_999_ClAW,PTS_800_999_SWks,PTS_800_999_MaOpDv,PTS_800_999_Lab,PTS_800_999_IDNS,PTS_800_999_Tot,PTS_1000_1249_Mng,PTS_1000_1249_Pro,PTS_1000_1249_TecTW,PTS_1000_1249_CoPSW,PTS_1000_1249_ClAW,PTS_1000_1249_SWks,PTS_1000_1249_MaOpDv,PTS_1000_1249_Lab,PTS_1000_1249_IDNS,PTS_1000_1249_Tot,PTS_1250_1499_Mng,PTS_1250_1499_Pro,PTS_1250_1499_TecTW,PTS_1250_1499_CoPSW,PTS_1250_1499_ClAW,PTS_1250_1499_SWks,PTS_1250_1499_MaOpDv,PTS_1250_1499_Lab,PTS_1250_1499_IDNS,PTS_1250_1499_Tot,PTS_1500_1749_Mng,PTS_1500_1749_Pro,PTS_1500_1749_TecTW,PTS_1500_1749_CoPSW,PTS_1500_1749_ClAW,PTS_1500_1749_SWks,PTS_1500_1749_MaOpDv,PTS_1500_1749_Lab,PTS_1500_1749_IDNS,PTS_1500_1749_Tot,PTS_1750_1999_Mng,PTS_1750_1999_Pro,PTS_1750_1999_TecTW,PTS_1750_1999_CoPSW,PTS_1750_1999_ClAW,PTS_1750_1999_SWks,PTS_1750_1999_MaOpDv,PTS_1750_1999_Lab,PTS_1750_1999_IDNS,PTS_1750_1999_Tot,PTS_2000_2999_Mng,PTS_2000_2999_Pro,PTS_2000_2999_TecTW,PTS_2000_2999_CoPSW,PTS_2000_2999_ClAW,PTS_2000_2999_SWks,PTS_2000_2999_MaOpDv,PTS_2000_2999_Lab,PTS_2000_2999_IDNS,PTS_2000_2999_Tot,PTS_3000_3499_Mng,PTS_3000_3499_Pro,PTS_3000_3499_TecTW,PTS_3000_3499_CoPSW,PTS_3000_3499_ClAW,PTS_3000_3499_SWks,PTS_3000_3499_MaOpDv,PTS_3000_3499_Lab,PTS_3000_3499_IDNS,PTS_3000_3499_Tot,PTS_3500mo_Mng,PTS_3500mo_Pro,PTS_3500mo_TecTW,PTS_3500mo_CoPSW,PTS_3500mo_ClAW,PTS_3500mo_SWks,PTS_3500mo_MaOpDv,PTS_3500mo_Lab,PTS_3500mo_IDNS,PTS_3500mo_Tot,PTS_PINS_Mng,PTS_PINS_Pro,PTS_PINS_TecTW,PTS_PINS_CoPSW,PTS_PINS_ClAW,PTS_PINS_SWks,PTS_PINS_MaOpDv,PTS_PINS_Lab,PTS_PINS_IDNS,PTS_PINS_Tot,PTS_Tot_Mng,PTS_Tot_Pro,PTS_Tot_TecTW,PTS_Tot_CoPSW,PTS_Tot_ClAW,PTS_Tot_SWks,PTS_Tot_MaOpDv,PTS_Tot_Lab,PTS_Tot_IDNS,PTS_Tot_Tot,SS_NS_NNI_Mng,SS_NS_NNI_Pro,SS_NS_NNI_TecTW,SS_NS_NNI_CoPSW,SS_NS_NNI_ClAW,SS_NS_NNI_SWks,SS_NS_NNI_MaOpDv,SS_NS_NNI_Lab,SS_NS_NNI_IDNS,SS_NS_NNI_Tot,SS_NS_1_149_Mng,SS_NS_1_149_Pro,SS_NS_1_149_TecTW,SS_NS_1_149_CoPSW,SS_NS_1_149_ClAW,SS_NS_1_149_SWks,SS_NS_1_149_MaOpDv,SS_NS_1_149_Lab,SS_NS_1_149_IDNS,SS_NS_1_149_Tot,SS_NS_150_299_Mng,SS_NS_150_299_Pro,SS_NS_150_299_TecTW,SS_NS_150_299_CoPSW,SS_NS_150_299_ClAW,SS_NS_150_299_SWks,SS_NS_150_299_MaOpDv,SS_NS_150_299_Lab,SS_NS_150_299_IDNS,SS_NS_150_299_Tot,SS_NS_300_399_Mng,SS_NS_300_399_Pro,SS_NS_300_399_TecTW,SS_NS_300_399_CoPSW,SS_NS_300_399_ClAW,SS_NS_300_399_SWks,SS_NS_300_399_MaOpDv,SS_NS_300_399_Lab,SS_NS_300_399_IDNS,SS_NS_300_399_Tot,SS_NS_400_499_Mng,SS_NS_400_499_Pro,SS_NS_400_499_TecTW,SS_NS_400_499_CoPSW,SS_NS_400_499_ClAW,SS_NS_400_499_SWks,SS_NS_400_499_MaOpDv,SS_NS_400_499_Lab,SS_NS_400_499_IDNS,SS_NS_400_499_Tot,SS_NS_500_649_Mng,SS_NS_500_649_Pro,SS_NS_500_649_TecTW,SS_NS_500_649_CoPSW,SS_NS_500_649_ClAW,SS_NS_500_649_SWks,SS_NS_500_649_MaOpDv,SS_NS_500_649_Lab,SS_NS_500_649_IDNS,SS_NS_500_649_Tot
LGA22250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,5,0,13,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,0,5,0,10,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA22310,0,8,4,12,3,10,0,11,0,50,0,3,19,18,6,6,0,13,0,68,3,6,44,21,9,10,0,13,0,106,0,11,37,22,9,3,0,9,0,98,0,9,31,22,11,11,0,4,3,97,0,6,17,10,10,6,0,3,0,59,3,5,6,0,0,3,0,0,0,17,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,7,3,0,0,0,0,3,10,16,54,184,139,64,78,6,70,9,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA22410,0,0,0,6,0,0,0,3,0,7,0,0,9,0,0,0,0,4,0,15,0,0,21,9,3,0,0,4,0,34,3,0,19,4,0,0,0,0,0,25,0,0,7,0,4,0,0,4,0,16,0,0,4,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,58,24,5,10,0,11,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA22490,0,0,3,0,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,11,4,0,10,3,0,4,0,4,0,21,0,0,7,3,0,0,0,0,0,18,0,0,10,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,46,9,0,4,0,19,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA22620,0,0,15,20,5,15,5,12,0,70,0,0,55,13,8,11,0,5,0,93,5,3,134,25,10,20,0,13,4,205,5,5,115,32,11,14,0,6,3,181,0,9,50,29,12,13,4,9,0,124,3,10,14,10,3,4,3,5,4,54,0,9,8,0,3,5,0,0,0,29,0,7,0,0,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,0,9,19,54,403,153,59,112,9,57,12,884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
LGA22670,0,4,19,11,5,20,5,18,0,86,6,8,54,13,8,22,10,20,4,139,3,10,142,21,15,17,16,14,5,252,0,9,141,13,23,13,29,28,9,255,7,15,83,10,21,15,31,22,6,201,14,16,41,12,30,6,17,7,0,150,3,14,15,3,10,0,7,0,0,63,0,10,8,4,3,0,3,5,0,25,4,0,4,0,0,0,0,0,0,11,0,0,3,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,6,16,40,90,521,110,119,129,131,144,39,1330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA22750,5,4,28,45,12,37,9,27,4,162,6,4,126,52,16,39,6,23,9,287,3,7,267,53,29,55,12,24,4,447,7,4,211,71,21,36,11,16,0,380,15,21,137,64,30,21,4,20,5,325,16,27,50,25,30,8,4,7,0,177,5,18,24,6,10,0,0,4,0,77,3,9,14,7,9,0,0,0,0,46,0,5,3,0,0,0,0,0,0,11,0,3,4,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,4,23,64,114,916,389,156,275,56,163,30,2161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA22830,0,0,12,0,0,8,0,8,0,30,0,4,39,15,4,3,0,6,0,78,0,5,74,21,9,15,6,11,0,127,0,6,72,14,12,9,0,10,0,121,7,9,22,12,13,8,0,0,0,77,6,5,9,13,5,6,0,0,0,52,0,5,3,14,4,0,0,3,0,29,0,3,0,3,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,13,16,48,244,90,46,72,7,53,10,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA22910,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,10,0,0,0,0,0,0,11,0,0,4,3,0,0,0,0,0,12,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,14,0,3,0,9,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA22980,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA23110,3,0,9,4,0,13,0,9,0,39,3,8,40,4,11,14,3,4,0,82,0,5,56,16,0,7,10,6,0,103,3,0,55,17,8,7,9,12,0,110,0,5,41,7,7,3,5,7,0,86,0,0,17,4,0,6,7,3,0,41,0,0,9,0,4,0,0,7,0,19,0,0,3,0,4,0,0,0,0,14,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,6,15,22,247,76,50,75,33,53,4,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA23190,0,0,0,3,0,5,0,5,0,11,0,0,13,3,0,0,0,0,0,13,6,0,17,7,0,9,0,6,0,44,0,0,12,5,0,0,0,0,0,26,0,4,6,8,0,5,0,0,0,24,0,0,6,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,60,30,11,21,4,13,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA23270,0,0,19,24,9,24,13,15,4,102,0,0,76,25,5,31,11,27,5,181,3,7,168,21,10,34,14,32,4,292,5,7,161,25,9,27,17,20,4,268,6,0,84,21,26,9,20,15,6,186,7,11,63,13,12,6,12,15,4,137,6,11,14,8,11,4,3,0,0,56,0,4,5,5,5,0,0,5,0,23,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,10,0,0,8,0,0,0,0,0,3,22,37,58,619,163,98,168,98,165,34,1425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
LGA23350,3,0,0,0,0,3,0,0,0,6,0,0,9,5,0,0,0,0,0,16,4,0,10,3,0,3,0,0,0,20,0,0,12,4,0,0,0,5,0,16,0,0,5,0,0,0,0,0,0,9,0,0,4,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,36,19,0,8,0,11,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA23430,0,5,19,24,4,28,7,17,0,98,3,3,63,21,10,37,11,22,6,162,4,7,163,26,8,34,3,22,0,273,17,6,154,33,10,35,18,18,4,293,15,9,81,17,18,26,9,19,0,202,15,10,37,8,18,16,7,5,0,106,7,8,19,8,0,3,0,0,0,43,0,4,3,7,0,0,0,0,0,18,0,0,3,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,9,0,0,5,0,0,3,0,0,4,13,63,57,561,179,86,252,66,110,15,1390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA23670,3,5,21,11,4,28,3,12,0,98,5,6,58,23,3,29,0,18,0,138,0,7,145,32,12,20,9,16,0,242,8,8,129,29,14,18,8,13,7,222,0,17,67,19,14,9,9,10,0,151,9,14,36,10,21,8,4,3,0,107,6,11,9,4,6,0,0,0,0,43,0,4,4,4,0,0,3,3,0,19,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,3,0,14,36,87,502,171,85,150,45,109,18,1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA23810,0,0,11,6,4,10,3,6,0,34,0,4,40,12,7,13,0,10,4,84,6,3,75,18,3,13,0,6,0,115,0,0,68,16,4,12,0,3,0,108,4,11,37,15,13,7,0,3,0,86,0,11,18,10,12,5,0,4,4,61,0,7,11,3,0,0,0,0,0,27,0,0,0,4,0,0,0,0,0,13,0,3,3,3,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,41,272,87,60,70,12,46,13,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
LGA23940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA24130,0,0,0,5,0,3,0,4,0,14,0,0,14,9,3,4,5,0,0,36,0,0,52,11,0,7,0,3,0,76,3,0,38,10,0,4,0,5,0,68,0,0,22,9,0,0,0,5,0,40,0,0,5,0,4,0,0,3,0,12,0,4,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,13,11,150,50,5,36,9,34,3,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA24210,5,0,9,15,4,27,0,9,0,72,5,0,18,18,0,24,0,10,0,75,3,3,38,13,3,23,0,9,0,98,4,5,38,21,3,11,0,6,0,87,10,4,19,4,9,15,0,8,0,64,0,8,6,4,3,0,0,0,0,27,0,5,3,0,0,4,0,0,0,18,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,7,31,35,151,97,32,143,10,46,8,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA24250,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,10,0,0,5,0,0,0,0,0,0,9,0,0,4,4,0,0,0,0,0,11,0,0,7,0,0,0,0,0,0,10,0,3,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,5,0,10,0,10,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA24330,3,0,3,20,8,27,5,13,0,71,6,0,11,16,0,23,3,11,0,80,0,3,32,12,8,19,4,12,0,98,0,4,36,12,8,20,8,9,0,91,7,5,22,8,9,6,4,3,3,62,6,10,17,4,9,8,0,0,5,56,3,7,3,0,3,0,0,0,0,16,0,3,5,0,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,4,0,0,7,8,25,37,147,101,43,132,31,64,21,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA24410,0,0,18,20,6,32,0,9,3,89,7,0,46,16,3,23,8,18,0,118,3,6,113,30,10,26,3,7,0,199,11,3,120,32,11,23,3,11,0,215,3,3,54,14,12,10,3,5,0,111,13,11,32,6,11,14,0,4,0,86,0,4,4,4,3,0,0,0,0,24,0,4,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,38,37,412,145,65,169,34,89,7,993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,5
LGA24600,10,31,28,72,46,58,6,28,17,287,5,33,67,97,60,65,5,51,12,398,14,66,114,139,131,60,11,88,9,635,21,75,129,111,127,61,8,61,10,606,22,168,120,87,167,38,10,51,11,659,36,351,89,34,236,37,4,23,11,819,24,264,44,17,104,10,0,8,6,483,13,126,32,14,51,8,0,3,0,257,8,56,12,16,12,3,0,0,0,107,7,22,6,13,11,4,0,4,4,83,0,10,0,4,0,4,0,0,0,17,0,5,0,15,0,0,0,0,3,25,5,3,18,5,10,4,0,0,15,57,169,1234,687,720,1013,419,50,356,102,4752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA24650,0,4,14,4,0,18,0,8,0,53,0,0,47,14,5,12,0,12,3,97,0,0,93,7,3,21,7,10,3,151,0,4,88,12,8,7,14,7,0,139,8,5,38,12,7,3,4,10,0,85,5,3,21,8,6,0,13,3,0,61,0,9,8,3,0,0,0,3,0,21,0,4,3,0,0,0,0,0,0,11,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,9,14,30,332,77,34,102,39,64,11,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA24780,0,0,4,3,3,6,0,0,0,26,0,0,25,7,3,5,0,6,0,47,7,0,44,12,0,11,0,6,0,82,0,0,37,12,10,5,5,11,0,87,3,0,28,13,4,3,0,0,0,54,4,6,12,4,4,0,0,3,0,31,0,3,3,0,3,0,0,0,0,9,0,3,0,5,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,19,29,170,56,31,48,12,25,3,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA24850,0,0,10,3,0,9,0,3,0,27,0,0,13,4,0,0,0,3,0,19,0,0,26,8,4,4,0,0,0,45,0,0,20,5,0,5,0,0,0,35,0,0,13,8,0,6,0,0,0,33,4,0,10,3,0,0,7,0,0,23,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,7,14,11,89,51,11,42,9,20,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
