POW_LGA_CODE_2021,NG_NNI_Mng,NG_NNI_Pro,NG_NNI_TecTW,NG_NNI_CoPSW,NG_NNI_ClAW,NG_NNI_SWks,NG_NNI_MaOpDv,NG_NNI_Lab,NG_NNI_IDNS,NG_NNI_Tot,NG_1_149_Mng,NG_1_149_Pro,NG_1_149_TecTW,NG_1_149_CoPSW,NG_1_149_ClAW,NG_1_149_SWks,NG_1_149_MaOpDv,NG_1_149_Lab,NG_1_149_IDNS,NG_1_149_Tot,NG_150_299_Mng,NG_150_299_Pro,NG_150_299_TecTW,NG_150_299_CoPSW,NG_150_299_ClAW,NG_150_299_SWks,NG_150_299_MaOpDv,NG_150_299_Lab,NG_150_299_IDNS,NG_150_299_Tot,NG_300_399_Mng,NG_300_399_Pro,NG_300_399_TecTW,NG_300_399_CoPSW,NG_300_399_ClAW,NG_300_399_SWks,NG_300_399_MaOpDv,NG_300_399_Lab,NG_300_399_IDNS,NG_300_399_Tot,NG_400_499_Mng,NG_400_499_Pro,NG_400_499_TecTW,NG_400_499_CoPSW,NG_400_499_ClAW,NG_400_499_SWks,NG_400_499_MaOpDv,NG_400_499_Lab,NG_400_499_IDNS,NG_400_499_Tot,NG_500_649_Mng,NG_500_649_Pro,NG_500_649_TecTW,NG_500_649_CoPSW,NG_500_649_ClAW,NG_500_649_SWks,NG_500_649_MaOpDv,NG_500_649_Lab,NG_500_649_IDNS,NG_500_649_Tot,NG_650_799_Mng,NG_650_799_Pro,NG_650_799_TecTW,NG_650_799_CoPSW,NG_650_799_ClAW,NG_650_799_SWks,NG_650_799_MaOpDv,NG_650_799_Lab,NG_650_799_IDNS,NG_650_799_Tot,NG_800_999_Mng,NG_800_999_Pro,NG_800_999_TecTW,NG_800_999_CoPSW,NG_800_999_ClAW,NG_800_999_SWks,NG_800_999_MaOpDv,NG_800_999_Lab,NG_800_999_IDNS,NG_800_999_Tot,NG_1000_1249_Mng,NG_1000_1249_Pro,NG_1000_1249_TecTW,NG_1000_1249_CoPSW,NG_1000_1249_ClAW,NG_1000_1249_SWks,NG_1000_1249_MaOpDv,NG_1000_1249_Lab,NG_1000_1249_IDNS,NG_1000_1249_Tot,NG_1250_1499_Mng,NG_1250_1499_Pro,NG_1250_1499_TecTW,NG_1250_1499_CoPSW,NG_1250_1499_ClAW,NG_1250_1499_SWks,NG_1250_1499_MaOpDv,NG_1250_1499_Lab,NG_1250_1499_IDNS,NG_1250_1499_Tot,NG_1500_1749_Mng,NG_1500_1749_Pro,NG_1500_1749_TecTW,NG_1500_1749_CoPSW,NG_1500_1749_ClAW,NG_1500_1749_SWks,NG_1500_1749_MaOpDv,NG_1500_1749_Lab,NG_1500_1749_IDNS,NG_1500_1749_Tot,NG_1750_1999_Mng,NG_1750_1999_Pro,NG_1750_1999_TecTW,NG_1750_1999_CoPSW,NG_1750_1999_ClAW,NG_1750_1999_SWks,NG_1750_1999_MaOpDv,NG_1750_1999_Lab,NG_1750_1999_IDNS,NG_1750_1999_Tot,NG_2000_2999_Mng,NG_2000_2999_Pro,NG_2000_2999_TecTW,NG_2000_2999_CoPSW,NG_2000_2999_ClAW,NG_2000_2999_SWks,NG_2000_2999_MaOpDv,NG_2000_2999_Lab,NG_2000_2999_IDNS,NG_2000_2999_Tot,NG_3000_3499_Mng,NG_3000_3499_Pro,NG_3000_3499_TecTW,NG_3000_3499_CoPSW,NG_3000_3499_ClAW,NG_3000_3499_SWks,NG_3000_3499_MaOpDv,NG_3000_3499_Lab,NG_3000_3499_IDNS,NG_3000_3499_Tot,NG_3500mo_Mng,NG_3500mo_Pro,NG_3500mo_TecTW,NG_3500mo_CoPSW,NG_3500mo_ClAW,NG_3500mo_SWks,NG_3500mo_MaOpDv,NG_3500mo_Lab,NG_3500mo_IDNS,NG_3500mo_Tot,NG_PINS_Mng,NG_PINS_Pro,NG_PINS_TecTW,NG_PINS_CoPSW,NG_PINS_ClAW,NG_PINS_SWks,NG_PINS_MaOpDv,NG_PINS_Lab,NG_PINS_IDNS,NG_PINS_Tot,NG_Tot_Mng,NG_Tot_Pro,NG_Tot_TecTW,NG_Tot_CoPSW,NG_Tot_ClAW,NG_Tot_SWks,NG_Tot_MaOpDv,NG_Tot_Lab,NG_Tot_IDNS,NG_Tot_Tot,SG_NNI_Mng,SG_NNI_Pro,SG_NNI_TecTW,SG_NNI_CoPSW,SG_NNI_ClAW,SG_NNI_SWks,SG_NNI_MaOpDv,SG_NNI_Lab,SG_NNI_IDNS,SG_NNI_Tot,SG_1_149_Mng,SG_1_149_Pro,SG_1_149_TecTW,SG_1_149_CoPSW,SG_1_149_ClAW,SG_1_149_SWks,SG_1_149_MaOpDv,SG_1_149_Lab,SG_1_149_IDNS,SG_1_149_Tot,SG_150_299_Mng,SG_150_299_Pro,SG_150_299_TecTW,SG_150_299_CoPSW,SG_150_299_ClAW,SG_150_299_SWks,SG_150_299_MaOpDv,SG_150_299_Lab,SG_150_299_IDNS,SG_150_299_Tot
LGA25150,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,9,0,3,0,3,8,0,0,0,0,14,0,0,0,5,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,13,7,5,24,3,9,0,0,68,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,11,0,8,0,8,0,0,0,0,0,13
LGA25250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,3,0,6,0,0,0,0,0,13,0,8,0,0,0,0,0,0,0,12,0,10,0,5,11,0,0,0,0,30,0,21,0,11,18,5,0,0,0,51,0,29,0,3,33,5,0,0,0,68,0,34,5,0,58,3,0,0,7,109,5,27,3,0,70,0,0,0,0,110,9,62,0,0,53,0,0,0,7,144,11,52,6,0,28,0,0,0,0,100,25,75,4,0,6,0,0,0,0,107,10,10,0,0,0,0,0,0,0,17,4,12,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,75,339,18,35,295,20,0,4,16,797,0,4,0,0,0,0,0,0,0,4,0,5,0,6,0,0,0,0,0,14,0,14,4,13,5,0,0,3,0,33
LGA25340,0,0,0,0,3,0,0,0,0,8,0,5,0,0,3,0,0,0,0,7,0,5,0,0,7,0,0,0,0,10,0,3,0,6,4,0,0,0,0,17,0,0,0,7,5,0,0,0,0,9,0,3,0,12,6,11,0,0,0,30,11,11,28,67,17,12,0,0,0,147,19,19,126,157,32,5,0,4,6,357,16,25,218,169,56,4,0,4,12,512,21,43,133,65,62,0,0,0,6,322,38,50,55,70,20,0,0,0,4,243,58,45,29,26,13,0,0,0,0,170,75,59,41,33,6,0,0,0,0,220,8,10,5,6,0,0,0,0,0,23,10,3,0,0,0,0,0,0,0,9,0,0,0,3,3,0,0,0,0,11,250,272,641,620,235,30,9,9,31,2100,0,0,0,3,0,0,0,0,0,4,0,4,0,3,0,0,0,0,0,9,0,4,0,11,4,0,0,0,0,20
LGA25430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,0,0,19,6,3,0,0,53,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
LGA25490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA25620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,3,0,9
LGA25710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,6,6,0,0,0,12,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,13,0,0,0,0,10,0,0,0,0,11,0,5,0,0,9,0,0,0,0,13,5,4,0,4,6,0,0,0,0,14,3,6,0,0,4,0,0,0,0,15,0,10,0,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,38,3,9,43,8,4,0,0,121,0,0,0,3,0,0,0,0,0,4,0,3,0,8,4,0,0,0,0,25,0,8,0,5,0,0,0,0,0,19
LGA25810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,5,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,12,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,4,0,0,0,0,0,0,0,4
LGA25900,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,9,0,9,0,0,4,0,0,0,0,17,0,3,0,0,9,0,0,0,0,15,0,7,0,3,9,3,0,0,0,26,0,10,0,6,16,5,0,4,0,41,6,27,6,5,21,0,0,0,4,61,4,30,4,8,45,3,3,0,0,98,4,41,3,11,77,8,3,0,0,152,10,54,5,21,68,4,0,0,4,160,13,62,7,3,36,3,6,0,0,136,19,51,7,0,23,7,0,0,4,117,45,99,3,7,25,0,0,0,8,180,14,16,0,0,0,0,0,0,0,28,28,21,0,0,3,0,0,0,0,55,0,3,0,0,3,0,0,0,0,4,145,421,32,66,336,38,19,5,14,1089,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,14,0,12,0,15,7,0,0,0,0,38
LGA25990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,0,0,3,0,7,0,3,0,0,16,0,0,0,0,19,0,0,0,0,8,0,0,3,0,17,0,5,4,0,6,0,0,0,0,19,0,3,3,3,0,0,0,0,0,11,4,12,4,3,4,0,0,0,4,30,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,27,15,9,45,6,0,4,4,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26170,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,9,0,0,0,0,6,0,0,0,0,3,0,0,0,0,8,0,0,3,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,5,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,11,0,6,25,7,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,9,0,4,0,0,0,0,0,17
LGA26260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,3,0,0,3,4,0,0,0,16,0,0,0,0,5,0,0,0,0,5,0,3,0,0,4,0,0,0,0,8,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,11,0,6,38,3,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26350,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,10,0,3,0,0,0,0,0,0,0,11,0,0,0,4,9,4,0,0,0,11,0,6,0,4,5,4,0,0,0,15,0,7,0,7,3,6,0,0,0,25,0,6,0,5,3,8,0,0,0,24,0,19,0,3,13,5,0,0,0,40,3,10,0,5,13,5,0,0,0,28,14,19,0,8,5,0,0,0,0,48,4,16,0,0,5,0,0,0,0,32,16,30,0,0,3,0,0,0,0,46,5,8,0,0,0,0,0,0,0,9,6,10,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,55,133,4,32,65,31,3,0,0,330,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,9,0,8,0,13,0,0,0,0,0,26
LGA26430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,4,0,0,0,0,13,5,0,3,0,0,0,0,0,0,11,7,9,3,7,0,0,0,0,0,17,0,4,3,0,0,0,0,0,0,8,3,3,0,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,15,20,15,0,3,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,0,4,0,0,0,0,5,0,0,0,0,6,0,4,0,0,3,0,0,0,0,7,0,6,0,0,8,0,0,0,0,18,0,3,0,0,13,0,3,0,0,16,0,0,0,0,3,0,0,0,0,12,0,8,0,0,0,0,0,0,0,13,9,4,0,0,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,34,0,6,42,7,3,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,10,0,4,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,8,23,6,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9
LGA26670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,3,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,3,0,3,4,0,0,0,0,13,0,5,0,0,4,5,0,0,0,10,0,4,0,0,20,3,0,0,0,32,0,9,0,0,22,0,0,0,0,33,0,4,0,0,5,0,0,0,0,17,5,6,0,0,0,0,0,0,0,18,6,10,0,0,7,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,44,5,11,67,4,6,0,0,151,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,4,0,6,3,4,0,0,0,0,0,9
LGA26730,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,6,0,3,0,0,5,0,0,0,0,7,0,6,0,0,0,0,0,0,3,10,0,6,0,3,7,0,0,0,0,19,0,0,0,0,12,0,0,0,0,18,0,15,0,10,14,0,4,0,0,40,0,15,8,0,17,6,0,0,4,46,4,22,3,0,16,0,0,0,0,47,3,16,0,0,4,0,0,0,0,31,6,35,0,0,3,0,0,0,0,47,4,0,0,0,0,0,0,0,0,4,0,9,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,26,123,16,24,87,5,4,4,10,297,0,3,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,6,0,4,4,6,4,0,0,0,0,18
LGA26810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,4,3,0,0,0,0,10,0,3,0,0,4,0,0,0,0,8,0,0,0,0,8,0,0,0,0,20,4,3,0,0,12,4,0,0,0,29,11,8,0,11,9,0,0,0,0,38,26,27,4,9,17,3,0,0,4,91,29,35,3,9,36,0,0,0,12,122,69,95,18,25,26,0,0,0,0,236,27,43,7,7,14,0,0,0,4,107,71,118,9,6,9,0,0,0,0,219,9,53,0,0,0,0,0,0,0,62,12,28,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,5,257,409,49,93,136,11,5,5,20,991,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,6,0,12,3,0,0,0,0,13
LGA26890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0
LGA26980,0,5,0,0,3,0,0,3,0,13,0,14,0,5,9,0,0,0,0,26,0,37,0,3,14,0,0,0,0,64,0,45,0,7,15,0,0,0,0,72,0,44,0,4,16,0,0,0,0,71,3,116,0,8,27,3,4,3,0,171,3,109,3,11,50,3,5,0,5,189,3,119,4,13,83,4,6,3,0,242,0,174,3,14,165,4,11,0,0,373,29,228,14,7,279,0,8,0,6,571,39,320,21,14,240,0,0,0,10,648,82,379,14,3,112,0,0,0,6,594,225,763,6,3,110,0,0,0,7,1117,32,119,0,0,8,0,0,0,0,170,53,143,0,0,3,0,0,0,0,204,0,6,0,0,0,0,0,0,3,14,484,2621,84,96,1145,26,35,7,42,4535,3,9,0,5,0,0,0,0,0,18,0,30,4,6,6,0,0,5,0,52,3,32,3,14,14,0,3,0,4,75
LGA27070,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,7,0,7,0,0,0,3,0,0,0,14,0,10,0,0,3,5,0,0,0,25,4,13,0,9,5,0,0,0,0,28,4,19,3,8,21,6,0,3,0,64,3,26,8,11,18,3,3,0,4,73,10,32,16,14,51,0,7,3,0,118,4,26,5,4,47,4,0,0,3,99,10,51,28,6,40,0,0,0,0,143,14,80,8,0,13,0,0,0,0,115,24,129,0,5,15,0,0,0,0,173,10,21,0,0,0,0,0,0,0,26,7,30,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,5,89,442,70,57,223,22,18,9,16,946,0,11,5,0,0,0,0,0,0,15,0,16,0,9,0,0,0,0,0,26,3,18,3,0,6,0,0,0,0,39
LGA27170,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,3,0,0,4,6,0,0,0,0,26,4,6,10,23,17,0,3,0,0,66,7,10,87,96,29,0,8,0,6,246,13,17,157,98,40,3,20,0,8,355,21,34,53,73,46,0,18,0,8,244,55,60,43,36,45,0,10,0,11,250,51,42,32,36,15,0,0,0,0,184,100,61,7,26,27,0,8,0,4,234,6,8,0,0,0,0,0,0,0,17,10,7,0,0,0,0,0,0,0,21,0,6,0,0,0,0,0,0,0,3,267,248,391,395,239,8,72,9,31,1655,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,5,0,3,0,0,0,0,0,8
LGA27260,0,3,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,4,0,0,3,0,0,0,0,0,11,0,5,0,0,4,4,0,0,0,13,0,4,0,3,5,0,0,0,0,16,0,5,4,5,10,5,6,3,0,36,0,12,3,7,26,11,5,0,3,65,4,22,4,17,38,4,4,3,0,100,9,32,20,15,67,10,3,0,3,160,13,67,21,25,72,0,7,6,0,204,33,90,13,14,41,6,0,0,6,199,44,85,17,10,21,0,0,0,0,175,99,104,11,9,27,0,0,0,0,254,21,21,0,0,3,0,0,0,0,40,4,25,0,0,3,0,0,0,0,37,0,0,4,0,3,0,0,0,0,7,226,480,102,107,313,38,21,13,19,1322,0,0,0,0,0,0,0,0,0,3,0,3,4,3,0,0,0,0,0,9,0,12,0,8,0,0,0,0,0,20
LGA27350,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,3,0,0,5,0,0,0,0,14,0,9,0,0,5,0,0,0,0,19,0,16,0,5,6,0,0,0,0,26,0,15,0,0,7,0,0,0,0,34,0,25,0,7,30,0,0,0,0,68,6,32,0,7,63,5,4,0,0,117,6,42,3,0,48,0,0,4,0,115,8,47,3,0,54,0,0,0,0,119,5,51,3,0,22,0,0,0,4,95,15,68,0,0,15,0,0,0,7,103,34,108,5,0,10,0,0,0,0,164,6,21,0,0,0,0,0,0,0,24,8,26,0,0,3,0,0,0,0,42,0,0,0,0,5,0,0,0,0,5,100,473,18,27,275,17,15,5,12,934,0,4,0,4,3,0,0,0,0,11,0,12,0,8,5,0,0,0,0,23,0,11,0,21,14,0,0,0,0,51
LGA27450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,3,5,0,0,6,3,0,0,0,0,10,3,0,0,4,3,9,0,0,0,15,0,0,0,10,8,3,0,0,0,19,0,3,0,3,6,3,0,0,0,19,0,4,0,0,31,0,0,0,0,38,0,9,0,3,44,0,3,0,0,65,0,5,0,0,34,0,0,0,0,41,0,8,0,0,19,0,0,0,0,32,3,10,0,0,10,0,0,0,0,26,6,14,0,0,4,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,24,66,11,28,167,14,5,3,5,312,0,10,0,0,0,0,0,0,0,11,0,10,0,4,0,0,0,4,0,22,0,27,5,21,8,0,0,0,0,60
