POW_LGA_CODE_2021,Mng_NNI_H_0,Mng_NNI_H_1_19,Mng_NNI_H_20_29,Mng_NNI_H_30_34,Mng_NNI_H_35_39,Mng_NNI_H_40_44,Mng_NNI_H_45_49,Mng_NNI_H_50ov,Mng_NNI_H_NS,Mng_NNI_H_Tot,Mng_1_149_H_0,Mng_1_149_H_1_19,Mng_1_149_H_20_29,Mng_1_149_H_30_34,Mng_1_149_H_35_39,Mng_1_149_H_40_44,Mng_1_149_H_45_49,Mng_1_149_H_50ov,Mng_1_149_H_NS,Mng_1_149_H_Tot,Mng_150_299_H_0,Mng_150_299_H_1_19,Mng_150_299_H_20_29,Mng_150_299_H_30_34,Mng_150_299_H_35_39,Mng_150_299_H_40_44,Mng_150_299_H_45_49,Mng_150_299_H_50ov,Mng_150_299_H_NS,Mng_150_299_H_Tot,Mng_300_399_H_0,Mng_300_399_H_1_19,Mng_300_399_H_20_29,Mng_300_399_H_30_34,Mng_300_399_H_35_39,Mng_300_399_H_40_44,Mng_300_399_H_45_49,Mng_300_399_H_50ov,Mng_300_399_H_NS,Mng_300_399_H_Tot,Mng_400_499_H_0,Mng_400_499_H_1_19,Mng_400_499_H_20_29,Mng_400_499_H_30_34,Mng_400_499_H_35_39,Mng_400_499_H_40_44,Mng_400_499_H_45_49,Mng_400_499_H_50ov,Mng_400_499_H_NS,Mng_400_499_H_Tot,Mng_500_649_H_0,Mng_500_649_H_1_19,Mng_500_649_H_20_29,Mng_500_649_H_30_34,Mng_500_649_H_35_39,Mng_500_649_H_40_44,Mng_500_649_H_45_49,Mng_500_649_H_50ov,Mng_500_649_H_NS,Mng_500_649_H_Tot,Mng_650_799_H_0,Mng_650_799_H_1_19,Mng_650_799_H_20_29,Mng_650_799_H_30_34,Mng_650_799_H_35_39,Mng_650_799_H_40_44,Mng_650_799_H_45_49,Mng_650_799_H_50ov,Mng_650_799_H_NS,Mng_650_799_H_Tot,Mng_800_999_H_0,Mng_800_999_H_1_19,Mng_800_999_H_20_29,Mng_800_999_H_30_34,Mng_800_999_H_35_39,Mng_800_999_H_40_44,Mng_800_999_H_45_49,Mng_800_999_H_50ov,Mng_800_999_H_NS,Mng_800_999_H_Tot,Mng_1000_1249_H_0,Mng_1000_1249_H_1_19,Mng_1000_1249_H_20_29,Mng_1000_1249_H_30_34,Mng_1000_1249_H_35_39,Mng_1000_1249_H_40_44,Mng_1000_1249_H_45_49,Mng_1000_1249_H_50ov,Mng_1000_1249_H_NS,Mng_1000_1249_H_Tot,Mng_1250_1499_H_0,Mng_1250_1499_H_1_19,Mng_1250_1499_H_20_29,Mng_1250_1499_H_30_34,Mng_1250_1499_H_35_39,Mng_1250_1499_H_40_44,Mng_1250_1499_H_45_49,Mng_1250_1499_H_50ov,Mng_1250_1499_H_NS,Mng_1250_1499_H_Tot,Mng_1500_1749_H_0,Mng_1500_1749_H_1_19,Mng_1500_1749_H_20_29,Mng_1500_1749_H_30_34,Mng_1500_1749_H_35_39,Mng_1500_1749_H_40_44,Mng_1500_1749_H_45_49,Mng_1500_1749_H_50ov,Mng_1500_1749_H_NS,Mng_1500_1749_H_Tot,Mng_1750_1999_H_0,Mng_1750_1999_H_1_19,Mng_1750_1999_H_20_29,Mng_1750_1999_H_30_34,Mng_1750_1999_H_35_39,Mng_1750_1999_H_40_44,Mng_1750_1999_H_45_49,Mng_1750_1999_H_50ov,Mng_1750_1999_H_NS,Mng_1750_1999_H_Tot,Mng_2000_2999_H_0,Mng_2000_2999_H_1_19,Mng_2000_2999_H_20_29,Mng_2000_2999_H_30_34,Mng_2000_2999_H_35_39,Mng_2000_2999_H_40_44,Mng_2000_2999_H_45_49,Mng_2000_2999_H_50ov,Mng_2000_2999_H_NS,Mng_2000_2999_H_Tot,Mng_3000_3499_H_0,Mng_3000_3499_H_1_19,Mng_3000_3499_H_20_29,Mng_3000_3499_H_30_34,Mng_3000_3499_H_35_39,Mng_3000_3499_H_40_44,Mng_3000_3499_H_45_49,Mng_3000_3499_H_50ov,Mng_3000_3499_H_NS,Mng_3000_3499_H_Tot,Mng_3500mo_H_0,Mng_3500mo_H_1_19,Mng_3500mo_H_20_29,Mng_3500mo_H_30_34,Mng_3500mo_H_35_39,Mng_3500mo_H_40_44,Mng_3500mo_H_45_49,Mng_3500mo_H_50ov,Mng_3500mo_H_NS,Mng_3500mo_H_Tot,Mng_PINS_H_0,Mng_PINS_H_1_19,Mng_PINS_H_20_29,Mng_PINS_H_30_34,Mng_PINS_H_35_39,Mng_PINS_H_40_44,Mng_PINS_H_45_49,Mng_PINS_H_50ov,Mng_PINS_H_NS,Mng_PINS_H_Tot,Mng_Tot_H_0,Mng_Tot_H_1_19,Mng_Tot_H_20_29,Mng_Tot_H_30_34,Mng_Tot_H_35_39,Mng_Tot_H_40_44,Mng_Tot_H_45_49,Mng_Tot_H_50ov,Mng_Tot_H_NS,Mng_Tot_H_Tot,Pro_NNI_H_0,Pro_NNI_H_1_19,Pro_NNI_H_20_29,Pro_NNI_H_30_34,Pro_NNI_H_35_39,Pro_NNI_H_40_44,Pro_NNI_H_45_49,Pro_NNI_H_50ov,Pro_NNI_H_NS,Pro_NNI_H_Tot,Pro_1_149_H_0,Pro_1_149_H_1_19,Pro_1_149_H_20_29,Pro_1_149_H_30_34,Pro_1_149_H_35_39,Pro_1_149_H_40_44,Pro_1_149_H_45_49,Pro_1_149_H_50ov,Pro_1_149_H_NS,Pro_1_149_H_Tot,Pro_150_299_H_0,Pro_150_299_H_1_19,Pro_150_299_H_20_29,Pro_150_299_H_30_34,Pro_150_299_H_35_39,Pro_150_299_H_40_44,Pro_150_299_H_45_49,Pro_150_299_H_50ov,Pro_150_299_H_NS,Pro_150_299_H_Tot
LGA24900,3,5,5,5,0,14,3,39,5,79,5,9,3,3,0,5,0,6,0,35,4,6,3,0,5,13,0,29,3,55,8,15,9,0,6,7,0,24,11,86,5,15,8,13,5,5,3,32,0,79,10,18,19,17,12,27,5,51,7,163,8,15,30,11,20,33,16,59,4,196,7,8,15,22,46,45,13,84,11,247,7,17,8,17,44,72,24,99,3,291,11,8,5,6,34,56,21,63,0,208,7,5,3,5,26,51,21,61,5,165,5,5,4,0,10,39,14,68,4,158,3,0,0,5,21,33,32,121,3,224,0,0,0,3,4,11,4,33,0,62,0,6,0,4,9,10,4,36,0,66,3,0,0,4,4,10,0,10,6,41,75,139,120,116,239,423,170,824,54,2164,0,4,0,0,0,4,0,0,0,7,0,3,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,15
LGA24970,6,18,9,11,9,18,5,30,3,97,13,22,7,4,6,11,0,3,0,60,11,45,17,11,3,10,4,11,0,114,3,59,43,11,15,16,0,12,0,164,9,60,36,16,30,27,3,25,6,201,24,76,107,35,35,50,5,29,8,368,17,69,107,65,78,82,11,41,6,477,31,71,125,93,218,167,27,72,11,818,40,60,112,112,440,341,66,153,16,1335,44,41,95,77,449,422,95,139,9,1363,50,38,58,81,447,501,145,209,12,1539,40,32,51,69,375,509,146,252,4,1476,92,63,75,121,910,1388,535,1056,11,4240,34,13,8,20,196,489,212,519,6,1505,35,48,46,47,238,664,352,1345,3,2784,3,4,0,7,10,28,5,24,18,100,445,714,898,777,3454,4721,1612,3911,103,16636,18,32,14,4,3,19,3,15,10,114,20,284,13,0,4,3,0,7,4,336,33,374,33,9,11,7,0,0,11,476
LGA25060,4,7,6,0,0,12,0,11,0,44,0,16,3,0,0,0,0,5,0,30,5,21,5,0,0,6,0,7,0,48,7,15,8,6,7,9,0,9,0,60,3,22,22,5,7,7,0,5,0,82,8,38,49,22,15,26,12,19,0,186,11,46,42,32,53,20,3,21,4,236,16,30,78,54,117,76,18,35,6,425,23,42,67,45,155,118,20,73,6,554,16,23,33,30,118,140,34,69,9,466,17,11,18,25,120,142,38,89,6,462,8,10,19,21,106,99,39,81,7,388,16,19,28,29,198,324,116,233,9,970,0,11,3,8,43,87,33,127,0,313,0,8,15,10,45,126,72,296,0,584,0,0,6,0,5,3,3,7,10,30,157,318,404,306,997,1200,381,1094,43,4888,15,9,0,0,0,0,0,8,0,36,13,68,4,0,4,7,0,0,0,94,12,122,21,9,0,0,0,4,0,171
LGA25150,4,3,0,4,0,5,0,3,0,23,0,3,6,0,3,0,0,0,0,10,0,14,0,0,0,0,0,10,0,32,0,5,6,3,3,3,0,8,0,30,0,8,10,0,5,5,7,12,0,39,0,8,19,7,4,5,5,28,0,84,10,13,10,6,19,19,6,23,3,105,0,12,13,10,27,27,7,23,0,127,8,8,11,6,32,41,8,31,4,143,9,3,6,6,33,29,13,42,6,140,5,0,3,10,27,23,11,40,0,124,0,0,6,0,16,20,9,26,0,85,4,3,6,4,36,38,14,75,0,186,0,0,0,0,4,9,0,30,0,46,0,6,3,0,3,18,13,39,0,83,0,3,0,0,0,0,0,9,7,20,49,91,105,66,200,240,93,398,19,1261,0,4,0,0,0,0,0,0,0,3,3,12,0,0,0,0,0,0,0,20,0,19,6,0,0,0,0,0,0,29
LGA25250,7,5,4,3,5,7,0,17,0,46,0,6,3,0,4,0,0,5,0,24,3,26,10,4,0,4,0,7,0,58,0,33,17,8,7,20,0,5,0,92,3,28,30,8,14,15,3,11,0,113,11,52,56,22,21,29,6,32,0,231,13,23,81,34,49,55,10,38,0,302,13,38,56,51,102,109,21,61,6,463,18,37,69,72,173,162,37,77,3,645,19,27,30,57,169,157,55,74,3,595,15,18,26,33,160,134,51,115,3,563,13,4,16,21,116,119,34,104,0,431,16,23,25,44,192,264,106,247,9,922,0,8,4,4,47,84,37,119,4,306,6,9,14,20,27,81,48,239,0,443,0,0,0,6,4,5,0,4,7,33,154,359,439,384,1075,1240,412,1160,48,5268,7,14,4,0,5,7,0,5,0,51,10,96,9,0,6,3,0,3,0,128,8,127,18,3,0,12,0,11,0,180
LGA25340,12,17,15,5,10,17,6,18,3,97,6,22,5,3,0,0,0,5,3,53,17,38,5,3,0,6,5,16,0,95,12,55,23,6,9,10,0,23,0,145,9,45,30,14,10,16,5,18,0,151,17,57,67,27,25,43,9,36,3,277,34,76,92,64,53,64,18,68,4,482,34,69,88,69,176,150,35,89,9,719,47,64,92,87,224,282,48,111,5,963,37,65,62,44,179,245,65,144,10,856,20,42,58,38,148,236,81,163,10,793,19,25,37,36,107,161,69,149,3,616,32,48,36,49,170,317,156,342,7,1162,9,14,19,8,23,65,39,122,0,298,6,34,43,34,40,137,58,258,4,611,0,5,10,0,10,18,6,19,18,90,319,673,683,494,1188,1767,605,1588,78,7399,11,10,6,3,4,8,4,4,0,46,13,61,3,5,4,3,0,5,0,99,15,85,13,3,9,8,0,3,0,137
LGA25430,0,0,3,3,0,4,0,3,0,19,0,10,3,0,0,0,0,3,0,18,0,12,0,0,0,4,0,0,0,23,0,5,11,4,0,5,0,4,3,39,3,8,11,0,5,5,4,9,0,40,0,10,16,8,5,11,0,10,3,51,3,8,15,9,9,14,8,17,0,78,5,16,12,11,16,18,5,22,0,104,0,6,11,13,22,35,7,42,0,139,0,3,7,13,23,25,9,12,4,92,3,0,4,6,17,16,5,29,5,84,5,0,4,7,14,14,0,29,0,71,7,7,7,13,20,38,24,39,3,140,4,0,0,0,3,11,7,3,0,36,0,5,3,0,4,19,0,28,0,60,0,0,0,4,4,0,0,3,9,21,35,94,104,79,140,212,79,265,20,1021,0,0,0,0,0,3,0,0,0,5,0,9,0,0,0,0,0,0,0,12,0,13,5,5,3,0,0,0,0,19
LGA25490,0,10,0,3,0,8,0,13,5,41,0,8,0,0,0,4,0,13,0,30,0,11,12,0,3,9,0,20,3,55,0,16,3,0,7,3,0,13,0,52,3,17,12,9,4,10,4,30,4,89,4,18,14,3,8,20,4,37,4,103,4,14,18,12,10,22,8,49,4,132,5,18,22,16,18,33,10,100,4,224,8,20,21,18,16,63,19,119,12,285,9,12,6,6,15,37,7,108,0,207,3,6,10,13,22,24,23,100,0,203,11,7,9,0,15,31,16,78,4,167,3,9,4,8,16,52,27,112,5,238,0,0,0,4,3,20,7,29,0,73,0,3,0,3,4,17,12,107,4,153,0,3,0,6,0,0,5,28,8,45,56,165,140,94,149,353,135,951,52,2095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6
LGA25620,0,10,3,0,4,4,0,3,0,23,0,4,4,0,0,0,0,4,0,13,0,5,4,9,4,5,0,6,3,34,0,9,8,4,4,9,0,7,0,37,0,6,6,12,3,6,0,3,0,42,0,14,15,3,7,7,6,8,0,64,0,15,12,5,11,12,0,15,0,70,0,12,12,13,22,25,9,18,3,110,5,8,10,16,35,34,12,26,3,144,3,8,7,8,16,17,11,29,0,97,0,3,3,10,15,30,14,26,0,98,5,0,3,0,14,26,11,19,0,75,8,8,0,7,18,20,16,37,3,116,3,0,0,0,0,5,0,14,0,34,0,3,8,4,0,5,6,18,0,53,0,0,0,0,3,11,0,3,7,27,31,102,87,90,155,210,79,254,19,1030,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,11,0,3,4,0,0,0,0,0,0,0
LGA25710,0,0,3,0,0,3,0,7,0,23,0,9,5,7,0,0,0,0,0,16,0,15,9,3,3,0,0,3,0,38,7,15,7,8,3,6,0,6,4,50,4,20,15,6,4,0,0,5,0,64,4,25,26,4,4,13,6,10,0,85,9,14,20,7,11,12,3,20,0,100,9,16,27,31,39,28,4,23,0,179,5,10,32,27,37,59,10,25,0,208,14,14,19,16,41,37,19,35,0,192,6,8,7,15,36,63,16,39,0,191,0,5,8,3,26,31,6,29,0,116,9,5,13,13,39,94,25,102,0,299,5,0,3,4,15,28,9,38,0,96,6,8,7,7,23,47,14,78,0,180,0,0,0,0,3,0,3,6,3,18,85,168,200,145,279,423,123,428,16,1856,0,9,3,5,0,0,0,4,0,20,5,38,0,5,0,0,0,4,0,51,7,48,3,0,0,0,0,6,0,64
LGA25810,0,0,0,0,0,3,0,12,0,22,0,5,5,3,0,0,0,4,0,15,0,8,3,0,0,3,4,4,0,31,0,6,0,4,3,3,0,9,4,27,0,5,4,3,6,0,9,12,0,37,0,3,12,3,3,16,3,27,0,69,3,7,15,0,5,4,4,29,3,70,0,5,11,5,13,19,8,37,0,98,3,4,4,9,22,33,8,45,0,128,3,0,4,0,16,18,7,40,0,92,7,4,0,3,15,21,4,27,0,78,0,4,0,0,6,17,0,19,0,54,10,4,3,0,13,26,16,42,0,117,0,0,0,3,0,10,4,20,0,34,4,3,0,0,0,11,4,33,0,50,0,0,0,0,0,5,0,3,0,8,36,66,65,45,116,190,67,356,9,953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,10
LGA25900,7,4,3,9,10,15,3,20,3,75,3,9,4,0,4,6,3,3,0,30,0,15,9,7,0,3,0,3,0,45,8,31,18,10,6,9,4,5,0,93,7,36,27,15,4,19,0,9,0,124,10,51,50,29,10,22,4,34,4,212,18,48,89,56,35,61,4,43,0,345,31,53,118,61,150,130,19,74,7,645,54,76,119,118,324,303,72,118,7,1184,36,58,91,82,379,381,87,149,8,1277,50,46,58,93,397,482,143,206,9,1490,37,33,46,71,301,429,131,213,5,1268,94,77,72,139,706,1273,432,871,15,3673,35,21,28,49,179,424,168,444,6,1354,47,57,65,75,269,868,458,1637,10,3490,6,3,7,0,5,13,0,28,16,80,445,622,810,817,2778,4426,1530,3848,89,15366,9,21,14,7,4,3,0,5,7,77,10,76,14,0,3,4,0,0,3,124,23,126,29,3,5,3,0,3,0,192
LGA25990,0,3,6,3,0,0,0,18,0,28,0,3,0,0,0,0,0,4,0,17,0,3,0,0,0,3,0,5,0,24,0,8,4,0,0,5,0,8,0,26,0,5,7,5,0,11,5,16,4,48,0,4,4,0,4,3,0,22,0,43,0,3,8,4,4,9,5,16,5,51,0,3,3,4,8,14,7,20,0,57,0,0,3,7,9,20,3,27,0,78,0,0,5,4,8,9,0,22,0,49,0,3,0,10,6,12,3,26,0,63,0,0,0,4,0,3,3,3,4,23,3,0,3,3,8,19,4,26,6,69,0,0,0,0,0,6,0,7,0,13,0,0,4,0,0,5,0,12,0,25,0,0,0,0,0,0,0,8,0,10,14,44,51,44,57,114,34,251,14,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26080,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,8,4,4,0,4,0,3,0,0,0,16,4,3,4,4,0,0,0,0,0,15,0,0,6,0,0,0,0,0,0,11,0,4,3,3,0,0,3,0,0,17,4,4,5,0,4,0,0,3,0,24,0,0,3,3,0,10,0,0,0,24,0,3,0,3,6,0,0,6,0,26,0,5,0,0,0,3,0,4,3,19,3,0,0,5,9,13,0,11,0,38,0,0,0,0,0,6,3,7,0,21,0,0,0,0,0,8,0,10,0,18,0,0,0,0,0,0,0,0,0,0,20,29,22,17,38,48,8,47,3,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA26170,8,6,14,6,0,10,0,38,0,88,3,21,8,0,0,0,0,5,3,43,7,26,7,4,9,3,0,16,8,73,3,17,25,7,8,12,0,15,4,90,0,21,14,13,10,19,3,40,6,127,8,21,32,18,13,20,9,55,3,181,10,27,27,16,20,25,6,52,0,187,5,24,31,19,21,57,17,81,0,253,8,16,18,18,36,57,14,108,9,279,11,16,26,14,21,42,20,91,7,238,6,13,13,11,25,40,12,83,0,201,6,5,7,0,8,26,14,77,0,162,7,10,12,16,33,52,30,109,0,270,0,8,5,4,8,13,4,38,0,80,4,6,5,4,4,13,9,73,0,128,0,4,7,0,3,4,0,17,12,51,90,245,240,161,220,408,153,892,58,2459,0,0,0,0,0,0,0,3,0,7,0,12,0,4,0,0,0,0,0,18,5,23,0,4,3,0,0,0,0,37
LGA26260,0,0,6,0,0,8,0,19,0,31,0,6,0,0,0,3,0,7,0,17,0,3,3,3,0,0,6,4,3,30,0,8,4,8,0,12,0,21,0,50,3,6,3,10,4,12,0,15,0,57,0,11,3,13,8,14,4,37,4,89,6,14,16,9,10,24,6,43,0,132,3,16,23,10,17,38,15,67,5,188,10,10,9,13,22,57,21,66,4,218,0,11,14,10,13,33,20,57,4,157,0,10,8,4,16,43,24,64,0,175,0,3,4,3,10,17,16,52,0,113,0,3,3,8,11,48,7,87,0,170,0,0,0,0,6,10,3,22,0,42,6,5,14,5,9,12,10,65,3,128,0,0,0,4,0,4,0,6,0,18,39,111,107,98,124,331,147,626,29,1613,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,5,4,5,0,0,0,0,0,0,0,6
LGA26350,3,12,15,5,9,11,0,13,0,81,0,23,0,3,7,4,0,12,0,55,4,20,10,4,0,0,0,4,0,53,9,24,16,5,9,11,0,10,0,85,13,51,32,8,7,14,3,7,0,143,20,57,85,13,16,27,6,21,0,250,24,57,97,50,55,39,7,19,7,352,43,53,118,109,187,98,24,48,11,695,52,61,130,118,386,239,48,85,4,1123,43,48,73,66,284,259,58,89,0,922,33,32,66,59,244,261,75,165,11,938,16,32,48,43,166,192,63,119,5,693,43,43,74,50,357,549,181,418,7,1725,3,26,17,19,79,168,69,199,5,591,27,43,59,64,125,354,170,734,9,1588,5,8,7,8,7,12,6,15,16,74,341,589,847,629,1933,2259,709,1971,72,9362,10,21,11,9,5,12,9,13,6,83,5,80,8,4,0,0,0,3,0,105,16,131,14,8,0,4,0,3,3,178
LGA26430,0,4,0,8,0,3,4,6,0,34,0,0,5,0,0,7,0,3,0,16,0,4,3,5,0,10,4,7,0,31,4,11,7,4,0,5,0,10,0,45,0,11,4,0,6,3,4,12,0,37,7,3,5,8,4,10,0,13,0,45,3,9,12,8,3,11,4,29,0,76,0,5,13,10,23,24,4,25,5,105,3,5,10,6,26,35,11,34,0,131,4,6,5,8,8,34,7,26,0,98,0,0,3,7,13,28,3,22,5,82,0,4,0,0,9,13,0,20,0,55,4,3,3,7,12,31,9,46,0,113,0,3,0,0,0,7,4,10,0,28,0,8,6,3,8,15,8,20,8,63,0,0,0,0,0,5,0,7,0,20,27,74,70,79,118,237,62,299,12,979,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3
LGA26490,0,5,0,8,0,5,0,6,4,28,5,5,5,0,0,4,0,7,0,29,3,10,4,0,0,4,3,4,0,27,4,15,3,4,7,7,0,8,0,46,0,15,13,0,0,11,0,10,0,49,0,20,14,10,8,13,4,17,0,94,8,19,23,15,13,15,0,18,0,111,11,20,34,20,29,32,4,23,0,174,7,21,28,19,59,68,21,32,0,266,12,20,13,10,67,60,20,36,0,242,6,16,14,13,40,62,12,56,0,213,6,5,17,7,22,34,6,38,0,135,10,12,15,17,38,72,33,93,0,282,5,0,0,6,18,16,9,37,0,94,10,10,20,10,7,25,6,67,5,157,0,0,4,0,0,4,0,10,0,29,81,208,205,147,306,423,112,480,14,1973,4,5,0,3,0,3,0,0,0,16,0,12,3,0,0,0,0,0,0,18,0,20,6,0,0,3,0,0,0,36
LGA26610,0,9,0,4,0,3,0,24,0,39,0,0,0,0,0,0,0,0,0,8,0,7,3,0,0,9,0,8,0,26,0,3,7,9,4,6,0,12,0,44,0,3,9,3,3,10,0,16,0,47,6,7,10,15,7,16,11,26,6,101,3,15,15,16,21,22,8,28,0,126,12,15,9,17,48,33,6,48,4,192,8,14,19,17,51,64,30,69,3,264,13,10,8,9,27,61,22,57,0,209,8,8,5,4,24,34,22,66,0,170,3,4,0,3,17,36,22,49,0,133,0,0,3,4,29,57,29,85,8,230,0,0,6,0,0,12,7,29,0,60,0,7,4,0,9,13,11,51,0,101,0,3,0,6,0,7,0,17,8,37,60,108,106,100,236,378,178,581,31,1787,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,11
LGA26670,0,0,0,0,0,4,0,10,0,15,0,5,0,0,0,0,0,0,0,8,4,5,4,5,0,6,0,11,0,30,0,9,0,4,0,8,4,11,3,35,5,8,0,3,0,5,0,13,0,36,0,8,10,4,6,10,9,27,0,64,0,9,10,0,6,15,0,22,0,63,4,6,3,10,8,13,8,26,0,74,5,9,3,7,4,20,3,39,0,90,0,3,0,3,10,12,9,32,0,63,0,3,4,7,3,14,4,21,0,59,0,0,3,0,4,3,5,18,0,34,3,4,4,0,6,7,4,34,0,67,0,0,0,3,4,0,3,7,0,15,0,0,0,0,0,0,3,19,0,22,0,0,0,0,0,3,0,7,0,14,13,64,41,39,59,116,46,298,9,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6
LGA26700,0,4,3,0,0,5,0,20,5,45,0,6,0,3,0,0,0,5,0,26,5,10,5,3,0,9,0,15,0,49,3,17,9,0,8,14,0,17,3,62,4,13,11,9,11,11,4,23,5,77,3,17,19,6,7,18,0,29,3,106,3,17,24,14,20,8,3,30,3,124,9,18,19,17,43,34,9,42,0,190,4,15,18,24,48,62,19,82,4,286,4,8,8,10,40,59,14,38,0,183,6,6,7,12,34,59,16,53,0,201,5,8,8,4,29,41,21,38,0,162,12,5,4,11,38,51,45,90,5,263,0,6,0,0,5,16,13,30,0,65,0,0,0,0,7,20,6,51,0,90,5,4,0,0,0,4,3,15,6,33,66,144,152,121,293,414,153,574,36,1949,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,10,0,17,0,0,0,0,0,0,0,23
LGA26730,0,0,0,0,0,5,0,0,3,12,0,0,3,0,0,0,0,0,0,9,0,4,0,0,0,0,0,6,0,15,3,3,0,7,0,0,0,3,0,21,3,8,7,4,0,5,0,8,0,33,4,12,11,7,5,6,0,5,0,50,4,12,21,10,13,13,3,15,3,95,7,8,12,25,41,51,7,21,7,181,13,10,16,13,67,60,13,35,5,229,10,10,13,14,43,71,29,42,0,227,5,4,7,8,42,47,23,44,0,180,4,0,0,6,29,47,21,48,0,171,9,8,3,5,56,90,56,87,0,317,0,0,0,3,4,28,7,35,0,76,6,3,6,0,6,18,13,48,0,99,0,0,4,0,6,0,0,0,3,18,72,81,103,109,319,441,178,399,26,1723,0,0,0,0,4,0,0,0,0,7,0,13,0,0,0,3,0,0,0,16,7,14,4,0,0,0,0,0,0,27
LGA26810,3,6,4,7,8,0,0,44,0,71,4,15,7,3,0,11,0,11,0,45,5,18,14,7,3,6,0,27,0,82,3,20,12,15,4,10,3,41,9,115,9,19,28,5,8,8,8,40,0,120,9,23,33,18,14,25,14,45,9,182,9,17,27,20,25,35,8,63,0,209,8,16,28,22,42,55,9,85,0,287,13,16,25,18,62,89,29,138,0,387,5,14,17,14,55,75,22,98,0,299,13,7,10,8,38,75,28,102,6,281,4,9,4,11,27,57,22,89,4,214,12,3,7,5,56,99,56,151,0,405,4,4,0,0,7,22,14,42,0,89,7,8,0,0,13,23,14,105,5,179,0,0,3,4,0,3,0,24,8,45,97,186,228,162,359,593,231,1113,44,3017,3,4,0,0,0,0,0,0,0,6,8,8,0,0,0,4,0,0,0,21,0,15,0,4,6,0,0,0,0,26
LGA26890,0,0,0,0,0,4,0,16,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,16,0,4,0,0,0,8,3,13,0,23,6,9,7,0,0,5,4,19,0,38,0,3,4,9,0,10,4,12,0,44,0,3,4,0,0,10,6,35,0,65,3,3,3,4,7,16,3,39,0,83,0,7,5,4,4,24,10,35,0,82,0,3,6,10,10,13,10,29,0,70,0,7,0,5,5,13,7,36,0,79,0,0,5,10,7,14,0,28,0,67,0,5,4,4,4,17,4,40,0,84,0,3,3,4,0,0,0,15,0,22,0,0,0,0,0,10,3,23,7,45,0,3,0,0,0,5,0,12,0,26,17,51,50,48,45,142,49,354,9,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6
LGA26980,7,15,4,9,9,23,0,17,8,89,6,22,6,0,7,5,0,4,0,47,9,54,11,0,6,7,0,6,0,94,13,56,32,13,8,10,5,10,5,159,8,48,49,12,5,21,3,18,0,168,16,66,78,30,27,41,0,14,6,282,28,54,100,55,59,61,10,35,4,402,27,51,110,76,148,103,15,44,14,594,36,62,85,75,248,241,47,83,6,888,24,34,58,65,275,231,52,96,10,851,27,24,43,59,238,253,66,158,3,865,16,19,28,40,227,234,72,128,3,770,65,34,54,75,523,703,253,525,7,2253,23,10,8,12,104,194,89,238,5,671,23,24,27,23,102,293,127,524,3,1142,0,5,4,6,8,7,9,15,8,46,316,579,694,560,1990,2447,756,1911,86,9331,18,20,6,3,11,7,0,14,0,80,28,221,8,0,8,3,0,3,0,283,29,293,51,10,9,10,3,3,4,409
LGA27070,5,15,7,3,3,11,3,8,0,63,6,19,4,0,7,4,0,0,0,38,11,33,12,4,3,7,4,5,3,83,3,34,15,11,3,13,7,9,9,98,9,47,49,11,9,12,4,14,3,156,16,48,72,31,27,38,5,29,7,267,28,43,79,52,90,69,14,22,8,392,31,45,70,72,201,143,26,64,10,655,42,33,80,55,308,283,51,121,10,983,25,20,29,45,272,254,68,136,8,867,29,23,33,40,188,246,88,148,12,804,12,12,17,27,168,236,91,182,4,734,29,23,21,35,285,440,155,423,6,1422,8,4,3,7,44,107,57,167,5,397,15,20,13,12,60,133,74,305,7,639,0,0,4,3,12,12,3,13,11,62,254,409,508,411,1685,2001,640,1659,106,7683,9,12,0,5,3,3,0,4,6,37,14,92,5,4,0,8,0,0,4,128,13,116,12,7,3,4,4,0,0,166
