POW_LGA_CODE_2021,P_M1_Tram_or_LR_15_24,P_M1_Tram_or_LR_25_34,P_M1_Tram_or_LR_35_44,P_M1_Tram_or_LR_45_54,P_M1_Tram_or_LR_55_64,P_M1_Tram_or_LR_65_74,P_M1_Tram_or_LR_75ov,P_M1_Tram_or_LR_Tot,P_M1_Taxi_or_RSS_15_24,P_M1_Taxi_or_RSS_25_34,P_M1_Taxi_or_RSS_35_44,P_M1_Taxi_or_RSS_45_54,P_M1_Taxi_or_RSS_55_64,P_M1_Taxi_or_RSS_65_74,P_M1_Taxi_or_RSS_75ov,P_M1_Taxi_or_RSS_Tot,P_M1_CarAsDriv_15_24,P_M1_CarAsDriv_25_34,P_M1_CarAsDriv_35_44,P_M1_CarAsDriv_45_54,P_M1_CarAsDriv_55_64,P_M1_CarAsDriv_65_74,P_M1_CarAsDriv_75ov,P_M1_CarAsDriv_Tot,P_M1_CarAsPas_15_24,P_M1_CarAsPas_25_34,P_M1_CarAsPas_35_44,P_M1_CarAsPas_45_54,P_M1_CarAsPas_55_64,P_M1_CarAsPas_65_74,P_M1_CarAsPas_75ov,P_M1_CarAsPas_Tot,P_M1_Truck_15_24,P_M1_Truck_25_34,P_M1_Truck_35_44,P_M1_Truck_45_54,P_M1_Truck_55_64,P_M1_Truck_65_74,P_M1_Truck_75ov,P_M1_Truck_Tot,P_M1_MBikeScoot_15_24,P_M1_MBikeScoot_25_34,P_M1_MBikeScoot_35_44,P_M1_MBikeScoot_45_54,P_M1_MBikeScoot_55_64,P_M1_MBikeScoot_65_74,P_M1_MBikeScoot_75ov,P_M1_MBikeScoot_Tot,P_M1_Bicycle_15_24,P_M1_Bicycle_25_34,P_M1_Bicycle_35_44,P_M1_Bicycle_45_54,P_M1_Bicycle_55_64,P_M1_Bicycle_65_74,P_M1_Bicycle_75ov,P_M1_Bicycle_Tot,P_M1_Other_15_24,P_M1_Other_25_34,P_M1_Other_35_44,P_M1_Other_45_54,P_M1_Other_55_64,P_M1_Other_65_74,P_M1_Other_75ov,P_M1_Other_Tot,P_M1_WlkOnly_15_24,P_M1_WlkOnly_25_34,P_M1_WlkOnly_35_44,P_M1_WlkOnly_45_54,P_M1_WlkOnly_55_64,P_M1_WlkOnly_65_74,P_M1_WlkOnly_75ov,P_M1_WlkOnly_Tot,P_M1_Tot_M1_15_24,P_M1_Tot_M1_25_34,P_M1_Tot_M1_35_44,P_M1_Tot_M1_45_54,P_M1_Tot_M1_55_64,P_M1_Tot_M1_65_74,P_M1_Tot_M1_75ov,P_M1_Tot_M1_Tot,P_M2_TrnBus_15_24,P_M2_TrnBus_25_34,P_M2_TrnBus_35_44,P_M2_TrnBus_45_54,P_M2_TrnBus_55_64,P_M2_TrnBus_65_74,P_M2_TrnBus_75ov,P_M2_TrnBus_Tot,P_M2_TrnFer_15_24,P_M2_TrnFer_25_34,P_M2_TrnFer_35_44,P_M2_TrnFer_45_54,P_M2_TrnFer_55_64,P_M2_TrnFer_65_74,P_M2_TrnFer_75ov,P_M2_TrnFer_Tot,P_M2_TrnTrm_or_LR_15_24,P_M2_TrnTrm_or_LR_25_34,P_M2_TrnTrm_or_LR_35_44,P_M2_TrnTrm_or_LR_45_54,P_M2_TrnTrm_or_LR_55_64,P_M2_TrnTrm_or_LR_65_74,P_M2_TrnTrm_or_LR_75ov,P_M2_TrnTrm_or_LR_Tot,P_M2_TrnCarAsDriv_15_24,P_M2_TrnCarAsDriv_25_34,P_M2_TrnCarAsDriv_35_44,P_M2_TrnCarAsDriv_45_54,P_M2_TrnCarAsDriv_55_64,P_M2_TrnCarAsDriv_65_74,P_M2_TrnCarAsDriv_75ov,P_M2_TrnCarAsDriv_Tot,P_M2_TrnCarAsPas_15_24,P_M2_TrnCarAsPas_25_34,P_M2_TrnCarAsPas_35_44,P_M2_TrnCarAsPas_45_54,P_M2_TrnCarAsPas_55_64,P_M2_TrnCarAsPas_65_74,P_M2_TrnCarAsPas_75ov,P_M2_TrnCarAsPas_Tot,P_M2_TrnOth_15_24,P_M2_TrnOth_25_34,P_M2_TrnOth_35_44,P_M2_TrnOth_45_54,P_M2_TrnOth_55_64,P_M2_TrnOth_65_74,P_M2_TrnOth_75ov,P_M2_TrnOth_Tot,P_M2_Train_and_Tot_15_24,P_M2_Train_and_Tot_25_34,P_M2_Train_and_Tot_35_44,P_M2_Train_and_Tot_45_54,P_M2_Train_and_Tot_55_64,P_M2_Train_and_Tot_65_74,P_M2_Train_and_Tot_75ov,P_M2_Train_and_Tot_Tot,P_M2_BusFer_15_24,P_M2_BusFer_25_34,P_M2_BusFer_35_44,P_M2_BusFer_45_54,P_M2_BusFer_55_64,P_M2_BusFer_65_74,P_M2_BusFer_75ov,P_M2_BusFer_Tot,P_M2_BusTrm_or_LR_15_24,P_M2_BusTrm_or_LR_25_34,P_M2_BusTrm_or_LR_35_44,P_M2_BusTrm_or_LR_45_54,P_M2_BusTrm_or_LR_55_64,P_M2_BusTrm_or_LR_65_74,P_M2_BusTrm_or_LR_75ov,P_M2_BusTrm_or_LR_Tot,P_M2_BusCarAsDriv_15_24,P_M2_BusCarAsDriv_25_34,P_M2_BusCarAsDriv_35_44,P_M2_BusCarAsDriv_45_54,P_M2_BusCarAsDriv_55_64,P_M2_BusCarAsDriv_65_74,P_M2_BusCarAsDriv_75ov,P_M2_BusCarAsDriv_Tot,P_M2_BusCarAsPas_15_24,P_M2_BusCarAsPas_25_34,P_M2_BusCarAsPas_35_44,P_M2_BusCarAsPas_45_54,P_M2_BusCarAsPas_55_64,P_M2_BusCarAsPas_65_74,P_M2_BusCarAsPas_75ov,P_M2_BusCarAsPas_Tot,P_M2_BusOth_15_24,P_M2_BusOth_25_34,P_M2_BusOth_35_44,P_M2_BusOth_45_54,P_M2_BusOth_55_64,P_M2_BusOth_65_74,P_M2_BusOth_75ov,P_M2_BusOth_Tot,P_M2_BusTot_15_24,P_M2_BusTot_25_34,P_M2_BusTot_35_44,P_M2_BusTot_45_54,P_M2_BusTot_55_64,P_M2_BusTot_65_74,P_M2_BusTot_75ov,P_M2_BusTot_Tot,P_M2_Other_M2_15_24,P_M2_Other_M2_25_34,P_M2_Other_M2_35_44,P_M2_Other_M2_45_54,P_M2_Other_M2_55_64,P_M2_Other_M2_65_74,P_M2_Other_M2_75ov,P_M2_Other_M2_Tot,P_M2_Tot_M2_15_24,P_M2_Tot_M2_25_34,P_M2_Tot_M2_35_44,P_M2_Tot_M2_45_54,P_M2_Tot_M2_55_64,P_M2_Tot_M2_65_74,P_M2_Tot_M2_75ov,P_M2_Tot_M2_Tot
LGA23670,9,9,0,0,0,0,0,14,29,40,24,6,4,4,0,102,5091,9499,9299,9913,8005,1854,160,43813,1600,416,245,250,241,69,5,2822,19,54,69,88,71,35,9,341,23,34,14,21,30,4,0,123,33,45,38,54,61,5,0,234,26,69,61,56,47,21,0,271,167,101,83,110,92,35,6,592,7260,10479,9935,10579,8609,2043,178,49090,61,75,27,25,18,0,0,208,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,11,14,15,6,5,0,0,47,6,3,3,0,0,0,0,14,7,4,3,4,0,0,0,15,78,101,49,43,25,0,4,294,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,17,7,9,3,4,3,0,0,29,34,6,4,7,0,0,0,55,11,11,0,0,3,0,0,27,60,37,8,10,11,0,0,124,93,80,52,53,43,8,0,334,234,214,110,105,75,19,4,751
LGA23810,0,4,0,0,0,0,0,4,10,3,5,0,3,6,0,25,2722,5012,4818,4881,4224,882,75,22613,927,271,128,125,96,21,7,1579,8,23,24,33,41,12,0,144,13,14,7,20,14,0,0,67,17,16,16,17,14,0,0,74,5,13,11,19,24,4,0,74,114,93,70,85,109,29,12,510,3889,5496,5104,5208,4538,961,91,25289,3,0,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,6,8,0,7,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,13,12,6,0,0,3,0,0,20,0,4,0,0,0,0,0,4,18,9,8,4,6,0,0,38,27,31,26,22,13,0,0,129,55,48,34,28,22,8,0,196
LGA23940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,253,263,338,357,112,21,1456,45,17,16,17,18,0,0,109,0,8,8,3,8,0,0,30,0,0,0,0,3,0,0,9,0,0,0,4,0,0,0,9,0,0,3,4,8,16,0,34,27,18,26,33,71,49,16,246,195,298,314,405,469,177,37,1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,5,0,0,19,0,7,3,0,5,0,0,18
LGA24130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1334,1704,1803,2039,1522,448,49,8890,488,116,47,43,38,15,4,755,3,22,22,44,35,13,3,148,3,3,3,4,0,0,0,10,9,3,4,9,5,5,0,41,9,10,3,3,11,7,0,48,97,66,76,82,101,45,23,490,1967,1936,1973,2242,1727,531,85,10461,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,5,0,0,0,12,7,0,0,0,0,0,0,3,0,3,0,8,0,0,0,10,12,11,3,4,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,23,16,9,5,13,0,0,71,35,29,20,15,13,3,0,112
LGA24210,0,6,0,5,0,0,0,11,8,12,9,5,7,0,0,44,2324,3389,2938,3124,2586,703,84,15164,792,175,96,99,94,32,3,1295,5,14,25,31,44,11,0,129,8,15,7,7,10,0,0,53,10,5,15,9,6,0,0,53,12,19,19,36,25,7,0,115,156,95,81,93,83,37,8,552,3582,3942,3288,3462,2898,806,101,18084,36,58,17,10,13,4,0,133,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,6,0,6,0,3,0,0,11,3,3,0,0,0,0,0,4,0,5,0,0,0,0,0,5,41,70,22,14,15,4,0,165,0,0,0,0,0,0,0,0,9,7,0,0,5,0,0,24,4,6,9,0,4,0,0,19,38,9,4,3,0,0,0,61,4,3,0,0,0,0,0,13,58,30,11,5,6,4,0,113,23,36,27,24,15,6,0,130,123,135,61,40,38,14,0,406
LGA24250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,370,486,530,513,169,12,2291,89,32,15,8,14,6,0,161,0,3,8,5,7,4,0,28,0,0,0,0,0,0,0,5,5,10,6,0,11,0,0,22,0,3,5,6,7,4,0,29,66,76,42,41,55,29,0,317,366,494,560,604,601,220,10,2853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,4,4,6,3,0,0,15,4,4,4,6,3,3,0,19
LGA24330,55,58,12,9,6,0,0,133,27,57,21,14,8,4,0,125,2651,5689,5044,4621,3409,786,52,22253,695,284,171,164,166,38,4,1522,10,41,33,39,36,7,0,167,20,43,20,23,6,0,0,118,51,112,63,66,45,6,0,336,16,42,48,41,17,12,0,184,261,259,152,137,94,27,3,935,4193,7009,5733,5233,3887,899,67,27021,96,106,51,31,23,9,0,312,0,0,0,0,0,0,0,0,26,54,14,5,7,0,0,102,15,31,23,12,14,0,0,96,7,13,9,3,7,0,0,38,5,25,8,6,4,0,0,49,145,225,102,61,56,9,0,593,0,0,0,0,0,0,0,0,13,9,0,0,0,0,0,27,8,5,4,3,6,0,0,29,28,12,0,3,8,0,0,45,5,3,0,0,0,0,0,16,56,28,5,6,13,3,0,118,65,76,42,34,31,3,0,254,265,331,153,104,100,17,0,968
LGA24410,0,3,0,0,0,0,0,4,23,25,18,7,5,0,0,82,3824,6136,5636,5914,4843,1135,118,27611,1100,243,160,139,129,42,4,1819,14,47,49,55,32,15,0,209,21,23,21,25,21,3,0,120,25,17,26,43,29,4,0,143,14,20,26,26,28,10,0,122,157,102,106,92,99,30,4,603,5446,6814,6136,6379,5223,1251,132,31378,86,59,22,18,14,3,0,211,0,0,0,0,0,0,0,0,5,11,3,0,6,0,0,25,12,11,6,4,3,0,0,34,5,10,0,0,0,0,0,20,7,8,0,0,4,0,0,22,109,100,38,30,24,5,0,300,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,4,0,6,3,0,0,0,19,22,8,6,0,0,0,0,37,3,5,0,0,0,0,0,10,36,14,3,3,3,0,3,64,64,49,31,37,30,4,0,216,210,163,74,63,52,14,3,583
LGA24600,2794,5400,2110,1119,800,285,33,12537,140,341,180,67,43,20,3,800,6036,21108,19978,16324,11120,2630,256,77452,955,1373,800,635,573,169,29,4535,16,47,45,51,48,14,3,230,113,449,328,310,173,22,0,1401,457,2346,1666,1241,691,97,4,6500,125,467,477,300,204,58,5,1633,2444,5083,2341,1257,938,262,27,12347,17684,46822,35570,26102,17700,4273,405,148556,653,893,725,396,291,64,0,3030,0,0,3,0,0,0,0,3,491,1023,576,281,217,51,4,2651,631,1513,1470,880,487,114,3,5098,202,310,173,111,66,24,0,880,97,272,220,117,63,11,0,781,2075,4019,3171,1793,1122,256,12,12442,0,0,0,0,0,0,0,0,82,141,71,40,46,15,0,395,22,52,30,30,22,0,0,155,19,25,4,0,3,0,0,50,12,23,11,10,9,5,0,59,134,231,114,87,82,22,0,672,290,769,438,276,158,39,7,1974,2494,5019,3718,2160,1366,310,17,15084
LGA24650,0,0,0,0,0,0,0,0,24,41,29,7,6,0,0,116,2997,6320,5655,4475,2598,531,36,22613,1482,332,156,128,97,25,0,2217,19,70,86,73,56,9,0,323,14,27,3,7,7,0,0,56,9,20,14,15,0,0,0,63,24,61,71,32,20,8,0,214,101,63,73,58,53,16,4,365,4827,7024,6127,4829,2853,605,45,26310,25,20,15,5,5,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,10,5,0,0,0,18,6,6,0,0,0,0,0,12,3,7,5,0,0,0,0,15,37,46,25,11,8,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,3,0,0,0,13,35,8,0,4,0,0,0,45,6,0,0,0,0,0,0,9,48,12,4,4,0,0,0,70,88,77,45,44,18,0,0,277,165,134,71,56,25,4,0,464
LGA24780,0,0,0,0,0,0,0,0,5,17,8,3,0,0,0,39,1945,3632,3362,3664,2969,707,61,16346,802,352,179,156,111,27,0,1631,0,19,32,30,30,9,6,119,13,20,13,19,18,6,0,78,21,26,17,15,31,3,0,108,8,19,11,12,28,11,3,92,116,123,98,138,187,95,14,776,2949,4228,3735,4056,3387,853,86,19285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,10,0,0,0,0,0,0,16,3,0,0,0,0,0,0,3,16,3,3,0,4,0,0,21,24,35,18,18,15,5,4,122,43,35,22,22,21,5,4,145
LGA24850,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,1178,1898,1747,1832,1416,365,37,8467,443,106,51,37,42,5,0,681,3,14,29,26,28,13,3,120,5,8,6,8,5,0,0,29,12,15,5,9,3,0,0,44,22,13,12,6,8,6,0,63,257,87,79,78,65,29,4,600,1940,2169,1937,1989,1572,416,44,10067,3,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,6,24,25,21,4,6,0,0,87,33,30,27,11,10,0,0,107
LGA24900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,837,1554,1496,1704,1468,431,36,7533,325,121,66,40,35,8,0,593,0,10,10,14,31,4,3,74,0,4,12,4,14,3,0,43,26,8,18,19,13,3,0,87,5,5,4,11,13,0,7,48,122,80,96,100,128,34,11,564,1323,1780,1704,1898,1694,490,58,8947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,18,14,17,23,8,8,0,81,23,17,19,24,8,8,0,96
LGA24970,9,19,12,3,5,0,0,35,68,75,46,14,20,6,0,231,6291,14556,13933,13273,9865,2438,230,60589,1434,664,394,346,290,102,8,3241,14,69,80,75,67,23,0,342,42,66,46,42,30,3,0,225,79,90,81,91,62,18,0,423,47,122,117,93,58,28,6,477,452,480,254,192,168,59,6,1611,9082,16912,15354,14405,10748,2742,262,69517,194,299,133,64,40,12,0,744,0,0,0,0,0,0,0,0,24,31,17,16,3,0,0,89,22,42,38,28,17,8,0,162,27,26,11,9,11,0,0,82,9,36,14,3,3,4,0,67,269,437,217,117,74,21,0,1136,0,0,0,0,0,0,0,0,12,20,0,0,4,0,0,41,15,12,12,14,5,0,0,57,62,28,15,6,0,3,0,122,16,15,6,9,0,0,0,42,109,79,33,30,13,11,0,265,103,142,101,88,40,9,0,489,474,655,345,235,131,45,0,1884
LGA25060,109,114,52,19,19,8,0,318,27,26,12,9,6,0,0,89,2763,4723,4155,4137,3122,776,89,19765,950,221,116,117,133,31,3,1574,12,17,24,28,25,7,0,115,16,27,13,11,21,0,0,92,50,59,48,46,28,5,0,232,17,34,32,24,30,3,0,146,330,185,122,142,132,48,6,973,4511,5640,4689,4621,3561,889,104,24019,35,59,15,5,15,6,0,138,0,0,0,0,0,0,0,0,25,41,9,6,4,0,0,84,7,13,8,6,0,4,0,49,15,9,6,0,0,0,0,25,8,5,3,4,0,0,0,14,88,123,45,30,21,10,0,314,0,0,0,0,0,0,0,0,25,30,10,7,4,0,0,74,0,3,3,0,3,0,0,13,19,3,4,0,0,0,0,27,4,10,0,0,0,0,0,11,44,47,13,11,7,0,0,124,52,55,49,34,12,3,0,197,187,216,109,68,43,14,0,637
LGA25150,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,797,1326,1296,1263,947,223,33,5884,356,53,45,47,39,13,6,553,5,22,14,26,16,8,3,102,0,3,3,4,5,0,0,14,5,4,4,7,0,0,0,19,3,9,10,3,10,5,4,34,55,45,27,45,67,49,6,293,1248,1473,1410,1399,1088,299,48,6970,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,3,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,10,20,14,17,7,3,4,0,66,35,17,23,7,8,4,0,95
LGA25250,183,219,49,32,19,6,0,510,37,58,35,12,8,0,0,156,2340,5450,4811,4547,3550,897,101,21696,658,307,161,141,152,46,6,1466,11,26,45,43,42,11,4,175,26,51,31,16,13,0,0,140,183,328,198,123,60,9,0,903,13,47,68,49,38,10,0,234,370,472,265,219,157,46,12,1540,4084,7295,5783,5278,4103,1041,125,27722,64,79,45,24,21,0,0,233,0,0,0,0,0,0,0,0,38,47,17,11,10,0,0,120,4,13,7,6,7,0,0,42,8,12,3,3,0,0,0,35,0,11,6,3,5,0,0,28,119,163,81,45,41,9,0,461,0,0,0,0,0,0,0,0,35,41,14,5,19,10,0,133,3,4,5,0,0,0,0,18,13,5,0,0,0,0,0,21,5,0,0,3,0,0,0,5,60,51,25,11,19,10,0,179,79,89,57,30,30,15,0,293,257,302,166,83,95,31,0,927
LGA25340,0,0,0,0,0,0,0,0,11,10,8,3,5,0,0,43,4819,6965,6411,7415,5792,1544,168,33118,1647,333,189,170,147,48,16,2548,12,37,50,87,86,27,4,304,13,16,16,24,15,6,0,87,69,26,30,46,36,3,0,216,89,50,37,36,45,17,0,279,781,269,163,207,217,89,22,1752,7595,7795,6945,8009,6366,1747,215,38674,13,3,3,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,16,6,3,7,4,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,3,0,0,18,35,9,4,0,0,0,0,43,6,0,4,0,0,0,0,10,42,13,13,4,3,0,0,76,75,47,35,42,28,3,0,229,130,63,54,53,36,3,3,345
LGA25430,0,0,0,0,0,0,0,0,3,5,0,5,0,0,0,8,403,822,853,1111,1008,258,18,4471,164,37,33,41,35,9,0,308,4,7,3,12,16,5,0,38,3,0,0,6,0,0,0,15,17,13,22,26,21,4,0,99,0,0,4,0,5,3,0,17,54,39,40,58,82,25,12,310,666,933,955,1261,1169,307,33,5317,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,12,10,4,0,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,6,5,5,6,14,6,4,0,32,17,9,10,10,6,4,0,61
LGA25490,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,398,749,688,831,766,198,28,3669,110,36,16,19,19,8,3,218,7,0,13,18,20,11,9,69,6,8,18,6,14,10,0,57,4,0,4,8,9,0,0,24,3,11,3,16,15,10,4,62,43,53,59,88,101,50,13,401,577,869,811,993,941,292,64,4549,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,10,4,11,9,3,0,0,41,14,8,15,6,3,0,0,54
LGA25620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,451,467,629,589,189,21,2626,83,19,19,20,20,10,0,167,3,10,5,13,13,3,0,44,0,0,0,0,3,0,0,8,0,3,8,5,6,0,0,16,0,4,14,0,3,3,0,28,41,44,36,64,72,35,7,296,413,526,548,730,704,232,40,3194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,5,4,3,9,3,0,0,30,7,8,3,10,4,0,0,33
LGA25710,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,1262,1481,1410,1563,1213,351,60,7336,375,54,25,37,28,13,3,536,8,10,22,20,20,3,0,82,4,3,0,3,5,0,0,24,9,3,5,6,5,0,0,26,4,3,8,15,10,5,0,47,87,26,26,50,74,26,3,284,1807,1610,1517,1701,1373,397,72,8467,0,9,8,4,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,5,0,3,0,0,0,0,0,7,11,11,5,3,5,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,3,3,5,0,0,0,0,7,0,0,0,0,0,0,0,3,8,5,4,4,0,0,0,23,19,9,6,8,7,0,0,50,32,27,18,14,14,0,4,117
LGA25810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,708,540,681,627,182,34,3173,117,73,34,16,21,8,5,271,0,5,0,15,3,0,7,44,0,0,0,0,0,0,0,3,13,18,3,7,6,0,0,47,3,0,9,7,13,4,5,36,61,54,49,52,69,27,8,319,594,863,634,781,745,233,56,3905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,0,0,0,0,0,27,6,9,4,4,4,0,0,32
LGA25900,484,856,253,141,92,21,7,1851,41,69,34,14,10,5,0,167,2457,7322,6199,4844,3252,919,146,25134,400,330,196,123,134,36,11,1223,5,57,46,27,26,10,0,174,45,137,71,43,27,0,0,316,180,430,247,182,103,11,0,1161,47,98,102,83,39,21,3,392,463,822,501,350,303,117,23,2580,4538,10874,8065,5988,4117,1179,186,34949,77,115,57,39,23,7,0,317,0,0,0,0,0,0,0,0,161,315,139,70,48,17,0,739,36,95,61,35,19,0,0,249,16,18,3,7,4,0,0,45,9,30,12,15,5,0,0,72,294,571,276,165,95,25,0,1416,0,0,0,0,0,0,0,0,26,50,15,13,4,3,0,117,0,3,6,4,0,0,0,15,10,0,0,0,5,0,0,17,3,3,0,0,0,0,0,8,42,67,26,20,4,9,3,156,90,202,83,56,31,4,0,469,423,834,380,244,130,34,3,2045
LGA25990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,205,251,321,255,78,18,1237,44,9,7,8,10,5,3,79,0,0,4,13,4,4,0,25,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,3,4,8,0,0,18,15,12,5,27,34,18,6,122,170,224,269,370,313,113,20,1486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,13,0,3,0,0,4,0,0,14
