POW_LGA_CODE_2021,SWs_PINS_H_0,SWs_PINS_H_1_19,SWs_PINS_H_20_29,SWs_PINS_H_30_34,SWs_PINS_H_35_39,SWs_PINS_H_40_44,SWs_PINS_H_45_49,SWs_PINS_H_50ov,SWs_PINS_H_NS,SWs_PINS_H_Tot,SWs_Tot_H_0,SWs_Tot_H_1_19,SWs_Tot_H_20_29,SWs_Tot_H_30_34,SWs_Tot_H_35_39,SWs_Tot_H_40_44,SWs_Tot_H_45_49,SWs_Tot_H_50ov,SWs_Tot_H_NS,SWs_Tot_H_Tot,MaOpD_NNI_H_0,MaOpD_NNI_H_1_19,MaOpD_NNI_H_20_29,MaOpD_NNI_H_30_34,MaOpD_NNI_H_35_39,MaOpD_NNI_H_40_44,MaOpD_NNI_H_45_49,MaOpD_NNI_H_50ov,MaOpD_NNI_H_NS,MaOpD_NNI_H_Tot,MaOpD_1_149_H_0,MaOpD_1_149_H_1_19,MaOpD_1_149_H_20_29,MaOpD_1_149_H_30_34,MaOpD_1_149_H_35_39,MaOpD_1_149_H_40_44,MaOpD_1_149_H_45_49,MaOpD_1_149_H_50ov,MaOpD_1_149_H_NS,MaOpD_1_149_H_Tot,MaOpD_150_299_H_0,MaOpD_150_299_H_1_19,MaOpD_150_299_H_20_29,MaOpD_150_299_H_30_34,MaOpD_150_299_H_35_39,MaOpD_150_299_H_40_44,MaOpD_150_299_H_45_49,MaOpD_150_299_H_50ov,MaOpD_150_299_H_NS,MaOpD_150_299_H_Tot,MaOpD_300_399_H_0,MaOpD_300_399_H_1_19,MaOpD_300_399_H_20_29,MaOpD_300_399_H_30_34,MaOpD_300_399_H_35_39,MaOpD_300_399_H_40_44,MaOpD_300_399_H_45_49,MaOpD_300_399_H_50ov,MaOpD_300_399_H_NS,MaOpD_300_399_H_Tot,MaOpD_400_499_H_0,MaOpD_400_499_H_1_19,MaOpD_400_499_H_20_29,MaOpD_400_499_H_30_34,MaOpD_400_499_H_35_39,MaOpD_400_499_H_40_44,MaOpD_400_499_H_45_49,MaOpD_400_499_H_50ov,MaOpD_400_499_H_NS,MaOpD_400_499_H_Tot,MaOpD_500_649_H_0,MaOpD_500_649_H_1_19,MaOpD_500_649_H_20_29,MaOpD_500_649_H_30_34,MaOpD_500_649_H_35_39,MaOpD_500_649_H_40_44,MaOpD_500_649_H_45_49,MaOpD_500_649_H_50ov,MaOpD_500_649_H_NS,MaOpD_500_649_H_Tot,MaOpD_650_799_H_0,MaOpD_650_799_H_1_19,MaOpD_650_799_H_20_29,MaOpD_650_799_H_30_34,MaOpD_650_799_H_35_39,MaOpD_650_799_H_40_44,MaOpD_650_799_H_45_49,MaOpD_650_799_H_50ov,MaOpD_650_799_H_NS,MaOpD_650_799_H_Tot,MaOpD_800_999_H_0,MaOpD_800_999_H_1_19,MaOpD_800_999_H_20_29,MaOpD_800_999_H_30_34,MaOpD_800_999_H_35_39,MaOpD_800_999_H_40_44,MaOpD_800_999_H_45_49,MaOpD_800_999_H_50ov,MaOpD_800_999_H_NS,MaOpD_800_999_H_Tot,MaOpD_1000_1249_H_0,MaOpD_1000_1249_H_1_19,MaOpD_1000_1249_H_20_29,MaOpD_1000_1249_H_30_34,MaOpD_1000_1249_H_35_39,MaOpD_1000_1249_H_40_44,MaOpD_1000_1249_H_45_49,MaOpD_1000_1249_H_50ov,MaOpD_1000_1249_H_NS,MaOpD_1000_1249_H_Tot,MaOpD_1250_1499_H_0,MaOpD_1250_1499_H_1_19,MaOpD_1250_1499_H_20_29,MaOpD_1250_1499_H_30_34,MaOpD_1250_1499_H_35_39,MaOpD_1250_1499_H_40_44,MaOpD_1250_1499_H_45_49,MaOpD_1250_1499_H_50ov,MaOpD_1250_1499_H_NS,MaOpD_1250_1499_H_Tot,MaOpD_1500_1749_H_0,MaOpD_1500_1749_H_1_19,MaOpD_1500_1749_H_20_29,MaOpD_1500_1749_H_30_34,MaOpD_1500_1749_H_35_39,MaOpD_1500_1749_H_40_44,MaOpD_1500_1749_H_45_49,MaOpD_1500_1749_H_50ov,MaOpD_1500_1749_H_NS,MaOpD_1500_1749_H_Tot,MaOpD_1750_1999_H_0,MaOpD_1750_1999_H_1_19,MaOpD_1750_1999_H_20_29,MaOpD_1750_1999_H_30_34,MaOpD_1750_1999_H_35_39,MaOpD_1750_1999_H_40_44,MaOpD_1750_1999_H_45_49,MaOpD_1750_1999_H_50ov,MaOpD_1750_1999_H_NS,MaOpD_1750_1999_H_Tot,MaOpD_2000_2999_H_0,MaOpD_2000_2999_H_1_19,MaOpD_2000_2999_H_20_29,MaOpD_2000_2999_H_30_34,MaOpD_2000_2999_H_35_39,MaOpD_2000_2999_H_40_44,MaOpD_2000_2999_H_45_49,MaOpD_2000_2999_H_50ov,MaOpD_2000_2999_H_NS,MaOpD_2000_2999_H_Tot,MaOpD_3000_3499_H_0,MaOpD_3000_3499_H_1_19,MaOpD_3000_3499_H_20_29,MaOpD_3000_3499_H_30_34,MaOpD_3000_3499_H_35_39,MaOpD_3000_3499_H_40_44,MaOpD_3000_3499_H_45_49,MaOpD_3000_3499_H_50ov,MaOpD_3000_3499_H_NS,MaOpD_3000_3499_H_Tot,MaOpD_3500mo_H_0,MaOpD_3500mo_H_1_19,MaOpD_3500mo_H_20_29,MaOpD_3500mo_H_30_34,MaOpD_3500mo_H_35_39,MaOpD_3500mo_H_40_44,MaOpD_3500mo_H_45_49,MaOpD_3500mo_H_50ov,MaOpD_3500mo_H_NS,MaOpD_3500mo_H_Tot,MaOpD_PINS_H_0,MaOpD_PINS_H_1_19,MaOpD_PINS_H_20_29,MaOpD_PINS_H_30_34,MaOpD_PINS_H_35_39,MaOpD_PINS_H_40_44,MaOpD_PINS_H_45_49,MaOpD_PINS_H_50ov,MaOpD_PINS_H_NS,MaOpD_PINS_H_Tot,MaOpD_Tot_H_0,MaOpD_Tot_H_1_19,MaOpD_Tot_H_20_29,MaOpD_Tot_H_30_34,MaOpD_Tot_H_35_39,MaOpD_Tot_H_40_44,MaOpD_Tot_H_45_49,MaOpD_Tot_H_50ov,MaOpD_Tot_H_NS,MaOpD_Tot_H_Tot,Lab_NNI_H_0,Lab_NNI_H_1_19,Lab_NNI_H_20_29,Lab_NNI_H_30_34,Lab_NNI_H_35_39,Lab_NNI_H_40_44,Lab_NNI_H_45_49,Lab_NNI_H_50ov,Lab_NNI_H_NS,Lab_NNI_H_Tot
LGA23810,7,12,4,0,4,3,0,3,10,37,209,1133,502,267,486,267,71,111,51,3092,5,4,0,0,5,0,0,6,0,12,0,13,0,0,0,0,0,0,0,13,3,22,0,0,0,0,0,0,0,26,5,22,5,5,0,3,0,0,0,40,5,21,20,0,3,0,0,0,0,51,6,17,27,5,0,6,0,3,0,71,9,18,36,26,38,26,11,5,0,177,13,14,27,24,87,78,20,20,7,288,13,10,9,21,84,119,40,73,12,375,6,7,7,3,42,62,42,94,6,281,5,7,3,8,51,52,46,77,3,252,13,8,4,5,41,43,66,62,0,247,27,0,4,5,60,80,78,84,6,346,3,0,10,7,22,17,17,22,0,102,12,0,0,0,39,8,28,30,0,121,3,3,0,0,5,4,3,0,5,22,126,171,142,108,486,504,356,479,56,2433,3,12,7,0,4,0,0,0,0,33
LGA23940,0,0,0,0,0,0,0,0,0,3,6,55,16,13,13,6,5,9,9,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,8,0,0,3,0,3,0,0,0,0,14,3,0,4,0,0,0,0,0,0,16,0,6,3,6,0,6,3,4,0,21,0,0,5,0,16,9,0,4,0,35,4,0,5,0,15,12,4,16,0,56,0,0,0,0,7,12,3,8,0,36,0,3,0,0,3,6,4,4,0,19,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,21,16,11,44,39,13,59,8,232,0,3,0,0,0,0,0,0,0,12
LGA24130,0,4,3,0,0,0,0,0,0,9,81,623,233,100,157,146,47,75,18,1478,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,9,0,18,3,0,0,0,0,0,0,19,0,8,6,0,0,0,0,0,0,13,0,19,4,0,0,0,0,0,0,30,3,16,10,5,0,6,0,8,0,50,0,11,22,5,10,7,0,5,0,65,9,12,8,7,21,20,8,17,0,95,5,6,8,7,21,41,12,23,9,124,9,0,7,0,16,26,7,32,0,95,4,4,3,0,7,15,11,20,0,66,0,0,0,0,5,7,6,26,0,43,0,0,0,0,4,3,3,22,0,40,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,9,0,9,0,0,3,0,0,3,4,0,8,15,32,89,66,36,82,136,53,156,16,670,0,8,0,0,0,0,0,0,0,16
LGA24210,3,15,0,0,10,0,0,0,4,46,450,1993,803,287,495,343,100,138,35,4646,0,8,0,0,0,0,0,0,0,5,0,14,0,0,0,0,0,0,0,15,7,12,7,0,0,0,0,0,0,27,4,16,6,5,0,0,0,0,0,30,0,15,13,3,0,4,0,0,0,37,5,18,26,12,0,4,0,0,5,67,3,15,24,14,23,7,0,0,0,88,7,3,19,10,23,36,0,5,3,116,3,15,18,15,47,68,11,17,8,198,5,0,3,6,33,52,24,12,0,129,0,0,4,0,7,24,25,14,0,75,4,3,0,0,7,13,16,10,0,53,0,0,0,0,0,0,6,8,0,27,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,43,122,121,68,137,214,88,75,20,885,10,13,0,0,0,0,0,0,4,26
LGA24250,0,0,0,0,3,0,0,0,0,9,20,111,63,42,58,55,15,29,8,405,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,11,0,3,5,0,0,4,0,5,0,17,0,5,3,3,0,0,0,0,0,18,0,0,9,0,3,10,3,5,0,33,10,6,0,0,3,20,6,10,0,61,0,0,0,0,5,4,7,9,0,28,5,0,0,0,0,7,0,3,0,19,0,3,0,0,0,3,0,3,0,13,5,0,0,0,0,0,0,14,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,35,23,7,25,54,22,39,6,229,0,0,0,0,0,0,0,0,0,8
LGA24330,4,12,3,4,5,0,0,3,6,37,579,1864,908,389,696,403,65,169,50,5125,0,3,0,0,4,0,0,0,0,11,5,18,0,0,0,0,0,0,0,22,8,42,7,0,0,0,0,0,0,64,4,42,13,4,5,0,0,0,0,75,4,46,52,15,4,3,3,0,0,130,9,58,86,23,17,10,0,5,8,211,20,47,83,59,108,44,10,6,14,384,18,48,73,66,306,134,22,29,9,710,16,23,46,43,224,169,67,66,12,666,15,9,11,18,104,109,53,71,3,405,5,12,5,9,44,64,34,76,5,254,3,0,6,0,23,38,20,47,0,139,0,4,0,0,12,37,15,58,0,129,0,0,0,0,0,3,0,12,0,20,0,0,0,0,3,8,0,13,0,30,0,0,0,0,7,5,0,0,8,28,111,361,400,235,857,625,231,391,69,3284,6,14,0,3,0,3,0,0,4,30
LGA24410,7,9,4,4,4,4,4,5,4,36,474,2106,919,380,681,504,120,191,41,5430,0,10,3,0,0,3,0,0,0,15,0,16,0,0,4,0,0,0,0,21,8,42,5,5,0,0,0,0,6,58,6,25,16,5,0,5,0,0,0,54,3,28,35,7,10,9,0,6,3,86,6,32,62,21,9,8,3,8,5,149,7,25,36,29,99,48,7,9,3,267,9,12,31,46,237,143,27,24,5,539,15,16,17,24,184,202,54,56,4,578,7,9,7,9,73,104,42,47,0,300,0,7,5,3,29,59,31,58,0,195,6,5,3,0,9,20,14,33,0,82,6,3,4,0,9,28,19,39,3,104,0,0,0,0,4,0,9,11,0,23,0,0,0,0,0,0,5,3,0,8,0,0,3,0,5,0,0,4,7,22,72,236,218,147,664,619,207,293,37,2501,8,12,0,0,3,0,0,5,5,33
LGA24600,11,16,11,6,20,19,4,12,54,145,2081,4212,2754,1292,4659,3807,867,1466,322,21463,7,8,4,0,0,4,0,3,4,31,0,33,4,0,4,0,0,3,0,50,13,69,9,4,0,3,0,0,0,105,13,96,30,4,3,5,0,0,7,169,10,73,70,12,10,8,0,0,7,194,24,92,116,40,24,29,0,4,17,339,37,81,109,71,95,69,7,10,17,497,42,81,128,68,266,213,27,31,39,891,40,53,88,68,284,311,74,101,32,1049,25,25,25,21,175,198,72,127,17,678,37,24,19,16,128,181,47,149,15,613,43,13,10,21,95,144,65,138,12,542,113,24,30,48,238,506,138,233,10,1341,30,0,4,6,49,179,66,82,7,421,16,0,0,0,19,66,29,100,5,244,4,3,5,6,6,18,0,9,31,81,468,691,651,383,1384,1927,529,994,208,7246,36,37,9,0,3,10,0,0,13,111
LGA24650,0,16,7,0,3,0,0,0,7,40,322,1667,779,303,548,400,116,141,47,4325,4,4,0,0,3,4,0,4,4,24,6,17,9,0,0,0,0,0,0,37,4,34,13,5,0,4,3,0,0,67,3,49,20,9,0,8,0,0,4,88,0,62,58,10,13,11,0,4,0,155,11,53,81,23,27,21,0,12,3,237,15,53,80,63,100,57,15,25,16,413,23,46,75,61,241,177,33,37,12,714,16,30,58,57,224,230,87,93,21,820,8,6,34,26,85,142,67,108,12,491,3,8,15,9,33,72,30,123,3,299,4,3,6,6,8,30,19,55,5,133,0,0,5,0,15,27,3,54,0,108,0,0,3,0,0,9,5,12,3,27,0,0,0,0,4,0,3,11,4,24,0,3,3,0,7,3,4,6,19,39,111,379,448,259,766,810,272,539,97,3687,7,26,6,0,0,3,0,0,3,46
LGA24780,4,8,7,4,3,0,0,0,3,30,146,792,410,214,446,243,59,80,51,2434,0,3,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,8,0,16,0,0,0,0,0,0,0,21,0,13,6,5,0,4,0,0,0,25,0,18,13,0,4,3,0,0,0,44,7,12,25,7,8,11,0,4,0,79,10,9,28,20,42,35,7,14,3,173,9,12,14,18,122,107,24,23,5,332,10,3,7,20,77,108,32,57,9,329,4,6,4,9,34,57,28,45,3,188,5,6,0,4,12,24,11,59,6,132,3,0,0,0,9,14,8,48,0,85,0,0,6,0,9,10,5,43,0,71,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,3,0,4,0,0,0,9,0,3,6,18,57,98,96,86,321,381,120,312,38,1505,5,13,0,7,0,0,0,6,0,27
LGA24850,0,11,4,0,0,0,0,5,3,20,77,538,253,100,170,104,26,49,26,1333,0,3,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,15,0,12,3,0,0,0,0,0,0,21,0,8,6,3,0,0,0,0,0,17,0,7,22,4,6,3,3,0,4,57,3,6,14,5,14,16,5,4,0,70,5,12,13,12,37,41,16,11,0,148,10,3,6,4,32,71,31,28,3,185,3,0,3,3,20,48,13,32,0,124,4,0,0,0,11,20,6,33,4,82,4,4,0,3,4,16,7,17,0,49,4,0,0,0,4,13,6,16,3,39,6,0,0,0,0,8,3,5,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,5,8,39,70,80,34,132,240,89,155,15,857,3,11,4,0,0,0,0,0,0,27
LGA24900,0,0,0,0,0,0,0,0,0,6,65,328,151,92,164,98,18,43,20,983,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,4,5,0,4,0,0,0,0,0,11,0,6,5,0,0,0,0,3,0,14,3,6,4,0,0,0,0,4,0,17,4,13,19,4,4,5,0,0,0,48,4,4,10,10,14,11,3,3,0,63,11,4,5,6,32,27,7,8,7,104,4,6,7,9,39,56,23,36,8,185,0,0,0,4,17,37,24,46,0,138,3,3,0,0,12,27,9,28,0,80,0,6,0,0,0,7,11,32,0,49,3,0,0,0,7,3,11,23,0,47,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,0,0,0,3,0,4,0,0,0,0,0,3,3,14,36,49,58,43,125,180,81,196,17,792,0,6,3,0,0,0,0,4,0,15
LGA24970,9,10,5,3,10,14,3,7,19,81,497,2628,1310,563,1560,1392,349,541,96,8949,10,5,0,0,0,4,5,0,3,25,12,60,7,0,0,0,0,0,0,86,15,88,22,3,0,0,0,0,0,124,14,78,40,12,0,0,0,6,0,149,16,73,80,16,6,11,0,4,5,205,27,76,122,42,33,17,0,10,7,333,33,68,120,90,181,81,14,19,15,617,37,60,128,88,400,275,54,39,23,1105,37,63,76,94,390,322,72,66,15,1141,18,13,34,47,185,199,64,78,5,643,17,18,6,15,107,139,50,62,8,422,7,0,9,7,56,70,31,48,3,223,5,5,3,9,22,50,30,37,0,160,0,0,5,0,0,9,0,18,0,39,3,3,0,0,3,3,0,11,4,29,0,0,7,3,16,9,0,4,16,51,230,614,649,423,1424,1193,332,379,111,5354,12,13,7,4,0,0,0,3,6,54
LGA25060,4,16,6,0,7,3,0,3,3,43,453,1943,726,312,618,357,117,198,37,4745,0,3,0,0,0,0,0,0,0,9,6,17,0,0,0,0,0,0,0,27,7,27,3,4,0,0,0,0,0,42,5,29,11,0,0,5,0,0,0,48,4,25,27,3,3,4,0,0,0,71,6,17,22,9,4,3,0,4,6,67,5,15,30,13,19,17,3,4,7,117,10,14,22,15,73,42,4,6,6,200,7,14,19,12,51,58,13,25,6,198,6,9,10,7,31,41,6,8,0,122,5,3,0,0,20,38,7,13,0,92,4,3,0,5,4,28,10,16,4,75,8,4,0,0,8,25,5,30,3,85,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,0,0,4,6,0,0,12,16,69,183,145,77,214,263,59,118,44,1176,0,9,7,0,0,3,0,3,3,29
LGA25150,0,0,0,0,0,3,0,0,0,8,44,422,177,49,70,74,16,26,13,895,0,0,0,0,0,4,0,0,0,3,0,3,6,0,0,0,0,0,0,13,0,9,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,18,4,6,11,4,0,0,0,0,0,20,6,6,7,4,0,6,0,0,0,30,3,4,14,6,11,10,5,4,4,58,4,3,22,19,17,19,0,9,3,107,6,8,15,8,33,51,23,38,0,170,10,0,6,10,22,38,22,41,4,134,0,3,0,0,5,24,9,48,0,87,0,0,0,0,5,11,9,26,0,53,4,0,0,0,6,10,3,24,0,40,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,6,0,5,0,12,0,0,0,0,0,0,0,6,3,9,37,52,87,57,92,168,67,202,14,773,3,8,3,0,0,0,0,0,0,22
LGA25250,0,7,4,0,5,0,0,3,16,32,232,1376,701,270,538,409,95,189,47,3865,0,4,4,0,0,4,0,4,0,18,3,18,4,0,0,0,0,0,0,33,7,36,8,0,3,0,0,0,0,54,5,36,27,0,5,0,0,3,3,74,4,55,41,3,0,7,0,0,3,121,13,69,76,34,22,15,5,9,6,247,14,42,70,34,88,49,0,11,5,311,18,46,64,38,146,96,14,17,6,446,11,22,30,34,120,107,18,29,8,373,3,7,10,12,40,57,14,27,5,175,3,3,5,7,36,44,11,16,0,122,4,0,6,0,12,37,14,13,0,92,4,0,4,4,6,34,10,22,0,81,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,9,0,9,0,0,3,3,0,0,0,0,9,16,95,347,345,164,474,447,91,158,46,2167,6,18,3,0,4,0,0,0,0,32
LGA25340,10,8,12,8,6,3,5,0,10,58,486,2492,1206,518,779,519,118,274,86,6478,0,0,0,0,0,3,0,0,0,9,3,41,0,0,0,0,0,0,0,48,10,49,7,0,0,0,0,0,0,68,9,54,13,5,0,0,0,0,3,80,3,31,26,3,8,0,0,0,0,65,7,25,49,16,12,3,4,0,6,128,8,32,37,29,53,18,0,6,4,184,14,25,30,42,127,93,19,19,3,362,16,19,11,14,121,111,39,54,3,385,0,9,5,11,40,65,31,56,3,214,11,4,10,4,19,42,17,55,0,162,3,0,6,4,7,31,33,62,3,151,10,9,0,4,29,27,26,71,5,180,0,0,6,0,0,0,0,3,0,11,0,0,0,0,0,3,0,7,0,17,0,4,4,0,10,4,4,5,7,35,89,300,199,127,419,415,179,330,37,2090,12,29,5,0,0,8,0,6,4,66
LGA25430,0,3,0,0,0,0,0,0,0,12,28,232,97,38,48,48,14,26,7,538,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,7,4,6,9,0,0,0,0,0,0,16,0,5,16,6,4,0,0,0,0,30,0,3,3,4,3,3,0,3,0,27,6,3,5,3,16,16,8,0,0,62,0,9,4,3,15,33,11,16,6,99,3,0,5,3,0,11,6,20,0,46,5,0,0,0,0,9,3,24,0,37,0,0,0,0,3,4,0,8,0,16,0,0,0,0,0,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,18,41,35,23,51,83,25,83,7,370,0,3,0,0,0,0,0,0,0,7
LGA25490,0,0,0,0,0,0,0,0,0,7,21,111,37,16,43,35,8,24,8,312,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,10,0,0,0,7,6,0,0,3,0,16,10,0,0,7,12,18,4,8,0,71,3,0,3,6,20,40,17,6,0,101,0,4,0,3,13,29,13,26,0,91,6,4,0,0,5,16,15,21,0,60,0,0,0,0,10,11,13,22,0,64,0,0,0,0,9,9,7,15,0,38,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,3,0,8,24,19,10,23,87,135,73,103,11,487,3,6,0,0,0,0,0,0,0,8
LGA25620,0,0,0,0,0,0,0,0,0,0,25,75,46,33,51,44,13,22,7,307,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,3,4,0,5,0,0,0,0,0,14,0,4,0,9,0,3,0,0,0,22,0,3,0,5,5,4,0,0,0,16,3,0,9,3,9,11,4,0,0,42,9,0,3,0,17,12,0,12,0,57,3,0,0,0,8,11,6,12,0,33,0,0,0,0,0,10,0,4,0,14,0,0,0,0,3,0,3,7,0,16,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,18,25,22,20,44,53,13,38,6,240,0,10,0,0,0,0,0,0,0,15
LGA25710,0,4,0,0,0,6,0,0,0,13,65,602,214,98,119,132,37,57,13,1335,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,5,3,23,4,0,0,0,0,0,0,24,0,12,5,0,0,0,0,0,0,19,4,7,0,0,0,6,0,0,0,14,5,10,12,4,0,4,0,0,0,30,0,9,0,10,14,11,0,0,0,48,5,5,9,4,18,22,4,3,0,67,4,4,6,3,22,33,9,7,0,85,0,0,3,3,10,21,5,8,0,55,0,0,5,0,3,9,5,7,0,31,0,0,0,0,0,5,4,6,0,19,3,0,0,4,4,6,3,8,0,28,0,0,0,0,0,6,3,6,0,10,3,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,32,69,42,31,75,109,29,49,3,444,6,6,3,0,0,0,0,0,0,16
LGA25810,0,4,0,0,0,0,0,0,0,5,26,120,40,30,69,41,9,16,12,365,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,8,0,9,0,4,3,0,0,0,0,20,3,4,5,6,3,5,0,7,0,30,0,8,7,4,9,15,5,3,0,46,5,3,0,0,11,18,5,17,0,57,0,3,0,0,4,18,3,36,0,68,0,0,0,0,6,12,3,27,0,50,0,0,0,0,0,5,0,21,0,27,3,0,0,0,0,0,0,24,0,33,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,4,23,32,24,18,34,73,21,141,8,376,0,0,0,0,5,0,0,0,0,10
LGA25900,0,6,4,0,0,6,6,0,15,42,305,1120,743,363,1130,1152,298,517,68,5697,0,0,0,0,0,6,0,0,0,5,4,28,0,0,0,0,0,0,0,33,9,50,17,0,4,0,0,0,0,76,10,60,28,5,0,0,0,3,4,104,19,73,76,9,6,6,0,3,7,188,20,71,105,26,18,10,3,8,0,265,15,56,88,36,47,43,3,4,15,306,19,49,100,55,121,62,12,19,15,447,13,26,58,27,115,109,32,31,12,413,10,8,22,11,50,61,20,33,5,228,5,8,9,0,24,50,10,23,0,133,6,0,3,6,13,45,9,22,0,110,6,0,0,0,12,36,19,36,0,118,0,0,3,0,0,7,3,6,0,21,0,0,0,0,0,0,0,12,0,21,0,0,3,0,3,8,0,0,5,17,141,428,511,181,400,433,120,213,62,2491,10,8,0,0,5,6,0,0,0,25
LGA25990,0,0,0,0,0,0,0,0,0,3,9,38,22,11,11,9,5,5,5,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,4,0,20,0,0,0,4,7,7,6,3,0,23,0,0,0,0,6,8,4,10,0,32,6,0,0,0,4,0,4,0,0,14,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,3,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,6,9,23,32,14,33,3,129,0,0,0,0,0,0,0,3,0,6
LGA26080,0,0,0,0,0,0,0,0,0,4,14,51,23,9,12,8,0,5,3,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
LGA26170,0,6,0,4,0,0,0,0,0,19,62,360,151,81,124,101,23,49,16,962,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,8,0,4,6,0,0,3,0,4,0,22,6,13,19,4,0,9,0,0,0,42,0,11,9,4,11,17,3,3,0,57,4,8,18,14,34,23,6,8,4,108,4,0,12,3,27,38,11,23,3,128,12,4,8,4,22,31,20,36,5,132,7,3,0,4,19,26,13,38,3,111,3,0,0,0,8,8,16,36,0,72,3,0,0,0,3,0,11,43,0,68,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,4,0,15,46,47,71,39,127,164,91,195,15,789,5,3,3,0,0,4,0,0,3,13
