POW_LGA_CODE_2021,Lab_3500mo_A_35_44,Lab_3500mo_A_45_54,Lab_3500mo_A_55_64,Lab_3500mo_A_65_74,Lab_3500mo_A_75ov,Lab_3500mo_Tot,Lab_PINS_A_15_19,Lab_PINS_A_20_24,Lab_PINS_A_25_34,Lab_PINS_A_35_44,Lab_PINS_A_45_54,Lab_PINS_A_55_64,Lab_PINS_A_65_74,Lab_PINS_A_75ov,Lab_PINS_Tot,Lab_Tot_A_15_19,Lab_Tot_A_20_24,Lab_Tot_A_25_34,Lab_Tot_A_35_44,Lab_Tot_A_45_54,Lab_Tot_A_55_64,Lab_Tot_A_65_74,Lab_Tot_A_75ov,Lab_Tot_Tot,OIDNS_NNI_A_15_19,OIDNS_NNI_A_20_24,OIDNS_NNI_A_25_34,OIDNS_NNI_A_35_44,OIDNS_NNI_A_45_54,OIDNS_NNI_A_55_64,OIDNS_NNI_A_65_74,OIDNS_NNI_A_75ov,OIDNS_NNI_T,OIDNS_1_149_A_15_19,OIDNS_1_149_A_20_24,OIDNS_1_149_A_25_34,OIDNS_1_149_A_35_44,OIDNS_1_149_A_45_54,OIDNS_1_149_A_55_64,OIDNS_1_149_A_65_74,OIDNS_1_149_A_75ov,OIDNS_1_149_T,OIDNS_150_299_A_15_19,OIDNS_150_299_A_20_24,OIDNS_150_299_A_25_34,OIDNS_150_299_A_35_44,OIDNS_150_299_A_45_54,OIDNS_150_299_A_55_64,OIDNS_150_299_A_65_74,OIDNS_150_299_A_75ov,OIDNS_150_299_T,OIDNS_300_399_A_15_19,OIDNS_300_399_A_20_24,OIDNS_300_399_A_25_34,OIDNS_300_399_A_35_44,OIDNS_300_399_A_45_54,OIDNS_300_399_A_55_64,OIDNS_300_399_A_65_74,OIDNS_300_399_A_75ov,OIDNS_300_399_T,OIDNS_400_499_A_15_19,OIDNS_400_499_A_20_24,OIDNS_400_499_A_25_34,OIDNS_400_499_A_35_44,OIDNS_400_499_A_45_54,OIDNS_400_499_A_55_64,OIDNS_400_499_A_65_74,OIDNS_400_499_A_75ov,OIDNS_400_499_T,OIDNS_500_649_A_15_19,OIDNS_500_649_A_20_24,OIDNS_500_649_A_25_34,OIDNS_500_649_A_35_44,OIDNS_500_649_A_45_54,OIDNS_500_649_A_55_64,OIDNS_500_649_A_65_74,OIDNS_500_649_A_75ov,OIDNS_500_649_T,OIDNS_650_799_A_15_19,OIDNS_650_799_A_20_24,OIDNS_650_799_A_25_34,OIDNS_650_799_A_35_44,OIDNS_650_799_A_45_54,OIDNS_650_799_A_55_64,OIDNS_650_799_A_65_74,OIDNS_650_799_A_75ov,OIDNS_650_799_T,OIDNS_800_999_A_15_19,OIDNS_800_999_A_20_24,OIDNS_800_999_A_25_34,OIDNS_800_999_A_35_44,OIDNS_800_999_A_45_54,OIDNS_800_999_A_55_64,OIDNS_800_999_A_65_74,OIDNS_800_999_A_75ov,OIDNS_800_999_T,OIDNS_1000_1249_A_15_19,OIDNS_1000_1249_A_20_24,OIDNS_1000_1249_A_25_34,OIDNS_1000_1249_A_35_44,OIDNS_1000_1249_A_45_54,OIDNS_1000_1249_A_55_64,OIDNS_1000_1249_A_65_74,OIDNS_1000_1249_A_75ov,OIDNS_1000_1249_T,OIDNS_1250_1499_A_15_19,OIDNS_1250_1499_A_20_24,OIDNS_1250_1499_A_25_34,OIDNS_1250_1499_A_35_44,OIDNS_1250_1499_A_45_54,OIDNS_1250_1499_A_55_64,OIDNS_1250_1499_A_65_74,OIDNS_1250_1499_A_75ov,OIDNS_1250_1499_T,OIDNS_1500_1749_A_15_19,OIDNS_1500_1749_A_20_24,OIDNS_1500_1749_A_25_34,OIDNS_1500_1749_A_35_44,OIDNS_1500_1749_A_45_54,OIDNS_1500_1749_A_55_64,OIDNS_1500_1749_A_65_74,OIDNS_1500_1749_A_75ov,OIDNS_1500_1749_T,OIDNS_1750_1999_A_15_19,OIDNS_1750_1999_A_20_24,OIDNS_1750_1999_A_25_34,OIDNS_1750_1999_A_35_44,OIDNS_1750_1999_A_45_54,OIDNS_1750_1999_A_55_64,OIDNS_1750_1999_A_65_74,OIDNS_1750_1999_A_75ov,OIDNS_1750_1999_T,OIDNS_2000_2999_A_15_19,OIDNS_2000_2999_A_20_24,OIDNS_2000_2999_A_25_34,OIDNS_2000_2999_A_35_44,OIDNS_2000_2999_A_45_54,OIDNS_2000_2999_A_55_64,OIDNS_2000_2999_A_65_74,OIDNS_2000_2999_A_75ov,OIDNS_2000_2999_T,OIDNS_3000_3499_A_15_19,OIDNS_3000_3499_A_20_24,OIDNS_3000_3499_A_25_34,OIDNS_3000_3499_A_35_44,OIDNS_3000_3499_A_45_54,OIDNS_3000_3499_A_55_64,OIDNS_3000_3499_A_65_74,OIDNS_3000_3499_A_75ov,OIDNS_3000_3499_T,OIDNS_3500mo_A_15_19,OIDNS_3500mo_A_20_24,OIDNS_3500mo_A_25_34,OIDNS_3500mo_A_35_44,OIDNS_3500mo_A_45_54,OIDNS_3500mo_A_55_64,OIDNS_3500mo_A_65_74,OIDNS_3500mo_A_75ov,OIDNS_3500mo_T,OIDNS_PINS_A_15_19,OIDNS_PINS_A_20_24,OIDNS_PINS_A_25_34,OIDNS_PINS_A_35_44,OIDNS_PINS_A_45_54,OIDNS_PINS_A_55_64,OIDNS_PINS_A_65_74,OIDNS_PINS_A_75ov,OIDNS_PINS_T,OIDNS_Tot_A_15_19,OIDNS_Tot_A_20_24,OIDNS_Tot_A_25_34,OIDNS_Tot_A_35_44,OIDNS_Tot_A_45_54,OIDNS_Tot_A_55_64,OIDNS_Tot_A_65_74,OIDNS_Tot_A_75ov,OIDNS_Tot_Tot,Tot_NNI_A_15_19,Tot_NNI_A_20_24,Tot_NNI_A_25_34,Tot_NNI_A_35_44,Tot_NNI_A_45_54,Tot_NNI_A_55_64,Tot_NNI_A_65_74,Tot_NNI_A_75ov,Tot_NNI_Tot,Tot_1_149_A_15_19,Tot_1_149_A_20_24,Tot_1_149_A_25_34,Tot_1_149_A_35_44,Tot_1_149_A_45_54,Tot_1_149_A_55_64,Tot_1_149_A_65_74,Tot_1_149_A_75ov,Tot_1_149_Tot,Tot_150_299_A_15_19,Tot_150_299_A_20_24,Tot_150_299_A_25_34,Tot_150_299_A_35_44,Tot_150_299_A_45_54
LGA23810,9,8,6,0,0,35,4,4,6,11,12,12,5,0,49,426,274,614,591,665,633,131,11,3344,0,0,5,3,4,5,0,0,19,10,0,5,0,0,4,4,0,23,11,0,6,0,0,7,0,4,26,0,0,5,0,6,3,0,0,26,8,0,3,3,0,4,5,4,35,0,11,3,6,12,10,4,0,51,6,8,10,5,5,8,4,0,38,3,11,21,14,9,10,3,0,70,0,10,18,18,10,12,8,0,66,0,0,13,10,11,8,4,0,46,0,3,7,14,9,4,0,0,37,0,0,9,13,7,10,4,0,42,0,0,7,5,13,8,0,5,33,0,0,6,4,3,5,0,0,14,0,0,7,5,7,5,0,0,19,3,11,22,19,17,16,6,3,107,48,51,142,121,112,110,47,19,646,44,16,35,36,33,35,17,4,208,803,49,41,37,35,51,37,3,1052,417,119,97,97,77
LGA23940,0,3,0,0,0,3,0,0,4,0,8,5,0,0,10,41,37,72,66,81,94,27,6,430,0,0,0,0,0,4,0,0,4,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,9,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,9,0,0,3,3,0,0,0,0,11,4,3,8,8,7,7,5,5,50,12,0,6,10,5,22,6,3,67,51,4,4,5,3,13,7,0,81,18,12,6,17,13
LGA24130,0,0,0,0,0,9,3,4,7,0,0,5,0,4,22,333,225,322,215,276,239,78,16,1700,0,0,0,0,4,0,0,0,13,10,0,0,0,0,0,0,0,7,8,8,0,0,0,0,0,0,16,0,0,0,6,0,0,0,3,14,0,0,0,5,4,0,0,0,6,0,0,6,0,8,0,0,0,12,4,4,4,3,3,7,0,0,17,0,5,9,0,6,0,0,0,16,0,0,6,0,6,5,0,0,25,0,0,5,6,8,6,3,0,23,0,0,5,3,8,0,0,0,18,0,0,0,0,3,0,0,0,8,0,0,0,6,8,0,0,0,11,0,0,0,0,0,0,3,0,7,0,0,0,3,0,3,0,0,9,0,5,8,6,3,5,0,3,32,20,23,43,47,49,40,15,4,240,19,6,4,20,36,20,24,4,133,640,30,29,37,42,32,17,6,826,275,105,64,86,78
LGA24210,3,0,5,4,0,13,0,0,3,3,3,4,0,0,17,411,376,436,264,310,339,121,29,2288,0,0,0,3,0,0,0,0,12,8,0,4,3,6,0,3,0,19,3,4,5,4,0,0,0,0,16,0,4,0,9,4,4,0,0,27,0,3,4,7,7,4,0,0,31,0,3,3,10,6,5,5,0,34,0,4,7,4,10,8,0,0,44,0,8,16,10,11,6,0,0,60,0,8,18,15,7,12,0,0,58,0,0,16,11,9,6,0,0,43,0,0,9,15,10,7,0,0,42,0,0,3,0,4,9,0,0,20,0,0,12,7,9,0,8,0,34,0,0,0,0,8,0,0,0,14,0,0,0,4,5,7,0,0,18,10,8,18,13,8,11,3,0,64,23,40,114,135,106,77,26,16,528,55,19,35,55,56,32,14,0,269,1118,227,59,72,75,55,30,11,1643,581,476,157,150,154
LGA24250,0,0,4,0,0,4,0,0,0,0,3,0,0,0,3,56,33,76,55,62,105,37,6,442,0,0,0,4,0,0,0,0,5,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,11,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,3,0,3,0,0,12,4,6,8,10,14,15,9,8,67,6,0,5,5,8,12,0,0,38,98,3,0,7,6,14,6,0,136,44,5,16,9,10
LGA24330,10,8,4,0,0,21,0,3,9,5,7,6,4,0,37,394,509,805,617,647,577,159,12,3718,3,3,4,8,9,0,0,0,33,8,5,0,5,0,0,0,0,21,10,9,5,0,0,0,0,0,20,5,8,10,7,5,0,3,0,32,0,12,14,6,3,6,0,0,35,0,18,18,9,12,10,3,0,66,0,8,13,12,17,7,3,0,54,0,14,32,17,24,11,5,0,106,0,9,45,39,23,17,0,0,131,0,7,17,23,6,4,3,0,71,0,3,14,19,22,4,6,0,66,0,0,11,11,18,7,0,0,48,0,0,15,13,6,10,4,0,46,0,0,0,5,3,0,0,0,12,0,0,3,4,6,5,0,0,26,6,24,39,13,24,10,0,0,124,32,108,250,191,178,96,26,7,885,59,33,66,55,41,24,10,3,286,824,199,65,46,38,35,12,4,1220,480,449,179,122,94
LGA24410,3,8,6,0,0,29,5,3,5,8,5,9,3,0,37,748,622,882,737,767,706,200,29,4688,0,0,4,3,3,0,0,0,23,11,5,0,0,5,0,0,0,24,0,0,4,6,4,5,0,0,16,3,9,3,5,4,3,3,0,35,0,9,7,8,9,9,4,0,33,0,4,13,11,5,7,3,0,40,3,6,14,18,14,9,4,0,65,0,9,28,22,15,19,7,0,100,0,15,25,22,18,21,3,0,107,0,0,16,14,17,19,5,0,67,0,5,13,14,9,14,5,0,52,0,0,7,3,13,5,0,0,26,0,0,10,14,12,8,0,0,50,0,0,0,0,0,0,0,0,5,0,0,3,3,4,6,3,0,23,11,12,29,32,16,13,3,4,122,32,70,168,172,150,133,36,14,781,53,12,44,59,52,47,12,3,288,1390,151,67,58,45,67,33,6,1822,764,480,157,147,126
LGA24600,60,73,45,11,0,228,10,17,31,24,30,21,10,0,151,903,2653,4896,2909,2466,2122,601,69,16621,18,32,58,64,50,31,7,4,266,65,37,28,10,16,11,3,10,173,30,46,36,29,14,12,13,3,188,14,52,64,39,30,29,18,12,252,5,54,89,52,32,32,16,13,298,9,91,121,83,56,30,12,17,408,0,73,193,102,57,36,20,3,492,12,113,288,178,92,74,28,5,785,0,149,411,261,135,87,29,5,1075,0,81,356,284,137,69,16,7,951,0,35,341,276,160,65,24,11,907,0,17,231,244,156,76,13,3,737,0,11,342,491,259,112,31,10,1251,0,0,57,150,76,34,8,7,328,4,18,74,233,208,86,27,12,655,26,123,375,261,191,93,26,25,1118,193,919,3049,2749,1670,871,278,140,9873,145,249,437,409,281,160,58,11,1748,1546,970,380,205,169,124,65,20,3480,1218,2256,954,472,313
LGA24650,4,6,4,0,0,24,4,0,10,4,7,4,5,0,35,660,503,797,584,575,388,133,10,3649,4,0,9,9,9,3,0,0,23,6,5,0,3,0,0,0,0,22,7,4,4,0,4,3,0,0,28,3,5,7,13,10,3,0,0,39,6,9,7,0,0,8,0,0,27,0,12,13,12,10,3,5,0,60,0,16,12,17,13,8,0,0,66,0,6,32,23,18,3,0,0,90,0,11,36,32,17,16,0,0,120,0,0,24,26,17,10,0,0,88,0,0,15,22,13,3,0,0,52,0,0,9,10,3,4,0,0,27,0,0,14,6,10,3,0,0,41,0,0,3,0,4,0,0,0,3,0,4,3,0,3,0,0,0,13,4,13,33,20,22,5,3,0,94,34,86,225,189,139,86,19,11,790,68,20,51,71,67,40,9,5,327,1155,105,64,75,61,49,15,0,1523,671,333,162,161,106
LGA24780,0,4,3,0,0,15,0,3,7,11,12,4,3,0,38,352,303,708,533,560,561,157,19,3189,5,7,4,6,10,0,0,0,26,16,5,0,0,4,0,0,0,23,0,0,8,0,3,3,0,0,14,0,9,13,5,6,6,4,5,38,3,3,7,5,6,5,3,5,27,0,5,7,5,14,0,4,0,39,3,11,16,8,8,9,3,3,61,0,13,16,16,14,9,3,0,75,0,4,19,14,13,12,3,0,67,0,3,7,15,13,5,0,0,44,0,0,3,5,6,6,0,4,28,0,0,4,3,8,5,0,0,16,0,0,6,5,4,4,0,4,24,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,6,3,11,10,15,10,7,4,61,25,65,117,90,125,72,27,27,557,37,11,29,27,32,35,21,7,190,578,32,28,21,24,21,10,9,720,289,75,84,88,57
LGA24850,0,3,0,0,0,9,0,0,6,4,5,5,0,0,21,329,211,287,241,293,268,75,6,1708,0,0,0,4,0,0,0,0,7,4,0,0,0,0,0,0,0,9,7,0,0,0,0,0,4,0,7,3,4,0,0,0,0,0,0,9,0,5,6,0,5,0,0,0,14,0,0,0,0,9,0,0,0,15,0,0,7,5,3,0,0,0,19,0,3,3,7,6,5,0,0,30,0,3,11,3,8,9,3,0,43,0,0,11,9,4,0,0,0,22,0,0,8,0,0,0,0,0,15,0,0,3,0,5,0,0,0,10,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,13,5,15,6,9,3,0,48,21,28,50,53,43,44,17,3,267,27,4,17,26,16,25,14,3,139,443,29,11,23,21,17,11,5,558,250,77,45,60,66
LGA24900,0,0,0,0,6,9,0,4,0,3,3,0,3,0,30,210,172,413,313,351,373,89,10,1939,3,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,6,3,0,4,0,0,0,3,0,14,0,0,0,0,0,0,0,3,8,0,0,6,0,0,9,0,0,14,4,0,6,3,0,3,0,0,21,3,0,7,4,0,0,0,0,25,0,0,0,4,8,4,0,0,19,0,4,3,3,0,4,4,0,19,0,0,3,4,5,0,0,0,15,0,0,0,0,3,4,0,0,12,0,0,0,3,0,0,0,0,11,0,0,3,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,0,3,0,0,0,25,23,16,47,33,35,42,20,13,215,21,0,13,21,40,47,18,0,164,317,13,5,10,20,24,7,5,405,143,29,39,39,42
LGA24970,13,14,4,0,0,39,0,8,13,15,16,18,5,0,72,705,980,1479,1146,1322,1260,361,56,7309,9,10,20,15,6,4,8,7,69,22,5,8,10,10,4,0,0,49,9,13,15,5,5,5,0,3,55,6,15,22,14,18,9,0,9,94,0,20,21,10,18,5,3,0,81,0,27,40,29,25,18,9,4,144,0,16,44,41,32,22,5,4,170,3,28,66,59,50,37,5,0,248,5,28,106,82,60,40,11,0,320,0,8,64,55,37,28,10,0,207,0,5,48,48,42,25,4,0,166,0,0,35,29,25,20,3,5,117,0,0,40,58,39,21,5,3,163,0,0,3,10,9,4,0,0,25,0,0,11,26,27,9,0,0,76,15,39,79,73,46,36,5,3,302,66,209,619,568,442,272,78,40,2288,98,68,128,129,114,77,30,14,651,1528,461,176,157,123,94,64,13,2615,923,978,362,305,289
LGA25060,0,0,0,0,0,6,4,4,5,3,3,0,0,0,28,494,425,564,405,433,334,123,28,2800,7,3,7,8,7,0,0,0,31,7,3,3,3,4,0,0,0,21,5,3,3,3,0,0,0,0,28,0,7,9,4,0,6,0,0,31,0,3,3,7,4,5,4,0,18,0,4,14,7,8,9,3,0,50,0,11,24,14,9,10,3,0,69,5,13,27,20,17,17,0,0,97,0,7,45,16,16,14,4,0,99,0,9,23,14,23,12,6,0,74,0,4,17,20,13,5,0,0,61,0,0,4,8,5,3,0,0,24,0,0,9,14,10,9,4,0,38,0,0,0,4,4,4,0,0,15,0,0,3,5,12,7,0,4,26,4,10,23,30,24,8,0,3,100,28,85,211,172,158,100,29,7,798,68,37,41,56,55,26,10,4,297,1216,176,52,50,51,29,12,7,1593,684,444,174,141,133
LGA25150,0,0,0,0,0,0,3,0,0,0,6,3,0,4,9,212,131,192,164,185,186,63,13,1147,0,0,5,3,3,0,0,0,12,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,6,0,0,0,0,0,4,0,0,10,0,0,0,0,5,0,0,0,11,0,0,5,0,0,0,0,0,11,0,0,8,3,3,3,4,0,24,0,0,3,5,3,4,0,0,19,0,0,0,8,3,0,0,0,19,0,0,0,0,5,0,0,0,8,0,0,0,7,0,0,0,0,4,0,0,4,5,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,7,8,0,0,0,17,8,15,38,41,36,25,7,7,182,15,6,21,15,21,11,11,4,110,344,19,11,19,19,14,8,0,443,158,67,47,42,34
LGA25250,0,9,0,0,0,20,3,0,7,3,7,5,7,0,34,377,523,843,535,629,542,131,22,3609,0,6,3,7,6,4,3,0,26,4,3,3,3,0,0,0,0,21,5,11,5,0,5,3,0,0,32,0,5,14,10,9,0,0,0,35,0,10,11,0,4,4,0,5,35,0,10,16,16,8,5,0,0,59,0,12,19,15,12,5,4,0,70,0,12,24,24,10,13,4,0,85,0,4,29,25,22,11,9,0,102,0,4,11,13,8,3,0,0,36,0,7,26,18,15,3,3,0,61,0,0,22,13,10,5,0,0,47,0,0,14,19,13,4,6,0,52,0,0,4,8,6,0,0,0,15,0,0,6,7,9,0,0,0,19,5,13,24,27,23,15,0,0,99,22,93,226,193,153,86,32,9,801,45,28,50,67,66,41,22,0,309,738,167,75,75,66,51,20,7,1192,455,382,205,174,168
LGA25340,5,11,0,0,0,27,7,6,14,13,17,15,0,0,63,1020,744,1104,895,1190,974,281,55,6257,3,0,11,5,9,0,0,0,34,19,5,0,3,0,3,0,0,28,7,4,6,4,7,5,3,4,43,3,3,11,10,15,7,8,6,56,4,11,3,5,3,14,9,3,54,3,5,8,11,17,9,7,0,68,6,13,12,8,10,15,4,0,69,6,9,27,19,14,20,11,10,103,3,17,25,26,18,28,8,0,124,0,3,17,18,21,10,10,0,84,0,0,12,21,16,7,0,0,67,0,0,8,10,8,16,3,0,52,0,0,3,18,23,13,4,0,67,0,0,0,0,0,7,8,0,19,3,0,3,10,13,7,9,6,49,13,17,27,21,28,17,4,5,131,65,94,180,192,216,169,86,39,1041,84,17,65,70,98,76,21,5,437,1991,155,51,73,66,82,56,22,2487,904,420,186,203,191
LGA25430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,125,162,266,222,233,263,62,7,1339,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,6,0,0,0,0,5,0,0,0,3,0,0,0,3,8,0,0,0,6,0,0,0,0,0,5,0,0,8,0,3,5,5,0,3,5,0,22,0,0,3,6,3,6,0,0,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,10,0,0,0,3,6,5,0,0,12,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,0,16,14,7,16,31,28,30,6,4,135,6,3,0,7,4,11,9,4,49,186,7,12,16,5,9,11,7,251,77,26,21,27,19
LGA25490,0,3,0,3,0,11,0,3,3,3,5,5,3,0,24,123,121,241,188,219,243,69,15,1214,4,0,0,0,3,5,3,0,10,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,6,0,0,5,0,0,0,0,0,11,0,6,4,4,7,3,4,0,26,0,0,0,5,5,5,0,0,18,0,0,0,6,3,3,0,0,17,0,5,0,4,0,0,3,0,15,0,0,0,0,3,3,0,0,9,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,14,13,8,18,18,31,28,18,9,150,14,0,10,4,12,12,23,0,74,147,7,0,13,11,16,13,3,210,46,15,26,20,31
LGA25620,0,0,0,0,0,5,0,3,0,4,4,8,0,0,11,80,55,69,78,126,144,40,11,601,0,0,0,0,5,3,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,3,0,8,0,0,0,3,0,0,8,0,0,0,3,0,6,0,0,6,0,0,0,3,0,0,4,0,9,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,3,0,0,0,0,0,7,6,8,8,11,12,24,8,7,85,11,4,0,6,13,14,3,6,61,118,3,3,16,14,27,9,6,195,36,9,10,17,31
LGA25710,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,314,178,167,95,127,159,65,25,1127,0,0,0,4,3,0,0,0,16,7,0,0,5,0,0,0,0,12,4,0,0,0,0,0,0,0,6,6,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,10,0,6,0,3,0,0,0,0,13,0,0,4,7,0,3,0,0,16,0,3,5,3,7,3,5,0,24,0,0,7,6,3,0,5,0,17,0,0,4,0,0,3,3,0,11,0,0,0,3,5,0,0,0,8,0,0,0,7,0,0,0,0,13,0,0,10,8,0,4,0,0,21,0,0,0,5,0,3,0,0,9,0,0,0,3,5,0,0,0,10,0,4,15,3,9,4,0,0,44,19,23,49,58,38,35,19,9,246,18,6,17,26,25,24,10,0,126,637,79,26,34,24,33,14,4,853,306,183,39,59,71
LGA25810,0,0,0,0,0,5,3,0,0,0,0,6,0,0,8,85,101,249,110,148,152,33,0,885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,7,3,0,0,0,6,0,0,0,13,3,0,10,0,0,4,0,0,15,0,0,0,0,3,4,0,0,9,0,0,4,0,0,0,0,0,11,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,8,8,5,25,12,18,16,9,7,95,4,3,11,3,10,9,8,0,46,89,0,5,6,7,18,9,3,143,63,4,17,9,18
LGA25900,14,7,6,0,4,37,0,6,8,4,3,0,0,0,26,221,521,977,604,464,417,120,32,3359,6,3,16,15,4,9,4,0,55,7,3,3,0,3,0,0,0,24,5,0,3,5,0,3,4,0,29,5,9,7,6,6,9,5,0,41,0,15,7,7,5,8,6,0,51,5,13,18,11,9,4,6,5,68,0,4,35,15,6,7,0,4,84,0,15,55,20,21,11,0,3,128,0,16,80,38,22,15,3,0,191,0,4,60,31,25,7,11,0,146,0,0,36,21,24,14,3,4,109,0,3,22,18,21,17,6,0,80,0,0,22,59,35,20,8,0,144,0,0,6,17,12,3,6,0,44,0,0,7,29,37,15,11,10,105,0,28,53,50,30,16,8,4,181,36,127,438,358,278,164,65,34,1493,42,33,85,83,70,47,25,3,378,543,173,92,62,61,47,21,9,1003,342,449,229,123,108
LGA25990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,33,48,30,44,45,21,0,258,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,3,8,5,9,5,8,7,0,0,39,0,0,3,8,13,19,3,0,43,39,3,3,0,5,4,10,4,72,7,9,8,10,8
LGA26080,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,26,13,26,18,25,31,9,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6,3,0,3,5,0,27,3,0,3,6,7,7,0,0,22,50,3,0,0,4,6,0,0,62,18,14,0,6,8
LGA26170,0,0,3,0,0,10,0,5,3,5,3,7,0,0,25,172,141,233,207,280,299,120,16,1470,5,0,0,0,0,6,0,0,12,15,0,0,0,0,0,0,0,13,0,0,0,4,0,0,0,0,11,3,0,0,0,0,4,4,0,12,0,0,3,0,0,0,4,0,12,0,0,0,0,5,0,0,4,9,0,0,4,7,4,5,0,0,23,0,0,3,4,4,10,3,3,33,0,0,6,3,5,9,0,0,31,0,0,0,3,5,5,0,0,8,0,0,4,0,4,3,0,0,15,0,0,0,0,3,0,0,0,8,0,0,4,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,3,5,8,6,12,6,4,5,37,25,8,34,35,53,50,28,14,249,16,3,24,21,27,41,22,0,160,327,25,15,18,22,21,25,3,459,129,42,33,61,54
