POW_LGA_CODE_2021,BDLA_NNI_Mng,BDLA_NNI_Pro,BDLA_NNI_TecTW,BDLA_NNI_CoPSW,BDLA_NNI_ClAW,BDLA_NNI_SWks,BDLA_NNI_MaOpDv,BDLA_NNI_Lab,BDLA_NNI_IDNS,BDLA_NNI_Tot,BDLA_1_149_Mng,BDLA_1_149_Pro,BDLA_1_149_TecTW,BDLA_1_149_CoPSW,BDLA_1_149_ClAW,BDLA_1_149_SWks,BDLA_1_149_MaOpDv,BDLA_1_149_Lab,BDLA_1_149_IDNS,BDLA_1_149_Tot,BDLA_150_299_Mng,BDLA_150_299_Pro,BDLA_150_299_TecTW,BDLA_150_299_CoPSW,BDLA_150_299_ClAW,BDLA_150_299_SWks,BDLA_150_299_MaOpDv,BDLA_150_299_Lab,BDLA_150_299_IDNS,BDLA_150_299_Tot,BDLA_300_399_Mng,BDLA_300_399_Pro,BDLA_300_399_TecTW,BDLA_300_399_CoPSW,BDLA_300_399_ClAW,BDLA_300_399_SWks,BDLA_300_399_MaOpDv,BDLA_300_399_Lab,BDLA_300_399_IDNS,BDLA_300_399_Tot,BDLA_400_499_Mng,BDLA_400_499_Pro,BDLA_400_499_TecTW,BDLA_400_499_CoPSW,BDLA_400_499_ClAW,BDLA_400_499_SWks,BDLA_400_499_MaOpDv,BDLA_400_499_Lab,BDLA_400_499_IDNS,BDLA_400_499_Tot,BDLA_500_649_Mng,BDLA_500_649_Pro,BDLA_500_649_TecTW,BDLA_500_649_CoPSW,BDLA_500_649_ClAW,BDLA_500_649_SWks,BDLA_500_649_MaOpDv,BDLA_500_649_Lab,BDLA_500_649_IDNS,BDLA_500_649_Tot,BDLA_650_799_Mng,BDLA_650_799_Pro,BDLA_650_799_TecTW,BDLA_650_799_CoPSW,BDLA_650_799_ClAW,BDLA_650_799_SWks,BDLA_650_799_MaOpDv,BDLA_650_799_Lab,BDLA_650_799_IDNS,BDLA_650_799_Tot,BDLA_800_999_Mng,BDLA_800_999_Pro,BDLA_800_999_TecTW,BDLA_800_999_CoPSW,BDLA_800_999_ClAW,BDLA_800_999_SWks,BDLA_800_999_MaOpDv,BDLA_800_999_Lab,BDLA_800_999_IDNS,BDLA_800_999_Tot,BDLA_1000_1249_Mng,BDLA_1000_1249_Pro,BDLA_1000_1249_TecTW,BDLA_1000_1249_CoPSW,BDLA_1000_1249_ClAW,BDLA_1000_1249_SWks,BDLA_1000_1249_MaOpDv,BDLA_1000_1249_Lab,BDLA_1000_1249_IDNS,BDLA_1000_1249_Tot,BDLA_1250_1499_Mng,BDLA_1250_1499_Pro,BDLA_1250_1499_TecTW,BDLA_1250_1499_CoPSW,BDLA_1250_1499_ClAW,BDLA_1250_1499_SWks,BDLA_1250_1499_MaOpDv,BDLA_1250_1499_Lab,BDLA_1250_1499_IDNS,BDLA_1250_1499_Tot,BDLA_1500_1749_Mng,BDLA_1500_1749_Pro,BDLA_1500_1749_TecTW,BDLA_1500_1749_CoPSW,BDLA_1500_1749_ClAW,BDLA_1500_1749_SWks,BDLA_1500_1749_MaOpDv,BDLA_1500_1749_Lab,BDLA_1500_1749_IDNS,BDLA_1500_1749_Tot,BDLA_1750_1999_Mng,BDLA_1750_1999_Pro,BDLA_1750_1999_TecTW,BDLA_1750_1999_CoPSW,BDLA_1750_1999_ClAW,BDLA_1750_1999_SWks,BDLA_1750_1999_MaOpDv,BDLA_1750_1999_Lab,BDLA_1750_1999_IDNS,BDLA_1750_1999_Tot,BDLA_2000_2999_Mng,BDLA_2000_2999_Pro,BDLA_2000_2999_TecTW,BDLA_2000_2999_CoPSW,BDLA_2000_2999_ClAW,BDLA_2000_2999_SWks,BDLA_2000_2999_MaOpDv,BDLA_2000_2999_Lab,BDLA_2000_2999_IDNS,BDLA_2000_2999_Tot,BDLA_3000_3499_Mng,BDLA_3000_3499_Pro,BDLA_3000_3499_TecTW,BDLA_3000_3499_CoPSW,BDLA_3000_3499_ClAW,BDLA_3000_3499_SWks,BDLA_3000_3499_MaOpDv,BDLA_3000_3499_Lab,BDLA_3000_3499_IDNS,BDLA_3000_3499_Tot,BDLA_3500mo_Mng,BDLA_3500mo_Pro,BDLA_3500mo_TecTW,BDLA_3500mo_CoPSW,BDLA_3500mo_ClAW,BDLA_3500mo_SWks,BDLA_3500mo_MaOpDv,BDLA_3500mo_Lab,BDLA_3500mo_IDNS,BDLA_3500mo_Tot,BDLA_PINS_Mng,BDLA_PINS_Pro,BDLA_PINS_TecTW,BDLA_PINS_CoPSW,BDLA_PINS_ClAW,BDLA_PINS_SWks,BDLA_PINS_MaOpDv,BDLA_PINS_Lab,BDLA_PINS_IDNS,BDLA_PINS_Tot,BDLA_Tot_Mng,BDLA_Tot_Pro,BDLA_Tot_TecTW,BDLA_Tot_CoPSW,BDLA_Tot_ClAW,BDLA_Tot_SWks,BDLA_Tot_MaOpDv,BDLA_Tot_Lab,BDLA_Tot_IDNS,BDLA_Tot_Tot,Ad_Dip_NNI_Mng,Ad_Dip_NNI_Pro,Ad_Dip_NNI_TecTW,Ad_Dip_NNI_CoPSW,Ad_Dip_NNI_ClAW,Ad_Dip_NNI_SWks,Ad_Dip_NNI_MaOpDv,Ad_Dip_NNI_Lab,Ad_Dip_NNI_IDNS,Ad_Dip_NNI_Tot,Ad_Dip_1_149_Mng,Ad_Dip_1_149_Pro,Ad_Dip_1_149_TecTW,Ad_Dip_1_149_CoPSW,Ad_Dip_1_149_ClAW,Ad_Dip_1_149_SWks,Ad_Dip_1_149_MaOpDv,Ad_Dip_1_149_Lab,Ad_Dip_1_149_IDNS,Ad_Dip_1_149_Tot,Ad_Dip_150_299_Mng,Ad_Dip_150_299_Pro,Ad_Dip_150_299_TecTW,Ad_Dip_150_299_CoPSW,Ad_Dip_150_299_ClAW,Ad_Dip_150_299_SWks,Ad_Dip_150_299_MaOpDv,Ad_Dip_150_299_Lab,Ad_Dip_150_299_IDNS,Ad_Dip_150_299_Tot
LGA23810,0,12,0,0,6,0,0,0,0,18,6,10,9,8,3,3,0,3,0,42,9,17,0,14,15,10,0,10,0,74,10,40,10,20,13,13,4,4,0,112,11,45,10,22,21,16,4,7,3,139,10,101,16,43,27,14,0,7,7,223,25,183,25,80,44,20,12,13,3,401,27,316,37,71,95,18,8,16,9,585,38,514,39,101,100,15,14,4,9,832,58,701,34,56,70,11,4,6,0,946,61,786,23,80,64,5,6,13,6,1043,73,618,18,49,48,8,3,6,6,827,291,860,30,112,57,11,7,4,5,1361,107,109,13,16,3,0,3,0,0,257,167,270,38,5,15,8,3,0,0,496,0,25,0,0,0,0,0,0,5,34,889,4614,284,667,573,150,68,95,51,7386,0,0,0,4,4,0,0,0,3,22,3,6,6,6,0,5,0,4,0,21,8,10,3,15,8,10,5,6,0,62
LGA23940,3,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,3,0,13,5,4,4,3,0,0,0,6,0,14,3,5,0,0,4,0,0,3,0,15,10,11,0,3,3,0,0,0,0,29,5,9,0,7,5,3,0,3,0,32,19,22,0,5,0,0,0,9,0,54,22,37,0,0,8,0,0,8,0,78,8,37,0,0,0,0,0,3,0,59,13,39,0,5,3,0,0,3,0,56,10,23,0,0,0,0,0,0,0,33,28,35,0,3,0,0,0,0,0,72,3,3,0,0,0,0,0,0,0,9,9,4,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,4,164,222,14,23,28,9,4,39,3,492,10,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,9
LGA24130,8,9,0,0,4,5,0,0,0,29,9,13,0,4,4,0,0,10,0,47,11,43,7,21,6,4,0,13,4,112,20,46,7,28,16,12,0,12,0,145,22,36,11,30,26,10,5,11,6,152,34,83,21,43,35,27,0,21,0,266,30,148,18,63,24,8,0,33,4,337,47,187,38,48,32,23,9,29,3,411,74,247,37,64,39,12,9,21,7,518,66,316,16,35,41,6,6,6,6,509,65,352,8,40,30,5,5,3,3,517,58,287,16,31,17,7,0,0,0,413,160,402,17,59,24,12,0,8,6,684,64,82,3,3,12,4,0,0,0,171,97,150,0,10,14,3,0,0,6,279,4,17,0,3,0,0,0,0,4,26,755,2420,208,495,334,148,35,169,49,4609,14,0,0,0,0,0,0,0,0,17,3,3,4,6,0,0,0,5,0,29,10,7,4,14,9,10,0,7,0,62
LGA24210,35,29,6,5,11,7,0,0,3,95,23,63,3,18,23,26,4,4,4,171,32,79,16,59,64,74,3,16,9,352,48,110,26,87,55,92,9,23,13,471,35,120,27,113,55,129,13,36,6,528,80,226,59,191,102,136,20,50,16,874,97,299,68,207,130,140,24,66,15,1042,143,418,104,246,138,107,28,60,15,1254,179,656,96,229,169,94,46,45,17,1526,171,750,47,102,117,70,26,24,15,1311,171,843,50,105,102,38,21,19,10,1361,127,614,23,68,68,26,13,12,5,960,384,1047,40,265,104,49,0,8,16,1915,138,205,7,40,18,9,0,3,8,428,326,411,14,30,47,29,0,3,17,866,8,39,3,12,12,5,0,0,7,80,1986,5916,582,1780,1204,1027,198,369,175,13238,4,3,0,9,4,6,0,0,0,21,6,12,0,19,8,7,0,10,4,72,8,12,4,30,17,34,3,15,0,126
LGA24250,0,0,0,0,0,0,0,0,0,6,0,5,0,5,3,0,0,0,0,10,6,3,0,3,0,0,0,3,0,13,5,13,0,5,3,0,0,0,0,26,4,4,4,4,0,6,0,8,0,27,8,23,0,6,8,4,0,0,0,53,14,21,7,20,7,7,0,8,0,82,17,32,7,24,12,0,0,0,0,94,24,49,11,16,12,9,0,7,0,119,19,70,0,6,3,3,0,0,0,108,18,58,0,6,6,0,0,0,0,89,10,66,4,9,3,0,0,0,0,89,35,93,0,14,4,4,0,0,0,144,11,13,0,0,4,5,0,0,0,26,26,28,0,6,0,0,0,0,3,58,3,6,0,0,0,0,0,0,0,8,191,471,32,110,63,38,10,29,4,948,4,0,0,0,0,0,0,0,0,7,0,0,0,3,3,0,0,0,0,14,0,0,0,0,3,0,0,0,0,5
LGA24330,10,27,10,14,4,4,4,0,5,75,4,33,10,13,8,15,3,4,4,92,12,60,16,59,34,58,15,19,0,272,20,95,13,86,28,84,16,21,8,371,32,115,26,93,52,132,38,48,10,538,58,189,59,162,85,171,56,85,10,872,82,289,86,188,149,187,77,85,6,1153,143,517,113,208,217,164,126,109,16,1616,241,956,125,212,278,112,111,78,31,2148,199,1213,84,163,231,71,75,39,18,2101,248,1309,72,103,184,34,41,42,18,2049,245,1147,34,69,101,10,23,14,21,1671,665,1634,42,87,141,30,18,10,25,2661,210,326,7,7,26,9,3,4,4,593,403,564,11,9,31,12,3,3,9,1043,11,47,9,6,6,5,0,10,16,98,2588,8523,702,1476,1586,1089,613,567,207,17350,5,4,5,10,0,0,0,0,0,22,0,10,0,9,4,17,0,3,0,41,10,0,4,31,8,31,9,3,0,96
LGA24410,28,22,3,5,9,5,3,3,6,80,9,44,7,13,9,11,4,6,0,104,13,61,12,42,31,47,6,19,4,239,20,88,18,51,41,63,6,24,3,318,32,113,19,78,52,79,14,41,4,435,58,189,47,126,96,107,32,59,3,719,95,288,61,186,129,107,22,80,14,979,110,454,84,217,205,91,57,98,24,1340,171,947,126,197,257,82,55,103,24,1964,177,1097,90,117,155,48,25,48,10,1781,207,1130,68,105,120,33,16,30,17,1722,179,903,43,68,84,30,0,23,9,1337,481,1509,52,84,93,32,20,12,14,2303,188,209,6,7,21,18,0,0,0,455,302,400,7,8,31,20,0,5,7,777,5,37,0,14,7,0,0,0,12,76,2079,7492,639,1317,1332,783,250,562,160,14619,3,4,4,0,9,0,0,0,0,25,3,13,6,11,4,6,3,0,0,60,7,15,12,32,15,40,11,15,0,146
LGA24600,157,297,24,53,111,43,8,19,69,786,40,320,33,129,79,71,14,48,23,760,85,574,78,334,235,236,23,114,40,1727,144,736,113,460,411,360,52,223,79,2587,194,878,173,581,585,435,61,448,88,3435,348,1862,323,990,1163,708,109,828,138,6465,586,2806,508,1156,1797,766,114,691,169,8588,1114,5364,849,1249,3750,945,179,777,280,14515,2287,13094,1564,1394,7167,1082,221,529,471,27805,2927,18131,1334,1006,6782,850,138,252,459,31874,4003,22711,1149,962,5858,730,72,157,461,36104,4747,22072,824,643,3993,484,66,88,392,33314,19021,52150,1496,1222,6450,1044,194,102,786,82475,8615,13861,343,239,1637,341,58,26,218,25328,20788,26379,423,177,2761,889,29,29,448,51918,219,676,42,48,156,28,7,15,308,1483,65263,181912,9270,10631,42937,9028,1339,4355,4432,329165,25,21,12,22,35,13,0,3,21,145,13,28,6,44,19,21,3,18,8,173,15,43,48,114,66,90,3,38,12,434
LGA24650,10,11,4,0,9,4,4,0,7,46,5,23,9,18,12,11,0,9,0,82,9,44,7,47,27,36,14,19,0,196,18,59,11,58,27,56,20,24,5,273,17,50,21,80,38,48,33,30,6,323,44,101,38,124,45,63,65,52,7,536,62,221,52,192,99,75,96,55,13,863,69,301,87,236,142,90,144,64,17,1155,139,625,112,201,197,66,136,44,24,1554,125,866,69,171,133,47,69,26,12,1514,130,885,33,131,93,27,42,8,9,1357,112,690,23,76,58,22,15,11,4,1013,311,956,28,94,61,25,9,9,13,1501,119,109,6,8,14,9,0,0,0,269,184,189,0,4,16,9,0,0,3,409,10,28,3,8,5,0,4,0,11,71,1367,5161,495,1455,965,580,651,355,146,11167,11,5,3,8,8,3,0,0,0,42,0,11,0,8,3,7,0,5,0,40,7,11,14,39,12,20,0,13,0,113
LGA24780,4,6,0,4,3,0,0,3,3,19,0,6,4,0,0,0,0,0,0,12,0,16,4,11,4,3,3,4,0,47,5,19,5,10,8,0,0,7,0,55,12,22,3,20,6,3,0,10,0,79,27,59,10,36,19,7,5,18,0,174,24,97,5,31,31,21,9,36,0,256,37,188,24,62,48,17,6,36,4,412,43,340,33,64,60,10,4,41,6,594,43,433,16,42,32,4,4,7,7,588,55,547,16,55,41,5,0,4,5,728,81,406,5,26,17,0,0,0,4,542,190,589,9,45,35,5,6,0,5,877,74,64,3,11,4,4,0,0,0,157,92,146,0,0,5,3,0,0,0,249,3,9,0,4,0,0,0,0,0,19,685,2940,135,408,307,91,29,165,42,4801,0,0,0,4,0,3,0,0,0,10,3,3,0,0,0,0,4,4,0,10,4,0,0,5,10,9,0,4,0,43
LGA24850,9,8,0,3,3,0,0,0,0,24,0,6,3,3,0,0,0,4,0,17,7,15,0,10,5,4,0,8,0,59,12,15,10,16,3,8,4,8,0,70,10,21,3,12,15,8,4,11,5,93,9,43,8,30,16,17,0,19,0,148,20,69,12,37,19,16,0,8,5,183,27,104,19,65,30,22,10,18,0,291,21,211,35,35,42,10,7,12,5,374,38,291,9,27,22,3,0,7,0,402,46,312,10,31,16,6,0,3,5,428,53,187,6,25,9,0,0,4,0,291,147,334,7,49,17,5,4,9,3,577,36,43,0,11,3,5,0,0,0,87,40,78,0,0,6,3,0,0,0,135,3,8,0,0,6,0,0,0,0,11,473,1748,126,346,210,105,35,105,30,3181,5,0,0,4,0,0,0,0,0,15,5,7,4,0,0,0,0,0,0,20,0,11,5,9,5,8,0,3,0,47
LGA24900,0,4,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,3,0,6,0,0,0,3,0,3,0,19,7,9,0,7,3,4,0,12,0,44,5,10,0,0,4,9,0,9,0,41,20,31,3,11,10,4,0,10,0,96,13,42,7,21,18,5,0,21,0,123,34,76,6,21,24,7,0,20,3,185,32,135,7,26,24,6,0,23,0,251,31,166,0,15,15,4,3,13,3,244,27,204,3,15,12,4,0,0,5,256,21,152,0,8,6,0,0,0,4,192,77,208,3,18,12,5,5,3,0,328,27,39,3,3,3,0,0,0,0,70,21,47,0,3,0,0,0,0,0,80,4,3,0,0,3,0,0,0,3,10,325,1126,43,146,128,43,16,122,20,1972,13,3,0,0,0,0,0,7,0,23,4,0,0,0,0,0,0,0,0,7,6,5,3,5,5,0,0,0,0,30
LGA24970,51,71,12,15,31,11,4,0,21,210,34,149,23,48,40,35,19,12,13,372,53,261,37,129,91,90,26,51,16,745,61,297,48,177,144,132,36,72,22,995,87,339,73,216,195,167,47,116,17,1259,159,810,134,375,292,235,91,177,38,2318,188,988,216,438,445,229,114,184,50,2852,343,1627,356,508,730,297,218,236,59,4364,524,3092,531,468,1101,267,198,184,113,6477,609,3568,457,350,839,221,125,91,61,6314,682,4317,308,207,643,172,66,48,62,6512,756,3755,193,105,373,116,36,39,38,5415,2568,6741,298,146,517,253,19,23,73,10635,1001,1287,44,28,99,64,3,6,9,2548,1943,2014,44,26,118,101,3,9,44,4299,43,144,11,10,25,14,6,4,62,320,9088,29460,2782,3257,5690,2416,1005,1258,691,55639,10,19,9,7,22,3,0,12,4,78,7,15,9,27,18,13,3,10,0,109,12,32,19,63,43,44,8,26,9,259
LGA25060,17,25,3,5,8,4,0,5,9,73,4,33,6,19,13,14,5,7,6,102,17,91,12,61,31,60,6,16,4,296,21,93,12,84,46,70,7,36,9,371,24,95,22,102,66,67,13,40,5,444,61,182,42,158,105,92,13,73,5,736,68,304,40,226,164,106,17,72,20,1025,120,451,108,249,207,100,22,55,19,1318,174,765,118,196,278,73,17,70,27,1721,160,928,68,125,237,52,24,32,17,1628,168,1081,54,94,211,36,11,22,17,1696,149,915,32,70,120,28,12,4,3,1333,508,1606,50,105,196,37,16,7,19,2552,195,334,0,9,45,13,0,3,12,608,392,580,11,16,54,23,0,0,12,1087,5,42,3,7,16,5,0,0,16,102,2093,7519,592,1514,1788,779,163,440,191,15095,9,7,0,3,3,0,0,3,3,30,6,9,0,14,4,7,0,0,0,40,4,16,4,35,29,20,5,13,3,134
LGA25150,3,0,0,0,0,0,0,0,0,12,5,9,0,4,3,0,0,0,0,21,8,16,4,10,0,5,0,5,0,48,4,29,6,13,9,12,3,4,0,80,9,24,8,12,13,4,3,9,0,71,15,35,5,30,6,17,9,12,0,118,16,62,21,42,16,6,0,15,0,170,22,91,17,36,17,11,6,8,4,221,15,148,18,36,19,3,9,10,5,264,26,196,6,21,19,5,5,4,3,281,27,213,9,20,14,6,4,3,0,297,21,126,5,11,8,3,4,0,3,186,99,230,9,35,11,0,0,4,9,393,19,31,0,0,4,4,0,0,0,68,39,61,3,0,7,0,0,0,0,106,0,5,3,3,3,0,0,0,3,21,322,1274,113,269,146,73,41,77,24,2348,4,0,0,0,4,0,0,0,0,15,0,0,0,6,5,0,0,0,0,12,3,4,3,8,4,5,0,9,0,40
LGA25250,21,39,0,14,6,3,0,0,0,91,11,64,6,29,15,11,3,0,0,143,23,106,19,68,34,38,13,19,4,321,30,167,23,108,47,68,15,46,3,515,49,199,51,136,70,90,30,53,4,679,94,312,80,286,119,137,73,104,26,1223,108,472,132,333,126,139,81,115,12,1514,175,686,182,362,197,128,107,111,18,1960,239,1151,170,302,216,90,74,74,33,2360,258,1215,102,178,170,45,30,34,13,2050,234,1272,66,139,136,47,22,12,21,1957,211,984,37,91,75,20,16,6,20,1466,538,1381,48,139,115,30,6,13,29,2300,192,283,5,6,28,6,0,5,11,537,300,470,14,9,22,18,4,0,9,850,8,59,5,4,12,6,0,3,12,114,2476,8873,946,2206,1394,874,478,602,226,18073,0,3,0,6,10,0,0,0,0,29,3,11,6,15,3,3,0,0,0,51,10,14,9,42,8,13,3,19,3,123
LGA25340,31,27,0,7,17,8,0,3,7,103,7,36,0,11,13,4,0,7,0,86,15,71,7,52,17,26,0,11,3,220,40,129,9,60,55,55,8,29,3,382,31,126,30,73,59,42,3,30,0,397,64,221,45,185,79,73,7,58,8,749,107,328,61,204,102,76,13,61,5,950,160,545,99,214,159,75,30,82,12,1370,202,889,149,198,156,66,19,82,16,1794,206,1013,73,112,108,40,5,33,18,1605,230,1144,51,95,89,35,13,21,17,1694,177,872,33,61,60,15,7,18,16,1248,469,1458,66,116,87,32,11,8,17,2263,153,258,5,14,21,6,0,3,8,468,358,539,11,8,42,40,0,6,16,1017,23,52,3,0,7,3,3,6,21,118,2254,7701,656,1411,1074,605,137,461,161,14460,14,4,4,10,3,3,0,0,3,48,3,9,6,6,16,9,0,6,0,64,16,22,5,47,23,24,9,20,4,176
LGA25430,6,4,0,0,0,0,0,0,0,6,4,10,4,0,7,0,0,3,0,21,12,18,3,6,3,0,0,4,3,46,12,36,9,12,3,0,0,5,3,86,9,42,14,20,11,17,3,8,0,119,21,64,9,17,11,6,0,19,3,160,22,77,7,27,22,12,0,17,4,189,26,115,18,27,14,9,3,32,0,244,33,158,17,36,19,4,0,23,0,299,18,147,5,15,12,4,0,10,0,217,24,159,3,21,14,3,0,0,5,238,29,107,5,13,8,0,0,0,4,170,81,168,12,13,12,0,0,0,6,296,14,29,0,0,3,0,0,0,0,57,40,52,9,0,3,0,0,0,0,105,6,3,0,0,0,0,0,0,0,9,353,1188,111,213,149,63,10,128,28,2258,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,5,4,0,4,0,3,0,4,0,18
LGA25490,0,0,0,0,0,0,0,0,0,4,5,3,3,0,0,0,0,3,0,17,7,3,0,0,3,0,5,5,0,24,7,4,0,0,5,0,0,3,0,33,8,10,0,9,4,3,0,7,0,45,12,7,6,11,10,0,0,8,0,49,14,28,5,3,8,0,0,0,3,69,22,39,4,10,7,0,0,13,0,100,35,63,15,10,9,3,0,16,0,148,38,64,5,6,5,0,0,12,0,139,38,89,4,0,14,0,5,3,3,159,35,67,0,0,0,0,0,6,3,110,81,74,3,11,3,4,0,0,0,186,24,12,0,0,0,0,0,0,0,41,37,28,0,4,3,0,0,0,0,80,5,0,0,0,4,0,0,0,0,11,373,500,59,69,74,16,8,85,17,1198,3,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,4,11,0,6,5,0,5,0,7,0,25
LGA25620,7,0,0,0,0,0,0,0,0,10,0,5,0,4,3,0,0,0,0,13,4,4,0,4,4,0,0,0,0,19,15,6,0,4,5,5,0,3,0,33,9,7,3,10,8,5,0,4,0,39,9,21,0,9,8,3,0,6,0,64,12,38,3,23,12,0,6,0,0,90,18,47,5,18,7,5,0,7,0,113,29,82,13,12,9,8,0,8,0,155,11,60,5,16,8,0,0,0,0,106,18,89,4,7,13,0,0,0,0,129,23,38,0,3,0,0,0,0,0,72,55,67,4,10,0,0,0,0,0,145,18,16,0,3,0,0,0,0,0,32,25,21,0,0,3,0,0,0,3,54,3,6,0,0,0,0,0,0,0,7,262,497,43,115,73,26,6,37,13,1067,3,0,0,0,0,0,0,0,0,5,0,4,0,6,5,0,0,3,0,13,4,3,0,5,0,0,0,4,0,23
LGA25710,3,11,0,0,3,3,0,0,0,22,3,22,8,11,13,0,0,4,3,61,8,41,6,26,15,5,3,13,0,113,12,48,9,38,12,13,0,8,3,141,12,74,8,50,22,20,6,10,0,205,30,122,17,68,31,30,0,20,3,315,23,173,24,68,44,21,0,16,0,377,54,204,27,82,52,17,3,18,5,464,56,315,33,86,62,15,9,23,7,613,64,323,26,51,47,16,0,5,0,533,73,371,19,40,40,7,5,0,3,560,48,285,18,25,31,7,5,0,0,410,149,492,17,26,35,9,3,4,10,751,56,101,3,6,12,6,0,0,4,183,107,194,4,3,12,7,0,0,3,336,3,12,0,5,6,3,0,0,17,48,710,2782,210,587,424,167,49,137,73,5147,0,0,3,3,0,0,0,0,0,9,5,9,6,14,3,7,0,5,0,41,9,7,0,15,10,6,3,8,0,65
LGA25810,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,5,4,3,0,0,0,0,0,0,12,3,3,0,0,0,5,0,0,0,15,3,10,3,3,0,0,0,4,0,26,4,18,8,6,4,3,5,3,0,46,10,10,6,14,3,4,0,6,0,59,17,25,10,21,6,3,0,23,4,113,16,54,8,18,4,0,0,21,0,121,13,80,4,10,7,0,0,9,0,124,21,84,3,8,8,0,0,0,0,129,11,53,5,4,3,0,0,0,0,76,53,74,4,17,6,0,0,0,0,144,11,13,0,0,0,0,0,0,0,24,10,12,0,3,0,0,0,0,0,26,0,3,0,0,0,0,0,0,0,6,171,436,46,109,61,20,9,70,8,931,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,0,0,8,0,0,0,3,0,16
LGA25900,35,50,5,7,18,3,0,7,14,145,21,58,7,27,23,11,8,12,3,175,27,107,17,95,43,41,29,33,5,396,40,148,28,95,81,79,33,44,21,565,54,194,48,174,123,87,68,79,15,832,92,390,93,253,194,160,110,121,21,1434,160,513,123,302,268,181,102,132,26,1801,307,1058,210,366,618,229,153,148,43,3134,567,2177,338,338,961,249,124,108,78,4936,655,2659,270,230,718,205,66,41,59,4908,811,2694,199,147,541,185,24,24,52,4679,715,2139,106,92,301,106,22,14,35,3526,2419,4391,213,157,445,257,24,26,79,8003,916,1085,47,14,116,61,0,6,29,2283,2583,2048,70,31,176,167,0,3,69,5137,37,74,6,15,9,4,0,4,37,197,9430,19787,1775,2353,4633,2032,761,807,590,42168,10,10,3,4,7,5,3,0,4,52,5,8,4,6,0,10,0,9,5,43,5,16,5,28,21,24,5,13,0,124
LGA25990,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,5,3,0,0,3,0,0,0,0,15,10,0,0,0,0,0,0,4,0,14,6,4,0,0,0,0,0,5,0,28,9,8,0,4,0,0,0,6,0,32,3,16,0,4,4,0,0,0,0,34,18,31,0,7,4,0,0,8,0,63,6,30,0,4,5,0,0,0,0,52,12,26,0,4,4,0,0,0,0,54,3,21,0,0,4,0,0,0,0,29,32,28,6,4,3,0,0,0,0,68,3,8,0,0,0,0,0,0,0,20,10,7,0,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,8,132,184,12,39,38,7,4,21,4,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4
LGA26080,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,8,0,6,0,7,3,5,0,3,0,17,7,8,3,4,0,0,0,0,0,28,6,8,0,9,4,3,0,5,0,33,0,16,6,3,9,0,0,4,0,39,4,20,3,9,9,0,0,0,0,47,13,28,9,6,4,3,0,0,0,57,9,25,3,3,6,0,0,0,0,46,9,36,8,0,8,0,0,0,0,61,9,27,7,5,6,3,0,0,0,53,21,49,5,3,0,3,0,0,0,82,11,7,0,0,3,0,0,0,0,20,16,29,0,0,3,3,0,0,0,49,0,0,0,0,0,0,0,0,0,0,102,263,47,48,52,21,6,15,5,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,6,0,0,0,10
LGA26170,22,4,0,0,0,0,0,0,0,22,3,8,0,3,0,3,0,6,0,21,9,25,7,0,8,3,0,5,0,64,14,21,0,7,9,0,0,3,0,61,17,18,7,21,19,8,5,6,0,91,25,46,6,17,10,4,0,6,0,112,15,72,13,24,13,9,0,10,3,160,42,98,13,27,24,0,3,25,5,233,33,170,17,26,15,3,0,14,3,285,33,212,10,11,20,4,5,3,0,301,36,211,5,7,14,5,4,3,5,288,34,169,0,9,10,0,0,4,5,238,98,241,3,16,25,0,0,3,6,392,34,45,0,0,7,0,0,0,0,89,41,66,0,0,0,5,0,0,3,113,4,6,0,0,3,0,0,0,0,16,477,1402,76,175,175,52,19,88,25,2491,4,0,0,4,3,0,0,3,0,19,11,0,0,0,0,0,0,0,0,13,7,6,0,8,0,0,0,9,0,29
