POW_LGA_CODE_2021,F_M2_TrnFer_15_24,F_M2_TrnFer_25_34,F_M2_TrnFer_35_44,F_M2_TrnFer_45_54,F_M2_TrnFer_55_64,F_M2_TrnFer_65_74,F_M2_TrnFer_75ov,F_M2_TrnFer_Tot,F_M2_TrnTrm_or_LR_15_24,F_M2_TrnTrm_or_LR_25_34,F_M2_TrnTrm_or_LR_35_44,F_M2_TrnTrm_or_LR_45_54,F_M2_TrnTrm_or_LR_55_64,F_M2_TrnTrm_or_LR_65_74,F_M2_TrnTrm_or_LR_75ov,F_M2_TrnTrm_or_LR_Tot,F_M2_TrnCarAsDriv_15_24,F_M2_TrnCarAsDriv_25_34,F_M2_TrnCarAsDriv_35_44,F_M2_TrnCarAsDriv_45_54,F_M2_TrnCarAsDriv_55_64,F_M2_TrnCarAsDriv_65_74,F_M2_TrnCarAsDriv_75ov,F_M2_TrnCarAsDriv_Tot,F_M2_TrnCarAsPas_15_24,F_M2_TrnCarAsPas_25_34,F_M2_TrnCarAsPas_35_44,F_M2_TrnCarAsPas_45_54,F_M2_TrnCarAsPas_55_64,F_M2_TrnCarAsPas_65_74,F_M2_TrnCarAsPas_75ov,F_M2_TrnCarAsPas_Tot,F_M2_TrnOth_15_24,F_M2_TrnOth_25_34,F_M2_TrnOth_35_44,F_M2_TrnOth_45_54,F_M2_TrnOth_55_64,F_M2_TrnOth_65_74,F_M2_TrnOth_75ov,F_M2_TrnOth_Tot,F_M2_Train_and_Tot_15_24,F_M2_Train_and_Tot_25_34,F_M2_Train_and_Tot_35_44,F_M2_Train_and_Tot_45_54,F_M2_Train_and_Tot_55_64,F_M2_Train_and_Tot_65_74,F_M2_Train_and_Tot_75ov,F_M2_Train_and_Tot_Tot,F_M2_BusFer_15_24,F_M2_BusFer_25_34,F_M2_BusFer_35_44,F_M2_BusFer_45_54,F_M2_BusFer_55_64,F_M2_BusFer_65_74,F_M2_BusFer_75ov,F_M2_BusFer_Tot,F_M2_BusTrm_or_LR_15_24,F_M2_BusTrm_or_LR_25_34,F_M2_BusTrm_or_LR_35_44,F_M2_BusTrm_or_LR_45_54,F_M2_BusTrm_or_LR_55_64,F_M2_BusTrm_or_LR_65_74,F_M2_BusTrm_or_LR_75ov,F_M2_BusTrm_or_LR_Tot,F_M2_BusCarAsDriv_15_24,F_M2_BusCarAsDriv_25_34,F_M2_BusCarAsDriv_35_44,F_M2_BusCarAsDriv_45_54,F_M2_BusCarAsDriv_55_64,F_M2_BusCarAsDriv_65_74,F_M2_BusCarAsDriv_75ov,F_M2_BusCarAsDriv_Tot,F_M2_BusCarAsPas_15_24,F_M2_BusCarAsPas_25_34,F_M2_BusCarAsPas_35_44,F_M2_BusCarAsPas_45_54,F_M2_BusCarAsPas_55_64,F_M2_BusCarAsPas_65_74,F_M2_BusCarAsPas_75ov,F_M2_BusCarAsPas_Tot,F_M2_BusOth_15_24,F_M2_BusOth_25_34,F_M2_BusOth_35_44,F_M2_BusOth_45_54,F_M2_BusOth_55_64,F_M2_BusOth_65_74,F_M2_BusOth_75ov,F_M2_BusOth_Tot,F_M2_BusTot_15_24,F_M2_BusTot_25_34,F_M2_BusTot_35_44,F_M2_BusTot_45_54,F_M2_BusTot_55_64,F_M2_BusTot_65_74,F_M2_BusTot_75ov,F_M2_BusTot_Tot,F_M2_Other_M2_15_24,F_M2_Other_M2_25_34,F_M2_Other_M2_35_44,F_M2_Other_M2_45_54,F_M2_Other_M2_55_64,F_M2_Other_M2_65_74,F_M2_Other_M2_75ov,F_M2_Other_M2_Tot,F_M2_Tot_M2_15_24,F_M2_Tot_M2_25_34,F_M2_Tot_M2_35_44,F_M2_Tot_M2_45_54,F_M2_Tot_M2_55_64,F_M2_Tot_M2_65_74,F_M2_Tot_M2_75ov,F_M2_Tot_M2_Tot,F_M3_Trn_and_2_oth_Ms_15_24,F_M3_Trn_and_2_oth_Ms_25_34,F_M3_Trn_and_2_oth_Ms_35_44,F_M3_Trn_and_2_oth_Ms_45_54,F_M3_Trn_and_2_oth_Ms_55_64,F_M3_Trn_and_2_oth_Ms_65_74,F_M3_Trn_and_2_oth_Ms_75ov,F_M3_Trn_and_2_oth_Ms_Tot,F_M3_Bus2othMs_ex_tn_15_24,F_M3_Bus2othMs_ex_tn_25_34,F_M3_Bus2othMs_ex_tn_35_44,F_M3_Bus2othMs_ex_tn_45_54,F_M3_Bus2othMs_ex_tn_55_64,F_M3_Bus2othMs_ex_tn_65_74,F_M3_Bus2othMs_ex_tn_75ov,F_M3_Bus2othMs_ex_tn_Tot,F_M3_Other_M3_15_24,F_M3_Other_M3_25_34,F_M3_Other_M3_35_44,F_M3_Other_M3_45_54,F_M3_Other_M3_55_64,F_M3_Other_M3_65_74,F_M3_Other_M3_75ov,F_M3_Other_M3_Tot,F_M3_Tot_M3_15_24,F_M3_Tot_M3_25_34,F_M3_Tot_M3_35_44,F_M3_Tot_M3_45_54,F_M3_Tot_M3_55_64,F_M3_Tot_M3_65_74,F_M3_Tot_M3_75ov,F_M3_Tot_M3_Tot,F_Wkd_at_home_15_24,F_Wkd_at_home_25_34,F_Wkd_at_home_35_44,F_Wkd_at_home_45_54,F_Wkd_at_home_55_64,F_Wkd_at_home_65_74,F_Wkd_at_home_75ov,F_Wkd_at_home_Tot,F_Did_not_go_to_work_15_24,F_Did_not_go_to_work_25_34,F_Did_not_go_to_work_35_44,F_Did_not_go_to_work_45_54,F_Did_not_go_to_work_55_64,F_Did_not_go_to_work_65_74,F_Did_not_go_to_work_75ov,F_Did_not_go_to_work_Tot,F_MT_NS_15_24,F_MT_NS_25_34,F_MT_NS_35_44,F_MT_NS_45_54,F_MT_NS_55_64,F_MT_NS_65_74,F_MT_NS_75ov,F_MT_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75ov,F_Tot_Tot,P_M1_Train_15_24,P_M1_Train_25_34,P_M1_Train_35_44,P_M1_Train_45_54,P_M1_Train_55_64,P_M1_Train_65_74,P_M1_Train_75ov,P_M1_Train_Tot,P_M1_Bus_15_24,P_M1_Bus_25_34,P_M1_Bus_35_44,P_M1_Bus_45_54,P_M1_Bus_55_64,P_M1_Bus_65_74,P_M1_Bus_75ov,P_M1_Bus_Tot,P_M1_Ferry_15_24,P_M1_Ferry_25_34,P_M1_Ferry_35_44,P_M1_Ferry_45_54,P_M1_Ferry_55_64,P_M1_Ferry_65_74,P_M1_Ferry_75ov,P_M1_Ferry_Tot
LGA23670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,6,0,0,0,0,14,0,5,3,0,0,0,0,7,0,3,0,0,0,0,0,0,35,50,15,16,7,0,0,129,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,5,3,0,0,0,0,0,12,23,4,5,3,0,0,0,37,9,4,0,0,0,0,0,11,34,16,4,9,0,0,0,65,39,31,12,18,19,7,0,117,109,95,35,45,22,14,0,310,16,25,8,3,6,0,0,59,9,4,0,0,4,0,0,19,26,25,6,4,5,0,0,65,46,55,25,8,8,0,0,146,328,1548,2180,2106,1263,299,41,7770,1321,890,880,737,713,228,19,4790,9,21,18,18,18,4,9,97,5066,6592,6991,7452,5650,1285,108,33148,53,81,31,28,17,5,0,211,210,133,72,60,47,14,0,538,4,6,0,5,0,0,0,14
LGA23810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,11,6,0,0,0,0,0,12,0,4,0,0,0,0,0,4,15,7,3,4,0,0,0,30,10,10,10,11,0,4,0,45,27,24,14,13,0,0,0,77,4,6,0,0,0,0,0,5,0,5,0,0,0,0,0,6,8,4,8,3,5,3,0,22,12,9,8,3,5,3,0,36,93,491,670,653,413,127,21,2473,544,604,445,363,423,100,7,2492,20,19,19,18,15,15,7,108,2623,3696,3494,3522,2957,637,73,17003,14,12,11,4,3,5,0,44,67,33,17,19,10,3,0,155,0,0,3,0,0,0,0,3
LGA23940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,9,0,3,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,41,55,56,51,17,249,21,25,17,17,25,15,0,123,4,3,0,0,0,0,0,14,107,155,176,241,281,128,33,1117,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
LGA24130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,5,4,6,0,0,30,18,11,5,0,8,0,0,45,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,14,41,197,482,556,375,157,34,1835,368,201,205,229,192,53,5,1271,5,6,6,7,4,7,0,37,1428,1297,1696,2044,1510,428,64,8474,23,14,4,6,7,0,0,54,7,0,0,0,6,0,0,13,0,0,0,0,0,0,0,5
LGA24210,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,48,13,3,3,0,0,91,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,11,4,5,0,0,0,0,0,13,25,9,4,3,0,0,0,38,4,0,0,0,0,0,0,11,41,24,3,7,5,4,0,76,17,14,15,8,3,3,0,66,73,87,37,17,13,9,0,232,16,14,10,0,0,0,0,36,6,0,3,0,0,0,0,11,6,17,5,6,0,0,0,34,25,33,20,8,0,0,0,82,195,737,1146,1277,851,278,76,4562,1119,594,521,480,459,128,19,3315,3,15,9,9,3,0,4,45,3378,3378,3356,3710,2885,811,134,17656,26,31,7,6,0,0,0,72,234,181,78,49,39,12,0,592,0,0,0,0,3,0,0,4
LGA24250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,72,71,78,52,11,306,62,56,52,50,66,27,0,300,4,0,0,0,0,0,0,8,235,307,415,429,460,175,16,2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
LGA24330,0,0,0,0,0,0,0,0,11,28,8,3,4,0,0,51,3,16,6,12,3,0,0,45,4,5,6,0,7,0,0,23,5,8,4,0,0,0,0,17,78,127,45,29,27,8,0,314,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,19,12,0,0,0,5,0,0,14,21,3,0,6,8,0,0,34,5,0,0,0,0,0,0,6,37,14,6,3,12,0,0,81,32,26,19,15,14,0,0,104,155,167,69,52,47,6,0,498,46,44,24,15,3,0,0,127,3,4,0,0,0,0,0,12,25,35,11,6,5,0,0,81,76,84,32,17,11,0,0,219,190,1286,1575,1344,787,138,13,5324,1145,878,626,445,362,121,4,3578,13,23,15,18,12,0,4,85,3716,5503,4757,4381,2889,594,40,21881,228,319,130,98,71,9,0,851,187,115,38,30,23,8,0,400,0,0,0,0,0,0,0,3
LGA24410,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,14,0,10,0,0,5,0,0,13,3,7,0,0,0,0,0,12,3,5,0,0,3,0,0,12,60,59,22,8,13,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,14,4,0,0,0,0,0,20,0,0,0,0,0,0,0,5,18,10,4,0,0,0,0,31,32,15,5,13,5,0,0,69,107,79,31,19,26,3,0,275,28,18,3,6,3,0,0,57,0,0,0,0,0,0,0,0,10,18,7,9,5,0,0,43,40,34,12,15,7,0,0,105,210,850,1274,1320,890,236,27,4803,1433,807,675,627,553,162,20,4270,4,17,7,10,9,8,0,63,4514,4585,4525,4935,3899,927,96,23485,126,125,55,33,21,8,0,362,142,65,39,33,15,7,0,307,0,0,4,0,0,0,0,14
LGA24600,0,0,3,0,0,0,0,3,283,599,291,161,114,23,0,1472,298,617,498,327,174,36,0,1948,116,231,120,75,51,18,0,612,45,107,71,31,21,0,0,280,1107,2064,1296,783,500,115,5,5862,0,0,0,0,0,0,0,0,41,78,32,18,31,12,0,214,11,21,11,18,14,0,0,73,11,14,6,0,4,0,0,41,5,10,9,4,0,0,0,31,67,127,53,43,46,14,0,354,145,397,202,121,77,16,0,958,1325,2586,1551,953,617,142,4,7179,361,656,450,231,139,42,5,1880,7,7,10,8,4,5,0,46,106,244,107,45,32,5,0,545,475,917,563,286,178,49,3,2471,7076,42419,44420,28160,12656,2177,155,137065,4965,9758,8176,3375,2500,808,84,29668,128,237,166,107,98,64,46,846,22844,77777,69149,43296,22975,4794,400,241241,4231,9564,7210,4486,2866,656,39,29056,365,611,417,292,236,56,4,1988,5,28,24,9,11,5,0,84
LGA24650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,5,0,0,0,7,0,4,0,0,0,0,0,8,5,0,0,0,0,0,0,3,23,19,19,5,5,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,26,4,0,0,0,0,0,32,6,0,0,0,0,0,0,8,31,10,0,3,0,0,0,48,26,27,6,11,10,0,0,82,80,55,27,22,12,0,0,196,10,14,4,0,0,0,0,28,5,0,0,0,0,0,0,9,21,30,5,5,0,0,0,67,32,47,14,7,5,0,0,99,213,1003,1325,958,441,98,0,4034,815,660,544,429,270,62,4,2788,12,20,24,13,5,0,4,85,3261,4531,4526,3663,1973,391,22,18364,46,44,20,11,5,0,0,128,115,40,24,22,7,5,0,210,0,0,3,0,0,0,0,9
LGA24780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,10,12,15,7,9,0,0,0,46,22,16,12,9,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13,3,0,0,0,0,23,3,13,3,5,5,0,0,25,44,226,334,335,250,101,15,1301,283,344,217,200,219,53,9,1317,16,14,26,21,14,3,3,106,1838,2569,2430,2596,2134,518,43,12125,0,0,0,0,0,0,0,4,32,25,13,11,6,3,0,84,0,0,0,0,3,0,0,5
LGA24850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,5,3,3,4,0,0,20,10,12,6,3,4,0,0,33,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,10,0,0,3,4,3,0,0,12,35,214,297,323,199,91,11,1168,283,217,155,134,137,47,4,973,15,4,9,6,8,6,3,46,1234,1414,1409,1530,1152,320,29,7088,11,12,3,0,3,0,0,26,9,3,4,0,4,3,0,25,0,0,0,0,0,0,0,7
LGA24900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,8,5,0,0,30,9,5,5,11,5,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,3,0,0,6,21,60,121,154,170,75,22,614,153,141,111,110,131,46,0,694,14,6,10,7,8,3,5,47,777,1023,1042,1187,1144,305,47,5522,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA24970,0,0,0,0,0,0,0,0,12,20,8,9,0,0,0,49,6,13,20,15,7,3,0,69,10,19,7,9,4,0,0,55,6,11,5,0,0,0,0,25,144,252,102,59,30,10,0,593,0,0,0,0,0,0,0,0,5,14,0,0,5,0,0,24,5,4,4,3,0,0,0,15,42,25,9,11,0,3,0,94,8,15,0,0,0,0,0,26,67,53,18,15,3,3,0,159,42,72,41,30,14,5,0,214,252,376,166,103,55,25,0,972,57,89,35,15,14,0,0,203,8,9,6,0,0,0,0,31,43,48,21,11,13,4,0,147,115,148,64,27,19,6,0,378,828,3831,5026,4461,2393,554,65,17157,1695,1796,1551,1085,983,317,28,7447,28,44,41,36,28,15,13,205,7159,13534,13434,12152,8291,2028,182,56765,281,444,229,139,106,21,3,1215,370,330,156,127,78,37,7,1103,7,4,0,5,0,0,0,17
LGA25060,0,0,0,0,0,0,0,0,12,20,3,5,4,0,0,46,0,5,4,0,0,0,0,15,12,4,0,0,0,0,0,22,6,4,0,0,0,0,0,10,53,78,22,9,12,3,0,183,0,0,0,0,0,0,0,0,13,21,5,9,7,0,0,42,0,0,3,0,0,0,0,5,12,3,0,0,0,0,0,16,0,8,0,0,0,0,0,9,19,33,6,7,5,0,0,73,36,26,16,19,9,0,0,103,107,134,53,36,24,9,0,360,24,29,10,8,5,0,0,76,3,4,0,0,0,0,0,11,24,17,13,4,0,0,0,64,55,51,22,17,7,0,0,148,272,1141,1563,1562,893,236,15,5683,1155,794,654,544,423,129,14,3707,10,19,9,17,14,10,0,79,3898,4737,4412,4552,3119,757,54,21530,145,178,94,37,29,4,0,493,88,55,24,34,22,3,4,234,0,0,0,0,0,0,0,8
LGA25150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,6,14,0,3,0,0,0,0,20,23,3,8,0,0,0,0,33,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,5,0,3,0,0,0,7,25,148,241,226,193,59,18,911,192,176,135,88,106,23,0,714,4,3,10,3,7,5,0,26,820,1024,1044,1049,836,204,35,5010,18,10,10,0,4,0,0,36,13,4,0,0,4,0,0,21,0,0,0,0,0,0,0,0
LGA25250,0,0,0,0,0,0,0,0,23,27,14,4,0,0,0,67,0,4,4,0,4,0,0,22,8,8,3,3,0,0,0,29,0,5,0,0,0,0,0,12,72,98,55,24,22,0,0,268,0,0,0,0,0,0,0,0,26,27,10,0,11,6,0,79,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,15,0,0,0,3,0,0,0,8,33,30,11,4,10,6,0,102,32,35,20,9,11,9,0,114,144,160,84,40,47,12,0,485,21,36,16,7,4,3,0,97,3,0,6,0,0,0,0,12,26,33,19,11,7,0,0,85,49,74,35,18,10,8,0,192,264,1421,1649,1457,819,182,22,5820,814,876,648,473,386,126,14,3332,11,20,9,12,10,3,4,73,3236,5819,5006,4534,3178,759,71,22605,167,243,97,63,30,7,0,596,96,87,35,28,27,7,5,289,5,8,0,0,0,0,0,18
LGA25340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,5,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,9,0,0,0,0,0,30,4,0,0,0,0,0,0,3,31,9,0,3,0,0,0,44,35,12,11,19,14,0,0,86,74,26,14,25,14,0,0,153,4,15,0,0,0,0,0,17,0,0,0,5,0,0,0,5,12,10,0,4,0,0,0,29,13,22,3,8,0,0,0,50,225,881,1526,1849,1225,515,88,6297,1595,1032,990,982,878,250,22,5740,31,24,24,42,30,16,9,178,5498,5419,5829,7072,5397,1563,182,30957,7,19,9,3,10,0,0,52,149,66,21,16,12,0,0,266,0,5,4,3,0,0,0,7
LGA25430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,4,4,3,4,0,0,0,16,6,6,7,8,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,11,4,5,0,5,0,0,0,11,8,56,160,205,194,81,18,715,106,93,88,116,125,45,0,569,3,0,7,5,9,3,0,26,421,531,692,948,856,255,33,3734,9,12,3,9,6,0,0,37,10,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
LGA25490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,11,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,72,122,139,167,99,37,649,73,62,58,40,59,24,0,314,4,0,6,4,3,3,0,27,333,432,467,567,597,212,46,2658,7,3,7,3,0,0,0,20,5,3,4,0,0,0,0,14,0,0,3,0,0,0,0,4
LGA25620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,11,65,81,116,115,65,31,484,88,43,71,64,78,21,9,364,4,4,4,4,0,5,0,22,286,345,413,543,541,165,51,2339,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
LGA25710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,3,5,0,0,0,0,4,0,0,0,0,0,0,0,5,0,3,3,4,0,0,0,16,8,0,5,0,5,0,0,19,10,15,11,7,4,0,0,54,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,6,4,0,0,0,0,0,13,81,307,583,761,497,188,26,2444,514,239,233,215,202,54,6,1464,4,4,3,4,0,0,0,24,1508,1299,1551,1912,1388,429,60,8143,26,15,11,6,0,0,0,51,33,17,9,6,7,3,0,80,0,0,0,0,0,0,0,0
LGA25810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,6,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4,27,59,73,74,46,12,288,57,72,44,57,71,30,0,329,3,4,0,8,5,0,3,23,362,487,368,516,500,165,32,2422,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
LGA25900,0,0,0,0,0,0,0,0,75,156,66,32,30,7,0,383,8,20,19,13,6,0,0,71,8,15,8,0,4,0,0,32,0,8,9,0,0,0,0,18,134,270,131,60,51,13,0,666,0,0,0,0,0,0,0,0,15,28,0,3,6,3,0,60,0,0,0,0,0,0,0,3,10,0,0,0,5,0,0,16,3,5,0,0,0,0,0,9,29,34,0,6,8,5,0,82,36,84,32,17,9,0,0,183,201,389,167,85,71,21,3,930,91,157,77,53,23,10,0,417,4,7,0,0,0,0,0,9,21,38,17,3,5,5,0,95,120,202,96,60,31,14,0,517,955,5180,4523,3381,1733,504,56,16333,968,1347,930,519,410,140,18,4331,25,33,18,12,8,8,10,118,4283,11419,8507,6315,3803,1097,135,35560,343,627,359,176,117,28,4,1653,75,115,49,18,23,3,0,280,0,7,7,4,0,0,0,17
LGA25990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,38,54,53,29,12,199,16,15,17,26,21,19,3,123,7,0,0,0,0,0,0,10,94,128,161,255,210,81,17,943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
