POW_LGA_CODE_2021,M_EWFT_15_19_E,M_EWFT_15_19_OM_IE,M_EWFT_15_19_OM_UIE,M_EWFT_15_19_CFW,M_EWFT_15_19_ES_NS,M_EWFT_15_19_Tot,M_EWFT_20_24_E,M_EWFT_20_24_OM_IE,M_EWFT_20_24_OM_UIE,M_EWFT_20_24_CFW,M_EWFT_20_24_ES_NS,M_EWFT_20_24_Tot,M_EWFT_25_29_E,M_EWFT_25_29_OM_IE,M_EWFT_25_29_OM_UIE,M_EWFT_25_29_CFW,M_EWFT_25_29_ES_NS,M_EWFT_25_29_Tot,M_EWFT_30_34_E,M_EWFT_30_34_OM_IE,M_EWFT_30_34_OM_UIE,M_EWFT_30_34_CFW,M_EWFT_30_34_ES_NS,M_EWFT_30_34_Tot,M_EWFT_35_39_E,M_EWFT_35_39_OM_IE,M_EWFT_35_39_OM_UIE,M_EWFT_35_39_CFW,M_EWFT_35_39_ES_NS,M_EWFT_35_39_Tot,M_EWFT_40_44_E,M_EWFT_40_44_OM_IE,M_EWFT_40_44_OM_UIE,M_EWFT_40_44_CFW,M_EWFT_40_44_ES_NS,M_EWFT_40_44_Tot,M_EWFT_45_49_E,M_EWFT_45_49_OM_IE,M_EWFT_45_49_OM_UIE,M_EWFT_45_49_CFW,M_EWFT_45_49_ES_NS,M_EWFT_45_49_Tot,M_EWFT_50_54_E,M_EWFT_50_54_OM_IE,M_EWFT_50_54_OM_UIE,M_EWFT_50_54_CFW,M_EWFT_50_54_ES_NS,M_EWFT_50_54_Tot,M_EWFT_55_59_E,M_EWFT_55_59_OM_IE,M_EWFT_55_59_OM_UIE,M_EWFT_55_59_CFW,M_EWFT_55_59_ES_NS,M_EWFT_55_59_Tot,M_EWFT_60_64_E,M_EWFT_60_64_OM_IE,M_EWFT_60_64_OM_UIE,M_EWFT_60_64_CFW,M_EWFT_60_64_ES_NS,M_EWFT_60_64_Tot,M_EWFT_65_69_E,M_EWFT_65_69_OM_IE,M_EWFT_65_69_OM_UIE,M_EWFT_65_69_CFW,M_EWFT_65_69_ES_NS,M_EWFT_65_69_Tot,M_EWFT_70_74_E,M_EWFT_70_74_OM_IE,M_EWFT_70_74_OM_UIE,M_EWFT_70_74_CFW,M_EWFT_70_74_ES_NS,M_EWFT_70_74_Tot,M_EWFT_75ov_E,M_EWFT_75ov_OM_IE,M_EWFT_75ov_OM_UIE,M_EWFT_75ov_CFW,M_EWFT_75ov_ES_NS,M_EWFT_75ov_Tot,M_EWFT_Tot_E,M_EWFT_Tot_OM_IE,M_EWFT_Tot_OM_UIE,M_EWFT_Tot_CFW,M_EWFT_Tot_ES_NS,M_EWFT_Tot_Tot,M_EWPT_15_19_E,M_EWPT_15_19_OM_IE,M_EWPT_15_19_OM_UIE,M_EWPT_15_19_CFW,M_EWPT_15_19_ES_NS,M_EWPT_15_19_Tot,M_EWPT_20_24_E,M_EWPT_20_24_OM_IE,M_EWPT_20_24_OM_UIE,M_EWPT_20_24_CFW,M_EWPT_20_24_ES_NS,M_EWPT_20_24_Tot,M_EWPT_25_29_E,M_EWPT_25_29_OM_IE,M_EWPT_25_29_OM_UIE,M_EWPT_25_29_CFW,M_EWPT_25_29_ES_NS,M_EWPT_25_29_Tot,M_EWPT_30_34_E,M_EWPT_30_34_OM_IE,M_EWPT_30_34_OM_UIE,M_EWPT_30_34_CFW,M_EWPT_30_34_ES_NS,M_EWPT_30_34_Tot,M_EWPT_35_39_E,M_EWPT_35_39_OM_IE,M_EWPT_35_39_OM_UIE,M_EWPT_35_39_CFW,M_EWPT_35_39_ES_NS,M_EWPT_35_39_Tot,M_EWPT_40_44_E,M_EWPT_40_44_OM_IE,M_EWPT_40_44_OM_UIE,M_EWPT_40_44_CFW,M_EWPT_40_44_ES_NS,M_EWPT_40_44_Tot,M_EWPT_45_49_E,M_EWPT_45_49_OM_IE,M_EWPT_45_49_OM_UIE,M_EWPT_45_49_CFW,M_EWPT_45_49_ES_NS,M_EWPT_45_49_Tot,M_EWPT_50_54_E,M_EWPT_50_54_OM_IE,M_EWPT_50_54_OM_UIE,M_EWPT_50_54_CFW,M_EWPT_50_54_ES_NS,M_EWPT_50_54_Tot,M_EWPT_55_59_E,M_EWPT_55_59_OM_IE,M_EWPT_55_59_OM_UIE,M_EWPT_55_59_CFW,M_EWPT_55_59_ES_NS,M_EWPT_55_59_Tot,M_EWPT_60_64_E,M_EWPT_60_64_OM_IE,M_EWPT_60_64_OM_UIE,M_EWPT_60_64_CFW,M_EWPT_60_64_ES_NS,M_EWPT_60_64_Tot,M_EWPT_65_69_E,M_EWPT_65_69_OM_IE,M_EWPT_65_69_OM_UIE,M_EWPT_65_69_CFW,M_EWPT_65_69_ES_NS,M_EWPT_65_69_Tot,M_EWPT_70_74_E,M_EWPT_70_74_OM_IE,M_EWPT_70_74_OM_UIE,M_EWPT_70_74_CFW,M_EWPT_70_74_ES_NS,M_EWPT_70_74_Tot,M_EWPT_75ov_E,M_EWPT_75ov_OM_IE,M_EWPT_75ov_OM_UIE,M_EWPT_75ov_CFW,M_EWPT_75ov_ES_NS,M_EWPT_75ov_Tot,M_EWPT_Tot_E,M_EWPT_Tot_OM_IE,M_EWPT_Tot_OM_UIE,M_EWPT_Tot_CFW,M_EWPT_Tot_ES_NS,M_EWPT_Tot_Tot,M_EAFW_E,M_EAFW_OM_IE,M_EAFW_OM_UIE,M_EAFW_CFW,M_EAFW_ES_NS,M_EAFW_Tot,M_H_NS_E,M_H_NS_OM_IE,M_H_NS_OM_UIE,M_H_NS_CFW,M_H_NS_ES_NS,M_H_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_EWFT_15_19_E,F_EWFT_15_19_OM_IE,F_EWFT_15_19_OM_UIE,F_EWFT_15_19_CFW,F_EWFT_15_19_ES_NS,F_EWFT_15_19_Tot,F_EWFT_20_24_E,F_EWFT_20_24_OM_IE,F_EWFT_20_24_OM_UIE,F_EWFT_20_24_CFW,F_EWFT_20_24_ES_NS,F_EWFT_20_24_Tot,F_EWFT_25_29_E,F_EWFT_25_29_OM_IE
LGA22670,587,0,5,0,0,595,3060,47,40,15,11,3168,5345,179,156,10,25,5706,5781,397,188,23,31,6417,6003,536,200,26,28,6790,5565,553,160,39,38,6350,5891,575,209,27,21,6721,5503,627,168,23,19,6345,5111,546,191,22,19,5893,3405,391,161,21,20,4003,1234,220,72,12,12,1554,226,93,34,6,8,367,46,40,14,9,0,109,47760,4212,1608,215,227,54026,1131,3,14,18,5,1165,2026,24,67,25,3,2149,1486,45,105,13,12,1660,987,80,127,25,13,1228,815,129,110,26,16,1090,658,101,97,25,7,890,626,120,89,10,17,864,628,97,100,14,3,842,620,101,108,18,6,854,700,94,100,24,13,919,448,76,75,23,3,623,199,53,36,19,0,313,91,44,21,10,0,170,10426,966,1047,248,102,12786,1461,98,123,34,26,1739,1050,89,78,16,100,1343,60698,5363,2858,521,454,69890,140,0,3,3,0,143,1443,6,5,0,3,1463,2903,27
LGA22750,712,3,4,0,4,720,2771,31,54,0,17,2870,4214,180,193,8,24,4620,4356,387,274,13,20,5047,4185,557,285,23,25,5084,3670,546,247,23,29,4515,3562,609,272,30,24,4498,3326,573,249,20,26,4196,2901,460,227,33,25,3647,1841,343,220,20,20,2449,599,185,106,18,12,931,103,76,41,16,10,240,36,40,27,15,10,119,32277,4008,2207,217,233,38936,2289,10,10,13,6,2331,2226,10,64,15,9,2323,1413,30,137,8,5,1592,805,58,123,7,7,994,718,70,140,9,12,955,535,83,132,22,3,779,543,104,161,18,13,842,518,84,147,12,7,772,627,105,172,14,6,928,690,126,211,22,17,1054,527,114,145,41,8,839,204,73,112,34,9,439,102,35,51,34,3,226,11204,913,1599,253,96,14062,1935,108,158,49,19,2264,684,55,69,22,109,939,46098,5083,4030,532,457,56197,254,4,0,0,0,263,1966,6,24,3,7,2001,3462,33
LGA22830,314,0,0,0,0,318,920,9,18,4,5,955,1156,50,60,6,3,1275,1136,107,53,5,4,1307,1014,144,66,8,8,1241,933,132,68,11,6,1149,986,167,82,24,12,1273,1008,184,99,27,9,1332,888,174,98,25,15,1204,657,149,79,26,17,926,234,82,53,15,6,387,48,29,28,13,0,125,14,23,18,15,3,69,9304,1244,718,179,112,11562,523,0,0,12,3,534,298,3,6,9,0,318,228,4,13,0,3,245,220,15,25,5,0,264,181,23,27,4,0,236,143,13,24,6,0,187,166,16,26,5,0,214,145,25,19,9,6,204,166,26,28,15,4,240,175,32,33,21,7,259,126,36,40,17,5,222,78,16,34,15,0,140,39,11,13,29,0,96,2481,223,286,132,39,3158,500,33,32,14,15,594,267,27,15,12,45,360,12553,1520,1055,339,200,15675,119,0,0,0,0,123,601,4,3,0,0,612,902,14
LGA22910,18,0,0,0,0,20,81,0,8,0,0,90,91,9,13,0,0,112,92,18,23,0,0,137,101,34,29,7,5,167,94,25,27,5,0,149,96,30,37,8,0,168,89,51,30,4,6,173,79,31,22,11,5,153,63,27,28,8,3,127,18,19,27,3,0,75,6,8,15,3,0,40,0,8,12,3,3,29,821,257,278,59,33,1449,74,0,0,0,0,75,42,0,7,0,0,51,50,0,4,0,0,54,46,6,7,0,0,64,27,4,16,7,0,57,44,0,18,0,0,72,36,8,14,8,3,62,44,7,33,0,4,87,47,10,21,4,0,77,44,17,35,7,0,103,40,13,19,3,0,77,10,11,15,3,4,54,0,4,13,18,0,38,507,83,198,55,17,857,80,5,22,12,3,123,25,0,6,3,7,46,1437,352,502,123,57,2474,9,0,0,0,0,9,52,0,0,6,0,54,79,0
LGA22980,22,0,0,0,0,28,58,0,4,0,0,65,88,0,11,4,0,107,68,13,18,6,0,99,52,5,13,3,0,77,56,7,13,3,3,88,48,10,19,3,4,79,55,16,15,0,0,92,64,19,37,10,6,131,49,13,32,5,0,94,14,3,17,8,0,45,3,0,8,10,0,22,0,3,9,9,0,16,578,92,187,60,22,933,26,0,0,3,0,29,6,0,0,0,0,7,10,0,0,0,0,13,8,0,0,0,0,10,6,0,0,0,0,12,7,0,4,0,0,10,3,0,0,0,0,5,5,0,0,0,0,7,16,0,10,0,0,21,20,6,5,0,0,29,10,0,0,7,0,18,4,0,8,0,0,14,3,4,7,8,0,23,127,8,36,19,5,199,24,3,6,3,0,34,14,0,0,5,0,24,747,103,232,84,24,1189,11,0,0,0,0,11,32,0,0,0,0,35,71,0
LGA23110,170,0,5,0,0,179,801,12,15,0,3,825,1593,51,56,0,3,1699,1862,137,68,9,4,2077,1964,192,80,9,7,2261,1646,206,69,10,6,1933,1652,202,87,13,3,1965,1529,228,89,11,10,1866,1341,196,74,6,6,1628,870,144,68,4,4,1085,290,67,32,0,0,395,47,33,11,7,0,90,6,17,6,0,0,32,13766,1494,654,60,56,16034,564,3,0,5,0,576,723,5,33,8,5,768,523,18,54,3,3,595,340,25,42,0,3,419,258,48,58,14,5,380,210,56,48,3,7,325,184,51,51,4,3,304,183,42,46,5,6,277,189,37,56,9,0,283,176,42,65,18,6,298,127,29,39,11,0,213,59,18,16,4,0,103,28,19,6,8,0,64,3566,393,515,94,35,4596,599,57,50,11,3,728,309,32,24,7,32,406,18236,1981,1241,179,126,21762,34,0,5,0,0,34,409,0,5,0,0,425,857,15
LGA23190,103,0,0,0,0,106,288,3,8,0,0,299,356,9,18,3,0,388,336,33,30,5,5,400,305,36,23,6,6,375,249,43,30,3,4,333,239,62,46,11,3,367,293,57,29,10,11,400,286,54,44,14,5,407,193,46,47,13,4,302,51,26,26,12,8,120,7,6,14,5,0,37,5,3,13,9,0,22,2711,380,325,100,45,3562,180,0,0,0,0,185,82,0,5,0,0,86,72,0,3,0,0,74,49,4,11,0,0,56,48,0,0,0,0,57,40,5,5,0,3,51,39,8,17,0,0,71,46,7,7,0,0,58,61,6,12,0,0,81,75,7,9,7,3,96,48,10,12,3,3,73,30,6,9,10,0,52,9,8,15,8,0,42,783,56,95,34,13,983,138,8,10,13,0,167,62,3,10,5,23,98,3697,445,449,144,76,4815,31,0,0,0,0,35,215,0,3,0,0,221,268,3
LGA23270,613,0,4,0,0,614,2713,46,66,3,9,2833,4745,197,206,6,17,5168,5461,500,240,18,32,6262,5573,659,247,31,34,6546,4649,587,239,25,16,5520,4452,620,209,19,23,5326,4471,607,200,26,11,5318,3889,534,182,23,16,4644,2459,331,117,14,13,2931,856,167,54,13,7,1099,153,62,17,9,0,250,40,32,9,4,0,90,40077,4340,1788,190,197,46589,1491,5,13,19,5,1536,2136,38,86,14,13,2283,1552,83,141,8,13,1798,1101,90,202,24,7,1426,902,159,216,28,17,1320,747,129,150,21,11,1061,721,130,151,22,10,1038,711,111,141,23,13,996,707,91,146,21,8,973,599,111,118,13,3,848,347,63,64,12,7,500,141,45,45,13,0,257,60,26,17,15,0,114,11220,1087,1489,230,114,14142,1897,125,167,34,32,2254,1101,150,116,28,113,1513,54294,5704,3555,485,460,64496,133,0,0,0,0,135,1406,8,13,0,3,1437,2676,29
LGA23350,48,0,0,0,3,52,80,0,0,0,0,87,136,8,21,0,0,166,100,13,18,0,0,134,122,15,24,5,0,158,154,20,26,3,0,206,151,39,27,8,3,230,173,40,27,7,0,250,142,35,27,15,5,223,97,32,41,12,3,181,31,16,17,12,4,82,4,5,18,13,0,43,3,3,22,11,3,43,1241,237,262,89,25,1856,95,0,3,7,0,103,40,0,0,0,0,46,28,0,0,0,0,31,33,0,3,0,0,39,21,0,6,0,0,26,23,0,4,5,0,30,27,9,11,0,0,37,28,5,10,7,0,52,30,5,22,0,0,63,51,9,29,5,4,90,24,7,20,12,4,66,18,7,8,13,7,47,10,0,15,15,0,41,422,54,129,55,16,669,133,11,14,9,5,168,24,0,5,9,6,45,1823,304,405,153,45,2741,16,0,0,0,0,16,52,0,0,0,0,53,71,0
LGA23430,371,0,0,0,0,375,1885,12,27,0,3,1930,3313,136,129,6,12,3588,3642,321,151,20,11,4140,3518,488,175,23,18,4224,3235,542,167,27,11,3980,3341,553,191,29,17,4132,3182,645,225,22,12,4088,2755,596,193,26,12,3587,1821,411,148,25,24,2421,679,232,76,16,9,1005,163,103,30,16,3,317,31,45,16,6,0,99,27925,4085,1533,216,125,33885,1416,0,13,8,0,1441,1909,15,51,3,8,1988,1122,45,86,7,3,1266,640,44,91,11,5,785,514,88,78,17,4,693,398,98,98,20,6,619,410,110,111,22,7,659,427,134,117,18,9,710,458,129,109,21,11,734,469,128,143,24,4,767,316,126,102,32,6,576,160,72,64,27,4,335,93,71,39,29,3,226,8330,1063,1110,236,65,10802,1246,87,126,36,26,1527,573,63,62,23,80,804,38074,5288,2833,510,302,47015,112,0,0,0,0,112,1093,0,20,0,5,1120,2071,34
LGA23670,376,3,0,0,0,375,1821,16,35,3,4,1881,2853,87,110,3,6,3067,2951,252,157,17,3,3383,3103,390,154,12,10,3671,2792,429,157,19,9,3410,2868,389,173,22,8,3465,2722,469,178,23,12,3405,2429,439,185,19,10,3088,1525,343,139,17,7,2038,556,171,58,12,3,790,98,64,27,6,0,198,21,42,15,9,0,83,24118,3102,1383,157,87,28841,1320,9,12,7,0,1345,1354,6,42,7,0,1413,677,25,70,8,4,782,484,43,70,14,3,608,359,59,75,17,5,510,285,65,91,16,0,448,287,96,100,15,3,498,309,109,92,21,5,538,373,84,129,17,3,600,355,121,130,13,3,627,285,81,104,21,3,496,151,63,55,13,0,287,62,31,34,17,5,144,6292,786,995,178,37,8291,952,74,128,36,3,1189,456,49,48,11,43,603,31815,4010,2553,384,174,38930,111,0,0,0,0,107,1071,5,13,0,0,1086,1890,19
LGA23810,280,0,0,0,3,283,872,9,21,0,0,905,1258,32,50,4,10,1358,1343,55,44,0,3,1452,1312,84,59,0,5,1463,1124,94,58,10,9,1291,1105,128,69,7,13,1323,1184,128,66,10,6,1397,1179,107,69,10,4,1371,777,89,51,8,11,938,205,40,47,9,6,305,46,24,14,8,0,95,11,6,13,3,0,32,10687,804,570,75,75,12212,595,0,0,6,4,608,389,0,4,0,4,403,241,8,13,3,0,264,212,5,16,3,0,237,200,9,22,5,3,240,161,9,27,0,0,205,151,16,24,0,7,194,166,19,30,6,4,227,204,8,29,4,3,252,191,22,34,7,8,265,139,19,33,12,4,204,71,6,15,11,0,112,27,3,16,11,0,61,2741,134,274,79,35,3271,620,27,27,11,7,688,300,12,30,14,43,399,14353,979,905,171,162,16574,128,0,0,0,0,132,605,5,6,0,0,620,931,6
LGA23940,13,0,0,0,0,16,50,4,7,0,0,60,66,4,16,0,0,84,74,11,11,3,0,100,69,15,15,3,0,102,70,25,21,5,0,120,67,17,26,3,4,113,82,15,34,7,8,140,55,19,27,12,5,122,69,26,45,15,0,151,15,17,27,15,5,80,6,4,17,18,0,47,0,4,10,9,0,29,638,171,241,89,26,1167,30,0,0,4,0,41,13,0,3,3,0,16,11,0,0,0,0,16,8,0,0,0,0,11,4,0,4,0,0,10,11,4,0,7,0,19,11,0,3,4,0,12,20,0,9,4,0,33,19,4,5,0,0,27,26,6,12,6,0,50,21,6,9,6,3,40,10,3,7,4,0,27,0,4,10,11,0,24,184,23,61,37,8,311,31,3,8,3,0,51,28,0,8,16,4,57,876,197,319,145,40,1585,6,0,0,0,0,6,19,0,0,0,0,24,39,0
LGA24130,142,0,0,0,0,142,386,3,10,3,4,410,380,20,38,0,0,438,379,55,44,4,3,491,367,77,51,0,4,503,363,103,55,8,3,533,357,124,68,4,11,562,326,162,60,12,9,568,262,110,58,7,5,446,181,84,46,11,4,333,76,39,32,13,6,161,24,14,13,8,0,64,5,13,19,12,3,63,3250,828,499,86,47,4715,360,0,0,3,3,365,237,0,0,3,0,246,123,3,23,0,0,150,94,12,22,0,0,121,67,12,19,5,0,107,54,16,26,0,0,99,60,19,37,7,0,120,66,31,40,5,4,146,74,35,41,10,6,162,93,34,42,16,3,188,74,27,37,18,3,162,46,28,24,15,3,115,14,20,24,17,3,73,1353,234,351,90,33,2060,244,25,35,6,4,321,108,16,12,8,16,149,4957,1098,896,193,96,7242,46,0,0,0,0,45,202,0,4,0,0,207,327,7
LGA24210,94,0,3,0,0,95,420,14,17,4,0,459,718,47,36,0,0,797,843,123,69,8,0,1048,723,180,74,14,0,996,655,221,76,16,0,968,639,243,95,14,7,991,612,234,90,14,3,968,565,223,106,16,6,914,362,152,80,7,0,596,128,95,38,5,3,275,29,30,23,0,0,82,18,27,7,0,0,53,5813,1587,709,98,21,8236,701,0,13,9,0,733,888,13,35,7,0,934,445,26,51,5,0,531,224,40,65,10,0,340,188,49,61,18,0,315,138,55,42,15,0,247,133,61,51,15,0,263,135,71,80,19,0,305,135,83,87,18,3,324,150,85,91,20,0,349,107,77,71,21,0,273,61,66,48,7,3,186,40,38,35,25,5,135,3340,657,727,186,22,4934,567,70,79,15,9,741,174,26,16,8,26,247,9896,2340,1538,316,72,14163,36,0,0,0,0,37,409,0,15,0,3,423,823,16
LGA24250,32,0,0,0,0,28,76,0,4,0,0,84,95,0,13,0,0,111,80,10,9,0,0,106,82,15,22,0,0,119,89,20,15,3,0,126,83,27,20,4,0,136,83,23,25,5,0,139,71,32,20,6,0,132,54,24,21,8,3,110,19,14,14,5,0,48,10,8,10,5,0,30,0,0,10,0,0,11,772,176,184,41,15,1193,56,0,0,0,0,66,50,0,0,0,0,54,28,0,3,0,0,28,32,3,3,0,0,42,24,6,8,0,0,31,20,0,6,3,0,33,22,12,3,5,0,33,25,13,6,0,4,43,25,4,8,4,0,43,35,9,6,3,0,63,30,0,16,4,5,55,14,3,9,12,0,31,7,3,10,12,4,28,363,47,81,50,9,552,74,8,9,3,4,101,25,0,8,4,5,49,1236,231,288,96,33,1889,19,0,0,0,0,19,46,0,0,0,0,47,85,4
LGA24330,81,0,0,0,0,81,713,7,10,5,5,737,1424,57,65,4,6,1548,1713,159,79,12,4,1965,1586,202,122,10,14,1932,1374,228,83,15,5,1699,1202,219,88,9,3,1524,1161,203,83,12,8,1469,1034,160,85,7,0,1291,684,118,60,5,13,884,269,64,34,5,6,375,63,29,11,5,0,106,6,9,7,0,0,19,11305,1458,727,85,55,13633,588,0,7,3,3,598,1137,12,44,7,0,1194,722,32,91,8,8,858,502,32,79,15,0,636,359,67,65,11,0,496,293,48,69,6,4,415,234,50,66,8,0,356,253,41,50,13,4,360,203,38,63,6,9,317,239,32,59,10,0,336,127,23,36,3,0,189,44,20,16,3,0,79,23,9,7,8,0,43,4713,403,648,88,36,5880,697,38,66,15,10,828,332,28,26,12,39,440,17052,1930,1471,196,139,20783,43,0,0,0,0,42,580,0,6,0,0,590,1286,20
LGA24410,249,0,0,0,0,249,1183,12,26,0,0,1221,1642,75,64,0,11,1799,1679,161,94,7,5,1952,1594,254,110,8,6,1972,1457,311,108,15,7,1897,1516,298,111,7,0,1934,1379,308,141,8,4,1839,1219,313,133,13,4,1688,836,224,84,9,5,1156,282,124,38,6,3,450,63,53,9,7,0,131,13,19,6,0,0,43,13105,2158,925,93,53,16333,978,0,7,6,0,995,999,4,31,4,0,1038,480,19,48,5,4,558,307,31,36,9,3,382,248,47,62,7,0,363,197,55,53,5,0,321,189,51,66,12,0,320,190,46,63,15,3,315,201,72,73,10,0,357,229,66,70,7,3,380,193,48,61,13,3,319,77,39,45,10,0,173,34,33,23,14,0,112,4326,522,642,119,26,5639,642,54,59,18,7,790,264,29,27,10,51,385,18343,2765,1652,243,141,23142,79,0,0,0,0,82,800,6,12,3,0,823,1181,15
LGA24600,408,0,5,0,3,415,8727,46,46,5,9,8825,24784,185,211,14,16,25204,32044,642,382,27,43,33139,35875,1186,510,57,56,37683,30352,1297,509,38,45,32242,23618,1182,566,24,42,25427,19080,1117,471,43,31,20746,13782,932,445,20,33,15205,8067,609,302,17,35,9026,2695,347,203,20,14,3281,673,183,101,11,9,973,127,78,47,8,9,265,200233,7790,3799,288,332,212443,1550,9,25,4,7,1588,6654,51,144,26,22,6889,5444,94,213,19,20,5792,4002,168,242,36,25,4471,3185,234,185,38,16,3663,2407,212,172,50,12,2863,1850,170,155,43,14,2238,1574,184,171,30,9,1968,1533,181,160,35,12,1917,1591,184,179,25,7,1983,1117,158,161,42,9,1485,563,134,106,33,8,850,225,82,96,32,9,433,31694,1850,2020,415,158,36135,9005,245,208,77,81,9620,2842,214,151,104,292,3604,243778,10097,6182,886,871,261805,250,0,5,0,0,249,8777,9,17,6,5,8816,25718,74
LGA24650,294,0,0,0,0,289,986,19,20,3,3,1038,1464,106,100,3,14,1692,1564,254,125,3,4,1958,1418,361,157,17,18,1963,1156,319,134,15,4,1629,1051,258,113,35,15,1475,876,212,87,16,6,1190,665,157,73,11,13,914,413,85,43,13,5,554,152,40,20,5,0,218,25,12,0,0,0,48,5,0,0,0,0,15,10067,1825,877,120,80,12970,906,3,0,5,0,917,888,18,29,4,8,952,544,28,60,8,10,649,355,76,88,7,9,526,249,110,96,9,4,467,169,74,98,22,5,365,174,68,74,6,5,331,132,58,61,11,0,260,132,47,52,14,3,252,157,40,56,13,3,266,81,25,28,7,0,139,40,15,31,0,0,82,18,9,0,6,0,31,3833,575,675,113,30,5226,479,47,62,20,6,620,361,55,46,10,36,508,14734,2505,1658,266,154,19319,76,0,0,0,0,76,623,5,5,0,0,631,1176,10
LGA24780,228,0,0,0,0,230,662,10,6,5,6,692,858,36,18,3,9,925,860,66,53,12,9,1003,713,108,62,9,12,900,654,101,80,25,12,860,706,140,74,13,14,942,724,128,98,29,15,989,654,108,82,38,7,892,479,94,78,38,11,693,152,60,62,24,7,313,28,26,28,16,8,100,10,15,18,10,7,60,6717,896,657,215,108,8594,394,3,0,9,0,415,251,0,7,0,0,264,209,3,15,3,0,234,176,8,16,5,0,204,131,7,19,3,4,165,115,13,20,6,4,155,108,10,24,7,9,149,108,9,28,7,5,155,99,15,22,11,3,156,155,31,47,12,3,244,89,19,25,10,3,144,41,17,26,11,0,85,12,5,9,11,0,41,1898,143,256,88,36,2419,338,15,30,19,5,416,250,21,14,30,36,349,9202,1074,958,352,188,11777,83,0,0,0,0,87,489,4,5,0,4,495,701,11
LGA24850,196,0,0,0,0,200,405,8,12,0,3,422,453,37,32,3,0,527,443,66,40,0,0,548,389,70,46,4,5,510,326,68,45,15,0,450,352,56,51,5,6,466,343,76,32,8,0,460,327,70,49,11,4,453,168,47,22,3,3,251,75,32,30,4,0,148,15,10,16,15,0,62,8,12,9,0,0,36,3497,553,376,75,27,4535,349,6,3,0,0,355,221,0,5,0,0,234,103,6,7,0,0,112,76,15,12,0,0,116,64,13,25,3,0,105,58,12,17,0,0,89,65,17,20,4,0,103,55,10,14,3,4,93,64,14,15,9,4,97,93,29,25,7,9,157,65,15,28,11,0,115,20,6,14,5,0,48,12,5,14,13,4,42,1230,137,205,59,26,1660,214,19,27,7,7,261,111,10,11,3,20,157,5048,724,624,150,73,6619,50,0,0,0,0,50,253,0,3,0,0,263,331,3
