POW_LGA_CODE_2021,TaTW_1500_1749_A_45_54,TaTW_1500_1749_A_55_64,TaTW_1500_1749_A_65_74,TaTW_1500_1749_A_75ov,TaTW_1500_1749_Tot,TaTW_1750_1999_A_15_19,TaTW_1750_1999_A_20_24,TaTW_1750_1999_A_25_34,TaTW_1750_1999_A_35_44,TaTW_1750_1999_A_45_54,TaTW_1750_1999_A_55_64,TaTW_1750_1999_A_65_74,TaTW_1750_1999_A_75ov,TaTW_1750_1999_Tot,TaTW_2000_2999_A_15_19,TaTW_2000_2999_A_20_24,TaTW_2000_2999_A_25_34,TaTW_2000_2999_A_35_44,TaTW_2000_2999_A_45_54,TaTW_2000_2999_A_55_64,TaTW_2000_2999_A_65_74,TaTW_2000_2999_A_75ov,TaTW_2000_2999_Tot,TaTW_3000_3499_A_15_19,TaTW_3000_3499_A_20_24,TaTW_3000_3499_A_25_34,TaTW_3000_3499_A_35_44,TaTW_3000_3499_A_45_54,TaTW_3000_3499_A_55_64,TaTW_3000_3499_A_65_74,TaTW_3000_3499_A_75ov,TaTW_3000_3499_Tot,TaTW_3500mo_A_15_19,TaTW_3500mo_A_20_24,TaTW_3500mo_A_25_34,TaTW_3500mo_A_35_44,TaTW_3500mo_A_45_54,TaTW_3500mo_A_55_64,TaTW_3500mo_A_65_74,TaTW_3500mo_A_75ov,TaTW_3500mo_Tot,TaTW_PINS_A_15_19,TaTW_PINS_A_20_24,TaTW_PINS_A_25_34,TaTW_PINS_A_35_44,TaTW_PINS_A_45_54,TaTW_PINS_A_55_64,TaTW_PINS_A_65_74,TaTW_PINS_A_75ov,TaTW_PINS_Tot,TaTW_Tot_A_15_19,TaTW_Tot_A_20_24,TaTW_Tot_A_25_34,TaTW_Tot_A_35_44,TaTW_Tot_A_45_54,TaTW_Tot_A_55_64,TaTW_Tot_A_65_74,TaTW_Tot_A_75ov,TaTW_Tot_Tot,CoPSW_NNI_A_15_19,CoPSW_NNI_A_20_24,CoPSW_NNI_A_25_34,CoPSW_NNI_A_35_44,CoPSW_NNI_A_45_54,CoPSW_NNI_A_55_64,CoPSW_NNI_A_65_74,CoPSW_NNI_A_75ov,CoPSW_NNI_Tot,CoPSW_1_149_A_15_19,CoPSW_1_149_A_20_24,CoPSW_1_149_A_25_34,CoPSW_1_149_A_35_44,CoPSW_1_149_A_45_54,CoPSW_1_149_A_55_64,CoPSW_1_149_A_65_74,CoPSW_1_149_A_75ov,CoPSW_1_149_Tot,CoPSW_150_299_A_15_19,CoPSW_150_299_A_20_24,CoPSW_150_299_A_25_34,CoPSW_150_299_A_35_44,CoPSW_150_299_A_45_54,CoPSW_150_299_A_55_64,CoPSW_150_299_A_65_74,CoPSW_150_299_A_75ov,CoPSW_150_299_Tot,CoPSW_300_399_A_15_19,CoPSW_300_399_A_20_24,CoPSW_300_399_A_25_34,CoPSW_300_399_A_35_44,CoPSW_300_399_A_45_54,CoPSW_300_399_A_55_64,CoPSW_300_399_A_65_74,CoPSW_300_399_A_75ov,CoPSW_300_399_Tot,CoPSW_400_499_A_15_19,CoPSW_400_499_A_20_24,CoPSW_400_499_A_25_34,CoPSW_400_499_A_35_44,CoPSW_400_499_A_45_54,CoPSW_400_499_A_55_64,CoPSW_400_499_A_65_74,CoPSW_400_499_A_75ov,CoPSW_400_499_Tot,CoPSW_500_649_A_15_19,CoPSW_500_649_A_20_24,CoPSW_500_649_A_25_34,CoPSW_500_649_A_35_44,CoPSW_500_649_A_45_54,CoPSW_500_649_A_55_64,CoPSW_500_649_A_65_74,CoPSW_500_649_A_75ov,CoPSW_500_649_Tot,CoPSW_650_799_A_15_19,CoPSW_650_799_A_20_24,CoPSW_650_799_A_25_34,CoPSW_650_799_A_35_44,CoPSW_650_799_A_45_54,CoPSW_650_799_A_55_64,CoPSW_650_799_A_65_74,CoPSW_650_799_A_75ov,CoPSW_650_799_Tot,CoPSW_800_999_A_15_19,CoPSW_800_999_A_20_24,CoPSW_800_999_A_25_34,CoPSW_800_999_A_35_44,CoPSW_800_999_A_45_54,CoPSW_800_999_A_55_64,CoPSW_800_999_A_65_74,CoPSW_800_999_A_75ov,CoPSW_800_999_Tot,CoPSW_1000_1249_A_15_19,CoPSW_1000_1249_A_20_24,CoPSW_1000_1249_A_25_34,CoPSW_1000_1249_A_35_44,CoPSW_1000_1249_A_45_54,CoPSW_1000_1249_A_55_64,CoPSW_1000_1249_A_65_74,CoPSW_1000_1249_A_75ov,CoPSW_1000_1249_Tot,CoPSW_1250_1499_A_15_19,CoPSW_1250_1499_A_20_24,CoPSW_1250_1499_A_25_34,CoPSW_1250_1499_A_35_44,CoPSW_1250_1499_A_45_54,CoPSW_1250_1499_A_55_64,CoPSW_1250_1499_A_65_74,CoPSW_1250_1499_A_75ov,CoPSW_1250_1499_Tot,CoPSW_1500_1749_A_15_19,CoPSW_1500_1749_A_20_24,CoPSW_1500_1749_A_25_34,CoPSW_1500_1749_A_35_44,CoPSW_1500_1749_A_45_54,CoPSW_1500_1749_A_55_64,CoPSW_1500_1749_A_65_74,CoPSW_1500_1749_A_75ov,CoPSW_1500_1749_Tot,CoPSW_1750_1999_A_15_19,CoPSW_1750_1999_A_20_24,CoPSW_1750_1999_A_25_34,CoPSW_1750_1999_A_35_44,CoPSW_1750_1999_A_45_54,CoPSW_1750_1999_A_55_64,CoPSW_1750_1999_A_65_74,CoPSW_1750_1999_A_75ov,CoPSW_1750_1999_Tot,CoPSW_2000_2999_A_15_19,CoPSW_2000_2999_A_20_24,CoPSW_2000_2999_A_25_34,CoPSW_2000_2999_A_35_44,CoPSW_2000_2999_A_45_54,CoPSW_2000_2999_A_55_64,CoPSW_2000_2999_A_65_74,CoPSW_2000_2999_A_75ov,CoPSW_2000_2999_Tot,CoPSW_3000_3499_A_15_19,CoPSW_3000_3499_A_20_24,CoPSW_3000_3499_A_25_34,CoPSW_3000_3499_A_35_44,CoPSW_3000_3499_A_45_54,CoPSW_3000_3499_A_55_64,CoPSW_3000_3499_A_65_74,CoPSW_3000_3499_A_75ov,CoPSW_3000_3499_Tot,CoPSW_3500mo_A_15_19,CoPSW_3500mo_A_20_24,CoPSW_3500mo_A_25_34,CoPSW_3500mo_A_35_44,CoPSW_3500mo_A_45_54,CoPSW_3500mo_A_55_64,CoPSW_3500mo_A_65_74,CoPSW_3500mo_A_75ov,CoPSW_3500mo_Tot,CoPSW_PINS_A_15_19,CoPSW_PINS_A_20_24,CoPSW_PINS_A_25_34,CoPSW_PINS_A_35_44,CoPSW_PINS_A_45_54,CoPSW_PINS_A_55_64
LGA26260,13,11,3,0,61,0,0,6,6,6,8,0,0,31,0,0,10,13,5,6,3,0,40,0,0,0,0,4,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,13,62,116,218,166,175,159,35,3,932,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,6,0,43,14,8,6,0,3,0,0,0,34,3,3,9,8,0,7,0,0,41,10,4,11,5,6,20,3,0,50,4,23,25,13,23,29,5,0,124,5,17,39,21,31,34,8,0,155,3,19,19,21,28,32,12,0,135,0,3,24,22,29,31,7,0,125,0,9,10,14,23,19,5,0,73,0,0,13,8,10,6,0,0,44,0,8,3,7,7,5,0,0,31,0,0,15,5,16,4,0,0,48,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
LGA26350,94,54,14,0,499,0,8,90,88,78,40,11,0,306,0,10,115,105,110,55,8,0,404,0,0,11,18,15,10,0,0,55,0,0,9,21,22,11,0,0,65,4,8,16,7,9,13,3,0,58,97,720,1927,1300,859,608,166,27,5707,6,12,6,0,4,5,0,0,39,230,86,28,8,11,5,0,3,366,161,213,57,33,32,19,7,0,522,99,227,121,66,42,34,6,3,594,58,276,157,67,55,44,18,0,674,39,322,303,137,98,69,21,8,999,19,258,402,159,109,92,40,4,1082,6,171,411,175,156,111,30,3,1069,7,88,400,214,139,96,31,0,978,0,39,174,109,88,72,14,4,498,0,18,122,60,51,40,13,0,302,0,7,66,61,30,18,3,0,184,0,5,60,81,49,38,3,4,237,0,3,7,4,15,6,7,0,43,0,7,14,9,8,8,8,0,62,8,16,10,6,3,6
LGA26430,8,10,6,0,45,0,0,5,3,9,3,0,0,22,0,0,5,3,3,0,0,0,14,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,0,17,28,59,116,99,103,103,39,4,546,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,22,8,3,7,0,3,0,3,0,22,0,6,0,3,3,9,0,0,30,0,6,3,10,3,4,4,0,30,7,15,12,12,18,16,5,0,80,0,8,25,19,18,16,9,0,93,0,10,12,11,12,11,3,0,66,0,4,20,11,7,4,3,0,55,0,0,7,9,0,0,0,0,19,0,0,0,5,0,0,0,0,12,0,0,0,5,6,3,0,0,8,0,0,0,5,8,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4
LGA26490,44,18,0,0,182,0,0,25,33,19,15,0,0,101,0,3,25,27,22,8,7,0,91,0,0,5,8,3,6,0,0,21,0,0,7,8,8,0,0,0,24,0,3,5,9,6,0,0,0,27,85,219,485,370,294,215,51,3,1716,3,0,0,0,0,0,0,0,3,127,12,6,4,4,0,0,0,155,53,38,8,11,8,10,3,0,125,24,44,13,17,8,5,0,0,117,13,56,28,14,14,13,0,0,144,10,81,63,32,29,30,4,0,256,8,68,64,34,42,40,4,0,267,9,48,71,48,53,30,7,0,265,3,25,56,23,32,30,4,0,170,0,0,24,13,18,14,0,0,72,0,5,15,13,16,5,0,0,50,0,3,3,10,13,5,4,0,30,0,0,7,14,23,14,0,0,63,0,0,0,3,0,3,0,0,10,0,0,0,0,3,0,0,0,11,0,0,4,5,3,5
LGA26610,17,14,3,0,89,0,0,26,14,5,8,0,0,60,0,3,16,13,10,13,0,0,53,0,0,7,0,0,0,0,0,12,0,0,7,0,0,3,4,0,13,7,0,5,3,5,6,0,0,11,95,174,324,219,165,186,48,7,1230,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,33,9,7,4,9,6,0,0,0,36,10,7,4,6,9,0,3,0,44,5,8,13,11,9,17,0,0,67,4,16,26,19,20,25,5,0,125,11,24,32,22,34,30,0,0,161,5,26,24,28,26,52,7,0,161,3,14,35,27,37,39,0,0,154,0,10,24,22,26,14,3,0,90,0,6,29,9,13,8,0,0,66,0,0,13,8,15,6,6,0,47,0,0,23,10,13,6,0,0,54,0,0,0,0,0,5,0,0,12,0,0,3,3,0,8,0,0,14,0,0,5,0,0,0
LGA26670,4,3,0,0,17,0,0,3,0,0,3,0,0,10,0,0,5,4,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,13,38,33,36,48,19,0,211,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,4,8,0,4,3,0,3,0,0,19,3,6,0,0,3,6,0,0,20,0,3,11,3,4,12,0,0,30,0,4,5,4,11,12,3,0,36,0,5,4,5,0,8,0,0,26,0,4,6,17,8,10,3,0,40,0,0,10,0,0,0,0,0,16,0,0,0,4,0,3,0,0,10,0,0,0,3,0,0,0,0,7,0,0,0,3,6,7,0,0,19,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26700,35,22,5,0,132,0,0,17,17,13,13,0,0,62,0,0,15,14,25,7,0,0,65,0,0,3,3,3,0,0,0,13,0,0,0,0,0,3,0,0,12,0,5,4,6,4,0,0,0,18,120,235,397,356,317,249,66,5,1758,10,0,0,0,3,0,0,0,16,82,0,0,0,5,4,3,0,96,16,13,4,0,8,9,5,0,52,9,6,11,17,9,12,8,0,78,11,10,14,14,24,9,6,0,87,19,28,39,40,36,29,3,0,203,11,43,53,34,44,46,12,4,246,7,42,73,41,65,58,8,0,294,0,20,49,54,73,56,13,0,266,0,7,23,29,48,32,0,0,143,0,0,30,21,37,19,0,0,111,0,0,20,18,22,15,5,0,78,0,0,17,43,48,21,0,0,129,0,0,0,5,0,7,0,0,14,0,0,0,0,8,5,0,0,14,0,5,3,3,0,3
LGA26730,35,25,0,0,186,0,4,35,30,20,18,0,0,110,0,0,23,36,23,10,0,0,105,0,0,10,4,7,3,0,0,19,0,5,3,10,5,0,0,0,18,3,0,3,5,0,3,0,0,22,191,279,628,466,358,245,64,17,2239,6,3,0,0,4,3,0,0,13,58,7,3,4,0,8,0,0,77,37,19,16,18,10,11,5,0,110,13,22,27,21,19,24,7,0,121,26,32,43,24,19,16,8,0,171,30,50,61,51,62,50,16,0,317,14,56,79,58,85,62,12,0,361,0,57,86,56,82,79,16,0,378,3,36,86,73,81,73,16,0,358,0,20,53,50,55,44,4,0,223,0,4,36,24,35,34,0,0,129,0,0,23,18,25,10,4,0,80,0,0,25,61,42,25,0,0,160,0,0,0,9,3,0,0,0,14,0,0,0,5,0,6,0,0,10,0,5,4,5,3,8
LGA26810,56,34,7,0,246,0,9,47,44,24,19,3,0,146,0,10,57,71,65,36,3,0,241,0,0,7,25,25,14,0,0,69,0,0,22,53,52,20,0,0,140,0,4,5,9,6,5,0,0,30,193,301,593,564,471,382,80,6,2583,6,0,3,0,0,0,0,0,15,78,0,4,10,5,6,0,0,100,37,17,15,12,10,10,5,0,100,12,26,24,7,20,23,7,0,122,20,23,38,27,36,25,15,0,181,11,48,43,43,65,53,8,0,284,9,47,75,61,82,54,15,0,340,9,42,64,61,83,64,21,0,342,0,32,87,47,62,67,18,0,309,0,15,45,48,58,43,6,0,219,0,8,66,45,49,36,10,0,206,0,3,41,31,34,9,3,0,116,0,0,22,29,34,26,0,0,118,0,0,0,4,9,0,0,0,12,0,0,5,0,4,0,5,0,10,0,4,0,6,3,0
LGA26890,0,0,5,0,7,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,12,28,27,18,27,4,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,6,0,0,0,0,6,0,0,0,3,3,5,0,0,10,0,0,0,3,11,4,0,0,19,0,0,5,0,3,8,0,0,16,0,0,4,5,4,4,0,0,17,0,0,8,3,4,0,0,0,10,0,0,5,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,6,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26980,167,109,17,0,703,0,17,117,145,131,72,19,0,499,0,12,149,190,182,101,21,0,666,0,0,29,30,29,17,6,0,107,0,0,20,20,29,17,12,0,101,6,13,21,8,9,15,8,0,77,205,798,1914,1650,1440,1031,269,32,7342,11,6,10,5,6,0,0,0,49,317,98,25,13,18,16,0,0,488,148,146,51,42,46,33,15,3,484,85,169,109,87,56,58,19,0,590,41,135,112,99,99,91,20,4,605,24,182,196,174,182,151,36,4,960,15,153,272,213,233,191,51,8,1140,8,142,326,252,305,226,41,4,1295,9,106,310,260,305,235,42,5,1262,0,34,196,145,185,138,25,4,736,4,23,161,129,141,100,10,0,579,0,8,82,80,73,51,5,0,303,0,5,85,119,151,99,7,0,468,0,0,6,15,23,16,5,0,62,0,0,5,9,10,15,0,0,39,4,9,13,10,17,13
LGA27070,218,149,21,0,1000,0,21,180,158,129,74,10,0,573,0,24,196,237,169,102,20,0,742,0,6,23,32,31,16,0,0,105,0,6,30,40,25,13,7,0,107,7,9,33,19,33,21,9,0,125,350,1105,2727,2135,1734,1172,229,20,9479,18,9,12,6,5,5,0,0,52,215,40,15,20,4,12,0,0,314,114,124,55,57,47,9,5,0,400,56,125,89,84,61,36,11,0,460,23,110,109,128,91,63,13,0,540,28,154,211,203,187,117,24,5,927,20,161,288,299,200,132,24,0,1132,12,136,419,377,289,163,22,0,1415,3,85,269,298,219,166,31,0,1068,0,39,167,142,116,94,24,0,581,0,27,133,121,99,45,4,0,423,0,9,88,64,57,35,0,0,257,0,13,82,94,89,37,5,0,318,0,0,8,11,9,4,0,0,31,0,0,0,8,6,0,3,0,17,0,11,16,11,7,9
LGA27170,63,52,3,0,347,5,12,65,51,46,27,4,0,204,5,7,41,58,48,42,5,0,200,0,3,7,6,11,9,0,0,31,0,0,9,4,6,9,0,0,29,4,0,3,0,9,3,0,0,27,319,581,896,661,482,396,84,6,3418,0,0,6,0,0,0,0,0,4,62,10,7,0,5,0,0,0,86,35,15,12,12,5,7,4,0,87,13,17,17,10,9,7,3,0,85,22,28,24,17,15,20,9,0,137,15,43,64,42,38,36,6,0,248,30,73,109,78,63,47,15,5,422,42,112,136,78,71,71,12,0,513,21,86,91,70,75,60,13,0,418,4,27,80,57,58,41,10,0,274,0,8,36,50,37,21,0,0,154,0,6,33,41,38,13,0,0,128,0,0,24,53,68,27,0,0,172,0,0,0,6,0,4,0,0,17,0,0,0,0,4,0,0,0,10,0,5,7,4,4,0
LGA27260,207,142,13,0,961,0,25,175,196,155,99,20,0,661,0,17,247,268,222,120,15,0,890,0,0,36,44,35,29,4,0,149,0,0,25,31,28,14,5,0,100,5,18,17,29,23,18,0,0,111,376,1248,2845,2439,1690,1117,213,15,9945,16,4,17,8,3,7,0,0,60,222,45,31,27,10,4,0,0,344,142,114,72,75,38,27,3,0,483,54,116,123,103,56,42,10,0,505,37,120,162,185,98,63,12,0,680,28,184,289,317,186,124,18,0,1146,13,147,354,482,293,144,22,0,1446,6,128,439,602,315,143,17,0,1658,4,86,303,385,281,138,12,0,1214,0,33,182,196,144,78,15,0,648,0,26,164,169,135,64,14,0,579,0,6,98,77,77,43,3,0,302,0,16,105,101,82,38,4,0,336,0,0,12,10,12,6,3,0,40,0,0,8,10,8,5,0,0,22,0,11,24,20,16,6
LGA27350,155,92,10,0,890,0,16,195,194,136,67,18,4,623,0,18,293,301,195,121,25,0,952,0,4,48,68,43,16,4,0,185,0,6,31,50,50,42,8,0,185,4,19,18,6,15,13,0,3,84,154,1009,3125,2011,1318,801,216,26,8659,9,10,8,9,3,5,0,0,43,152,64,25,9,8,6,8,0,274,100,180,86,29,14,12,4,0,428,63,194,149,46,37,20,7,0,516,46,238,167,64,45,29,9,0,598,43,346,396,114,79,60,10,0,1042,27,285,442,170,123,72,20,0,1146,9,197,454,208,136,106,22,0,1134,0,91,402,262,172,109,28,3,1072,0,44,237,171,94,61,7,3,626,0,12,136,93,84,57,15,0,396,0,5,77,56,31,21,0,0,194,0,9,85,100,100,71,9,0,371,3,0,4,16,7,12,0,0,39,0,3,4,6,16,12,0,0,42,6,7,24,9,9,3
LGA27450,175,122,18,0,692,0,7,128,92,109,74,17,0,430,0,4,147,138,127,87,9,0,508,0,0,23,32,25,12,0,0,88,0,4,15,29,19,15,5,0,96,10,14,28,13,17,18,3,0,100,474,963,1879,1384,1362,1080,291,21,7456,21,7,5,4,10,6,5,0,59,335,37,15,16,12,12,3,0,430,167,104,38,46,39,38,8,0,450,67,120,47,61,58,53,12,0,421,64,127,98,80,93,86,12,3,562,40,185,161,132,194,131,25,0,867,19,179,192,171,175,152,24,3,910,16,128,214,143,177,146,37,3,864,0,60,160,140,162,122,27,0,678,0,22,79,85,78,73,9,0,344,0,6,62,57,74,46,8,0,260,0,9,53,32,34,22,4,0,152,0,3,51,45,59,37,4,0,201,0,0,5,9,0,4,0,0,21,0,0,4,4,6,0,0,0,10,6,13,10,10,10,16
LGA27630,3,3,0,0,14,0,0,3,0,0,0,0,0,9,0,0,6,0,5,0,0,0,10,0,0,0,0,0,3,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,18,31,66,39,37,58,9,4,264,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,4,0,3,3,0,0,0,0,14,0,0,4,4,4,0,0,0,9,6,4,3,8,0,3,0,0,28,0,4,5,4,14,12,5,0,47,0,12,8,6,10,11,4,0,55,0,3,9,18,8,9,4,0,49,0,6,8,14,11,15,3,0,62,0,5,3,4,11,10,0,0,36,0,0,0,4,0,6,0,0,12,0,0,0,0,4,0,0,0,5,0,0,0,3,6,9,0,0,18,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,9,0,0,0,6,0,0
LGA29399,0,0,0,0,17,0,0,0,8,0,3,0,0,15,0,0,6,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,50,80,48,25,14,3,0,240,0,0,0,0,0,0,0,0,4,10,4,3,0,0,0,0,0,11,10,13,3,5,3,4,0,0,33,12,30,10,4,3,6,0,0,65,11,24,8,0,0,3,0,0,45,12,43,33,9,4,8,5,0,104,18,50,47,0,9,10,4,0,136,9,36,51,11,3,4,0,0,113,0,16,31,9,6,8,4,0,74,0,9,9,3,4,4,6,0,33,0,0,6,0,0,9,0,0,21,0,0,0,0,3,7,0,0,12,0,0,0,5,5,3,0,0,14,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,9,0,0,6,0,0,0
LGA29499,1152,686,122,8,5432,0,125,1111,997,766,468,64,6,3533,3,90,1323,1325,961,513,62,0,4280,0,16,168,241,152,77,14,0,668,0,9,141,152,118,68,12,0,503,38,90,152,125,121,104,31,4,657,2523,5899,12314,9515,8203,6212,1607,175,46450,19,19,22,18,25,9,6,0,108,366,146,52,47,45,39,10,0,712,105,256,123,115,117,135,41,0,888,53,217,160,151,183,194,72,12,1043,36,220,214,165,218,283,103,7,1244,25,283,343,267,439,484,154,14,2008,21,223,384,359,488,437,129,9,2053,18,185,395,300,435,364,92,8,1794,11,138,417,315,397,344,82,7,1706,0,90,237,180,231,141,31,8,912,0,28,166,127,122,113,25,0,594,0,22,88,74,76,65,8,0,336,0,14,105,100,107,68,11,0,409,0,0,10,14,18,10,4,0,55,0,9,17,20,17,14,6,0,81,3,13,23,19,32,23
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,3,0,0,15,0,0,0,0,0,0,0,0,5,0,0,0,9,15,8,0,0,34,0,0,0,0,0,0,0,0,0,0,0,7,10,18,15,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
