POW_LGA_CODE_2021,TYP_lthc_arth_A_15_24,TYP_ltch_arth_A_25_34,TYP_lthc_arth_A_35_34,TYP_lthc_arth_A_45_54,TYP_lthc_arth_A_55_64,TYP_lthc_arth_A_65_74,TYP_lthc_arth_A_75ov,TYP_lthc_arth_A_tot,TYP_lthc_asth_A_15_24,TYP_lthc_asth_A_25_34,TYP_lthc_asth_A_35_34,TYP_lthc_asth_A_45_54,TYP_lthc_asth_A_55_64,TYP_lthc_asth_A_65_74,TYP_lthc_asth_A_75ov,TYP_lthc_asth_A_tot,TYP_lthc_canc_A_15_24,TYP_lthc_canc_A_25_34,TYP_lthc_canc_A_35_34,TYP_lthc_canc_A_45_54,TYP_lthc_canc_A_55_64,TYP_lthc_canc_A_65_74,TYP_lthc_canc_A_75ov,TYP_lthc_canc_A_tot,TYP_lthc_demen_A_15_24,TYP_lthc_demen_A_25_34,TYP_lthc_demen_A_35_34,TYP_lthc_demen_A_45_54,TYP_lthc_demen_A_55_64,TYP_lthc_demen_A_65_74,TYP_lthc_demen_A_75ov,TYP_lthc_demen_A_tot,TYP_lthc_diab_A_15_24,TYP_lthc_diab_A_25_34,TYP_lthc_diab_A_35_34,TYP_lthc_diab_A_45_54,TYP_lthc_diab_A_55_64,TYP_lthc_diab_A_65_74,TYP_lthc_diab_A_75ov,TYP_lthc_diab_A_tot,TYP_lthc_hear_A_15_24,TYP_lthc_hear_A_25_34,TYP_lthc_hear_A_35_34,TYP_lthc_hear_A_45_54,TYP_lthc_hear_A_55_64,TYP_lthc_hear_A_65_74,TYP_lthc_hear_A_75ov,TYP_lthc_hear_A_tot,TYP_lthc_kidn_A_15_24,TYP_lthc_kidn_A_25_34,TYP_lthc_kidn_A_35_34,TYP_lthc_kidn_A_45_54,TYP_lthc_kidn_A_55_64,TYP_lthc_kidn_A_65_74,TYP_lthc_kidn_A_75ov,TYP_lthc_kidn_A_tot,TYP_lthc_lung_A_15_24,TYP_lthc_lung_A_25_34,TYP_lthc_lung_A_35_34,TYP_lthc_lung_A_45_54,TYP_lthc_lung_A_55_64,TYP_lthc_lung_A_65_74,TYP_lthc_lung_A_75ov,TYP_lthc_lung_A_tot,TYP_lthc_ment_A_15_24,TYP_lthc_ment_A_25_34,TYP_lthc_ment_A_35_34,TYP_lthc_ment_A_45_54,TYP_lthc_ment_A_55_64,TYP_lthc_ment_A_65_74,TYP_lthc_ment_A_75ov,TYP_lthc_ment_A_tot,TYP_lthc_stro_A_15_24,TYP_lthc_stro_A_25_34,TYP_lthc_stro_A_35_34,TYP_lthc_stro_A_45_54,TYP_lthc_stro_A_55_64,TYP_lthc_stro_A_65_74,TYP_lthc_stro_A_75ov,TYP_lthc_stro_A_tot,TYP_lthc_AO_lthc_A_15_24,TYP_lthc_AO_lthc_A_25_34,TYP_lthc_AO_lthc_A_35_34,TYP_lthc_AO_lthc_A_45_54,TYP_lthc_AO_lthc_A_55_64,TYP_lthc_AO_lthc_A_65_74,TYP_lthc_AO_lthc_A_75ov,TYP_lthc_AO_lthc_A_tot,TYP_lthc_NO_lthc_A_15_24,TYP_lthc_NO_lthc_A_25_34,TYP_lthc_NO_lthc_A_35_34,TYP_lthc_NO_lthc_A_45_54,TYP_lthc_NO_lthc_A_55_64,TYP_lthc_NO_lthc_A_65_74,TYP_lthc_NO_lthc_A_75ov,TYP_lthc_NO_lthc_A_tot,TYP_lthc_NS_A_15_24,TYP_lthc_NS_A_25_34,TYP_lthc_NS_A_35_34,TYP_lthc_NS_A_45_54,TYP_lthc_NS_A_55_64,TYP_lthc_NS_A_65_74,TYP_lthc_NS_A_75ov,TYP_lthc_NS_A_tot,TYP_lthc_Tot_A_15_24,TYP_lthc_Tot_A_25_34,TYP_lthc_Tot_A_35_34,TYP_lthc_Tot_A_45_54,TYP_lthc_Tot_A_55_64,TYP_lthc_Tot_A_65_74,TYP_lthc_Tot_A_75ov,TYP_lthc_Tot_A_tot,CNT_lthc_NONE_A_15_24,CNT_lthc_NONE_A_25_34,CNT_lthc_NONE_A_35_34,CNT_lthc_NONE_A_45_54,CNT_lthc_NONE_A_55_64,CNT_lthc_NONE_A_65_74,CNT_lthc_NONE_A_75ov,CNT_lthc_NONE_A_tot,CNT_lthc_ONE_A_15_24,CNT_lthc_ONE_A_25_34,CNT_lthc_ONE_A_35_34,CNT_lthc_ONE_A_45_54,CNT_lthc_ONE_A_55_64,CNT_lthc_ONE_A_65_74,CNT_lthc_ONE_A_75ov,CNT_lthc_ONE_A_tot,CNT_lthc_TWO_A_15_24,CNT_lthc_TWO_A_25_34,CNT_lthc_TWO_A_35_34,CNT_lthc_TWO_A_45_54,CNT_lthc_TWO_A_55_64,CNT_lthc_TWO_A_65_74,CNT_lthc_TWO_A_75ov,CNT_lthc_TWO_A_tot,CNT_lthc_THREEmo_A_15_24,CNT_lthc_THREEmo_A_25_34,CNT_lthc_THREEmo_A_35_34,CNT_lthc_THREEmo_A_45_54,CNT_lthc_THREEmo_A_55_64,CNT_lthc_THREEmo_A_65_74,CNT_lthc_THREEmo_A_75ov,CNT_lthc_THREEmo_A_tot,CNT_lthc_ONEmo_Tot_A_15_24,CNT_lthc_ONEmo_Tot_A_25_34,CNT_lthc_ONEmo_Tot_A_35_34,CNT_lthc_ONEmo_Tot_A_45_54,CNT_lthc_ONEmo_Tot_A_55_64,CNT_lthc_ONEmo_Tot_A_65_74,CNT_lthc_ONEmo_Tot_A_75ov,CNT_lthc_ONEmo_Tot_A_tot,CNT_lthc_NS_A_15_24,CNT_lthc_NS_Tot_A_25_34,CNT_lthc_NS_Tot_A_35_34,CNT_lthc_NS_Tot_A_45_54,CNT_lthc_NS_Tot_A_55_64,CNT_lthc_NS_Tot_A_65_74,CNT_lthc_NS_Tot_A_75ov,CNT_lthc_NS_Tot_A_tot,CNT_lthc_Tot_A_15_24,CNT_lthc_Tot_A_25_34,CNT_lthc_Tot_A_35_34,CNT_lthc_Tot_A_45_54,CNT_lthc_Tot_A_55_64,CNT_lthc_Tot_A_65_74,CNT_lthc_Tot_A_75ov,CNT_lthc_Tot_A_tot
LGA22250,0,7,24,81,137,73,25,352,47,73,79,80,67,33,10,384,0,5,5,14,39,30,13,101,0,0,0,0,0,0,0,4,3,4,14,42,71,45,9,182,0,0,0,15,27,36,15,99,0,0,0,0,6,3,0,9,0,0,3,8,13,8,0,37,40,63,61,91,54,17,0,332,0,0,0,0,7,7,0,13,18,28,47,44,57,19,4,209,354,412,471,540,536,156,29,2495,9,13,25,26,27,12,4,119,451,571,678,817,908,365,86,3880,362,428,498,562,570,168,27,2621,77,101,130,149,212,131,40,840,9,21,20,63,72,37,13,235,0,0,6,17,22,15,9,67,82,134,157,225,306,180,52,1141,9,13,25,26,27,12,4,119,451,571,678,817,908,365,86,3880
LGA22310,17,77,190,386,654,426,74,1835,515,747,682,663,500,180,22,3309,12,32,85,183,267,199,42,818,0,0,4,0,0,4,0,11,29,75,158,279,394,263,44,1240,11,16,35,116,257,255,60,750,7,10,20,32,52,28,9,161,3,14,11,43,71,60,17,224,614,868,664,652,414,107,10,3331,0,6,10,23,27,26,11,101,290,448,535,644,608,276,34,2837,4657,6914,6424,5814,3741,1099,136,28786,187,194,226,272,180,66,11,1125,6085,8972,8572,8448,6248,2398,353,41076,4834,7185,6773,6250,4104,1239,145,30533,931,1350,1312,1558,1448,738,114,7453,132,230,239,305,398,268,53,1623,6,14,22,69,122,81,25,336,1065,1587,1576,1929,1965,1089,194,9417,187,194,226,272,180,66,11,1125,6085,8972,8572,8448,6248,2398,353,41076
LGA22410,8,35,73,158,320,132,51,775,93,132,154,158,142,32,16,723,0,7,17,53,77,46,16,217,0,0,0,0,0,0,6,5,5,14,24,61,132,51,9,292,8,0,13,54,91,51,21,223,0,0,4,8,17,5,0,41,0,4,10,14,33,12,12,84,114,157,179,194,141,26,3,808,0,0,0,6,17,9,5,37,54,82,104,135,132,49,9,574,805,940,922,1143,975,340,59,5196,40,36,55,62,64,21,7,283,1077,1302,1427,1807,1790,643,154,8193,851,988,991,1216,1049,360,68,5520,159,222,297,391,472,177,52,1766,26,56,60,103,147,49,19,456,0,8,20,34,60,27,12,163,184,278,376,531,680,255,81,2389,40,36,55,62,64,21,7,283,1077,1302,1427,1807,1790,643,154,8193
LGA22490,0,15,32,71,87,64,18,290,75,99,113,107,65,25,4,492,0,4,9,25,33,18,5,96,0,0,0,0,0,0,4,5,5,10,11,47,36,29,16,156,0,5,6,27,43,41,8,128,0,0,0,4,3,4,0,19,0,0,0,5,11,8,5,32,92,121,120,107,45,14,0,504,0,0,0,6,0,6,7,15,27,44,66,81,53,19,9,299,481,600,661,594,352,128,36,2849,20,25,24,33,32,11,6,151,677,858,968,970,650,290,82,4492,499,630,699,633,382,141,39,3017,127,164,195,233,170,89,23,998,28,40,39,56,42,35,14,250,0,3,13,22,20,12,4,76,155,202,245,304,234,140,42,1319,20,25,24,33,32,11,6,151,677,858,968,970,650,290,82,4492
LGA22620,56,206,454,935,1546,579,82,3860,955,1375,1267,1013,872,177,21,5678,15,40,109,249,442,185,24,1070,0,3,4,6,4,5,4,15,36,141,237,422,572,223,33,1667,21,41,83,194,450,208,50,1046,22,25,40,53,70,18,7,234,15,14,43,76,183,52,7,399,1163,1814,1496,1312,843,131,10,6777,4,13,21,28,58,35,12,169,448,789,855,907,788,195,24,4012,5938,7393,6923,6366,4466,984,87,32160,350,318,345,374,328,58,15,1793,8485,11140,10751,10470,8707,2265,278,52077,6179,7803,7384,6881,4865,1078,94,34286,1641,2430,2387,2361,2391,750,93,12054,296,522,537,671,823,275,46,3171,18,63,98,177,300,95,22,774,1953,3014,3018,3210,3510,1118,164,15996,350,318,345,374,328,58,15,1793,8485,11140,10751,10470,8707,2265,278,52077
LGA22670,45,223,591,1332,2021,669,95,4985,1071,2073,2039,1958,1395,309,34,8878,17,77,180,430,709,309,46,1768,0,0,6,5,11,3,0,31,43,257,704,1460,1969,650,62,5147,25,59,173,505,1040,440,81,2314,23,63,93,144,159,59,10,549,6,21,56,147,252,124,21,634,926,1900,1700,1573,922,171,9,7202,7,16,48,111,160,60,7,411,470,1088,1355,1757,1587,381,33,6672,9972,20365,19287,17093,11082,2256,159,80214,422,664,702,866,682,135,13,3485,12621,25743,25536,25197,19113,4542,427,113178,10276,21038,20189,18213,12021,2460,180,84376,1705,3460,3853,4872,4672,1336,138,20032,198,526,678,986,1350,449,67,4261,23,55,116,252,381,168,37,1023,1922,4036,4642,6116,6409,1952,236,25315,422,664,702,866,682,135,13,3485,12621,25743,25536,25197,19113,4542,427,113178
LGA22750,102,377,709,1573,2518,947,144,6366,2098,2937,2890,2256,1531,441,49,12203,39,118,284,540,836,383,71,2272,0,3,3,6,12,10,10,40,128,269,480,933,1306,478,70,3661,31,91,155,408,863,514,108,2165,22,52,94,130,145,71,15,535,11,37,76,147,289,143,33,740,2481,3550,3091,2559,1482,269,18,13447,10,27,50,90,136,89,15,419,1006,1663,1749,1846,1725,501,50,8540,13311,18678,16914,15121,10044,2235,180,76491,748,682,704,820,631,136,21,3746,18944,26557,25118,23688,18203,4849,549,117909,13894,19628,17977,16221,10997,2476,208,81402,3695,5139,5240,5051,4662,1456,187,25423,572,1025,1040,1271,1423,547,91,5979,32,81,164,325,488,235,45,1355,4302,6247,6437,6641,6575,2236,326,32756,748,682,704,820,631,136,21,3746,18944,26557,25118,23688,18203,4849,549,117909
LGA22830,44,109,261,608,984,379,70,2455,505,713,654,589,495,138,22,3125,12,29,62,147,224,124,32,628,0,3,0,0,4,0,5,11,29,82,147,313,444,171,37,1227,11,25,32,162,305,174,54,764,6,17,12,35,47,26,12,145,6,10,22,47,127,56,22,294,480,778,640,687,490,95,8,3179,3,5,9,49,49,27,10,145,240,375,449,532,479,135,10,2218,3327,4714,4158,3949,2987,754,89,19974,202,168,197,244,198,63,12,1080,4598,6589,6078,6446,5608,1670,254,31250,3460,4925,4415,4228,3226,805,89,21152,794,1244,1153,1450,1467,524,87,6729,131,225,266,402,525,201,33,1771,9,28,46,124,194,78,25,513,937,1497,1467,1970,2184,803,152,9016,202,168,197,244,198,63,12,1080,4598,6589,6078,6446,5608,1670,254,31250
LGA22910,9,17,46,87,183,76,25,434,62,84,120,129,108,36,12,556,4,7,12,30,50,29,5,134,0,0,0,0,0,0,0,0,4,8,23,36,68,41,14,186,0,5,5,22,60,43,18,157,0,5,3,5,18,9,0,38,4,0,8,11,29,10,3,68,84,130,165,151,92,24,6,641,0,0,0,3,11,3,9,26,21,59,83,112,111,50,6,443,425,589,620,767,624,207,35,3269,16,15,30,34,32,13,0,139,594,831,983,1214,1152,434,98,5311,441,615,662,829,690,235,47,3509,106,169,231,268,298,120,37,1219,21,35,49,66,98,51,18,333,5,3,18,26,40,12,8,106,130,209,292,354,430,187,56,1660,16,15,30,34,32,13,0,139,594,831,983,1214,1152,434,98,5311
LGA22980,0,13,17,42,93,38,13,225,26,53,49,41,52,19,6,238,0,0,3,14,28,15,3,68,0,0,0,0,0,0,0,3,0,4,11,29,32,15,8,104,0,0,0,6,26,18,13,59,0,0,0,4,4,3,0,8,0,0,3,5,16,3,3,24,19,56,45,45,32,13,0,213,0,0,0,4,3,0,4,9,3,26,27,34,38,4,5,136,172,331,220,257,286,76,27,1370,3,8,9,8,20,9,0,50,226,461,348,422,537,179,67,2233,175,346,232,272,302,86,31,1441,38,93,87,105,157,57,20,556,7,8,14,32,50,17,4,142,0,0,3,9,5,7,5,35,42,108,110,145,216,87,33,736,3,8,9,8,20,9,0,50,226,461,348,422,537,179,67,2233
LGA23110,25,85,183,457,636,237,45,1665,437,728,729,585,410,90,13,3002,19,25,83,143,213,84,14,584,0,0,0,0,0,0,0,3,23,63,171,370,476,163,27,1281,8,19,49,152,299,133,28,691,5,11,23,33,42,13,0,128,5,13,15,45,86,32,4,200,451,715,637,519,314,42,7,2677,0,6,14,32,28,19,5,99,162,340,421,540,499,117,21,2102,3642,6527,6480,5319,3376,668,46,26060,146,224,226,276,225,37,8,1139,4751,8368,8555,7815,5741,1345,139,36710,3739,6730,6751,5683,3657,727,53,27334,779,1195,1293,1467,1362,408,43,6552,90,199,244,320,366,134,23,1366,3,27,43,67,122,45,18,324,870,1418,1572,1858,1856,587,83,8241,146,224,226,276,225,37,8,1139,4751,8368,8555,7815,5741,1345,139,36710
LGA23190,8,48,69,169,323,123,42,790,157,231,188,180,166,48,5,974,5,16,22,46,90,41,12,233,0,0,0,0,0,0,0,3,15,17,54,93,118,51,16,368,3,4,17,45,101,52,21,239,0,6,8,11,15,5,0,47,3,5,6,17,45,14,5,90,174,283,227,214,151,27,4,1085,0,0,14,12,19,7,3,51,77,118,139,174,137,41,9,680,1042,1349,1153,1229,1070,265,40,6129,54,66,64,52,67,11,3,322,1449,1981,1772,1962,1912,554,118,9749,1083,1412,1229,1319,1136,289,40,6501,272,413,378,427,471,159,46,2173,38,79,84,129,169,70,17,591,3,15,14,35,66,20,11,164,319,505,477,588,714,255,72,2930,54,66,64,52,67,11,3,322,1449,1981,1772,1962,1912,554,118,9749
LGA23270,62,265,580,1284,1748,559,66,4572,1230,2050,2019,1648,1079,234,23,8280,24,80,173,368,579,212,33,1467,0,0,0,3,7,4,3,23,69,224,614,1212,1545,485,50,4194,21,49,140,450,886,334,55,1939,22,47,69,132,123,49,7,446,17,27,40,121,222,90,12,528,971,1876,1597,1364,766,105,10,6685,0,11,28,67,94,50,9,274,528,1088,1228,1571,1338,280,18,6045,11106,20113,19001,15175,9051,1574,103,76126,493,609,714,804,596,118,11,3350,14087,25412,24994,22241,15671,3293,289,105989,11451,20795,19817,16181,9842,1718,111,79923,1885,3436,3760,4151,3847,990,102,18171,242,513,604,853,1059,328,41,3636,13,59,90,245,331,145,25,903,2143,4004,4461,5250,5235,1458,165,22721,493,609,714,804,596,118,11,3350,14087,25412,24994,22241,15671,3293,289,105989
LGA23350,3,5,27,101,159,116,31,446,73,97,111,127,110,52,3,573,0,6,10,42,42,41,15,147,0,0,0,0,0,0,0,0,9,7,10,45,66,37,12,190,0,3,7,20,55,42,18,151,0,3,4,11,11,3,3,34,0,0,4,9,25,19,0,58,87,94,109,123,95,23,0,541,0,0,0,10,8,11,4,30,26,42,53,88,107,52,4,375,469,524,638,791,690,216,52,3387,25,11,22,43,42,14,7,166,672,744,924,1255,1203,485,134,5420,494,542,672,838,747,234,59,3584,132,162,190,282,300,151,43,1258,16,28,39,81,88,66,15,331,0,0,9,11,31,13,7,73,154,185,230,381,417,235,61,1664,25,11,22,43,42,14,7,166,672,744,924,1255,1203,485,134,5420
LGA23430,49,177,384,1000,1422,640,113,3792,1029,1512,1459,1402,999,303,35,6742,21,54,141,407,562,301,51,1537,0,0,3,10,5,0,5,29,66,146,364,757,1101,436,81,2949,24,42,99,319,657,408,93,1641,14,24,48,74,84,43,10,306,15,31,46,87,164,85,24,446,1123,1609,1305,1308,739,149,18,6248,8,12,26,78,87,51,14,275,535,812,979,1266,1172,353,42,5167,9442,13797,12974,12506,7956,1770,165,58614,415,408,466,649,505,129,24,2602,12297,17800,17397,18378,13584,3791,502,83752,9794,14296,13643,13354,8640,1966,183,61880,1832,2622,2776,3508,3361,1144,183,15426,238,430,447,716,842,420,78,3180,12,37,62,148,237,131,33,665,2087,3089,3292,4376,4438,1700,293,19271,415,408,466,649,505,129,24,2602,12297,17800,17397,18378,13584,3791,502,83752
LGA23670,32,180,382,930,1500,555,81,3654,986,1465,1452,1270,933,241,34,6380,25,58,142,300,516,236,48,1323,0,0,0,0,4,3,5,16,50,156,341,721,985,355,48,2659,21,52,102,279,551,307,72,1386,26,26,39,78,91,40,8,300,10,17,44,63,181,84,13,419,1062,1545,1288,1214,760,128,9,6006,3,10,25,61,86,39,10,239,490,787,966,1183,1091,326,37,4872,7841,10954,11112,10468,7012,1490,131,48996,374,384,391,550,463,103,10,2269,10489,14822,15318,15641,12288,3158,363,72079,8139,11422,11745,11203,7646,1656,146,51951,1756,2553,2638,3072,3087,971,118,14202,212,419,475,656,828,308,65,2967,9,39,72,163,265,116,25,687,1979,3014,3184,3888,4183,1402,204,17850,374,384,391,550,463,103,10,2269,10489,14822,15318,15641,12288,3158,363,72079
LGA23810,38,148,296,630,963,350,54,2479,576,931,844,675,510,134,10,3682,3,38,61,151,279,115,20,673,0,0,0,3,3,0,0,6,32,78,172,361,483,177,27,1330,15,44,75,163,335,199,37,858,10,22,18,45,61,19,6,176,7,20,27,63,141,64,10,335,614,1030,844,719,483,75,5,3772,5,8,19,33,42,21,4,138,283,453,518,575,562,126,18,2535,3545,4856,4516,4122,3194,623,64,20924,197,214,214,266,218,51,5,1163,4989,7203,6880,6834,6035,1446,182,33579,3690,5097,4798,4442,3497,675,75,22276,922,1505,1473,1577,1611,438,58,7590,168,336,324,414,521,185,22,1977,12,49,74,136,192,104,20,577,1105,1888,1878,2129,2325,721,102,10144,197,214,214,266,218,51,5,1163,4989,7203,6880,6834,6035,1446,182,33579
LGA23940,0,5,25,62,106,72,27,300,25,55,44,60,75,20,9,291,0,5,3,15,22,36,11,98,0,0,0,0,0,0,0,6,0,12,13,19,51,32,9,131,0,0,6,6,36,26,17,92,0,3,0,4,8,3,0,22,0,0,6,0,19,4,3,39,33,53,52,63,51,12,0,260,0,0,4,0,3,3,3,12,9,30,29,45,47,27,3,197,183,247,291,343,355,159,39,1614,5,15,14,13,37,3,10,91,252,377,438,557,658,327,90,2701,196,265,313,365,374,171,40,1719,51,78,84,137,169,94,27,640,10,23,16,38,52,43,11,189,0,3,9,9,30,12,5,69,55,103,112,183,249,148,45,892,5,15,14,13,37,3,10,91,252,377,438,557,658,327,90,2701
LGA24130,15,53,90,251,373,197,52,1027,250,281,308,303,215,59,19,1448,8,3,32,82,140,76,29,371,0,0,0,0,0,0,0,8,15,21,54,101,178,92,25,484,7,8,18,71,113,100,40,359,3,3,8,17,20,12,8,78,0,3,7,37,58,32,6,144,324,333,384,424,229,53,6,1752,0,3,8,14,27,12,5,66,152,154,194,296,243,105,11,1156,1985,1794,2035,2247,1492,450,85,10081,107,80,82,112,106,35,6,521,2731,2570,2994,3521,2725,963,216,15711,2073,1887,2151,2409,1632,498,89,10735,486,500,615,770,713,287,71,3442,62,97,127,179,213,110,27,818,5,6,14,48,58,43,19,196,551,602,752,1001,992,434,120,4457,107,80,82,112,106,35,6,521,2731,2570,2994,3521,2725,963,216,15711
LGA24210,18,54,109,304,538,330,88,1446,461,499,459,441,361,136,18,2378,7,24,52,140,219,133,38,616,0,0,0,0,0,0,0,3,30,55,95,197,359,182,43,968,8,13,27,81,201,159,56,561,11,7,20,29,43,29,12,142,3,7,11,27,41,27,15,121,578,568,398,442,267,72,3,2333,0,0,9,24,27,18,10,93,298,329,330,479,494,185,42,2155,4519,4851,4639,4488,3138,776,121,22528,187,149,140,187,166,55,5,885,5890,6284,6016,6389,5217,1684,342,31820,4711,5062,4871,4819,3447,864,142,23921,869,929,866,1127,1229,514,132,5663,115,134,136,214,292,180,42,1116,4,16,7,40,76,73,24,239,992,1076,1014,1383,1601,764,195,7019,187,149,140,187,166,55,5,885,5890,6284,6016,6389,5217,1684,342,31820
LGA24250,4,8,19,51,113,81,14,292,42,54,71,88,74,26,3,358,3,0,8,4,33,36,9,98,0,0,0,0,0,0,0,6,7,4,5,19,44,30,6,118,0,0,4,7,47,29,6,106,0,4,4,5,11,4,0,26,3,0,0,7,11,16,4,40,46,73,76,83,58,21,0,352,0,0,0,5,8,5,0,19,28,38,52,65,62,27,6,277,376,439,527,529,501,176,25,2568,17,13,29,34,28,5,0,126,488,616,747,814,833,367,62,3929,383,476,559,569,535,196,29,2743,71,105,136,172,183,106,21,792,10,21,22,39,67,41,5,213,0,0,5,7,16,19,8,59,85,125,160,220,271,166,34,1054,17,13,29,34,28,5,0,126,488,616,747,814,833,367,62,3929
LGA24330,21,109,206,434,582,219,35,1616,617,974,834,678,423,98,9,3626,6,46,71,162,222,90,15,607,0,0,0,0,0,0,0,4,27,87,168,386,494,171,12,1351,16,25,62,139,266,112,14,630,4,21,30,40,50,14,0,164,3,12,14,46,67,30,9,183,648,1139,782,608,331,58,0,3571,0,9,12,29,55,12,5,119,264,568,566,616,563,125,11,2714,5088,8199,7104,5619,3464,716,44,30230,194,237,253,259,198,48,0,1195,6650,10851,9523,8241,5869,1415,110,42663,5249,8535,7437,5998,3795,782,49,31850,1074,1746,1524,1570,1421,413,40,7793,124,301,274,334,336,129,18,1512,7,24,37,87,120,42,5,319,1209,2067,1834,1993,1875,582,60,9622,194,237,253,259,198,48,0,1195,6650,10851,9523,8241,5869,1415,110,42663
LGA24410,30,139,250,611,977,435,75,2512,792,1014,922,825,643,179,21,4397,21,29,76,224,347,165,23,892,0,4,0,0,6,3,4,16,43,79,219,389,528,210,29,1496,24,38,53,159,368,226,57,921,15,15,33,42,54,22,5,190,11,17,25,53,106,58,12,294,1011,1077,916,894,519,101,8,4531,8,6,10,34,60,36,10,159,434,591,658,767,737,194,27,3409,6036,6888,6530,6146,4306,925,100,30942,291,272,284,327,294,59,7,1545,8303,9525,9277,9503,7665,2075,276,46629,6309,7228,6946,6618,4726,1030,113,32962,1486,1672,1661,1996,1921,663,96,9496,210,322,329,448,537,245,41,2128,11,33,55,107,187,86,18,495,1706,2030,2047,2552,2647,986,161,12120,291,272,284,327,294,59,7,1545,8303,9525,9277,9503,7665,2075,276,46629
LGA24600,207,1339,2671,4400,5299,1874,288,16077,3845,14269,13386,8239,4169,921,100,44930,87,605,1289,2090,2514,988,142,7729,7,19,11,16,18,20,14,98,180,1111,3130,3631,3857,1229,146,13282,83,358,754,1395,2433,1151,222,6402,44,258,431,422,411,159,42,1758,36,164,221,377,512,268,47,1624,4770,15615,11922,7026,3166,496,41,43033,22,63,165,289,347,158,27,1063,2188,8821,9763,7902,5417,1312,142,35537,32510,112951,110271,65002,30821,5796,467,357811,1028,2850,2979,2542,1470,335,49,11257,42944,150186,148604,95438,52700,11943,1242,503044,33765,118202,116661,70161,34084,6508,528,379912,7082,24795,24505,18459,12789,3473,386,91492,1004,4057,3964,3542,3390,1223,188,17367,54,278,494,733,966,401,91,3016,8144,29132,28961,22728,17146,5101,660,111871,1028,2850,2979,2542,1470,335,49,11257,42944,150186,148604,95438,52700,11943,1242,503044
LGA24650,30,136,254,483,507,207,21,1639,628,931,847,638,366,96,3,3508,7,35,56,125,175,53,5,463,0,0,4,5,0,0,0,6,32,107,256,435,428,150,16,1420,8,26,55,159,240,96,15,607,11,12,25,34,34,16,4,139,7,12,23,51,77,31,0,199,566,792,723,568,295,40,0,2987,0,4,9,29,48,9,0,113,273,461,516,574,376,91,0,2284,5199,7435,6726,4556,2191,388,18,26505,227,212,263,254,145,28,7,1130,6720,9662,9168,7071,4064,924,67,37682,5369,7719,7045,4882,2402,426,17,27863,970,1442,1527,1456,1026,292,22,6731,145,271,275,380,363,129,17,1594,10,28,58,94,132,50,8,365,1120,1735,1858,1937,1521,470,44,8687,227,212,263,254,145,28,7,1130,6720,9662,9168,7071,4064,924,67,37682
LGA24780,23,70,172,337,595,216,31,1442,418,563,501,496,356,103,7,2449,13,14,51,102,198,105,20,504,3,0,0,3,8,5,0,17,30,70,111,211,344,138,13,911,16,21,28,120,244,127,24,575,5,11,14,33,46,12,3,130,7,9,11,40,87,48,9,206,351,617,527,534,322,60,5,2413,0,9,13,20,34,9,0,92,165,256,281,383,278,103,17,1477,2607,3694,3158,3125,2360,585,62,15586,128,131,159,201,176,40,10,841,3588,5110,4626,4970,4238,1199,160,23895,2717,3841,3305,3333,2498,630,71,16389,637,943,936,1078,1103,344,51,5082,105,175,192,274,326,120,22,1213,8,31,32,88,136,69,8,371,748,1143,1161,1435,1570,536,73,6666,128,131,159,201,176,40,10,841,3588,5110,4626,4970,4238,1199,160,23895
LGA24850,9,53,91,235,329,172,28,925,259,338,303,263,186,52,5,1403,8,15,26,68,95,71,15,303,0,0,0,0,7,0,0,8,11,26,65,141,176,84,8,516,8,8,17,44,127,76,23,314,4,5,6,9,21,9,3,62,10,4,7,21,47,29,8,118,250,334,313,279,181,45,3,1407,0,3,4,11,22,10,0,53,99,188,183,219,176,67,4,941,1900,1976,1780,1669,1184,307,43,8847,84,79,82,101,62,23,0,427,2534,2807,2635,2719,2177,723,106,13705,1959,2080,1882,1779,1286,334,46,9374,438,533,527,650,571,235,37,2981,53,104,117,152,186,90,17,710,6,14,24,40,72,46,10,214,491,651,668,836,827,365,63,3905,84,79,82,101,62,23,0,427,2534,2807,2635,2719,2177,723,106,13705
LGA24900,10,42,80,214,324,173,38,883,176,237,234,217,159,58,16,1094,3,6,25,57,110,55,14,270,0,0,0,0,0,6,0,9,6,18,39,122,141,95,15,442,13,10,29,42,124,77,22,318,9,4,9,10,14,8,0,53,3,0,3,23,40,24,6,106,167,268,255,249,170,36,0,1148,3,0,3,12,31,9,9,62,65,92,122,151,162,54,8,661,1206,1509,1381,1508,1302,376,53,7346,75,53,81,87,88,28,8,426,1637,2107,2077,2386,2275,777,144,11409,1247,1561,1460,1592,1376,403,58,7704,266,410,417,511,566,204,47,2424,50,74,102,143,181,112,20,676,0,15,17,45,57,41,10,173,317,493,535,702,805,350,79,3283,75,53,81,87,88,28,8,426,1637,2107,2077,2386,2275,777,144,11409
