POW_LGA_CODE_2021,OM_UIE_75ov_HW_0,OM_UIE_75ov_HW_1_19,OM_UIE_75ov_HW_20_29,OM_UIE_75ov_HW_30_34,OM_UIE_75ov_HW_35_39,OM_UIE_75ov_HW_40_44,OM_UIE_75ov_HW_45_49,OM_UIE_75ov_HW_50mor,OM_UIE_75ov_HW_NS,OM_UIE_75ov_Tot,OM_UIE_Tot_HW_0,OM_UIE_Tot_HW_1_19,OM_UIE_Tot_HW_20_29,OM_UIE_Tot_HW_30_34,OM_UIE_Tot_HW_35_39,OM_UIE_Tot_HW_40_44,OM_UIE_Tot_HW_45_49,OM_UIE_Tot_HW_50mor,OM_UIE_Tot_HW_NS,OM_UIE_Tot_Tot,CFW_15_19_HW_0,CFW_15_19_HW_1_19,CFW_15_19_HW_20_29,CFW_15_19_HW_30_34,CFW_15_19_HW_35_39,CFW_15_19_HW_40_44,CFW_15_19_HW_45_49,CFW_15_19_HW_50mor,CFW_15_19_HW_NS,CFW_15_19_Tot,CFW_20_24_HW_0,CFW_20_24_HW_1_19,CFW_20_24_HW_20_29,CFW_20_24_HW_30_34,CFW_20_24_HW_35_39,CFW_20_24_HW_40_44,CFW_20_24_HW_45_49,CFW_20_24_HW_50mor,CFW_20_24_HW_NS,CFW_20_24_Tot,CFW_25_29_HW_0,CFW_25_29_HW_1_19,CFW_25_29_HW_20_29,CFW_25_29_HW_30_34,CFW_25_29_HW_35_39,CFW_25_29_HW_40_44,CFW_25_29_HW_45_49,CFW_25_29_HW_50mor,CFW_25_29_HW_NS,CFW_25_29_Tot,CFW_30_34_HW_0,CFW_30_34_HW_1_19,CFW_30_34_HW_20_29,CFW_30_34_HW_30_34,CFW_30_34_HW_35_39,CFW_30_34_HW_40_44,CFW_30_34_HW_45_49,CFW_30_34_HW_50mor,CFW_30_34_HW_NS,CFW_30_34_Tot,CFW_35_39_HW_0,CFW_35_39_HW_1_19,CFW_35_39_HW_20_29,CFW_35_39_HW_30_34,CFW_35_39_HW_35_39,CFW_35_39_HW_40_44,CFW_35_39_HW_45_49,CFW_35_39_HW_50mor,CFW_35_39_HW_NS,CFW_35_39_Tot,CFW_40_44_HW_0,CFW_40_44_HW_1_19,CFW_40_44_HW_20_29,CFW_40_44_HW_30_34,CFW_40_44_HW_35_39,CFW_40_44_HW_40_44,CFW_40_44_HW_45_49,CFW_40_44_HW_50mor,CFW_40_44_HW_NS,CFW_40_44_Tot,CFW_45_49_HW_0,CFW_45_49_HW_1_19,CFW_45_49_HW_20_29,CFW_45_49_HW_30_34,CFW_45_49_HW_35_39,CFW_45_49_HW_40_44,CFW_45_49_HW_45_49,CFW_45_49_HW_50mor,CFW_45_49_HW_NS,CFW_45_49_Tot,CFW_50_54_HW_0,CFW_50_54_HW_1_19,CFW_50_54_HW_20_29,CFW_50_54_HW_30_34,CFW_50_54_HW_35_39,CFW_50_54_HW_40_44,CFW_50_54_HW_45_49,CFW_50_54_HW_50mor,CFW_50_54_HW_NS,CFW_50_54_Tot,CFW_55_59_HW_0,CFW_55_59_HW_1_19,CFW_55_59_HW_20_29,CFW_55_59_HW_30_34,CFW_55_59_HW_35_39,CFW_55_59_HW_40_44,CFW_55_59_HW_45_49,CFW_55_59_HW_50mor,CFW_55_59_HW_NS,CFW_55_59_Tot,CFW_60_64_HW_0,CFW_60_64_HW_1_19,CFW_60_64_HW_20_29,CFW_60_64_HW_30_34,CFW_60_64_HW_35_39,CFW_60_64_HW_40_44,CFW_60_64_HW_45_49,CFW_60_64_HW_50mor,CFW_60_64_HW_NS,CFW_60_64_Tot,CFW_65_69_HW_0,CFW_65_69_HW_1_19,CFW_65_69_HW_20_29,CFW_65_69_HW_30_34,CFW_65_69_HW_35_39,CFW_65_69_HW_40_44,CFW_65_69_HW_45_49,CFW_65_69_HW_50mor,CFW_65_69_HW_NS,CFW_65_69_Tot,CFW_70_74_HW_0,CFW_70_74_HW_1_19,CFW_70_74_HW_20_29,CFW_70_74_HW_30_34,CFW_70_74_HW_35_39,CFW_70_74_HW_40_44,CFW_70_74_HW_45_49,CFW_70_74_HW_50mor,CFW_70_74_HW_NS,CFW_70_74_Tot,CFW_75ov_HW_0,CFW_75ov_HW_1_19,CFW_75ov_HW_20_29,CFW_75ov_HW_30_34,CFW_75ov_HW_35_39,CFW_75ov_HW_40_44,CFW_75ov_HW_45_49,CFW_75ov_HW_50mor,CFW_75ov_HW_NS,CFW_75ov_Tot,CFW_Tot_HW_0,CFW_Tot_HW_1_19,CFW_Tot_HW_20_29,CFW_Tot_HW_30_34,CFW_Tot_HW_35_39,CFW_Tot_HW_40_44,CFW_Tot_HW_45_49,CFW_Tot_HW_50mor,CFW_Tot_HW_NS,CFW_Tot_Tot,St_Em_NS_15_19_HW_0,St_Em_NS_15_19_HW_1_19,St_Em_NS_15_19_HW_20_29,St_Em_NS_15_19_HW_30_34,St_Em_NS_15_19_HW_35_39,St_Em_NS_15_19_HW_40_44,St_Em_NS_15_19_HW_45_49,St_Em_NS_15_19_HW_50mor,St_Em_NS_15_19_HW_NS,St_Em_NS_15_19_Tot,St_Em_NS_20_24_HW_0,St_Em_NS_20_24_HW_1_19,St_Em_NS_20_24_HW_20_29,St_Em_NS_20_24_HW_30_34,St_Em_NS_20_24_HW_35_39,St_Em_NS_20_24_HW_40_44,St_Em_NS_20_24_HW_45_49,St_Em_NS_20_24_HW_50mor,St_Em_NS_20_24_HW_NS,St_Em_NS_20_24_Tot,St_Em_NS_25_29_HW_0,St_Em_NS_25_29_HW_1_19,St_Em_NS_25_29_HW_20_29,St_Em_NS_25_29_HW_30_34,St_Em_NS_25_29_HW_35_39,St_Em_NS_25_29_HW_40_44,St_Em_NS_25_29_HW_45_49,St_Em_NS_25_29_HW_50mor,St_Em_NS_25_29_HW_NS,St_Em_NS_25_29_Tot,St_Em_NS_30_34_HW_0,St_Em_NS_30_34_HW_1_19,St_Em_NS_30_34_HW_20_29,St_Em_NS_30_34_HW_30_34,St_Em_NS_30_34_HW_35_39,St_Em_NS_30_34_HW_40_44,St_Em_NS_30_34_HW_45_49,St_Em_NS_30_34_HW_50mor,St_Em_NS_30_34_HW_NS,St_Em_NS_30_34_Tot
LGA23810,0,18,5,0,0,7,0,5,3,43,71,310,218,147,128,286,85,302,49,1586,0,4,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,3,0,8,4,0,0,0,0,0,0,14,0,4,4,0,0,0,0,0,5,17,0,10,8,6,0,5,0,0,0,25,8,6,3,7,0,0,4,6,0,37,0,5,12,0,0,5,0,8,4,28,5,10,0,0,0,5,3,10,5,37,0,12,5,0,3,5,0,3,0,33,0,16,6,3,0,3,0,11,3,41,4,12,3,9,0,4,0,3,8,41,0,10,7,3,6,7,0,5,3,33,4,17,5,0,0,0,0,3,0,36,23,114,60,22,15,36,6,50,28,366,0,6,0,0,0,0,0,0,4,16,0,3,3,0,3,0,0,0,3,9,4,3,6,0,5,9,0,0,8,26,6,0,0,0,0,6,0,0,7,25
LGA23940,0,5,5,4,0,5,0,10,0,32,19,51,47,29,30,59,25,203,13,475,0,7,0,0,0,0,0,0,4,9,0,6,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8,0,4,6,0,0,5,0,0,0,16,0,0,6,0,3,0,0,7,4,16,0,3,5,0,0,0,3,5,0,10,0,5,0,0,0,4,4,9,3,25,0,4,0,6,0,3,0,10,5,28,0,4,6,0,0,7,5,17,0,42,0,5,4,0,0,7,0,14,7,33,0,6,0,0,0,9,0,13,0,36,3,4,7,0,0,4,0,9,8,36,13,53,32,16,10,30,8,85,27,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,5
LGA24130,0,29,7,8,5,8,0,6,0,69,80,438,256,208,151,250,78,288,16,1773,0,5,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,4,0,10,6,0,3,0,0,0,0,25,0,10,3,4,0,0,0,5,0,28,5,15,3,5,3,4,0,12,0,44,6,11,4,0,0,4,3,14,4,40,0,11,8,5,0,11,0,11,0,39,0,15,5,10,4,10,0,11,0,46,4,20,12,4,0,8,3,13,0,56,6,19,14,4,4,5,4,5,0,56,0,11,12,6,0,7,0,9,0,52,3,10,11,4,3,0,0,13,3,47,25,142,70,42,18,48,13,77,14,451,0,4,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,3,12,0,0,0,0,0,3,0,0,4,12
LGA24210,3,50,10,4,0,0,0,5,4,75,148,779,480,295,234,412,104,286,34,2770,0,10,0,0,0,0,0,0,0,12,0,4,5,0,0,4,0,0,0,12,0,4,5,4,4,4,0,0,0,27,0,16,18,0,7,6,0,3,3,57,3,27,22,8,3,14,0,0,5,82,8,28,16,7,0,13,0,13,7,87,4,25,25,5,3,9,5,10,0,77,3,31,12,10,3,14,0,12,0,81,11,26,20,7,5,8,0,7,3,82,0,22,13,4,3,7,0,4,3,62,0,25,12,0,0,7,0,3,7,52,7,20,11,4,5,0,0,0,0,40,3,25,20,4,0,0,0,0,4,55,46,263,163,49,42,81,13,53,23,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,6,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,7,11
LGA24250,5,3,4,3,0,0,0,3,0,23,19,81,63,44,37,82,29,102,12,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,7,4,0,0,0,0,4,0,17,0,4,6,0,0,3,0,0,3,14,0,0,3,0,0,7,0,3,0,18,0,3,0,0,7,0,0,8,0,18,0,11,0,3,4,3,0,9,0,27,4,12,0,6,0,0,0,0,0,23,0,16,0,8,0,0,0,13,0,31,6,4,9,0,0,0,0,0,3,25,13,47,22,14,9,12,3,28,13,180,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA24330,0,6,0,0,3,0,0,3,0,19,130,516,437,286,267,424,87,332,32,2520,0,11,0,0,0,0,0,0,0,11,0,5,0,0,0,0,0,0,0,16,0,3,3,0,5,0,0,4,0,18,4,15,10,4,0,0,0,0,0,46,4,11,10,7,0,5,0,8,10,51,3,5,3,0,4,4,4,10,0,32,3,8,6,0,0,6,0,7,0,41,3,14,10,3,0,14,0,9,3,53,8,8,5,5,0,3,0,8,0,35,3,8,3,3,5,4,0,9,3,28,3,6,3,0,4,3,0,3,0,21,0,3,0,0,0,0,0,0,0,13,0,6,0,0,0,4,0,0,0,10,26,98,60,25,29,48,9,51,24,379,0,3,0,0,0,0,0,0,3,7,5,4,0,0,0,0,0,0,3,16,0,4,3,0,6,3,0,0,4,19,3,0,0,0,0,0,0,0,8,25
LGA24410,0,21,8,4,0,0,0,0,0,42,157,725,458,296,278,472,129,406,38,2957,0,10,0,0,0,0,0,0,0,10,0,6,0,0,0,0,0,0,0,10,0,11,9,0,0,0,0,0,0,21,0,11,3,0,4,7,0,6,6,34,6,19,9,4,8,11,0,8,0,63,6,24,10,4,0,11,0,4,3,56,0,18,11,3,4,6,4,7,6,62,3,23,6,3,3,8,4,3,5,59,0,13,9,5,0,4,0,11,8,51,0,19,6,0,3,9,4,3,4,50,4,18,5,10,0,4,0,4,0,39,6,15,5,0,0,0,4,0,0,32,8,17,10,0,0,0,0,0,0,30,38,197,78,30,30,58,19,47,30,522,0,0,0,0,0,0,0,0,0,4,0,7,3,0,0,0,0,0,10,17,0,4,0,0,9,3,0,0,18,31,0,4,3,0,3,3,0,0,6,17
LGA24600,12,71,31,22,6,24,4,21,9,190,429,1671,1307,793,728,1659,507,2482,277,9846,3,15,0,0,0,0,0,0,13,36,5,24,11,0,9,3,0,0,9,59,13,27,9,7,7,5,3,8,13,90,12,39,40,17,14,16,3,16,20,180,16,40,43,14,15,36,4,31,17,217,25,47,36,36,13,28,4,16,22,224,15,45,31,18,9,20,5,13,21,179,19,38,26,7,12,25,5,23,24,179,16,38,27,12,10,6,5,18,21,153,17,25,20,9,8,10,0,11,12,108,14,38,20,12,3,15,0,14,7,117,8,39,18,9,0,3,0,6,16,93,15,34,11,13,7,6,0,9,23,102,180,435,290,148,93,169,36,161,215,1730,9,4,5,0,0,0,0,0,10,31,0,14,10,5,0,7,5,0,37,85,13,13,13,5,17,15,0,3,70,155,24,17,16,0,27,23,0,16,83,206
LGA24650,0,0,3,0,0,0,0,0,0,9,151,556,406,267,293,460,99,324,55,2603,0,7,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,18,0,12,0,0,0,0,0,0,0,17,8,21,12,0,0,5,0,3,0,57,3,32,20,10,9,13,0,12,0,99,0,23,20,9,4,11,0,11,7,83,3,10,7,4,8,16,0,25,4,72,5,14,9,6,3,10,6,7,3,60,7,17,7,5,12,0,3,8,0,57,0,14,8,4,0,3,0,12,4,44,0,9,4,4,0,4,0,0,0,21,5,0,0,4,0,0,0,0,0,7,0,3,6,0,0,0,0,0,0,3,34,165,103,34,38,65,10,70,27,553,0,3,0,0,0,0,0,0,0,3,0,0,6,0,0,3,0,0,4,17,3,7,0,0,0,7,0,0,4,36,3,3,5,4,10,0,0,3,12,37
LGA24780,0,10,3,0,5,8,6,12,0,38,65,241,174,146,158,252,84,407,29,1544,0,13,0,0,0,0,0,0,3,21,0,0,0,0,0,0,0,5,0,14,3,3,5,0,3,0,0,5,6,24,0,5,8,4,0,3,0,4,0,31,4,13,5,3,0,5,0,5,6,49,3,11,10,0,3,5,6,20,4,52,6,7,8,4,0,0,0,13,0,41,6,3,9,4,5,3,5,31,0,69,3,7,10,0,13,14,3,25,0,84,12,20,17,10,7,14,5,32,0,108,4,8,6,5,3,6,0,22,0,56,3,12,0,3,3,4,0,15,4,51,0,9,6,5,0,6,0,9,9,36,50,118,75,45,33,66,20,170,44,630,0,3,0,0,0,5,0,0,6,16,0,3,0,3,4,0,0,0,7,13,0,0,4,0,4,3,0,4,6,24,4,0,0,0,6,6,0,4,3,25
LGA24850,0,14,0,0,0,0,0,4,0,29,67,203,153,100,87,186,67,210,22,1086,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,11,0,3,0,0,0,0,0,0,6,14,0,11,7,5,3,0,0,4,0,28,0,7,0,0,3,9,0,10,0,29,0,11,0,0,3,3,0,3,4,33,4,5,0,6,0,6,0,4,0,26,0,3,3,3,0,0,0,13,0,35,0,4,8,0,6,7,0,3,0,30,5,11,6,9,3,4,0,8,4,41,0,9,4,6,3,7,0,7,0,42,0,9,3,4,7,0,0,0,0,25,12,79,50,34,24,32,4,60,14,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,9,0,0,0,0,0,0,0,5,0,6,5,0,4,0,0,0,0,0,0,8
LGA24900,0,9,11,4,0,8,0,6,4,42,54,136,114,75,52,182,61,320,26,1022,0,9,0,0,0,0,0,0,3,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,21,0,9,0,0,0,0,0,8,0,24,4,4,0,0,0,4,0,5,0,24,0,6,5,0,0,3,0,11,0,29,0,9,5,7,0,4,5,21,4,53,0,6,6,4,5,5,5,17,0,51,0,14,3,0,0,7,3,30,3,65,7,16,6,4,3,12,3,12,8,62,3,12,3,3,0,3,0,12,7,46,4,13,6,0,0,0,0,7,14,46,27,99,47,29,20,44,18,133,34,445,0,5,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,5,11,3,3,0,0,6,0,6,4,0,17
LGA24970,5,40,13,7,8,6,3,4,0,91,263,1196,853,493,404,771,192,554,101,4821,0,11,5,0,0,0,0,0,0,24,6,17,7,4,0,0,0,0,0,41,0,12,9,10,3,4,0,0,9,43,9,27,22,9,9,16,0,6,11,103,15,31,35,9,6,15,3,15,14,149,7,41,19,14,9,27,0,9,3,136,12,36,27,14,7,18,4,19,6,140,13,34,17,8,4,7,0,15,4,109,6,26,7,12,16,15,7,9,4,98,4,27,11,6,4,18,4,14,6,98,5,34,10,6,8,4,0,6,0,75,9,27,5,3,0,6,0,4,5,68,3,31,9,0,5,3,0,0,9,64,78,353,191,94,73,131,25,107,75,1136,0,5,3,0,0,0,0,0,0,5,5,11,0,0,5,4,0,0,17,39,6,5,5,0,9,0,4,0,20,42,3,12,5,3,11,0,0,6,14,46
LGA25060,3,15,3,4,4,0,0,0,0,31,190,718,511,295,240,488,130,402,49,3027,0,14,5,0,0,0,0,0,0,19,0,7,0,0,0,0,0,0,5,17,0,3,3,0,7,4,0,3,0,26,3,19,11,7,4,5,0,4,3,49,5,25,7,0,6,5,0,4,0,59,6,24,11,0,0,3,0,9,4,55,10,14,10,0,6,8,0,7,0,52,4,9,10,8,0,10,4,5,5,55,10,19,5,11,4,6,0,4,0,67,4,13,7,6,4,6,0,10,0,56,3,18,11,5,0,0,0,5,0,49,3,12,3,3,3,0,0,0,7,28,0,3,5,0,0,4,0,0,0,13,48,196,76,42,32,67,13,57,30,548,0,8,0,0,0,0,0,0,0,4,5,3,0,0,4,0,0,0,4,16,4,0,5,0,9,6,0,0,7,29,6,0,0,0,6,4,0,0,5,18
LGA25150,4,5,7,3,0,4,0,5,0,31,49,201,111,76,57,137,42,171,24,874,0,4,3,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,8,0,7,3,0,0,5,0,0,0,20,0,3,4,0,5,3,0,0,0,16,0,9,6,0,3,3,0,4,0,31,0,8,5,0,4,3,0,4,0,27,0,9,0,0,0,6,0,8,0,28,3,9,6,0,0,3,0,11,0,36,3,14,6,0,3,0,5,8,3,46,0,4,14,5,3,6,0,7,4,37,5,10,3,0,0,6,0,12,0,36,0,7,10,0,3,3,0,0,0,31,21,83,62,19,18,35,4,67,14,319,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,3,8
LGA25250,0,17,4,5,4,10,0,0,0,45,276,1133,823,517,453,813,183,574,67,4851,0,5,0,0,0,0,0,0,0,8,3,7,10,0,0,4,0,0,0,19,0,0,3,0,3,10,0,0,0,20,0,24,5,0,8,5,0,0,6,55,7,23,15,11,4,8,3,6,3,76,7,16,9,11,6,11,0,3,4,66,8,19,13,8,4,5,0,11,0,80,9,22,18,4,6,20,3,8,4,90,3,20,10,7,9,4,0,11,0,65,11,22,8,3,0,4,0,12,0,60,0,15,15,3,0,3,0,5,0,40,3,8,13,4,0,0,0,5,0,27,0,12,3,4,0,0,0,0,0,28,54,197,119,63,39,78,13,61,20,648,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,0,0,5,13,5,0,3,0,0,5,4,0,9,24,4,6,8,0,4,3,0,0,9,34
LGA25340,9,51,25,10,8,16,0,13,5,136,352,1321,873,603,544,966,249,629,75,5607,4,27,0,0,0,0,0,0,0,32,3,9,0,0,0,4,0,0,0,17,0,10,4,3,4,3,3,5,0,28,9,25,4,4,5,8,0,3,9,63,11,26,17,4,6,7,0,8,7,89,4,26,25,9,6,8,0,11,3,88,3,29,13,8,6,17,5,22,3,105,18,31,20,12,10,22,5,18,3,139,20,36,11,11,10,19,7,11,4,126,11,53,19,12,12,10,0,18,9,135,9,37,23,14,5,3,4,4,0,91,7,56,19,10,0,5,0,10,3,100,9,37,24,8,0,0,0,14,6,93,101,403,171,93,57,97,19,116,43,1103,3,4,0,0,4,0,0,0,13,24,0,0,9,3,0,0,0,0,18,30,10,3,5,4,0,7,0,3,9,43,0,9,0,3,8,10,0,4,8,45
LGA25430,0,12,7,5,0,6,0,4,5,37,35,271,180,108,82,182,50,146,17,1064,3,3,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,8,0,5,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,3,0,17,0,3,0,6,0,4,0,3,0,23,4,7,0,0,0,3,0,7,0,26,0,7,0,0,3,0,0,3,0,23,0,7,7,0,0,4,0,5,0,25,0,3,0,0,0,3,0,0,4,16,13,56,23,18,7,22,6,33,4,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA25490,0,10,5,6,6,12,3,22,0,65,43,143,121,66,59,190,33,475,30,1166,0,10,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,6,0,10,0,11,3,0,0,5,0,3,0,13,0,9,3,0,0,0,0,9,0,24,0,4,0,5,0,0,0,8,0,18,0,8,3,4,0,4,5,9,0,26,0,0,0,6,0,3,0,14,0,38,0,5,7,0,0,10,0,23,0,48,0,12,9,0,0,3,3,15,0,50,0,13,3,5,0,8,0,15,3,49,0,15,3,5,0,7,0,13,5,42,0,13,10,5,3,3,0,10,9,49,4,93,50,31,12,44,14,124,27,390,4,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,8
LGA25620,0,16,13,5,4,10,0,8,4,63,37,108,96,67,46,130,33,118,12,653,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,3,0,7,0,6,4,0,0,0,0,0,0,15,0,0,0,0,0,0,0,3,0,6,0,7,0,0,0,3,3,7,0,27,0,12,0,0,5,7,0,7,0,26,4,11,0,5,4,0,0,7,0,32,0,3,8,9,0,4,0,4,3,27,3,13,4,6,0,3,4,5,0,36,6,14,9,5,8,5,0,8,3,49,16,70,37,34,8,24,13,42,4,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA25710,0,19,6,4,0,0,0,3,0,33,118,489,313,183,151,297,72,203,24,1842,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,8,0,0,4,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,9,0,10,0,0,0,5,0,6,0,27,3,13,7,5,0,9,0,3,0,41,0,11,7,3,3,3,0,5,0,33,3,5,0,4,0,0,0,4,0,22,0,10,5,7,4,3,3,7,0,39,4,17,8,6,0,7,0,3,0,48,5,20,11,0,0,3,0,3,0,40,0,17,4,7,0,0,0,3,0,26,0,9,3,0,0,0,0,0,0,15,14,131,52,29,12,31,6,32,14,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3
LGA25810,0,3,0,3,0,6,7,10,0,31,14,66,59,42,22,96,32,138,3,477,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,10,0,6,0,0,0,0,0,4,0,13,0,0,3,0,0,0,0,3,0,6,0,0,0,0,0,0,0,4,0,7,0,0,3,0,0,0,0,10,4,23,0,0,0,0,0,0,0,8,0,10,0,10,0,0,0,3,0,15,0,30,0,3,7,0,0,0,0,7,0,20,0,3,3,0,0,7,0,0,0,24,0,10,10,0,3,4,4,0,0,24,6,39,19,4,9,24,6,54,10,180,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,8,0,0,6,0,0,4,6,0,4,12,0,0,0,0,4,0,0,0,3,9
LGA25900,5,29,21,4,8,19,0,5,0,87,228,1076,795,457,386,702,197,559,62,4464,4,0,0,0,0,0,0,0,0,4,0,10,0,0,4,0,0,0,0,17,0,13,7,0,0,0,0,3,4,24,0,15,12,5,7,0,0,0,4,37,11,18,19,11,4,9,0,5,7,81,4,18,17,4,8,12,9,9,11,80,3,14,8,3,0,10,7,10,0,61,13,18,10,10,0,11,0,15,0,79,3,24,9,5,3,4,3,15,4,80,5,26,9,3,0,3,0,14,0,73,5,15,11,9,3,3,0,5,3,58,6,11,8,5,0,4,0,0,0,44,4,16,5,0,0,3,0,4,0,38,55,201,124,61,36,69,21,79,35,678,0,0,0,0,0,0,0,0,4,9,4,0,0,0,0,0,0,0,9,22,3,0,6,0,0,3,4,0,3,30,4,3,3,4,5,7,0,3,14,44
LGA25990,0,6,0,5,0,0,0,3,0,12,5,29,35,25,10,38,22,91,6,268,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,5,0,10,0,3,0,0,0,0,0,17,0,24,0,0,3,0,0,0,0,8,0,14,0,5,6,0,0,3,0,12,0,17,0,0,3,6,0,0,0,8,0,27,0,11,0,5,0,3,0,7,0,23,0,5,4,0,0,8,0,0,7,23,0,9,0,3,0,3,0,0,0,24,7,38,23,16,5,19,3,75,4,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA26080,0,3,0,0,0,4,0,0,0,11,7,46,26,21,13,19,4,17,5,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,16,0,0,0,0,0,6,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4
LGA26170,0,21,10,12,0,12,0,15,5,79,65,306,206,156,118,238,85,530,31,1740,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,4,4,0,0,0,0,0,0,8,0,5,0,5,7,0,0,8,0,20,0,6,9,0,0,4,0,3,0,25,3,9,4,0,0,6,0,5,6,32,3,14,3,6,0,4,5,6,4,43,8,9,7,0,6,8,0,11,8,48,0,13,9,3,0,4,4,19,3,54,4,20,9,5,4,5,0,21,6,65,6,21,19,6,3,4,0,20,0,81,4,20,9,0,3,13,0,15,5,69,5,21,13,8,3,4,0,9,0,58,31,138,83,35,22,51,3,113,29,511,0,0,0,0,0,0,0,0,3,7,0,0,0,0,5,0,0,0,4,6,0,0,0,0,0,0,0,0,6,4,0,0,0,0,3,0,0,0,0,9
